id,question,A,B,C,D,Answer,Explanation,Hint
11,A firm evaluates all of its projects by applying the NPV decision rule. A project under consideration has the following cash flows:,What is the NPV of the project if the required return is 11%?,"At a required return of 11%, should the firm accept this project? What is the NPV of the project if the required return is 25%?","At a required return of 25%, should the firm accept this project?",,A,"Summary:
CF0 = -$28,000
CF1 = $12,000
CF2 = $15,000
CF3 = $11,000
Discount rate 1 (I1) = 11%
Discount rate 2 (I2) = 25%
a. Determine the NPV of the project if the discount rate is 11%:
{eq}NPV_1 = \displaystyle \frac{CF1}{1 + I1} + \frac{CF2}{(1 + I1)^2} + \frac{CF3}{(1 + I1)^3} - CF0 {/eq}
{eq}NPV_1 = \displaystyle \frac{\$12,000}{1 + 11\%} + \frac{\$15,000}{(1 + 11\%)^2} + \frac{\$11,000}{(1 + 11\%)^3} - \$28,000 {/eq}
{eq}NPV_1 = \$3,028.25 {/eq}
b. Investment decision:
At the discount rate of 11%, the project should be accepted since it generates a postive NPV.
Determine the project's NPV if the discount rate is 25%:
{eq}NPV_2 = \displaystyle \frac{\$12,000}{1 + 25\%} + \frac{\$15,000}{(1 + 25\%)^2} + \frac{\$11,000}{(1 + 25\%)^3} - \$28,000 {/eq}
{eq}NPV_2 = -\$3,168 {/eq}
c. Investment decision:
If the required rate of return is 25%, the project should not be accepted since it generates a negative NPV.",Net Present Value: The net present value (NPV) is a capital budgeting that a firm will practice to analyze available projects. The NPV is determined by subtracting the initial costs from the present value of expected cash flows.
12,"If the present worth of a stand-alone project is equal to zero, then all the below are correct statements, EXCEPT:",The project's future value worth could be greater than zero.,The project adds zero value to the company.,Investors are indifferent between accepting and rejecting the project.,The project's internal rate of return is equal to the minimum attractive rate of return.,A,"a)
This is an incorrect statement. A zero present worth indicates that all cash inflows are equal to all cash outflows, considering the effects of the time value of money. Hence, the future worth of a project will be zero if its present worth is zero.
b) This is a correct statement. A zero present worth indicates that the project generates no value for the company. In other words, all cash inflows are sufficient to recoup the required outlays.
c) This is a correct statement. A zero present-worth project will not damage the firm's value. Hence, investors will be indifferent to accepting or rejecting the project.
d) This is a correct statement. If a project's expected rate of return is equal to its internal rate of return (IRR), the present worth will be zero because the IRR is a discount rate that equates cash inflows with cash outflows considering the time value of money.",Present Worth: A project's present worth is a capital budgeting measure to assess the project's feasibility within a specific period. The present worth can be calculated by subtracting the project's required cash outlays from the current value of all expected cash inflows.
13,"An investment of $100 generates after-tax cash flows of $40 in Year 1, $80 in Year 2, and $120 in Year 3. The required rate of return is 20 percent. The net present value is closest to:",$42.22,$58.33,$68.52,$98.95,B,"The correct answer is option
b. $58.33
.
The net present value (NPV) can be figured out by deducting the initial investment from the sum of present values of all given after-tax cash flows discounted at the given required return of 20% (or 0.20) as shown below:
Net present value:
{eq}=  \dfrac{CF_1}{(1 + 9.5\%)^1} + \dfrac{CF_2}{(1 + 9.5\%)^2} + \dfrac{CF_3}{(1 + 9.5\%)^3} - \text{Initial investment}

{/eq}
{eq}=  \dfrac{\$40}{(1 + 20\%)^1} + \dfrac{\$80}{(1 + 20\%)^2} + \dfrac{\$120}{(1 + 20\%)^3} - $100

{/eq}
{eq}=  \dfrac{\$40}{(1.20)^1} + \dfrac{\$80}{(1.20)^2} + \dfrac{\$120}{(1.20)^3} - $100

{/eq}
{eq}= $33.33 + $55.55 + $69.44 - 100

{/eq}
{eq}= $58.33

{/eq}","Net Present Value (NPV): The net present value for a project denotes the net value that would be added to investors' wealth as of today if a project is executed. As per the decision criterion, a project is accepted only when the calculated NPV is positive."
14,"If the present value of future cash flows is $1,200 for an investment that requires an outlay of $1,000, the net present value:",is $200.,"is $1,000.","is $1,200.","is $2,200.",A,"The answer is
a. is $200.
Determine the net present value:
Net present value = Present value of future cash flows - Cash outlay
Net present value = $1,200 - $1,000
Net present value = $200","Net Present Value: By estimating the project's net present value (NPV), an analyst can recognize the difference between the project's present value of cash inflows and the required cash outlays. Hence, a project is rejected if its NPV is negative."
15,Which of the following is a present value method of analyzing capital investment proposals?,Average rate of return,Cash payback method,Accounting rate of return,Net present value,D,"The correct answer is
d. Net present value.
The net present value method compares the present values of cash outflows and cash inflows of the business. The net present value is equal to the difference between the present value of cash inflows and the present value of cash outflows. Any investment is feasible, if it has a positive net present value.
As this method calculate the present value of cash flows, it can be said a present value method of analyzing capital investment proposals.
Explanation for incorrect answers
The average rate of return and the accounting rate of return are the same and they consider the net income of the business and not the cash flows. Hence, options (a) and (c) are incorrect.
The cash payback period does not discounts the expected cash flows to their present values, hence option (b) is incorrect.",Capital Budgeting: Capital budgeting is the process of evaluating available investment alternatives by different methods and techniques. These evaluation form part of the MIS reports.
16,"Next year's earnings are estimated to be $3. The company plans to reinvest 20% of its earnings at 15%. If the cost of equity is 7%, what is the present value of growth opportunities?",$18.14,$16.14,$7.07,$17.14,D,"The correct answer is option d.
Given information:
The estimated earnings for the next year are $3.
The retention ratio is 20%.
The earnings ratio is 15%.
The cost of equity is 7%.
Calculation of the present value of growth opportunities:
{eq}\begin{align*}{\rm\text{Present value}}\,{\rm\text{of growth opportunities}} &= {\rm\text{Value with growth}} - {\rm\text{Value without growth}}\\ &= \$ 60 - \$ 42.86\\ &= \$ 17.14\end{align*}

{/eq}
Therefore, the present value of growth opportunities is $17.14.
Working note:
Calculation of the growth rate:
{eq}\begin{align*}{\rm\text{Growth}}\;{\rm\text{rate}} &= \left( {{\rm\text{Retention}}\,{\rm\text{ratio}} \times {\rm\text{Earnings}}\,\,{\rm\text{ratio}}} \right) \times 100\\ &= \left( {20\%  \times 15\% } \right) \times 100\\ &= \left( {0.20 \times 0.15} \right) \times 100\\ &= 3\% \end{align*}

{/eq}
The growth rate is 3%.
Calculation of the value with growth:
{eq}\begin{align*}{\rm\text{Value with growth}} &= \frac{{\left( {{\rm\text{Earnings}} \times \left( {1 - {\rm\text{Retention ratio}}} \right)} \right)}}{{\left( {{\rm\text{Cost of equity}} - {\rm\text{Growth rate}}} \right)}}\\ &= \frac{{\left( {\$ 3 \times \left( {1 - 20\% } \right)} \right)}}{{\left( {7\%  - 3\% } \right)}}\\ &= \frac{{\left( {\$ 3 \times \left( {0.80} \right)} \right)}}{{\left( {0.04} \right)}}\\ &= \$ 60\end{align*}

{/eq}
Thus, the value with growth is $60.
Calculation of the value without growth:
{eq}\begin{align*}{\rm\text{Value without growth}} &= \frac{{{\rm\text{Earnings}}}}{{{\rm\text{Cost of equity}}}}\\ &= \frac{{\$ 3}}{{7\% }}\\ &= \frac{{\$ 3}}{{0.07}}\\ &= \$ 42.86\end{align*}

{/eq}
Thus, the value without growth is $42.86.",Present value of growth opportunities : One method for determining the real value of growth stocks is to estimate the present value of growth opportunities. It aids in evaluating and analyzing the projected growth potential of the concern.
17,"You have been offered the following investment opportunity: if you invest $16,000 today, you will receive $4,000 two years from now, $7,000 four years from now, and $9,000 six years from now.",What is the NPV of the opportunity if the interest rate is 6% per year? Should you take this opportunity?,What is the NPV of the opportunity if the interest rate is 2% per year? Should you take this opportunity?,,,A,"Summary:
Initial investment = $16,000
Cash inflow in year 2 (CF2) = $4,000
Cash inflow in year 4 (CF4) = $7,000
Cash inflow in year 6 (CF6) = $9,000
Initial interest rate (I1) = 6%
New interest rate (I2) = 2%
a) Determine the net present value (NPV) of the investment if the interest rate is 6%:
{eq}NPV = \displaystyle \frac{CF2}{(1 + I1)^2} + \frac{CF4}{(1 + I1)^4} + \frac{CF6}{(1 + I1)^6} - Initial\:investment {/eq}
{eq}NPV = \displaystyle \frac{\$4,000}{(1 + 6\%)^2} + \frac{\$7,000}{(1 + 6\%)^4} + \frac{\$9,000}{(1 + 6\%)^6} - \$16,000 {/eq}
{eq}NPV = \displaystyle \$3,559.99 + $5,544.66 + $6,344.64 - $16,000 {/eq}
{eq}NPV = \displaystyle -$550.71 {/eq}
The investment should not be approved at the interest rate if 6%.
b) Determine the net present value (NPV) of the investment if the interest rate is 2%:
{eq}NPV = \displaystyle \frac{CF2}{(1 + I2)^2} + \frac{CF4}{(1 + I2)^4} + \frac{CF6}{(1 + I2)^6} - Initial\:investment {/eq}
{eq}NPV = \displaystyle \frac{\$4,000}{(1 + 2\%)^2} + \frac{\$7,000}{(1 + 2\%)^4} + \frac{\$9,000}{(1 + 2\%)^6} - \$16,000 {/eq}
{eq}NPV = \displaystyle \$3,844.68 + \$6,466.92 + \$7,991.74 - $16,000 {/eq}
{eq}NPV = \displaystyle $2,303.34 {/eq}
The investment can be accepted as it can contribute a value of $2,303.34.","Net Present Value: The project's net present value of an investment refers to the additional value contributed by taking the project. Thus, a project will be approved if its net present value exceeds zero, and vice versa."
18,A company estimates that its weighted average cost of capital (WACC) is 10 percent. Which of the following independent projects should the company accept?,"Project B has a modified internal rate of return of {eq}9.5\%

{/eq}.","Project A requires an up-front expenditure of {eq}\$1,000,000

{/eq} and generates a net present value (NPV) of {eq}\$3,200

{/eq}.","Project D has an internal rate of return of {eq}9.5\%

{/eq}.","Project C requires an up-front expenditure of {eq}\$1,000,000

{/eq} and generates a positive internal rate of return of {eq}9.7\%

{/eq}.",B,"NPV rules: A project will be selected if it has a positive NPV.
IRR rules: A project will be accepted if its IRR is greater than its WACC.
MIRR rules: If a project's MIRR exceeds its WACC, the project should be approved.
A. Incorrect. Project B's MIRR is lower than its WACC. Thus, project B should be rejected.
B. Correct. This project should be accepted due to its positive NPV.
C. Incorrect. The project's IRR is less than its WACC, which indicates that this project is not profitable. Hence, it should not be accepted.
D. Incorrect. See explanation in the answer C.","Net Present Value: Net present value (NPV) is a capital budgeting metric to assess a project. NPV represents the difference between the project's initial cash outlays and the present value of expected cash flows. In practice, a firm can integrate different capital budgeting methods to gain a consistent investment decision."
19,The net present value will be larger if,the cost of capital is higher.,there is no salvage value.,the cost of the investment is lower.,the firm uses straight-line depreciation.,C,"A) Incorrect. The cost of capital and the present value of cash flows have an inverse relationship. Hence, an increase in the cost of capital will reduce the present value of cash flows, which decreases the net present value.
B) Incorrect. A lack of cash flow from the salvage value will reduce the present value of cash flows. Thus, the net present value will decrease accordingly.
C) Correct. A lower cost of capital will increase the present value of cash flows. With that being said, the net present value will increase consequently.
D) Incorrect. The straight-line deprecation will not allow the firm to recover the large costs of fixed asset purchases in the early stage of a project. Hence, the annual cash flows should be lower, which reduces the net present value.","Net Present Value (NPV): By practicing the net present value approach (NPV), a firm's managers can determine whether an available project is worth to acquire. If the net present value exceeds zero, a project should be accepted."
20,What should a company do if the net present value (NPV) of an investment in a labor-saving machine is negative?,Buy the machine.,Don't buy the machine.,,,B,"The answer is
B. Don't buy the machine
.
According to the net present value rules, a project should be accepted as long as its net present value (NPV) remains positive since a positive NPV indicates that the project generates an additional value to the business. With that being said, the firm should not acquire the labor-saving machine due to a negative NPV.","Net Present Value: Among available capital budgeting methods, the net present value (NPV) is useful to determine the potential profit in actual dollars for investment. Apart from the internal rate of return (IRR), the NPV method has no assumption about the reinvestment rate."
21,What is the present value of a $570 payment in three years when the discount rate is 7 percent?,$609.90,$570.00,$465.29,$530.10,C,"The correct answer is
c. $465.29.
Given information:
Single cash flow in 3 years = $570
Discount rate (I) = 7%
Periods (N) = 3
Estimate the present value of the future cash flow:
{eq}\text{Present Value} = \displaystyle \frac{\text{Future cash flow}}{(1 + \text{I})^N} \\ \text{Present Value} = \displaystyle \frac{\$570}{(1 + 7\%)^3} \\ \text{Present Value} = \$465.29 {/eq}","Present Value: The present value of a single cash flow refers to how much an investor should pay for it today. It is a basic concept for a capital budgeting analysis, in which the present value of an investment should be compared with its offer price."
22,"What is the present value of $12,500 to be received 10 years from today? Assume a discount rate of 8% compounded annually and round to the nearest $10.","$5,790","$11,574","$9,210","$17,010",A,"The answer is
a. $5,790.
Summary:
Expected lump sum = $12,500
Annual interest rate (I) = 8%
Holding periods (N) = 10
Determine the present value (PV) of the expected lump sum:
{eq}PV = \displaystyle \frac{\text{Expected lump sum}}{(1 + I)^N} \\

PV = \displaystyle \frac{\$12,500}{(1 + 8\%)^{10}} \\

PV = \displaystyle \$5,790 {/eq}","Present Value: The present value of a lump sum to be received in the future implies the value of that amount in today's dollars. In practice, investors will compare the present value of the lump sum and the opportunity cost to acquire that lump sum. If the present value exceeds the opportunity cost, it is worth acquiring the lump sum and vice versa."
23,"Assume that an investment of $1,000 produces a future cash flow of $1,000. The discount factor for this future cash flow is 0.89. The net present value is:",$0.,$110.,"$2,000.",None of the above.,D,"The answer is
d. None of the above.
Summary:
Investment = $1,000
Future cash flow = $1,000
Discount factor = 0.89
Determine the net present value (NPV):
NPV = Present value of future cash flow - Investment
NPV = Future cash flow x Discount factor - Investment
NPV = $1,000 x 0.89 - $1,000
NPV = -$110","Net Present Value (NPV): The net present value of an investment represents the difference between the initial investments and the present value of all expected cash inflows. Thus, the NPV rule will approve a project with a positive NPV."
24,"What is the present value of $12,150 to be received 2 years from today if the discount rate is 6 percent?","$11,462.26","$10,416.67","$9,602.32","$10,813.46",D,"The answer is
d. $10,813.46.
Given information:
Future value = $12,150
Discount rate (I) = 6%
Holding period (N) = 2
Estimate the present value of the amount of $12,150 to be received in 2 years:
{eq}\text{Present Value} = \displaystyle \frac{\text{Future value}}{(1 + I)^N} \\

\text{Present Value} = \displaystyle \frac{\$12,150}{(1 + 6\%)^2} \\

\text{Present Value} = \displaystyle \$10,813.46 {/eq}","Present Value: Present value and future value are two important measures that an investor should examine on a potential investment. By comparing the present value of an investment with its required initial costs, an investor can decide whether that investment is worth exercising, and vice versa."
25,"Determine whether the following statement is true or false: Everything else being equal, the higher the discount rate, the higher the present value.",True,False,,,B,"The statement is FALSE.
Present value of a lump sum:
{eq}\text{Present Value} = \displaystyle \frac{\text{Lump sum}}{(1 + I)^N} {/eq}, where
I: Discount rate, Required rate of return, Annual interest rate
N: Number of holding periods
The present value and the discount rate have an inverse relationship, in which an increase in the discount rate will reduce the present value and vice versa.","Present Value: In a capital budgeting analysis, the present value of a potential investment will be estimated and compared with the investment's required cash outlays before an investment decision is finalized accordingly. Basically, if an investment's cash outlays are less than its present value, it represents a profitable opportunity."
26,The discount rate that makes the net present value of an investment exactly equal to zero is the:,Payback periodB. Internal rate of returnC. Average accounting returnD. Profitability indexE. Discounted payback period,,,,B,"The discount rate that makes the net present value of an investment exactly equal to zero is the
(B.) Internal rate of return
If a project's net present value (NPV) is equal to zero, it means that the present value of cash inflows is sufficient to recover the project's cash outlays. In this case, the discount rate should be the project's internal rate of return (IRR) according to the definition of the IRR.
A. Payback period
is incorrect because the payback period method measures the length of time to recover the initial cash outlays.
C. Average accounting return
is incorrect because the average accounting return (ARR) is a nominal measure of return in term of percentage. It is not a relevant discount rate for the net present value technique.
D. Profitability index
is incorrect because the profitability index is a capital budgeting method, not a discount rate.
E. Discounted payback period
is incorrect because the discounted payback period measures the length of time to recoup the project's initial costs. This method considers the effect of the time value of money.","Net Present Value: The net present value (NPV) of an investment represents the difference between the present value of cash inflows and the present value of cash outlays. Thus, if a project has a positive NPV, the firm should approve it, and vice versa."
27,"What is the net present value of the following project? Assume the firm's required rate of return is {eq}15\%

{/eq}.","{eq}\$1,500

{/eq}.","{eq}- \$484

{/eq}.","{eq}\$1,337

{/eq}.","{eq}- \$1,276

{/eq}.",D,"The answer is
d. - $1,276.
Summary:
Required rate of return (I) = 15%
CF0 = - $75,000
CF1 = $50,000
CF2 = $40,000
Determine the net present value (NPV) of the given project:
{eq}NPV = \displaystyle \frac{CF1}{1 + I} + \frac{CF2}{(1 + I)^2} - CF0 \\

NPV = \displaystyle \frac{\$50,000}{1 + 15\%} + \frac{\$40,000}{(1 + 15\%)^2} - \$75,000 \\

NPV = \displaystyle $43,478.26 + $30,245.75 - $75,000 \\

NPV = \displaystyle -\$1,276 {/eq}","Net Present Value: The net present value (NPV) of a project is the difference between the initial outlays and the present value of expected cash flows. Basically, a project will be accepted if its NPV is positive."
29,"Compute the net present value of a $260,000 investment with a 10-year life, annual cash inflows of $50,000, and a discount rate of 12%.","($9,062)","$22,511","$9,062","($22,511)",B,"Correct Answer:
Option b. $22,511
.
An investment's net present value should be positive to be profitable. The net present value computation requires discounting the annual cash flows to the present and comparing the same with the initial outlay.
Even cash flows can be discounted using the following formula:
{eq}PV_{oa}=A×\frac{1-(1+r)^{-n}}{r}\\

PV_{oa}=$50,000 × \frac{1\,-\,(1\,+\,0.12)^{-10}}{0.12}\\

PV_{oa}=$50,000 × 5.650223\\

PV_{oa}= \,$282,511

{/eq}
Where,
{eq}PV_{oa} = \text{Present Value of ordinary annuity}\\

A = \text{Amount of annuity payment} = $50,000\\

r = \text{interest rate} = 12\%\\

n = \text{number of time periods} = 10\\

{/eq}
Using the above calculation, the net present value can be calculated as follows:
Net present value = Present value of cash flows - Investment cost
Net present value = $282,511 - $260,000
Net present value = $22,511
An investment with a positive net present value can be accepted
.",Investment Analysis: An investment should be considered if it is profitable for the business. Investment profitability analysis is possible using capital budgeting techniques. The time value of money plays an essential role in investment analysis.
30,"Suppose you will receive a payment of $500 one year from now. If during the year the interest rate rises, this decreases the present value of your future payment.",True,False,,,A,"The correct answer is option
a. True
.
The present value of the future payment is computed as:
{eq}\begin{align*}

&=  \dfrac{\text{Amount to be received after 1 year}}{\text{(1 + annual interest rate)} ^ {\text{Number of years}}} \\[0.3 cm]

&= \dfrac{FV}{(1 + r\%)^{1}}\\[0.3 cm]

&= \dfrac{FV}{(1 + r\%)}

\end{align*}

{/eq}
From the above formula, it is clear that the present value is inversely related to the interest rate and hence, the present value will decrease if the interest rate rises.",Present Value: The concept of the time value of money is useful in coming up with the present value of an expected payment. One can even determine the expected future value of a deposit made today by using this concept.
32,"Buckeye Healthcare Corp. is proposing to spend $126,295 on a six-year project that has estimated net cash flows of $29,000 for each of the six years.","Compute the net present value, using a rate of return of 12%.","Based on the analysis prepared in part (a), is the rate of return (1) more than 12%, (2) 12%, or (3) less than 12%?",,,A,"a. -  Net present value
We use the net present value factor for an ordinary annuity to calculate the net present value of the future cash flow stream:
Item
Years
Cash flow
Present value factor
Discounted cash flow
Initial investments
0
-$129,295
1
-$129,295
Estimated annual net cash flows
1-6
$29,000
4.11141
119,231
Net present value
$10,064
b. - Intrepretation
The correct option is (3).
The net present value is negative, and this means that the project does not meet the company's required rate of return therefore the rate of return is
less than 12%
If the net present value is $0, it means the project's rate of return equals the required rate of return, and if the net present value is positive, it implies that the project exceeds the required rate of return and that the project is therefore acceptable.",Net Present Value: A proposed investment's net present value is the sum of all its discounted cash flows. The technique is used in capital budgeting to access proposed investments because it uses all future cash flows and considers the time value of money.
33,"What is the value today of a $12,000 cash flow expected to be received 17 years from now based on an annual interest rate of 7%?","$3,799","$3,039","$37,906","$4,749",A,"The correct answer is
a. $3,799.
Given information:
Future value = $12,000
Annual interest rate (I) = 7%
Holding periods (N) = 17 years
Estimate the present value of the cash flow:
{eq}\text{Present value} = \displaystyle \frac{\text{Future value}}{(1 + I)^N} \\ \text{Present value} = \displaystyle \frac{\$12,000}{(1 + 7\%)^{17}} \\ \text{Present value} = \displaystyle \$3,799 {/eq}","Present Value: Generally, an investor will estimate the investment's present value before an investment decision is finalized. If the present value exceeds the investment's costs, it is worth accepting the investment."
