id,question,A,B,C,D,Answer,Explanation,Hint
21,The spread between the interest rates on bonds with default risk and default-free bonds is called the:,risk premium,junk margin,bond margin,default premium,A,"The correct answer is A
; risk premium.
The spread between the interest rates on bonds with default risk and default-free bonds represents the compensation investors demand for taking on additional risk. This compensation is referred to as the risk premium.
Reason for incorrect option:
B
: Junk margin is not a commonly used term in finance and is not related to the spread between interest rates on bonds with default risk and default-free bonds.
C
: Bond margin is a term that may refer to the amount by which the market value of a bond exceeds its face value. It has nothing to do with the difference in interest rates among bonds with and without risk of default.
D
: Default premium is also a term used in finance, which refers specifically to the additional interest rate that investors demand to compensate for the risk of default on a particular bond. It is a narrower term than risk premium, encompassing all additional compensation investors demand, taking on additional risk.","Risk Premium: The risk premium is the surplus gain investors ask for holding an investment with a higher degree of risk than a lower-risk investment, and it depends on the risk investors perceive to face."
22,"If the average annual rate of return for common stocks is 11.7%, and 4.0% for U.S. Treasury bills, what is the average market risk premium?",15.7%,4.0%,7.7%,Not enough information provided,C,"The correct answer to the given question is option
C. 7.7%
.
The average market risk premium is given by:
{eq}\begin{align*}

&= \text{Average annual rate of return for common stocks - average return on U.S. Treasury bills} \\[0.3 cm]

&= 11.7\% - 4\% \\[0.3 cm]

&= 7.7\%

\end{align*}

{/eq}","Market Risk Premium: In the parlance of finance, the security risk premium for a given common stock is usually ascertained by taking into account the market risk premium offered by the benchmark index and the beta coefficient of the security. The other risk premiums, which may also be considered are default risk premium, maturity risk premium, and liquidity risk premium."
23,"If the {eq}r_f = 0.06

{/eq} and the {eq}r_x = 0.10

{/eq}, calculate the risk premium for {eq}x

{/eq}.",0.02,0.03,0.04,0.05,C,"The correct answer is:
C. 0.04
Risk premium on an asset is calculated as:
{eq}\text{Risk premium}=r_m-r_f

{/eq}
Where {eq}r_m

{/eq} is the market rate of return and {eq}r_f

{/eq} is the risk-free rate of return.
Given that the market rate of return for X is {eq}r_x=0.10

{/eq} and the risk-free rate of return is {eq}r_f=0.06

{/eq}, then the risk premium is equal to:
{eq}\text{Risk premium}=0.10-0.06\\[0.3cm]

\text{Risk premium}=\boxed{\color{blue}{0.04}}

{/eq}","The Security Market Line (SML): In finance, the security market line (SML) is graphed using the capital asset pricing model (CAPM) equation. Its slope, which is the difference between the market rate of return and the risk-free rate of return represents the asset's risk premium."
24,"In a perfect capital market with risk-neutral investors, expected returns on all bonds must equal the risk-free rate.",True,False,,,A,"The given statement is True
In the perfect capital market, risk-neutral investors refer to the investors who look at a potential gain in the investment. In the market, the bonds equate with the T-bills interest rate. And the rate at which investors calculate their gain will consider as the risk for the averse investors in the market. So, the return on the bonds will equal the risk-free rate at which the investors have made their mindset for potential gain in the market on the bonds.",Perfect Capital Market: A market that promotes every investor to participate in changing the price of given assets is called a perfect capital market. It provides full access to information to its investors for increasing the competition in the market.
25,Which of the following is the formula used to describe the components of a risk premium?,risk premium = expected return + projected return,total returns = expected return + unexpected return,unexpected returns = systematic portion + unsystematic portion,risk premium = expected return risk - free rate,D,"The answer is
d. risk premium = expected return - risk-free rate
By its definition, a risk premium is determined by subtracting the risk-free rate from the nominal rate of return or the expected return. It refers to the additional risk associated with a particular investment over the risk-free rate.
Risk premium = Expected return - Risk-free rate","Risk Premium: Depending on an investment's features, the investment can experience an inflation risk premium, credit risk premium, or default risk premium. The investor will expect a higher return on an investment with a higher risk premium."
26,The risk premium is likely to be highest for:,U.S. government bonds.,corporate bonds.,gold mining expedition.,Either B or C,C,"The correct option is (C)
.
The risk premium is likely to be highest for gold mining expedition because it is the process in which less investment is involved in comparison to its return and that is why it would result in the highest risk premium for a company or an individual. Certain investors are involved in this purpose need compensation in excess of the risk-free rate of return which is known as a high-risk premium.
Hence, it is the correct option.",Financial Accounting Financial accounting measures the financial capacity or the financial structure of an organization by recording the transactions that would be measured in monetary or economic terms only. It is one of the divisions of accounting.
27,Which of the following countries has had the lowest risk premium?,U.S.,Denmark,Italy,Germany,B,"Answer: B. Denmark
Explanation:
Option B: As per the cited source of risk premium, Denmark is spotted as the lowest risk premium country, approximately an average of 6.1 percentages.
Options A, and D: By referring to the data on the given subject, it can be assessed that range of risk premium percentages is medium in the U.S and Germany, which is 5.23%.
Option C: Italy has the highest risk premium than other countries, around 8.46%.",Risk premium The risk premium is the excess of the awaited return on the risky asset over return on risk-free assets. It is a kind of payment given to investors to tolerate the potential risk of a particular endowment over that of a risk-free asset.
28,Which of the following is the most appropriate market risk premium to use in the calculation of the cost of equity?,0% - 1%,2% - 3%,10% +,6% - 7%,D,"The correct answer is d. 6%-7%.
Although the estimated market risk premium can vary over time, according to the SBBI Yearbook, the average risk premium for the period 1926 - 2015 was 6.6%.  The market risk premium varies substantially from one year to the next and it can be negative when the stock market return is negative.","Market Risk Premium: The market risk premium is the difference between the return investors require for holding the market portfolio and the risk free rate.  For example, if the S&P500 return for a given year is 13% and Treasury bonds yield 3%, the market risk premium will be 10%."
29,A stock is selling for $45.75 with a call option available at a $40 strike that has a premium of $7.50. What percentage of the common stock price does the speculative premium represent?,16.39%,14.375%,12.57%,3.83%,D,"Option
d
,
3.83%
is the correct answer.
Given information:
Stock price = $45.75
Strike value = $40
Option price = $7.50
Computation of the speculative premium;
Strike value
$40
Add: Option price
$7.50
Less: Stock price
($45.75)
Speculative premium
$1.75
Percentage of the speculative premium:
{eq}\begin{align*} {\rm{Percentage}}\;{\rm{of}}\;{\rm{the}}\;{\rm{speculative}}\;{\rm{premium}} &= \frac{{{\rm{Speculative}}\;{\rm{premium}}}}{{{\rm{Stock}}\;{\rm{price}}}}\\ &= \frac{{\$ 1.75}}{{\$ 45.75}}\\ &= 3.83\% \end{align*} {/eq}
Therefore, the percentage of the speculative premium is
3.83%.","Speculative Premium: The phrase ""speculative premium"" is used in the futures market. Theoretically, accepting the price risk by adopting the opposite position from the hedges would justify a speculative premium."
30,The category of securities with the highest historical risk premium is:,large company stocks.,small company stocks.,government bonds.,small company corporate bonds.,B,"The correct answer is
B. Small company stocks.
A historic risk premium is calculated using a company's past performance. Therefore, small company stocks are considered to have a significantly high historic risk premium because small companies are often less established. Because of this, they do not have an operational history. It is also impossible to validate the potential of their business models and their influence in the market. Additionally, they do not have much historic financial data that investors can analyze to make informed decisions on their investments. These factors make small company stocks a highly risky investment, thus, a high historic risk premium.","Risk Premium: The risk premium on investment can be calculated by analyzing historic information, assessing theoretical data, or through inquiry. Although all these methods are effective, none of them can explicitly provide a risk premium's actual value. This is because risk premium is affected by a particular period for which an analysis is done, thus, it fluctuates between different years."
31,The required risk premium for any given investment is defined by the security market line.,True,False,,,A,The statement is true. The security market line is helpful in contrasting the anticipated return expected by the investor in the security with the provided level of risk in it. The risk premium on any endowment is the product of beta and the expected market risk premium.,Risk premium A risk premium is the excess of the return on investment over the risk-free return rate. It may consider as a type of compensation to an investor for bearing the risk of the given endowment over the risk-free asset. The liquidity risk premium is one kind.
32,Alpha stock has a beta of 1.43. The risk-free rate of return is 3.5 percent and the market rate of return is 11 percent. What is the amount of the risk premium on Alpha stock?,{eq}10.73\% {/eq}.,{eq}7.50\% {/eq}.,{eq}5.50\% {/eq}.,{eq}8.77\% {/eq}.,A,"The correct answer is option a. 10.73%.
Given information:
Stock's beta = 1.43
Risk-free rate of return = 3.5% or 0.035
Market rate of return = 11% or 0.11
The calculation will need the information given in the question. So, using the information, the calculation of risk-premium is as follows:
{eq}\begin{align*}{\rm{Risk}}\,{\rm{Premium}} &= {\rm{Beta}} \times \left( {{\rm{Market}}\,{\rm{Return}}\,{\rm{Rate}} - {\rm{Risk}}\,{\rm{Free}}\,{\rm{Rate}}} \right)\\ &= 1.43 \times \left( {0.11 - 0.035} \right)\\ &= 1.43 \times 0.075\\ &= 0.1073\end{align*} {/eq}
Therefore,
the stock's risk premium is 0.1073 or 10.73%.",Risk-Premium: The rate that the investor expects from an investment is higher than the other securities to compensate for the high risk involved; such a rate on security is known as a risk premium.
33,"From a historical perspective (1926-2014), what would you expect to be the approximate return on a diversified portfolio of common stocks in the year that Treasury bills offered 7.5 percent?",8.5 percent,12.5 percent,14.5 percent,19.5 percent,C,"The correct answer is C. 14.5 percent.
According to the SBBI Yearbook, the average market risk premium for the period 1926 - 2015 was approximately 7%.  We can calculate the average return on the market portfolio as:
Market return = Risk-free rate + Market risk premium
Market return = 7.5% + 7%
Market return = 14.5%
The average return on a diversified portfolio of common stocks would be 14.5%.","Market Risk Premium: The market risk premium measures the market attitude toward risk.  If the market is more risk-averse, the risk premium will be higher.  If the market is completely risk-neutral, the risk premium will be zero."
34,The type of premium asked by investors for bearing the risk on an average stock is the:,Average premium,Market risk premium,Stock premium,None of the above,B,"The correct answer to the given question is option B. Market risk premium.
In the parlance of finance, an average stock may be considered equivalent to some benchmark stock index such as Dow and Jones 30 index, S& P 500 index etc. Such benchmark stock index usually consists of a sample of representative companies from different sectors such as automotive sector, FMCG sector etc. and having different capitalization such as high-capitalization, mid-capitalization and low capitalization.
The difference in the expected rate of return of such benchmark stock index and the risk-free rate which is usually the rate of return yielded by government securities such as T-bills is called as the market risk premium. This is the premium which investors usually demand when they invest in an average stock in the stock market.","Risk Premium: An investor usually asks for returns which are line with the risks they bear when they invest in securities in the financial markets. The premiums which they usually ask for are liquidity risk premium, default risk premium, inflation risk premium, maturity risk premium, market risk premium, foreign exchange risk premium etc."
35,The market portfolio of common stocks earned 14.7% in one year. Treasury bills earned 5.7%. What was the real risk premium on equities?,12.2%,9%,6.5%,18.7%,B,"Correct Answer:
Option B. 9%
.
The real risk premium on equities can be computed using the following equation:
Real risk premium = Market return on common stock - Return on treasury bills
Real risk premium = 14.7% - 5.7%
Real risk premium = 9%",Risk Premium: A risk premium is a concept used in the capital asset pricing model equation that helps determine the required return on the stock. The risk premium is compensation paid to the investors for investing in risky stocks.
36,"A stock has a beta of 1.2 and an expected return of 15.0 percent. If the risk-free rate is 5.3 percent, what is the market risk premium?",7.1%,6.2%,9.5%,8.1%,D,"Correct answer: Option
d) 8.1%
.
Explanation:
Expected return = Risk-free return + (Beta * Risk premium)
15% = 5.30% + (1.20 * Risk premium)
Risk premium = 8.10%",Risk Premium: A risk premium is an additional return that is paid for the high level of risk associated with the securities that investors have invested in. The risk premium represents the difference between the expected market return and the risk-free return. It is also used in the capital asset pricing model equation to determine the required return.
37,"If you buy an insurance policy with a high deductible and copayments, you would end up paying:",A higher premium,A lower premium,The premium of a low-risk individual,Both B and C.,D,"The correct answer is
D. Both B and C
-
lower premium and the premium of a low-risk individual
For insurance policy holders, if they have a lower premium, they will have a higher deductible in order to use the benefits of the insurance plan. Also, those with a lower premium tend to be low-risk individuals. For example, a newly licensed teenager who just got in a car accident will have a higher premium than an middle-aged adult without accidents on his/her record.","Premiums and Deductibles: Premiumsare the routine payment to maintain insurance coverage. This can be bi-yearly, monthly, or another time frame. Deductiblesare the amounts required to be paid by the customer with coverage before benefits of the insurance plan take effect."
38,The expected return on a particular stock is 14%. The stock s beta is 1.5. What is the risk-free rate if the expected return on the market portfolio equals 10%?,1%,2%,13.5%,15%,B,"Option
b
is the correct answer.
Given information:
Expected return (Er) = 14%
Beta = 1.5
Expected return on the market portfolio (Rm) = 10%
The risk-free rate can be calculated by using the below formula.
Risk-free rate (Rf).
Computation of risk-free rate:
{eq}\begin{align*} {\rm{Er}} &= {\rm{Rf}} + {\rm{beta}} \times ({\rm{Rm}} - {\rm{Rf}})\\ 14\% &= {\rm{Rf}} + 1.5 \times (10\% - {\rm{Rf}})\\ {\rm{Rf}} &= 2\% \end{align*} {/eq}
Therefore, the risk-free rate is
2%.","Market Portfolio: The market portfolio frequently includes stocks, bonds, and other sorts of investable securities. It is frequently used as a benchmark for assessing the performance of mutual funds and investment portfolios."
39,"In a year in which common stocks offered an average return of 18%, Treasury bonds offered 10% and Treasury bills offered 7%, the risk premium for common stocks was:",1%.,3%.,8%.,11%.,D,"The answer is D.
The risk premium for the common stock is the expected return on the common stocks minus the risk free rate. The appropriate risk free rate is the return on treasury bills. Since the common stock return is 18% and the treasury bill return is 7%, so the risk premium = 18% - 7% = 11%.
The return on treasury bonds is not an appropriate proxy for the risk free rate, because treasury bonds are subject to maturity risks, thus its returns are not risk-free.",Risk Premium: Risk premium is the difference between the expected return on a risky asset and the risk free rate. The risk free rate is the expected return on an asset that is free of any kind of market risks.
40,"Par values of both the 1-Year zero and the 2-Year zero are $1,000. Suppose that the short rate today is 3 percent and the expected short rate next year is 5 percent.",Find the price of the 2-Year zero under the Expectations Hypothesis.,Find the price at which the 2-Year zero can be sold after holding it for one year under the Expectations Hypothesis.,Suppose a short term-investor (one that is interested only in 1-Year investments) is willing to pay $880 for the 2-Year zero. Find the expected holding period return given this price that the investor is willing to pay.,Find the risk-premium implied by the expected holding period return.,A,"A.
The expectation hypothesis states the different yield on assets with different maturity periods. According to the expectations hypothesis, the  rate of 2 year coupon bond would be calculated as follows,
{eq}\begin{aligned}   \text{The rate of 2 year bond }&=\text{ }\frac{\text{Rate for 1 year+ Rate of 2 year}}{\text{2}} \\   &=\frac{3\%+5\%}{2} \\   &=4\% \\   &=0.04  \end{aligned}

{/eq}
The present value of the two year zero coupon bond is calculated as follows,
{eq}\begin{aligned}   \text{Present value of 2 year coupon bond }&=\text{ }\frac{\text{Par value of 2 year zero coupon bond}}{{{\text{(1+rate of 2 year zero coupon bond)}}^{2}}} \\   &=\frac{1000}{{{(1+0.04)}^{2}}} \\   &=925.06  \end{aligned}

{/eq}
B.
The expected value of the zero coupon bond at the end of the one year is calculated as follows,
{eq}\begin{aligned}   \text{Expected value of 2 year coupon bond after 1 year }&=\text{ }\frac{\text{Par value of 2 year zero coupon bond}}{\text{(1+Expected rate for year 2)}} \\   &=\frac{1000}{{{(1+0.05)}^{{}}}} \\   &=952.38  \end{aligned}

{/eq}
C.
The expected holding return for a zero coupon bond whose present value is $880 is calculated as follows,
{eq}\begin{aligned}   \text{Return of holding period }&=\text{ }\frac{\text{Par value of 2 year zero coupon bond}}{\text{(1+ Rate of 2 year zero coupon bond)}} \\   &=\frac{880}{{{(1+0.04)}^{{}}}} \\   &=846.15  \end{aligned}

{/eq}
D.
The risk premium is defined as the return on the investment over the guaranteed rate of return which is calculated as follows,
{eq}\begin{aligned}   \text{Risk premium }&=\text{ Rate of  Expected retun of 2 year zero coupon bond - Rate of current 1 year bond} \\   &=4\%-3\% \\   &=1\%  \end{aligned}

{/eq}","Price In an economy, the market price is determined when the market demand is equal to the market supply. At the equilibrium state, there is the proper and optimal distribution of resources and there is no excess demand or supply of commodities"
41,"The default risk associated with securities is measured against a ""benchmark""; securities that are considered risk-free. What are those securities?",municipal bonds,Federal Reserve notes,gold,U.S. Government securities,D,"The correct option is
d. U.S. Government securities
.
US government securities, and in particular US government-issued bonds are considered to be risk-free. This is because the government of the US backs such bonds.","Risk: The main risk associate with an investment is the risk of deterioration of the principal amount invested. The higher the risk undertaken, the higher the reward that is expected by an investor."
