id,question,A,B,C,D,Answer,Explanation,Hint
11,Which of the following is/are the most liquid of a company's assets?,I only,II only,Both I and II,Neither I nor II,B,"The answer is
b. Only II.
Both account receivables and inventory are current assets. However, account receivables is considered to be more liquid compared to inventory. If the quality of inventory is substandard, it is not possible to convert inventory in cash quickly.","Current Asset: Current assets refer to short-term assets that will be held for one year and less. Current assets happen to ensure that daily operational activities will be running efficiently. In addition, current assets will also indicate the health of firm's liquidity."
12,Which of the following is not a basic principle of cash management?,Increase the speed of collection on receivables.,Maintain idle cash.,Keep inventory levels low.,Delay payment of liabilities.,B,"The correct answer is option B. Maintain idle cash.
Maintaining idle cash is not a fundamental principle of cash management. Efficient cash management aims to optimize the use of cash resources, reduce idle cash, and invest any excess cash in short-term, liquid investments to generate returns while ensuring enough cash is available to meet operating needs and obligations. The other options (A, C, and D) are consistent with effective cash management practices.","Cash Flow: Cash flows in accounting refer to the movement of money in and out of a business. They are crucial for financial stability, indicating inflows and outflows necessary for operations, debt payments, and growth investments."
13,"With respect to the interest rate,",what is the liquidity effect?,what is the price-level effect?,what is the expectations effect?,,C,"Concerning interest rate, the liquidity effect is the degree to which an asset can be sold fast in the market at a price that reflects its intrinsic worth. Cash is the most liquid asset as it can be easily converted to other assets like real estate, financial assets, etc. A liquid asset will have low interest rates as its sale is fast or not risky, while a non-liquid asset will have high-interest rates due to its riskiness.
Price level effect refers to the average price assigned to a product, security, or service in the economy. Low price levels boost autonomous spending as people make more purchases, leading to low-interest rates and vice versa.
Expectations affect refer to how expectations or anticipations influence people's behaviors and perceptions. When a person anticipates getting money in the future, his/her spending will be high, translating to high-interest rates since he will borrow more and vice versa.","Interest Rate: Interest rate is the amount a lender charges the borrower for using his/her assets and is expressed as the principal's percentage. It is noted annually, referred to as the annual percentage rate (APR). Assets can be cars, consumer products, buildings, vehicles, etc. Simple interest rates and compound interest rates are the two common types with mortgages using simple rates while other loan types use compound interest rates. High-risk loans have high interest rates and vice versa."
14,Americans generally spend over _____ of their income on consumption.,one-third,one-half,two-thirds,nine-tenths,D,"Answer: D
The personal savings rate in the US has usually been around 7-8% before the lockdown crisis. It has since risen to 20-30% but this is a temporary phenomenon. Thus the answer is D. Sources for this can be found here on Fred:  https://fred.stlouisfed.org/series/PSAVERT","Personal Savings: American's are notorious for living beyond their means. Although wages in the US are among the highest in the world, many Americans still finance consumption using debt. This is only possible because of America's unique position of a reserve currency and a net importer."
15,"If the price of gold becomes less volatile, then, other things equal, the demand for stocks will __________ and the demand for antiques will __________.",increase; increase,increase; decrease,decrease; decrease,decrease; increase,C,"The correct answer is C). Decrease, Decrease
Explanation:
If the price of gold rises, there is a situation of less gold volatility. This will eventually reduce the demand for all expensive and antique goods, resulting in a decrease for other gold equal stocks and Antiques.
The explanation for the other answer is as follows:
Option A): When there is more volatility for gold, then only there would be an increase in the demand for antiques and other gold equal stock.
Option B):  The less volatility will lead to a decrease in the market for gold similar stocks, so it is incorrect.
Option D): The Change in gold rate, such as increasing gold rate, will negatively affect the demand for antiques.","Liquid Asset The asset is the resources that possess the quality of cash equivalent; when the asset is quickly converted to cash, such asset is termed a liquid asset. The gold maintains the highest liquidity among assets followed by silver etc."
16,The optimal amount of the firm's liquid asset balance to be invested in marketable securities is a function of:,the interest earned over the expected holding period,the transaction cost involved in buying and selling the securities,the spread between long-term and short-term interest rates,the interest earned over the expected holding period and the transaction cost involved in buying and selling the securities,D,"The answer is
d. the interest earned over the expected holding period and the transaction cost involved in buying and selling the securities
For marketable securities, the management should concern both expected interest and the capital losses by selling them as well. The interest earned will be cash inflows while capital losses are cash outflows. The optimal amount of the firm's liquid asset balance should consider those two cash flows.",Marketable Securities: Marketable securities could be either equity or bond securities. A firm would purchase those securities to maintain firm's liquidity since those securities are able to convert to cash quickly.
17,Liquid asset balances include all of the following except:,accounts receivable,checking account balances,marketable securities,currency on hand,A,"The answer is
a. Accounting receivable.
Even though account receivable is a portion of current assets, it is excluded from the balance of liquid assets. The balance of liquid assets will consist of short-term assets that can be converted in cash immediately such as bank deposits, cash equivalents, holding currencies and marketable securities.","Liquid Assets: Liquid assets are short-term assets that can be converted into cash quickly. With that being said, a firm will hold a proposition of assets as liquid assets to secure the firm's liquidity. Note that, liquid assets would produce lower return compared to other long-term assets."
18,Which statement would best provide information about a company's current liquidity?,Balance sheet.,Income statement.,Statement of cash flows.,None of the above.,A,"The answer is
a. Balance sheet.
a. Correct. The firm's liquidity is evaluated through the relationship between the firm's current assets and current liabilities, which are reported in the balance sheet.
b. Incorrect. The income statement reports the firm's revenues, expenses and income during the year. Liquidity can not be evaluated through an income statement.
c. Incorrect. The statement of cash flows consists of historical cash receipts and cash disbursements incurred during the year.","Liquidity: Within a firm, liquidity refers to the ability to cover its upcoming obligations. Strong liquidity ensures a business maintains its normal operational activities. Thus, managers should review the firm's liquidity regularly to secure an efficient operation."
19,Mutual fund managers seek securities that are very liquid so that they can easily sell them in the secondary market at any time.,True,False,,,A,"The answer is
a. True.
While some mutual fund managers have more of a long-term strategy with their assets, if two securities have an equal risk and expected return, then the manager will select the more liquid of the two securities in order to maximize their flexibility.",What Is Liquidity: Different types of securities have different levels of Liquidity. Liquidity specifically refers to the ability to quickly buy and sell units of these securities and is generally a function of how big the marketplace is for these securities. Greater Liquidity will give the most up-to-date market prices.
21,"By international standards, the household saving rate of the United States _____ which may be due to the fact that _____.",has historically not been very high; government assistance to the elderly has reduced the need for life-cycling saving,"has historically been very high; most Americans already own homes and, therefore, have less need for life-cycle saving","has historically not been very high; most Americans already own homes and, therefore, have less need for life-cycle saving",has historically been high government assistance to the elderly has reduced the need for life-cycling saving,C,"The correct answer is option C) has historically not been very high; most Americans already own homes and, therefore, have less need for life-cycle saving
It is observed that in the United States the people are rich and educated too so they can easily get the work anywhere and fulfill the needs and found that the United States peoples dont focus too much on the saving that's why the data of the United States shows that the saving of the people is very low because the people of the United States already have their homes, therefore, dont focus on saving too much,","Human needs: Human is only live the life for their stomach and to fulfill their basic needs, and for this, the human does the work in different places to earn money because money is only the thing that can fulfill the basic needs of humans and the humans always feel happy after this."
22,Which of the following actions would improve a firm's liquidity?,selling bonds and increasing cash,increasing the company's dividend payments,repurchasing stock,buying bonds,D,"The liquidity of a firm will improve if it has more availability of cash that can be deployed to various operational requirements without delay. Among the given options, only the decision of selling bonds will lead to an improvement in liquidity due to the proceeds received.
Other three options of increasing dividend payments, repurchasing stock, and buying bonds will lead to cash outflow thereby reducing the liquidity.",Liquidity: The liquidity for a firm or individual represents the ability of an asset to get converted into cash without time lag and without a reduction in value. Liquidity ratios can be used to compare the financial liquidity of various firms.
23,A(n) _____ asset can be quickly converted into cash without significant loss in value.,current,fixed,intangible liquid,,A,"A
a. current
asset can be quickly converted into cash without significant loss in value.
Fixed assets are long and they use value over time. They are still more liquid than intangible ones. On the other hand, option a. can be converted into cash within a year and the loss of value, if any, is insignificant.","Assets: By nature, these holdings are classified as fixed assets and current assets. By tangibility, they are classified into tangible and intangible assets. Intangible assets are less commonly found in firms. Bigger companies tend to own more intangible assets as they have the efficiency, time, and money to spend for patents, copyrights, trademarks, etc."
24,The cash management function is concerned with determining:,the optimal size of a firm's liquid asset balance,the appropriate types and amounts of short-term investments the firm should make,the most efficient methods of controlling the collection and disbursement of cash,all of these answers are correct.,D,"The answer is
d. all of these answers are correct.
The cash management aims to solve the potential shortage of funds for maintaining regular business activities. Managers will have to determine the proposition of liquid assets to the total firm's assets. Alternatively, an improvement in the payment collection system will be required, which helps to predict cash receipts and cash disbursements in the future. With that being said, managers can arrange the firm's monetary resources efficiently.",Liquidity: Liquidity is one of the most important aspects of a firm that requires regular reviews from the management team. The liquidity management aims to avoid potential costs when the firm cannot supply sufficient funds to encourage efficient operation.
25,Saving equals,income minus consumption expenditure minus net taxes,income minus net taxes,total income minus total expenditure,net taxes minus government expenditure,A,"The answer is A. Saving equals income minus consumption expenditure minus net taxes. Customarily, individuals save after obtaining the fundamental goods and services, just like in the investment case. Therefore, upon monthly payment of the income, taxes are usually paid depending on the income received tax rates. Afterward, consumers purchase what they need for subsistence survival and can choose to either save or invest. Thus, saving is equal to investment since they follow a similar concept.","Economy: An economy is defined as the state of an area in terms of production, consumption, and distribution of products and services. An economy is a fundamental determinant in the allocation of scarce resources in society. Upon allocation, these resources are translated into goods and services with a utility that satisfies people's unlimited wants. As a result, they end up benefiting the people living or operating in that area. Moreover, most countries use the economy as a measure of progress by measuring the real GDP, which is an economic indicator to access the economy's performance."
26,"The ""liquidity"" of an asset refers to",how well the asset serves as a store of value.,the rate of return earned by the holder of the asset.,the ease with which the asset may be converted into a medium of exchange without loss of value.,how well the asset serves as a hedge against inflation.,C,"The answer is C. the ease with which an asset may be converted into a medium of exchange without loss of value.
.
A firm's liquidity is the amount of assets that can be quickly converted to cash to pay off short term debt obligations.  The current ratio is a good measure of liquidity.  Divide the current assets by the current liabilities, where the term current is around a year.  A recommended current ratio is 2 to 1.  It gives the company room to pay its short term obligations.",Quick Ratio The quick ratio is a financial ratio that divides the current assists minus inventories by current liabilities to determine a firm's ability to survive a short term issue with cash flow.
27,The best way to get the most from your money is through careful evaluation of your alternatives.,True,False,,,A,"True, one has to evaluate all the alternative choices available in order to make a good decision. In matters of money, one has to decide and choose between various investment options that will yield maximum returns.
To effectively evaluate these alternatives, one has to draw a financial roadmap to access their financial situation and goals.
Secondly, one should consider their risk tolerance levels since each alternative has a certain degree of risk.
Thirdly, the individual should gather information about all the alternatives and evaluate the alternatives based on information gathered. This process will enable the individual to make the right choice thus maximizing their returns on the money invested.","Money: Money is a method of payment for goods and services, repayment of debts, and taxes, that is generally accepted in a particular country. It is used in various ways; as a means of exchange, to store wealth, to make deferred payments among others. Economies rely on the exchange of money for a product of products and services."
28,"If the price of gold becomes less volatile, then, other things equal, the demand for stocks will __________ and the demand for antiques will __________.",increase; increase,increase; decrease,decrease; decrease,decrease; increase,C,"The correct answer is C). Decrease, Decrease
Explanation:
If the price of gold rises, there is a situation of less gold volatility. This will eventually reduce the demand for all expensive and antique goods, resulting in a decrease for other gold equal stocks and Antiques.
The explanation for the other answer is as follows:
Option A): When there is more volatility for gold, then only there would be an increase in the demand for antiques and other gold equal stock.
Option B):  The less volatility will lead to a decrease in the market for gold similar stocks, so it is incorrect.
Option D): The Change in gold rate, such as increasing gold rate, will negatively affect the demand for antiques.","Liquid Asset The asset is the resources that possess the quality of cash equivalent; when the asset is quickly converted to cash, such asset is termed a liquid asset. The gold maintains the highest liquidity among assets followed by silver etc."
29,All of the following are cash management strategies to expedite collections except:,a lockbox collection system,wire transfers,decentralized collection system,the use of drafts instead of checks,D,"The answer is
d. The use of drafts instead of checks
A bank draft would be safer than a regular check since the amount of money on check is guaranteed by the bank. However, to write a bank draft, a customer should have the required amount of money available in bank account, in which that amount will be frozen by the bank. With that being said, the payment will be delayed until the customer has sufficient funds for the draft.",Cash Management: Cash management is an essential process in a business. This process will help the firm to sustain its ability to run operational activities efficiently with the minimal shortage costs. The lack of this process might cause a business to engage a serious problem of financial insolvency.
30,The first step in managing cash more effectively is:,having an adequate cash reserve for emergency expenditures,rapid payment of accounts payable,speeding up payment of accounts receivable,understanding the company's cash flow cycle,D,"The correct answer is
D) understanding the company's cash flow cycle.
The cash flow cycle explains where a company's money goes. It is organized by activities that bring cash in (cash inflows) and activities that send cash out (cash outflows).
Other options are incorrect because
Having an adequate cash reserve for emergency expenditures can only happen once a company has established where its money goes in the first place.
Payment of accounts payable happens towards the end of the cash flow cycle and clears all obligations/debts.
Speeding up payment of accounts receivable will ultimately increase available cash, but it is not guaranteed.","Cash Management Cash management is a company's ability to control its cash assets. Cash is considered the most liquid asset and is therefore easily spent without a management system in place. Due to its accessibility and ease of use, cash must be controlled and managed to ensure that the firm has capital for current expenses."
31,An asset's liquidity measures its:,potential for generating a profit.,cash requirements.,ease and cost of being converted to cash.,proportion of debt financing.,C,"The correct answer to the given question is option
C. ease and cost of being converted to cash.
The liquidity of an asset is usually measured by using following parameters:
1) Ability of the asset to get converted into cash
2) Quickness with which the asset gets converted into cash
3) No or low reduction in the value of asset when converted into cash","Liquidity Management: In the parlance of finance, the liquidity is one of the financial characteristics of any financial asset or instrument. There are even a few liquidity financial ratios which are used to measure the liquidity of a firm. These ratios are current ratio, quick or acid-test ratio and cash ratio."
32,Which of the following is an outflow of cash?,Profitable operations,The sale of equipment,The sale of the company's common stock,The payment of cash dividends,D,"The correct option is
Option D: The payment of cash dividends
.
Option A: Profitable operations describe the net profit remaining with the entity after deducting costs from revenues. It excludes tax and interest payments. Therefore, this is stated as a cash inflow and an inaccurate option.
Option B: Selling any equipment by the individual or entity brings cash into the organization. The funds are not going out of the entity here. Thus, this option is also inaccurate.
Option C: When company stocks are sold, such a task is to raise funds for the entity. Issuing shares bring money into the organization and is not a cash outlay. This option is also inaccurate.
Option D: Paying a cash dividend is regarded as a cash outflow and reported as a financing activity. The entry passed for such is a debit to the dividend payable account and a credit to the cash account. It is a liability for the entity when it is paying out. Thus, this option is accurate.","Cash Management: Cash management specifies the practices for handling and gathering cash flows resulting from financing, investing, and operational activities. This practice is also known as ""treasury management."""
33,Which of the following bank assets is the most liquid?,Consumer loans,Reserves,Cash items in process of collection,U.S. government securities,B,"The correct answer is
B) Reserves
A bank holds cash, which is called reserves. If consumers become worried that the bank does not have adequate money and want to withdraw cash from their bank accounts, the bank would have to tap into its reserves. It is the most liquid bank asset that can be quickly converted to cash.
The second most liquid bank asset is cash items in the process of collection. These are items such as checks that have not cleared the bank yet. Next are U.S. government securities. These can be resold pretty quickly for cash in the secondary market. The least liquid assets on this list are consumer loans. These are loans that may not be converted into cash for years. An example is a mortgage.","Liquidity: Liquidity is an important term in financial accounting as well as in banking. It refers to how easily assets can be converted to cash. Individuals, banks, and companies are interested to know which assets are most liquid and can be converted to cash the quickest."
34,Working capital measures the ability of a business to pay off its short-term debt. True or False? Explain in detail.,True,False,,,A,"True
Working capital means the ability of the business to meet their day to day expenses of the enterprise. Working capital is calculated by estimating the variation among the current asset and current liability. The business should be able to pay off the expenses and short term debts in a specific time period. The sufficient working capital in a business shows that the business is able to fund its currents operational activities and to invest in future projects but the higher working capital will not help business growth.","Liquidity: Liquidity means the ability of the asset or security to convert it into cash. The cash is considered as the most liquid form of asset. In business current ratio, quick ratio and cash ratio is used to estimate the liquidity status of the business."
35,"A firm has the production function {eq}q = 0.2LK + 5L^2K - 0.1L^3K

{/eq}. Assume that {eq}K

{/eq} is fixed at 10 in the short run.",What is the short-run production function?,What is the marginal product of labor and the average product of labor in the short run?,"When the firm maximizes its average product of labor, what is the value of {eq}L

{/eq}?",,D,"The production function is: {eq}q = 0.2LK + 5{L^2}K - 0.1{L^3}K{/eq}
If the capital (K) is fixed at 10 units in the short run, then;
A
The short run production keeping K=10 is;
{eq}\begin{align*}

q &= 0.2LK + 5{L^2}K - 0.1{L^3}K\\

q &= 0.2L\left( {10} \right) + 5{L^2}\left( {10} \right) - 0.1{L^3}\left( {10} \right)\\

q &= 2L + 50{L^2} - {L^3}

\end{align*}{/eq}
_B
_
The marginal product of labor is the change in the output (q) if one more unit of labor (L) is employed:
{eq}\begin{align*}

q &= 2L + 50{L^2} - {L^3}\\

MPL &= \dfrac{{\partial q}}{{\partial L}}\\

MPL &= 2 + 100L - 3{L^2}

\end{align*}{/eq}
On the other hand, average product of labor is ratio of the total product of labor to the labor:
{eq}\begin{align*}

q &= 2L + 50{L^2} - {L^3}\\

APL &= \dfrac{q}{L}\\

APL &= \dfrac{{2L + 50{L^2} - {L^3}}}{L}\\

APL &= 2 + 50L - {L^2}

\end{align*}{/eq}
C
Maximizing the average product of labor implies finding its first derivative and putting it equal to zero. Thus;
{eq}\begin{align*}

APL &= 2 + 50L - {L^2}\\

APL' &= 50 - 2L\\

{\rm{putting}}\;APL' &= 0\\

50 - 2L &= 0\\

L* &= 25

\end{align*}{/eq}
25units of labor will be employed in order to maximize average product of labor.",Production function: The producers in the market produce output with the help of various inputs like labor and capital. This same relation between inputs and output when presented in a mathematical form is referred to as the production function of a firm.
36,What of the following is the primary concern of a treasurer managing cash and short-term investments?,Liquidity.,Maximizing return on working capital.,Minimizing taxes.,Minimizing transaction fees.,A,"The correct answer is
a) liquidity.
There must be enough liquidity to meet the payments as due. Liquidity and security are therefore the treasurer's main worries when it comes to highly liquid assets. The willingness to facilitate the regular activities of the business is the purpose of holding the cash and short-term investments.","Liquidity: Liquidity is the measurement of the easiness to convert assets and investments into cash. The highly liquid asserts take little or no time to be converted into cash--for example, fixed deposits, cheques."
37,Which list ranks assets from most to least liquid?,"money, bonds, cars, houses","money, cars, houses, bonds","bonds, money, cars, houses","bonds, cars, money, houses",A,"A. money, bonds, cars, houses
Money is the most liquid asset because it is already in the form of cash and can be easily accessed. Bonds can be converted into cash in a relatively short duration. Cars can be sold for cash quickly but involve paperwork to transfer the title, which takes some additional time. Houses are the least liquid because they are the most valuable and expensive assets and take time to sell. The sale involves finding a buyer, negotiations on the final price, and a considerable amount of paperwork for the transfer of ownership.",Business and Personal Assets: Business or personal assets are items that a business or an individual owns. The liquidity of the assets is measured by how quickly and easily the assets can be sold and converted into cash.
38,The controller's responsibilities include banking relations and cash management.,True,False,,,B,"The statement is FALSE.
Cash management and banking relations would be a part of treasurer's responsibilities.
A controller would be on top of accounting activities.","Cash Management: Cash management refers to collecting payments from customers, making payments to vendors, raising funds for existing operations or new projects, etc. An effective cash management will ensure sufficient working capital and long-term capital for large investments."
39,Concentration banking involves:,using decentralized collection centers,having a large balance at a large commercial bank,having multiple accounts with a brokerage firm,utilizing an investment banker for when trying to market both stocks and bonds,A,"The answer is
a. using decentralized collection centers
The concentration banking is characterized by setting different collection payment centers nationwide. This strategy will reduce the time-consuming of receiving the payments from buyers and waiting time for funds being accessible by the firm.","Collection Payment System: A firm's cash management should ensure that regular operational activities will be running smoothly, which will reduce the potential shortage costs. It will have to establish an efficient collection payment system, which allows the firm to access to its received payments as fast as possible."
40,Which type of account is typically the most liquid?,Checking account,Savings account,Certificate of Deposit,Exchange Traded Fund,A,"(a)	Checking account
Checking accounts is the most liquid as you can withdraw money whenever an account holder wants. There is no limitation on money taken out of the account. So, it is the most liquid near to cash.
The savings account is not the most liquid but it is the best option to store one's money and if one wants to withdraw money from a savings account, they can easily transfer the money from savings to a checking account and then can withdraw the money.
A certificate of deposit is also not liquid as in a certificate of deposit the money is locked up for some fixed period and on that interest is given as one cannot withdraw the money before the maturity period of the certificate of deposit.
The exchange-traded fund is also not liquid as it is a mutual fund that is distributed in units and is traded on the stock exchange and its liquidity depends on certain factors.",Liquidity Liquidity refers to when an asset or security can be converted into cash ready to spend in such a way that the market price is not affected. Cash is considered to be the most liquid asset and other assets can also be converted into cash.
41,Which of the following refers to the opportunity to withdraw money on short notice without incurring a loss in value?,Compounding,Liquidity,Minimum deposit,Rate of return,B,"The answer is B.
Liquidity refers to how fast and easily an asset could be converted to cash or cash equivalent assets. All else the same, a more liquid asset is more desirable because it can be converted for consumption quickly and at no (or low) costs. Thus, one can withdraw money on short notice without incurring losses from liquid assets.","Bond Risks: The price of a bond is affected by various bond-specific factors such as coupon rate, par value, and term to maturity. The bond price is also affected by other market factors such as the expected inflation rate."
42,"If there is no difference in risk, then we expect that as assets become more liquid, the return on those assets will:",Increase,Decrease,Remain the same,,B,"The answer is b).
Liquidity is a desirable characteristic of assets. Thus, all else the same, the more liquid an asset is, the more desirable it is. When assets become more liquid, the demand for the asset increase, and so will the price. Since price and return are negatively correlated, the higher the price, the lower the return.","Asset Return: The return on an asset is determined by a range of factors including the riskiness of the asset, the risk free rate and the liquidity of the asset. The higher the risk, the higher the required return."
43,_____ relationship exists between a firm's liquid asset balance and shortage costs.,A unified,A positively correlated,An inverse,A linear,C,"The answer is
c. An inverse
If a firm can maintain sufficient funds for its operation, it will not need to pay for fees on emergency loans and other transaction costs. Thus, the firm's liquid asset balance will have an inverse relationship with the shortage costs.","Liquidity: In a business, liquidity management is necessary since it will avoid operational activities to be shut down by the lack of funds. Depending on business size, the liquidity management will be organized differently."
