id,question,A,B,C,D,Answer,Explanation,Hint
11,One method of decreasing the cash outflows of a firm is to:,decrease depreciation,increase capital expenditures,decrease dividends,increase debt repayment,C,"The correct answer to the given question is option
C) decrease dividends
.
The cash outflows of a firm can be reduced by using following measures:
1) Decreasing the dividends to be paid to the shareholders
2) Decreasing capital expenditures
3) Decreasing debt repayment
The depreciation expense is a non-cash item and therefore it does not affect the cash flows.","Cash Flows: In the parlance of finance, the cash flow statement is one of the four financial statements which may be prepared by any firm for a financial period. The cash flow statement shows the cash inflows, cash outflows and net cash flows for a given period in terms of investing activities, operating activities and financing activities."
12,Behavioral finance suggests that,investors may be subject to bias which leads to excessive buying or selling of stocks,investors are not informed,individuals make rational investment decisions,emotion plays only a minor role in security selection,A,"The correct answer is a. investors may be subject to the bias which leads to excessive buying or selling of stocks
The investor is biased in decisions and not always a rational investor. This partiality results in the preference of a stock.
The explanation for incorrect answers:
Option B is incorrect as investors are informed but do make errors in making an investment decision.
Option C is incorrect as individuals are not rational but rather normal.
Option D is incorrect as investors are emotional and are biased.",Behavioral Finance: Behavioral finance refers to the field that studies the effect of psychology on investment decisions. This field scrutinizes the factors that affect the investor's decisions. This theory is based on the fact that the investor is biased and not always take rational decisions.
13,"The relative proportion of debt, equity, and other securities that a firm has outstanding constitute its:",asset ratio,current ratio,capital structure,retained earnings,C,"The correct answer to the given question is option
C) capital structure
.
The relative proportion of debt, equity and other securities that a firm has outstanding constitute its capital structure. These securities are used to raise the overall capital required to invest in the assets and operations of the firm.","Financing the Assets: In the parlance of finance, the total assets of a given firm may be financed by using a mix of different sources of funds. The prominent sources of funds are debt and equity. The debt may be categorized into short-term and long-term debt while the equity may be bifurcated into common equity and preferred equity."
14,"In terms of campaign financing, hard money refers to _____ .",the amount of money required to buy a favor from officeholders,the impact of an alternative on the constituents or policy interests of an officeholder,contributions to a candidate's campaign,expenditures in electoral campaigns,C,"Option (c) Contributions to a candidate's campaign is the correct answer.
Reason:
Campaign Financing deals with arranging and allocating funds to campaigns related to elections or any political contribution in which a candidate is fighting for a position. The money which is incurred for the candidate's promotion for the purpose of the vote is known as hard money.
Reason for incorrect options:
Option (a), Option (b), and Option(d) are incorrect since these are not related to the campaign financing.","Financing: Financing is a term used in financial management where funds are being arranged from the market to work. Financing is of two types i.e., equity financing and debt financing. Money can be financed through any internal or external forces."
15,Which of the following statements concerning external sources of financing for nonfinancial businesses in the United States are true?,Issuing marketable securities is the primary way that they finance their activities.,Bonds are the least important source of external funds to finance their activities.,Stocks are a relatively unimportant source of finance for their activities.,Selling bonds directly to the American household is a major source of financing.,D,"The correct answer is an option D) Selling bonds directly to the American household is a major source of financing
In this scenario, indeed, the American companies for the organization don't show the keen interest in the financing by the stocks for the organization because the business of America prefers to do the finance of the business by giving the bonds to the people of America and this can give the money to the organization that can give the benefit in the long and short run.","Financing: Financing is the basic need of every business because, without financing, the business or the organization can not fulfill the needs so finance is compulsory for the business or the organization and the bank provide this finance to the business."
16,"A municipal bond carries a coupon of {eq}6 \dfrac 34

{/eq} percent and is trading at par. To a taxpayer in the 34 percent tax bracket, what would the taxable equivalent yield of this bond be?",4.5 percent.,10.2 percent.,13.4 percent.,19.9 percent.,B,"The answer is
b. 10.2 percent.
Summary:
Coupon rate on a municipal bond = 6 3/4
Tax bracket for the investor = 34%
Determine the yield to maturity on the municipal bond:
Since the bond is issued at par, its yield to maturity is equal to its coupon rate.
{eq}Yield_{municipal} = \displaystyle 6 + \frac{3}{4} = 6.75\% {/eq}
Determine the taxable equivalent yield of the municipal bond:
{eq}Equivalant\:yield = \displaystyle \frac{Yield_{mubicipal}}{1 - Tax\:rate} {/eq}
{eq}Equivalant\:yield = \displaystyle \frac{6.75\%}{1 - 34\%} {/eq}
{eq}Equivalant\:yield = \displaystyle 10.2\% {/eq}","Yield To Maturity: The bond's yield to maturity indicates the investor's rate of return by carrying the bond until its maturity. In practice, if the bondholder lowers the desired rate of return, the price of the bond is expected to increase."
17,"The bond's market value is the sum of the present value of future interest payments and the present value of the amount to be repaid at maturity, discounted at?",the market rate.,the coupon rate.,the dividend rate.,the prime rate.,A,"Correct Answer: Option A. the market rate.
Explanation:
The current price value of the bond is the present value of the future interest payments until maturity and the present value of the face value of bonds. These cash flows are discounted at the yield to maturity, which can also be referred to as the market rate. Yield to maturity is the return that an investor will realize from the bond investment, if the bond is held until maturity.","Sources of Capital: The various sources of capital that are available to a company include the issuance of common stock, the issuance of preferred stock, and the issuance of debt instruments. Bonds are secured and provide periodic interest payments to the bondholders until maturity."
18,A bond's yield to maturity is the same as the market's required return on the bond.,True,False,,,A,"The correct answer is option
a. True
.
The market's required return on the bond is represented by the yield to maturity. It represents the discount rate for which the current selling price of the bond is equal to the sum of the present value of all the periodic coupon payments and par value repayment at maturity.
It also represents the interest rate prevailing on securities having comparable risk and time till maturity.","Bonds: Bonds are financial instruments issued by corporations and financial institutions to borrow funds from investors for a long time horizon. Depending upon the yield to maturity, a bond may be issued at a discount, premium, or at the face value."
19,Which of the following is true about the Statement of Cash Flows (SCF)?,The SCF is more subject to manipulation than the income statement.,Cash flow from financing activities is considered to be the most important part of the SCF.,Classification rules prevent manipulation of cash flows from operating activities on the SCF.,Flexibility in applying classification rules on the SCF allows companies in the same industry to give vastly different perspectives.,D,"Correct Answer: D
Explanation:
As the statement of cash flows deals with different activities such as operations, investing, and financing, the management can think from different perspectives to increase their return. This classification gives the flexibility to decide on investments, operating expenses, and transactions related to shareholders and loans taken by the company, etc.
Incorrect options: A, B, C
A: In comparison with the income statement, cash flows are less manipulative. Most of the companies try to manipulate net income showing high profits or fewer expenses. But only some of the individuals manipulate cash flow statements by showing fewer operating expenses.
B: As Cash flow from operating activities is the vital activity that deals with the daily production level, it's important for the companies than financing activities.
C: As the classification rule includes operating, investing, and financing activities, the cash flows from operating activities can't be prevented from manipulation through this classification. The employees can anyhow manipulate the expenses if they try to show more operating profits.",Analysis of cash flows: This analysis helps the companies to monitor the inflows and outflows of cash used in different operations of their businesses. The management makes decisions on how to control and monitor the cash outflows and analyzes whether the company earns the maximum return or not.
20,"An investor buys a bond for $3,466 that pays out $4,117.99 in 2 years. This bond has a yield to maturity of:",4.1%,5.1%,7%,9%,D,"The correct answer is
option d. 9%.
Given information:
Purchase price: $3,466
Redemption price: $4,117.99
Time to maturity: 2 years
Since there are no coupons, the only component of the yield to maturity is the earnings due to capital appreciation.
Determine the yield to maturity as the yield of a zero-coupon bond as follows:
{eq}\begin{aligned} \text{Redemption price} &=\text{Purchase price}\times {{\left( 1+\text{Yield to maturity} \right)}^{\text{Time to maturity}}} \\ \$4,117.99 &=\$3,466\times {{\left( 1+\text{Yield to maturity} \right)}^{2}} \\ {{\left( 1+\text{Yield to maturity} \right)}^{2}} &=\frac{\$4,117.99}{\$3,466} \\ \left( 1+\text{Yield to maturity} \right)&=\sqrt{\text{1}\text{.18811}} \\ \text{Yield to maturity} &=1.09-1 \\ \text{Yield to maturity} &=0.09\,\,or\,9\% \end{aligned} {/eq}",Zero-Coupon Bonds: A zero-coupon bond does not make regular payments. It helps eliminate reinvestment risk because there is only one payment at maturity. Such bonds trade at a significantly lower value than their redemption price.
21,Which of the following is correct regarding the relationship between bond yield to maturity and value of bond?,"When the yield to maturity increases, the bond value decreases.","When the yield to maturity decreases, the bond value decreases.","When the yield to maturity increases, the bond value remains the same.","When the yield to maturity increases, the bond value increases.",A,"Correct Answer: Option a. When the yield to maturity increases, the bond value decreases.
Explanation:
There is an inverse relationship between the price of a bond and the yield to maturity. If the yield to maturity increases, the price of the bond decreases. Similarly, when the yield to maturity decreases, the price of the bond increases. We can conclude that option a is the best answer.",Yield To Maturity: The yield that a bondholder realizes by holding the bond until maturity is called yield to maturity. It is used to determine the bond's current value. The present value of the future cash flows related to the bond are discounted at the yield to maturity.
22,"From the following list, identify each item as operating, investing, financing, or not separately reported on the statement of cash flows.",Payment of cash dividend on common stock,Payment of cash dividend on preferred stock,Distribution of stock dividend,Declaration of stock split,A,"A) Payment of cash dividend on common stock  -  Operating
B) Payment of cash dividend on preferred stock  - Operating
C) Distribution of stock dividend  - Not included in the statement of cash flows
D) Declaration of stock split - not included in the statement of cash flows
The items c and d were not considered when preparing the statement of cash flows because these transactions do not involve the cash account.","Statement of Cash Flows: The statement of cash flows is one component of financial statements which can be presented using either the direct or indirect method. The activities involving cash are categorized as to operating, investing and financing."
23,The advantages of going public include which of the following? (Select all that apply.),One advantage of going public is increased liquidity. It is easier to buy and sell the company's shares.,A very significant advantage of going public is that by doing so a firm can satisfy all of the requirements of being a public company such as SEC filings and listing requirements of the securities exchanges.,Increased access to capital markets is a primary advantage of going public.,Decreased exposure to sources of capital is another advantage of going public.,A,"A. is true.  A public market for the company's shares allows outside investors to buy shares and inside investors to sell shares.  Thus, increased liquidity benefits all investors.
B is false.  Public companies are subject to higher disclosure standards and listing requirements.  This is considered a disadvantage of going public.
C. is true.  After the IPO, companies can easily issue more shares and raise more external equity.
D. is false.  Going public increases the company's exposure to sources of both equity and debt capital.",IPO: An initial public offering (IPO) is the first sale of common equity to the general public.  A company is said to have gone public if it has had an IPO.  The IPO shares are typically listed and traded on a stock exchange.
24,An example of a firm's financing decision would be:,acquiring a competitive firm.,determining how much to pay for a specific asset.,issuing 10-year versus 20-year bonds.,deciding whether or not to increase the price of its products.,C,"Correct answer:
Option C) issuing 10-year versus 20-year bonds.
Explanation:
Financing decisions of a company involve evaluation of the type of source that should be used for raising capital and deciding the maturity period of the same. Financing decisions include whether the common stock should be issued, or debt securities, etc. These decisions help the company in raising capital in a way that the cost is minimum and the profits are maximum.","Capital Budgeting Decisions: Capital budgeting decisions require a company to evaluate various alternatives and whether they are worth the present capital expenditure or not. This is done by comparing the initial investment cost with the present value of cash flows that are expected from the investments. There are various techniques such as net present value, internal rate of return, discounted payback period, etc. that are used to make capital budgeting decisions."
25,"Generally, more use is made of short-term financing because:",short-term interest rates are generally lower than long-term interest rates.,most firms do not have basic access to the capital markets.,short-term financing is usually more predictable than long-term financing.,Both A and B.,D,"Answer:
D. Both A and B.
Most of the firms will prefer to use short-term sources of finances because:
The short-term sources of finances are mostly cheaper due to the low-interest rate.
In most cases, firms are blocked from accessing long-term sources of finances due to a lack of collateral.","Financing Methods: Aggressive Financing: In a firm, financing means mobilizing resources, especially cash, to facilitate business undertakings. In financing, various strategies may be exploited, one of them aggressive financing. According to this financing technique, the firm will use the short-term sources of finances only."
26,An advantage of preferred stock financing is:,Preferred stockholders can vote for the Board of Directors and be an integral part of the direction of the company.,Preferred stock dividends are tax-deductible for the investor.,Preferred stock dividends are flexible. The penalties for not paying a dividend are not severe.,Preferred stock is the most preferred method of raising capital.,C,"The correct option is
C) Preferred stock dividends are flexible. The penalties for not paying a dividend are not severe.
Even though dividend on preferred stock is much stable than common stock, sometimes, in case, if the company lacks sufficient profit, it may disrupt the flow of dividend to preferred stockholders and under the preferred stock, there are no many consequences, like a penalty when the company defaults the payment of dividend to preferred stockholders.
The explanation for incorrect options:
Option A: Common stockholders are entitled to elect the board of directors and they can also manage the internal affairs of the company's management. Preferred stockholders have no role in it. Hence, it is an incorrect option.
Option B: Dividend distribution on the preferred stock has no tax advantage as it is not considered as the tax-deductible item. Generally, interest on debt capital is tax-deductible to investors. Hence, it is an incorrect option.
Option D: Preferred stock is one of the methods used by businesses to raise capital. Debt and equity capital are the most common form of capital utilized by firms. Hence, it is an incorrect option.","Stock Stock is a portion of a company that represents the ownership of the respective entity. It is available in various kinds, via equity and preferred stock and the owners of stock can be called the shareholder of the company."
27,Which of the following is NOT a reason why a firm's financial managers must take great care when making investment decisions?,These investment decisions determine whether the firm will add value for its owners.,These investments determine the long-term directions in which the company may move.,These investment decisions determine the corporation's mix of debt and equity.,These investment decisions typically involve substantial costs which must be carefully weighed against their potential benefits.,C,"The current statement is option C) These investment decisions determine the corporation's mix of debt and equity.
The investment decision is not a determent factor to decide the company's capital structure, which is prominent in taking the financing decision of a firm.
Option A: Investment decisions should add value to the company owners (shareholders). The future returns of the company ultimately depends on the selection of assets chose for investment in the investment decision. Based on the investment the company can improve the dividend distribution to its shareholders that eventually leads to an increase in the value of shareholders.
Option B: Investment decision helps a business to predict the long-term directions as the decision is to invest in suitable assets that covers long-term as well as short-term assets, by making use of the available resource of a business, which should benefit the company in future, otherwise, it leads to the wastage of resources.
Option D: The investment decision should balance the cost and benefit that arrives from the endowments. If the cost is more than the benefit, then the company would incur a loss in the future. So, adequate care must take before making an investment decision.",Financial manager A financial manager is an individual who controls the financial management of a business. One of the duties of a financial manager is to create plans and tactics that perform to reduce the financial risk and must take the major financial decision of business.
28,The preferred method of showing interest rates between competing instruments is the yield to maturity.,True,False,,,A,"The above statement is True.
The yield to maturity method shows interest rates between the competing instruments.
This is so because the yield to maturity reflects the return of the total rate that will occur by the bond's maturity by paying off the interest rates. The competing instruments are those the firm has promoted to attract consumers to purchase, and these instruments have to pay off timely when there is maturity. The increase in interest rate leads to an increase in yield to maturity.
Thus, it is shown that competing instruments yield to maturity when there is an increase in interest rate.","Maturity: The maturity of financial instruments is the final date of paying off loans, debts, and other interest of the instruments that an individual has acquired from the market. Some instruments have a fixed period to be paid off."
29,"The present value of a $25,000 perpetuity at a 14 percent discount rate is:","$285,000","$178,571","$219,298","$350,000",B,"The correct answer is option B.
Calculation of yield-to-maturity:
Perpetuity = $25,000
Discount rate = 14%
{eq}\begin{align*}

{\rm\text{Present value}} &= \dfrac{{{\rm\text{Perpetuity}}}}{{{\rm\text{Discount rate}}}}\\

&= \dfrac{{\$ 25,000}}{{0.14}}\\

&= \$ 178,571

\end{align*}

{/eq}",Equivalent Annual Cost: Equivalent Annual Cost (EAC) is the standardized effective cost of an asset. It is different from the whole life cost of the asset. EAC helps in the decision-making of buying or renting an asset. Its calculation considers the discount rate or the cost of capital.
30,"Ten-year Ford Motor Co semiannual payment bonds with a 6% coupon were issued on 1/1/13 and are callable on 1/1/17 and are trading at 1,030. What is the yield to the call date?",2.89%,4.18%,4.42%,5.18%,D,"The yield to call, YTC (Approximate calculation) is calculated as = {eq}\displaystyle \frac{\left ( C+\frac{CP-P}{N} \right )}{\frac{\left ( CP+P \right )}{2}}

{/eq}
Where:
C is the coupon payment. Here it is calculated as a product of assumed face value of $1,000 = (0.06 x $1,000)
= $60.
Semi-annual coupon will be $60/2 = $30
CP is the call price assumed to be $1,000 and the same as the face value
P is the current price of the bond. The bond is selling at $1,030
n is the number of periods the bond has until the call period. For this question that will be (1/1/17 -  1/1/13) 4 x 2 = 8 since the bond makes semiannual payments.
Therefore, the YTC is = {eq}\displaystyle \frac{\left ( \$30+\frac{1000-1030}{8} \right )}{\frac{\left (1000+1030 \right )}{2}}

{/eq}
= 0.02586 or 2.59%
This is the semi-annual yield. The annual yield will be = 2.59% x 2 =
5.18%
The correct answer is
D. 5.18%",The YTC: The YTC or the yield to call is the yield of the bond till its call date. The call date is usually halfway through maturity or a few years before maturity. A higher call premium attracts investors to invest in bonds with a call provision.
31,A zero coupon bond paying $100 at maturity 10 years from now has a current price of $50. Its yield to maturity is closest to which of the following?,5 percent,6 percent,7 percent,8 percent,C,"The correct answer is
c. 7 percent
Face value = $100
Bond's life = 10 years
Current price = $50
Compute its yield to maturity:
{eq}\begin{align*}

YTM&=\dfrac{Face \ value}{ Price}^{1/n} - 1\\

&=\dfrac{100}{ 50}^{1/10} - 1\\

& =1.07177 - 1 \\

&= 0.07177\\

&= 7.177\%\\

\end{align*}

{/eq}
Its yield to maturity is closest to
7 percent","Yield to Maturity: If you opt to invest in a zero coupon bond, the only cash flow you will receive at maturity is the face value. We discount the face value of this sort of bond to establish the issue price, and the elements necessary are the yield to maturity and the bond's life duration. Because the issue price is projected to be less than the face value, the bond is known as a discount bond. The yield to maturity is calculated as the bond's internal rate of return."
32,The yield to maturity of a bond is:,the interest rate that equates the present value of a bond's face value with the bond's price.,the interest rate that equates the present value of a bond's coupon payments with the bond's price.,the interest rate that equates the present value of all future payments with the bond's price.,the interest rate that equates the present value of capital gains with the bond's price.,D,"The correct answer is
d
:
Yield to maturity is the total return that an investor gets i.e. coupon payments along with capital gains. The formula to calculate yield to maturity is shown under:
{eq}{\rm\text{YTM}} = \frac{{{\rm\text{C}} + \frac{{{\rm\text{FV}} - {\rm\text{PV}}}}{{\rm\text{n}}}}}{{\frac{{{\rm\text{FV}} + {\rm\text{PV}}}}{2}}}

{/eq}
Explanation for incorrect options:
a.	The present value of a bond's face value is not calculated rather the face value is deducted from the issue price to know the YTM.
b.	The sum of the present value of a bond's face value and interest is calculated to know the current price of the bond, not for Yield to maturity.
c.	 When all the future payments are equated with the bond's price, it is used to know whether the bond is undervalued or overvalued.","Bond Price: Also called fair price, it is calculated after discounting the interest payments and redeemable value with YTM or the required rate of return. If the fair value of a bond is higher than its current price, it is an overvalued bond and vice-versa."
33,"Finance, generally, deals with:",money,markets,people,all of the above,D,"The main finance component of finance is Money. Generally involving investments, credits, loans, etc. But money becomes more valuable and its true essence is reflected only when the relevant market and people come into the picture.
Hence, the term finance generally deals with money, markets, and people.
Therefore, the correct option is D) all of the above.","Finance The term Finance literally means money and related activities. But finance involves markets and people as well. Money alone cannot define the term finance. When markets and people come into the picture, money becomes more valuable and important."
34,An example of an investing activity is:,Issuing new corporate stock,Paying corporate income taxes,Buying new computers,Taking out a new loan.,C,"The correct answer to the given question is option
C) Buying new computers
The activity of issuing new corporate stock and the activity of taking a new loan are financing activities as they are meant to raise funds from shareholders and lenders respectively. The activity of paying corporate income taxes is an operating activity as it is concerned with the operations of the firm.  The activity of buying new computers is an investing activity as the computers are assets of the firm.","Cash Flow Statement: In the parlance of finance and accounting, the cash flow statement of a firm shows the cash receipts, cash payments and net cash flows for a firm during a given period. The cash flows are usually shown for three activities, namely, the operating activity, the financing activity and the investing activity"
35,"A ten-year bond pays 11% interest on a $1,000 face value annually. If it currently sells for $1,195, what is its approximate yield to maturity?",9.33%,7.94%,12.66%,8.10%,D,"The formula for the approximate yield to maturity (YTM) is given below.
{eq}Approximate\ YTM = \dfrac{C+ \frac{F-P}{n}}{\frac{F+P}{2}}

{/eq}, where:
C
= coupon payment = 11% x $1,000 = $110
F
= face value = $1,000
P
= current price = $1,195
n
= number of periods to maturity = 10
So:
{eq}Approximate\ YTM = \dfrac{110+ \frac{1,000-1,195}{10}}{\frac{1,000+1,195}{2}} =  0.082 = 8.2\%

{/eq}
Since this is an approximation formula, the option we should choose is
D. 8.10%
.","Yield to Maturity: The yield to maturity is a measure of return generated by a bond that is expected to be held until its maturity date. It takes into account both the coupons and the capital gains, and also the reinvestment of income which makes it one of the most commonly used bond measures."
36,"A $1,000 face value bond with a 20-year maturity makes a coupon payment of 10% every year and it's on the market for its face value. What is its yield to maturity?",20%,10%,6%,12%,B,"Option b. is correct.
Time: 20 years
Face value: $1000
Coupon (C): 10%$1000 = $100
Current market value: $1000
{eq}\begin{align*}

{\rm{Yield}}\;{\rm{to}}\;{\rm{maturity}} &= \frac{{{\rm{C}} + \frac{{{\rm{Face}}\;{\rm{value}} - {\rm{Current}}\;{\rm{market}}\;{\rm{value}}}}{{{\rm{Time}}}}}}{{\frac{{{\rm{Face}}\;{\rm{value}} + {\rm{Current}}\;{\rm{market}}\;{\rm{value}}}}{2}}} \times 100\\

& = \frac{{100 + \frac{{{\rm{1000}} - 1000}}{{20}}}}{{\frac{{1000 + {\rm{1000}}}}{2}}} \times 100\\

& = \frac{{100}}{{2000}} \times 2 \times 100\\

& = 10\%

\end{align*}

{/eq}
Yield to maturity is 10%.","Face Value v/s Market Value: Face value is the initial value at which a stock or a bond is issued on IPO. Later, these securities start trading on the exchange of the price, either moving up or down or remaining the same depending on the demand and supply of the security; this price is called market value."
37,The Federal Truth in Lending Act does NOT require the disclosure of,all finance charges connected to the loan.,all compensation to originating brokers.,legal fees.,any other compensation the lender receives in connection with the charges.,B,"The correct option is B
Brokers are intermediaries who facilitate interaction between borrowers and lenders. His fees are generally determined by mutual consent of the parties, and it is not recorded.
Explanation for other options
Option A) It is an incorrect option because all financial charges must be disclosed as it eases to prevent chaos.
Option C) It is incorrect because legal fees are to be disclosed as per the said act.
Option D) It is incorrect because any miscellaneous or other compensation is to be disclosed as per the said act.","Financing: Financing is used to describe the borrowing or lending activities of the organizations. It is based on the requirements of funds. Some organizations need to satisfy working capital requirements from short-term financing, while others use it to acquire fixed assets."
38,Short-term interest rates are generally lower than long-term interest rates.,True,False,,,A,"The provided statement is
True
.
In normal circumstances, the interest rate of fixed-income financial securities varies with the time period involved. Long-term rates are customarily higher or above than short-term rates, resulting in higher returns or yields for long-term projects or securities, and the yield curve will incline upward.
The short-term rate is commonly lower because of the premium aspect, which means investors earn more for lending capital for a longer period.
Thus, this statement is true.","Yield Curve: The yield curve denotes the relationship and comparison between short and long-term securities or bonds by taking their interest rate. The term ""Yield"" denotes the investment return on the capital invested in bonds."
