id,question,A,B,C,D,Answer,Explanation,Hint
13,"Nantucket Industries manufactures and sells two models of watches, Prime and Luxuria. It expects to sell 3,500 units of Prime and 1,500 units of Luxuria in 2019. The following estimates are given for 2019:","$1,325,000","$1,415,000","$1,433,000","$1,625,000",C,"The correct option is
c, i.e., $1,433,000
.
Computation of the total budgeted cost of goods sold for Nantucket Industries in 2019-
The material is computed by multiplying the number of units by the material per unit. The labor is computed by multiplying the number of units by the labor per unit. The overhead per unit is computed by multiplying the number of units by the overhead. The Imported Crimpson is computed by multiplying the number of units by the Imported Crimpson per unit. Together combining the derived value will give a total of Prime and Luxuria. The cumulative total of Prime and Luxuria is the Total budgeted cost of goods sold.
Particulars
Prime
Luxuria
a
Number of units
3500 units
1500 units
b
Material per unit
$ 70
$ 100
c
Labor per unit
$ 60
$ 180
d
Overhead per unit
$ 90
$ 150
e
Imported Crimpson per unit
$12
f
Material (a*b)
$ 245,000
$ 150,000
g
Labor (a*c)
$ 210,000
$ 270,000
h
Overhead (a*d)
$ 315,000
$ 225,000
i
Imported Crimpson (a*e)
$18,000
Total (f+g+h+i)
$ 770,000
$ 663,000
Total budgeted cost of goods sold
$1,433,000
Thus, the total budgeted cost of goods sold for Nantucket Industries in 2019 is
$1,433,000
.",Cost of Goods Sold: The value of units produced that are offered for sale by the company to the customers is the cost of goods sold. It is used to determine a company's gross profit after a reduction in sales revenue.
14,Preparing a budget allows managers to:,plan for the future.,reduce the need for unprepared responses to unexpected situations.,assess whether a division's strategic direction is in line with corporate strategy.,All of these answer choices are correct.,D,"The correct answer is d. All of these answer choices are correct.
Explanation:
Option a. plan for the future.
The budget is an estimated plan the organization must achieve to ensure the company's objectives are fulfilled.
Option b. reduce the need for unprepared responses to unexpected situations.
Preparing budgets provides a rough idea of the situations the company might face in the coming period.
Option c. assess whether a division's strategic direction is in line with corporate strategy.
The budget provides a benchmark to be achieved by the organization. Hence, the actual performance of a division may be assessed and compared with the budget to check that the division's activities are in the direction of the company's strategy.","Budget: The estimated revenue and expenses set by the managers as a benchmark to achieve in the coming period are called budgets. The budgets are prepared for all the company expenses, sales units, and production."
15,Which of the following amounts of a flexible budget change with changes in sales volume?,selling price per unit,total fixed costs,variable expense per unit,total contribution margin,D,"The correct answer is option
D) Total contribution margin.
The total contribution margin is determined by deducting the total variable cost from the total sales revenue. Flexible budget changes with the actual activity level; hence, the total sales revenue and variable costs will also change with the sales volume. However, the total fixed costs remain constant within a relevant range of activity levels for a given period. The unit metrics, such as the selling price per unit and variable expense per unit, are also considered constant.
Since the total variable costs and total sales revenue change with the sales volume, we can infer that the total contribution margin will also change.","Budgeting: The budgeting activity is usually carried out for the forthcoming period to keep track of various metrics such as costs, revenues, and cash flows. One may prepare the budget by considering the static or flexible budgeting method."
16,Which of the following items will be the same for a flexible budget and a static budget?,Total variable cost,Total fixed costs,Total contribution margin,Total revenues,B,"Flexible Budget: It is prepared on the basis of the actual production unit. It is mostly used for comparison with a static budget.
Static budget: It is based on expectancy relating to output and inputs, expense, and revenue over a particular period.
Option b
, ""Total fixed cost,"" is the correct answer.
a. Total variable cost: this cost varies with the unit of production and the static budget does not allow for variable cost changes.
b. Total fixed expense: It has nothing to do with production. Thus, it remains fixed irrespective of the unit of production.
c. Contribution margin: Variable costs are deducted from total sales to find out the contribution. As a result, this creates a distinction between static and flexible budgets.
d. Total revenue: Total revenue is the amount of income generated from operating activity. It is based on actual results, while static is based on expected data. Thus, this can not be a reason for the similarity between flexibility and static.
e. None of the above: the similarity between the two budgets is due to total fixed costs.",Budget A budget is a statement prepared on an annual basis. The purpose of creating a budget is to account for the expenses that may be incurred during the year as well as the sources of income that may be generated. It is financial planning for the upcoming year.
17,"Nasson Corporation manufactures and sells a single product. The company uses units as the measure of activity in its budgets and performance reports. During August, the company budgeted for 6,700 units, but tits actual level of activity was 6,730 units. The company has provided the following data concerning the formulas used in its budgeting and its actual results for August:","$55,358","$55,855","$55,076","$55,040",C,"-Answer:
C. $55,076
Flexible Manufacturing Overhead = (Variable Manufacturing Overhead x Actual Units) + Fixed Manufacturing Overhead
Flexible Manufacturing Overhead = ($1.20 x 6,730 units) + $47,000
Flexible Manufacturing Overhead = $8,076 + $47,000
Flexible Manufacturing Overhead = $55,076.00",Budgets: Management prepares the budget before the start of the following operating period. A budget serves as a basis for evaluating the efficiency and effectiveness of the managers in their departments.
18,The __________ reveals whether or not additional sales revenue can offset an increase in costs in the flexible budget performance report.,static budget variance,actual variance,sales volume variance,flexible budget variance,C,"Option C, i.e., sales volume variance, is the correct option.
It is because the increase in sales can be determined by calculating the sales variance. It helps analyze whether such increased sales offset the costs of creating flexible budget statements. It can be used to identify the products that contribute the most to the overall sales or gain insight into other products that may need to be marked down or discontinued.
Explanation for incorrect options:
Option A: Static budgets are used for the evaluation of both sales performance and the ability of cost center managers to keep spending under control but not increase costs in the flexible budget performance report.
Option B: Businesses regularly use actual variance evaluation to evaluate their fees or revenues; however, it does not cause price growth in the flexible budget performance report.
Option D: A flexible budget is created at the end of the budget period. It tells your company what a static budget should look like using the actual number of budget periods, but without increasing costs with flexible budget performance reporting.",Budget: It predicts the company's financial results and potential financial situation and assists it in cost allocation. A budget represents a company's intended expenditures and suggests using resources to meet them.
19,Building in budgetary slack includes:,overestimating budgeted revenues.,underestimating budgeted costs.,making budgeted targets more easily achievable.,none of the above.,C,"The correct answer is option c
The budgetary slack is used to cover the difference between the budgeted and actual performance. This ensures that targets can be achieved easily.
The explanation for incorrect answers:
Option a. It is an incorrect option because the difference can be reduced by understating the generated revenues.
Option b. It is an incorrect option because the difference between budgeted and actual standards are reduced by overstating the expenses.
Option d: It is an incorrect option because the budgetary slack provides the buffer for easily achieving the targets.",Budgetary Slack: Budgetary slack is the buffer provided in the budget. This is done to increase the probability of the actual performance exceeding the budgeted performance. This can be achieved by underestimating the revenues or overestimating the expenses.
20,Which of the following budget approaches will produce a more accurate budget?,Participative budgeting.,Imposed budgeting.,Responsibility budgeting.,None of these answer choices are correct.,A,"The answer is
option A. ""Participative budgeting.""
Participative budgeting involves lower management levels in the budgeting process to ensure that the budget accurately reflects all the needs. It is a more accurate approach to budgeting because it allows for collective decision-making and input from the employees with direct knowledge, which makes it easier to identify potential problems or areas of improvement. By engaging them in budgeting, organizations can better understand their resources and how they should be allocated. It helps ensure that money is spent on projects and initiatives that will positively impact the organization's bottom line.
Options B, C, and D are incorrect. Imposed budgeting is less accurate since it is prepared by the top management, which has limited information on the details needed for the budget. Responsibility budgeting is limited to a specific department or unit only. One of the choices is correct, which is option A.",Budgeting: Budgeting is an integral part of planning the business' financial aspects. It aims to help allocate resources in the most effective way possible to achieve financial goals. It identifies areas where one can save money and allows one to plan for future spending.
21,A budget deficit would result when a person's or family's:,net worth decreases,assets exceed liabilities,actual expenses are less than planned expenses,actual expenses are greater than planned expenses,D,"The correct option is (D)
.
If an individual's or a firm's actual expenses are greater than the planned expenses, they would suffer a budget deficit.
Deficit takes place when revenues are less than expenses or when incomes are less than the losses of an individual.
When a budgeted expense is less than the actual one then it indicates that the budgeted amount is insufficient to meet the actual expenses of an individual.
Hence, it is the correct option.","Budgeting Budgeting is considered as a tool of planning and controlling the expenses which can be used by individuals, organizations, and by the government to have a control over their spending. It helps in identifying the areas which require improvement."
22,The comparison of differences between actual and planned results:,is done by the external auditorsb) appears on the company's external financial statementsc) is usually done orally in departmental meetingsd) appears on periodic budget reports,,,,D,"The comparison of differences between actual and planned results
(d) appears on periodic budget reports
.
Budget reports are prepared for internal use. These reports typically have at least three columns: the actual results, budgeted expectation, and the budget variance. Budget reports are prepared for each cost, profit, and investment center. They are used to communicate results to middle management, to control costs, and to evaluate performance. Budget reports often form an essential part of management compensation agreements.
The other options are wrong:
(a) Is done by the external auditors
is wrong because the external auditors are not responsible for preparing any reports. External auditors review reports prepared by management and express an opinion on their reasonableness.
(b) Appears on the company's external financial statements
is wrong because budgets and budget variances are not included in financial statements prepared for external use.
(c) Is usually done orally in departmental meetings
is wrong because budget variances are calculated and communicated in formal, written reports.",Planned Results: Most companies plan their operations using budgets. Larger corporations prepare several budgets and supporting schedules for each division and aspect of their operations. The planned results as per the budgets are then compared to the actual results to calculate budget variances.
23,Which type of budget would be best used for scheduling needed capital expenditures?,Weekly,Monthly,Annual,Long range,D,"A
D) Long-range budget
would be best used for scheduling needed capital expenditures. Capital expenditures are large, nonroutine expenditures. They must be planned using long-range budgets that include several years. Plant assets, for example, may be replaced or overhauled every 5 or 10 years and only a long-range budget will include expenses incurred over the medium to long-term.
The other options are wrong:
Option A)
Weekly
and option B)
Monthly
are wrong because weekly and monthly budgets are used to schedule operating expenses and inventory purchases that are incurred in the short term. They are not useful for scheduling long-term expenditures because they typically cover a year or less.
Option C)
Annual
is wrong. An annual budget is useful for cash management and to project net income and plan financing. However, it does not include expenditures that are not incurred every year, such as capital expenditures.","Preparing Budgets: Companies use budgets to plan every aspect of their operations. A master budget includes operating budgets for short-term revenues and expenses, capital budgets for medium--to long-term expenses, and budgeted financial statements."
24,Budgeting is the process of evaluating the results of business operations against a plan and then making adjustments to that plan.,True,False,,,A,"It is
a. true
that budgeting is the process of evaluating the results of business operations against a plan and then making adjustments to that plan.
Budgeting also involves the generation of the plan itself in the document of the company budget. There are a variety of budget approaches that can be taken including using previous revenues and spending and adjusting them to reflect anticipated growth. The budgeting process is often complex and requires that different cost centers create proposals that are then forwarded to the company's central planning. While the budget is an internal document, the board of directors is the entity in a company that will approve the budget for use.
Analysis of Alternatives
b. Is the opposite of the correct answer.",Managerial Accounting: The process of managerial accounting seeks to use financial information and data to help guide management decisions internally in a company. The main document of managerial accounting is a budget that is generated and disseminated by the company.
25,The result of the balanced budget multiplier is that aggregate demand changes by the amount of the initial change in,government spending.,tax revenue.,government spending plus tax revenue.,government spending minus tax revenue.,A,"The correct option is a. government spending.
It is correct because the expansionary effect is used for acquiring a balanced budget multiplier. Hence, the expansionary effect will change the aggregate demand by increasing government spending.
Option b. is incorrect because increasing the tax revenues is not described under the expansionary policy.
Option c. is incorrect because, in a balanced budget multiplier, government spending should increase to match the tax revenues.
Option d. is incorrect because in a balanced budget multiplier, government spending and tax revenue should be equal, and the difference between them will be zero.","Budget: The budget has mainly two components, one is revenue, and the other one is expenditure. The prior estimation of these two components for the future is called preparing a budget. There are three types of budget in an economy: balanced, surplus and deficit budget."
26,Which of the following sequences is correct?,Sales budget - production budget - direct materials budget - budgeted income statement.,Budgeted income statement - direct materials budget - production budget - sales budget.,Cash receipts budget - sales budget - production budget - budgeted income statement.,Inventory budget - production budget - sales budget - selling and administrative budget.,A,"The correct answer is option
A) Sales budget - production budget - direct materials budget - budgeted income statement.
In the preparation of the annual budget, the first budget that must be crafted is the sales budget. The said budget will determine how many quantities or units that must be sold. It also covers how much materials are required and labor hours to be spent.
After crafting the sales budget, the management can proceed with the creation of the production budget. Under this budget, the management will estimate the number of units to be produced. The number of units to be produced is equivalent to the number of units expected to sell plus the beginning inventory less the planned closing inventory.
The next budget that can be created is the direct materials budget. Based on the budgeted units to be produced, the direct materials budget will budget the number of materials needed.
After all, has been done, the budgeted income statement can now be made since pertinent data on revenue and expenses are available.","Budget: In business and finance, the creation of a budget serves as the primary tool that helps management in planning and forecasting business performance. It estimates revenues and expenses."
27,The budgeted balance sheet is prepared entirely from the budgets for the current year.,True,False,,,B,"False
If you want to know where your business stands financially at some future date, usually at the end of the budget period, take a look at the budgeted balance sheet. It's put together with the help of both the income statement and cash flow statement from the budget.","Balance Sheet: The balance sheet of a company is a financial report made every quarter or year in which the companies report their status of assets, liabilities, and owner equity in a standard format so people from all over the world can read and understand it."
28,A budget aids in __________.,communication.,motivation.,coordination.,all of the above.,D,"Option d, is the correct answer.
Budget helps the department in making a communication between the departments of the organization, motivation among employees od the department or organization and providing a source for coordination for every department that can work accordingly.
Explanation for incorrect options:
Option (a): It is incorrect option because, not only communication but budgets helps and act as source for motivation, coordination, etc.
Option (b): It is incorrect option because, not only motivation but budgets helps and act as source for communication, coordination, etc.
Option (c): It is incorrect option because, not only coordination but budgets helps and act as source for motivation, communication, etc.","Budget Budget is the estimation done by the entity or department for a specific time period that carries estimate cost, revenues, expenses, etc. It is also termed as the financial plan of the operations done by the entity."
29,Which of the following is not a general budget format?,Line-item budget,Performance budget,Program budget,Operating budget,D,"Option D (Operating Budget) is correct option.
The annual budget of an operation expressed in terms of budget classification is known as the operating budget. The total amount of resources needed for the operation's success, including reimbursable work or services for others, is estimated in the Operating Budget. It also provides workload figures in terms of total work units identified by cost accountants. Since this is a short-term budget, capital expenditures are restricted.
Reasons for incorrect options:
Option A is incorrect because it is a type of general budget format. The simplest method of budgeting is a line-item budget, which connects the system's inputs to the system's outputs. These budgets are usually presented in the form of accounting documents that provide only rudimentary details about the system's intent.
Option B is incorrect because it is a type of general budget format. A budget for each unit of an entity that represents the input of capital and the production of services. The government also employs this budget to demonstrate the relationship between the funds given to the public and the outcomes of those services.
Option C is incorrect because it is a type of general budget format. A program budget is a budget created specifically for a project or program by the. This form of budget only covers expenditures and profits from a single project.","Budgeting: Budgeting is the process of creating detailed operational and financial plans for particular periods. Budgeting is a term used to describe the process of creating budgets. It applies to the process of budget planning and preparation, as well as budgetary control and associated procedures, and it encompasses all work that will be completed over a set period in the future."
30,Which one of the following is not a benefit of budgeting?,It facilitates the coordination of activities.,It provides definite objectives for evaluating performance.,It provides assurance that the company will achieve its objectives.,It requires all levels of management to plan ahead on a recurring basis.,C,"The correct option is c. It provides assurance that the company will achieve its objectives.
Note that we must identify the incorrect alternative from the given choices:
a. It facilitates the coordination of activities.
This statement is true. For example, the sales budget is used to prepare the production budget, which ensures that the production function meets the estimated sales demand.
b. It provides definite objectives for evaluating performance.
This statement is true. During a financial year, the actual results are compared to budgets to identify variances and evaluate divisional performance.
c. It provides assurance that the company will achieve its objectives.
This is an incorrect statement regarding budgeting. Budgets do not provide absolute assurance. However, they can help a company achieve its objectives when they are well-prepared and properly communicated to avoid variances. So, budgets cannot assure that a company reaches its objectives.
d. It requires all levels of management to plan ahead on a recurring basis.
This statement is true. Budgets help all levels of management to think ahead for the next period because the performances can be measured against the proposed budgets prepared.","Budgeting: Most companies prepare annual budgets. The budgeting process involves the collection of relevant information from stakeholders, the processing of the information, and the presentation of formal budgets for approval."
31,Development of the operating budget begins with the:,Cash budget.,Sales budget.,Overhead budget.,Pro forma budget.,B,"The correct answer is Option B: Sales budget
Explanation:
This kind of budget is more concerned with day-to-day expenditure, i.e., operating expenditure. So it starts with figuring out the sales budget, which includes the cost of goods sold, the cost and price per unit, and the overall sales revenue that the company can earn in a given period.
The other option is incorrect on the following basis:
Option A: Cash budget.
The cash budget is simply the estimation of  cash inwards and outwards of the company, which includes the opening cash balance along with the other cash flow sources. As the operating budget is based on estimating expenses and revenues, it's inappropriate to start an operating budget with the cash budget.
Option C: Budget for Overhead
The overhead budget is concerned with the estimation of manufacturing costs, where it neglects the cost of direct labour and direct materials that come under the cost of goods sold. So it is an inappropriate answer to the above question.
Option D: Budget Pro Forma
Pro forma budget is a wider concept that includes  operating, investing, and financing activities, so it is an inappropriate option to the above question.",Operating Budget The procedure used to regularly predict the company's incomes and expenses is known as the operational budget. It is more focused on the costs and revenues that the organisation will eventually experience.
32,Which one of the following is not a benefit of budgeting?,It provides assurance that the company will achieve its objectives.,It provides definite objectives for evaluating performance.,It requires all levels of management to plan ahead on a recurring basis.,It facilitates the coordination of activities.,A,"The correct answer is
A. It provides assurance that the company will achieve its objectives.
The budgeting process involves setting objectives and making plans to achieve them. However, the actual performance of a company is affected by various factors that are not accounted for in the budgeting process. Therefore, budgeting cannot assure that a company will be able to meet its objectives.
The other options state the benefits of budgeting and, therefore, are incorrect.
B.
It provides definite objectives for evaluating performance:
The budgeting process involves setting objectives, which later act as a yardstick against which the actual performance can be measured.
C.
It requires all levels of management to plan ahead on a recurring basis:
Budgeting is a forward-looking process that requires regular planning and forecasting at all levels of management to anticipate future needs and challenges.
D.
It facilitates the coordination of activities:
The master budgetary plan is shared by teams and departments across the organization. It provides a framework for the alignment and coordination of activities and resources across various departments.",Budgeting: The process of identifying the resource requirements and allocating resources for different purposes based on the priority of goals is called budgeting. It helps prioritize spending and ensure that resource allocation is efficient.
33,The comparison of differences between actual and planned results:,is done by the external auditorsb) appears on the company's external financial statementsc) is usually done orally in departmental meetingsd) appears on periodic budget reports,,,,D,"The comparison of differences between actual and planned results
(d) appears on periodic budget reports
.
Budget reports are prepared for internal use. These reports typically have at least three columns: the actual results, budgeted expectation, and the budget variance. Budget reports are prepared for each cost, profit, and investment center. They are used to communicate results to middle management, to control costs, and to evaluate performance. Budget reports often form an essential part of management compensation agreements.
The other options are wrong:
(a) Is done by the external auditors
is wrong because the external auditors are not responsible for preparing any reports. External auditors review reports prepared by management and express an opinion on their reasonableness.
(b) Appears on the company's external financial statements
is wrong because budgets and budget variances are not included in financial statements prepared for external use.
(c) Is usually done orally in departmental meetings
is wrong because budget variances are calculated and communicated in formal, written reports.",Planned Results: Most companies plan their operations using budgets. Larger corporations prepare several budgets and supporting schedules for each division and aspect of their operations. The planned results as per the budgets are then compared to the actual results to calculate budget variances.
34,An appropriate activity index for a college or university for budgeting faculty positions would be the:,faculty hours worked.,credit hours taught by a department.,number of administrators.,number of days in the school term.,B,"The correct option is b) credit hours taught by a department.
The credit hours or the seminars provided by the faculty in a particular semester or course are used for the budgeting process. These hours are based on the contact hours or the time spent for the lectures.
Explanation for incorrect options:
The other options are incorrect because they cannot be used as an activity index.",Budgeting: A process that is related to the formulation and execution of the budgets prepared for a particular purpose is referred to as budgeting. A schedule is prepared by the higher-level management that involves the details of the spending to be made.
35,"If the supplies flexible budget is higher than the supplies planning budget, the variance is:",Favorable,Unfavorable,Not enough information to determine,None of the above,B,"If the supplies flexible budget is higher than the supplies planning budget, the variance is
B) Unfavorable
.
The planning budget is always the reference point when labeling activity variances, which are the variances between the flexible and planning budget variances. This means that when revenues are higher in the flexible budget than in the planning budget, the variance is favorable (because operating income will be higher than the reference operating income). Likewise, when expenses are higher in the flexible budget than in the planning budget, the variance is unfavorable (because operating income will be lower than the reference operating income).
In flexible budgeting, this is somewhat counter-intuitive, because we realize that when the flexible budget for an expense, like supplies, is higher than the planning budget, it means that the actual activity level is higher than the planned level, and this is usually a good thing. However, the labels for the variances must be what it is for the math to work out.","Flexible Budget Variances: Two variances are calculated in the flexible budget performance report; the revenue/spending variances are based on differences between the actual and flexible budget amounts, while the activity of volume variances are based on differences between the flexible and planning or static budgets."
