id,question,A,B,C,D,Answer,Explanation,Hint
17,"A coupon bond that pays interest annually has a par value of 1000, matures in 5 years, and has a yield to maturity of 10%. The price of the bond today should be _____ if the coupon rate is 7%.",712.99,620.92,"1,123.01",886.28,D,"Given information
:
Par value = 1000
Yield to maturity = 10%
Maturity period = 5 years
Coupon rate = 7%
The bond price can be computed by using its formula:
{eq}\begin{aligned} \text{Bond Price} &=\left[ \text{Coupon Rate}\times \text{Par Value}\times \frac{1-{{\left( 1+\text{Yield to Maturity} \right)}^{-\text{Maturity Period}}}}{\text{Yield to Maturity}} \right]+\frac{\text{Par Value}}{{{\left( 1+\text{Yield to Maturiy} \right)}^{\text{Maturity Period}}}} \\ &=\left[ 7\%\times 1000\times \frac{1-{{\left( 1+10\% \right)}^{-5}}}{10\%} \right]+\frac{1000}{{{\left( 1+10\% \right)}^{5}}} \\ &=\left[ 70\times 3.7908 \right]+\frac{1000}{1.61051} \\ &=265.36+620.92 \\ &=886.28 \end{aligned} {/eq}
The bond price is
886.28.
Thus,
option d
is correct.",Bond Price: The price at which different market participants can trade or exchange bonds is known as the bond price. It fluctuates with the change in the overall prevailing market interest rates.
18,"It is anticipated that Company XYZ will pay a dividend of $4.75 one year from now and a dividend of $5.0 one year following, after which dividends are expected to grow at the rate of 5% per annum indefinitely. If this information is communicated to the market, and the market's required rate of return is 15%, estimate the current market price of the share.",$20.0,$27.2,$30.0,$47.6,D,"The correct answer is
d) $47.6
The dividend for year 2 is $5.0 and it is expected to grow at 5% per annum.
So, the dividend per share for year 3 will be
$5.0 X (1 + .0.5) = $5.25
As per dividend growth model,
{eq}\text{Share price} = \dfrac{\text{Expected Dividend}}{\text{Market rate of return - Growth Rate}} {/eq}
So, the expected share price at the end of year 2, will be -
{eq}\begin{align} \text{Share price} &= \dfrac{\text{Expected Dividend}}{\text{Market rate of return - Growth Rate}}\\ &= \dfrac{\$5.25}{0.15 - 0.05}\\ &= \dfrac{\$5.25}{0.10}\\ &= \$52.50\\ \end{align} {/eq}
So the current market price of share will be -
{eq}\text{Share Price} = \dfrac{\$4.75}{1.15} + \dfrac{\$5.0}{1.15^2} + \dfrac{\$52.50}{1.15^2}\\ \text{Share Price} = \$47.60 {/eq}","Dividend Growth Model: The dividend growth model is a mathematical model to estimate the share price of the company. As per this model, the share price of a company is a function of its expected dividends."
19,"A firm has sales of $3,200, net income of $390, total assets of $4,500, and total equity of $2,750. Interest expense is $50.",0.89 percent,1.56 percent,3.69 percent,10.26 percent,B,"The common-size statement value of the interest expense has to be derived from assuming the net sales as the common-size base. Therefore,
{eq}\rm common-size ~statement ~value = \displaystyle \dfrac{Interest}{Sales}\\ \rm common-size ~statement ~value = \displaystyle \dfrac{\$50}{\$3,200}\\ \rm common-size ~statement ~value = 0.015625~or~\fbox{1.5625%}\\ {/eq}
Hence, the correct answer is
B. 1.56 percent
.","Common-Size Statement: The common size statement refers to the representation of items in the income statement as a percentage of a firm's total revenue. This statement contributes to common-size analysis which finds out how much each item has contributed to generating\using up the revenue earned for the period. Thus, this statement analyzes the financial health of the firm well enough."
20,A common-size income statement would typically be prepared by dividing:,all items on the income statement in Year t by net income in Year t-1.,all items on the income statement in Year t by their corresponding balance sheet accounts in Year t.,all items on the income statement in Year t by their corresponding value in Year t-1.,all items on the income statement in Year t by sales in Year t.,D,"A common-size income statement would typically be prepared by dividing
D. all items on the income statement in Year t by sales in Year t
. This means that each line item on the income statement is expressed as a percentage of the sales revenue of the same year. This common-size analysis is also called vertical analysis. In horizontal analysis, the difference between the current year (Year t) and the previous year (Year t-1) is calculated and then expressed as a percentage of Year t-1.
Income statement items are never divided by balance sheet accounts.
In horizontal analysis, the difference between the current year (Year t) and the previous year (Year t-1) is calculated and then expressed as a percentage of Year t-1.",Common Size Analysis: Common size analysis is a set of tools useful when analyzing the financial statements of companies of different sizes or when there has been a significant change in the activity level in the same company because it does not focus on absolute values.
21,Which of the following ratios measures the ability of the company to survive over a long period of time?,Profitability ratios.,Liquidity ratios.,Solvency ratios.,Current ratios.,C,"The correct answer is
c. Solvency ratios
.
The solvency ratio helps in determining the long-term solvency of a business. A business's ability to meet its long-term obligations is estimated using solvency ratios. Businesses with good solvency ratios can survive in the long run and exist for several years.
The other options are incorrect.
a. Profitability ratios
: They are used to determine the profitability of a business. The ratios help determine the capacity of a business in terms of generating revenue and other factors.
b. Liquidity ratios
: They are used to determine a business's liquidity in terms of the payment of its short-term obligations. Such obligations are settled using available funds and do not require raising any further funds for repayment.
d. Current ratios
: The current ratio is a part of liquidity ratios, which determine the short-term liquidity of a business.","Ratio Analysis: Ratio analysis is conducted to measure the efficiency, profitability, solvency, liquidity, and various other aspects of a business. These ratios are calculated using the financial statements of a business, and interpretations are drawn from them."
22,What will typically occur with an increase in long-term debt without improved earnings?,Reduction in the firm's debt-to-equity ratio.,Reduction in earnings before taxes.,Increase in the time's interest earned ratio.,Reduction in operating income.,B,"The correct option is B. Reduction in earnings before taxes.
The table explores each answer option and explains the right and wrong answers with reasons:
A. Reduction in the firm's debt-to-equity ratio.
The debt-to-equity ratio will increase because debt is higher and equity is unaffected if earnings do not improve.
B. Reduction in earnings before taxes.
This is the correct alternative because an increase in debt will increase the interest expense, and that will decrease net income before taxes. If the new capital does not improve earnings, the earnings before (and normally after) taxes will be lower.
C. Increase in the time's interest earned ratio.
No, the time's interest earned ratio will
decrease
because the same amount of earnings before interest and tax will be available to cover the higher interest expense.
D. Reduction in operating income.
The increased interest expense does not affect the operating income because interest is deducted as a nonoperating expense.","Solvency Ratios: The debt-to-equity, debt-to-assets, financial leverage, and times interest earned ratios are all financial ratios used to evaluate the solvency of a company. These ratios are used by banks and other financing institutions to access the risk profile of a company."
23,"Over the past 4 years, a local firm has paid annual dividends of $1.52, $1.55, $1.60, and $1.68. What is the arithmetic average dividend growth rate?",2.69%,3.40%,3.24%,3.62%,B,"The correct answer is option B)
3.40%
Given Information:
D0 (dividend in the first year) = $1.52
D1 (dividend in the second year) = $1.55
D2 (dividend in the third year) = $1.60
D3 (dividend in the fourth year) = $1.68
n = 4
First, calculate the growth rate for all years.
The growth rate for year 1 (G1):
{eq}\begin{align*}{\rm\text{G}}1 &= \frac{{{\rm\text{D}}1 - {\rm\text{D}}0}}{{{\rm\text{D}}0}}\\ &= \frac{{\$ 1.55 - \$ 1.52}}{{\$ 1.52}}\\ &= \frac{{0.03}}{{1.52}}\\ &= 0.019737\end{align*} {/eq}
The growth rate for year 2 (G2):
{eq}\begin{align*}{\rm\text{G2}} &= \frac{{{\rm\text{D2}} - {\rm\text{D1}}}}{{{\rm\text{D1}}}}\\ &= \frac{{\$ 1.60 - \$ 1.55}}{{\$ 1.55}}\\ &= \frac{{0.05}}{{1.52}}\\ &= 0.032258\end{align*} {/eq}
The growth rate for year 3 (G3):
{eq}\begin{align*}{\rm\text{G3}} &= \frac{{{\rm\text{D3}} - {\rm\text{D2}}}}{{{\rm\text{D2}}}}\\ &= \frac{{\$ 1.68 - \$ 1.60}}{{\$ 1.60}}\\ &= \frac{{0.08}}{{1.60}}\\ &= 0.05\end{align*} {/eq}
The arithmetic average dividend growth rate can be calculated using the formula:
{eq}\begin{align*}{\rm\text{Arithmetic average dividend growth rate}} &= \frac{{{\rm\text{G}}1 + {\rm\text{G}}2 + {\rm\text{G}}3}}{\text{Number of growth rates}}\\ &= \frac{{0.019737 + 0.032258 + 0.05}}{3}\\ &= \frac{{0.101995}}{3}\\ &= 0.034{\rm\text{ or 3}}{\rm\text{.4% }}\end{align*} {/eq}
Therefore, the arithmetic average dividend growth rate is approximately
3.40%
.",Arithmetic Average Dividend Growth Rate: The arithmetic average dividend growth rate is the average rate of increase in a company's dividend payments over a certain period. It helps to make informed decisions about the stock's potential future performance.
24,Held-to-maturity securities should be reported on the balance sheet at cost along with any unamortized discount or premium.,True,False,,,A,"The statement is
a. True
. It is
true
to say that held-to-maturity securities should be reported on the balance sheet at cost along with any unamortized discount or premium.
Held-to-maturity is the only investment classification that is carried on the balance sheet at the amortized cost of the investment. This means that if an investment in the bonds of Company S with a face value of $100,000, was purchased for $105,000, this investment would initially be carried on the balance sheet for $105,000 (the cost). The premium of $5,000 is then amortized over the bond's term, but the carrying amount will always include the unamortized premium.",Held-to-Maturity Securities: Held-to-maturity securities are investments in debt securities like bonds. This classification cannot be used for investments in equity securities because equity securities like common and preferred stock do not have a maturity date.
25,Shares of common stock of Samson Co. offer an expected total return of 20.6 percent. The dividend is increasing at a constant 4.9 percent per year. The dividend yield must be:,15.70 percent,4.90 percent,4.20 percent,25.50 percent,A,"The correct answer is option
a. 15.70 percent
.
As per the dividend growth model, the dividend yield is computed as follows:
{eq}\begin{align*} &= \text{Expected total rate of return - Constant growth rate} \\[0.3 cm] &= 20.6\% - 4.9\% \\[0.3 cm] &= 15.70\% \end{align*} {/eq}",Dividend Growth Model: The dividend growth model is a valuation model used for ascertaining the value of a constantly growing stock. It can also be used to ascertain the dividend yield on the stock if the required rate of return and growth rate are known.
26,Suppose we have a bond that pays a 5% monthly coupon and is sold at par. How much should his nominal interest rate be if it paid an annual coupon to continue to sell at par?,4%,4.06%,5%,None of the above.,D,"The correct answer is
d. None of the above.
Given information:
Monthly coupon rate = 5%
Number of months per year (N) = 12
The bond is sold at its par value as long as its coupon rate is equal to its yield to maturity.
Estimate the annual coupon rate to continue to sell at par:
{eq}\text{Annual coupon rate}= \text{Monthly coupon rate} \times \text{N} \\ \text{Annual coupon rate}= 5\% \times 12 \\ \text{Annual coupon rate}= 60\% {/eq}","Bonds: Bonds are effective financial instruments to raise long-term debt capital for a company. In practice, bonds can be sold by corporate entries. Other business forms such as partnerships or limited liabilities companies are not eligible to issue bonds."
27,"Moore Company is about to issue a bond with semiannual coupon payments, an annual coupon rate of 8%, and a par value of $1,000. The yield to maturity for this bond is 10%.","As the time to maturity increases, the price of the bond decreases.","As the time to maturity increases, the price of the bond increases first and then decreases.","As the time to maturity increases, the price of the bond increases.","As the time to maturity increases, the price of the bond decreases first and then increases",A,"Given information:
Par = $1,000
Semiannual coupon (PMT) = $1,000 x 8% x 0.5 = $40
Time to maturity 1 (N1) = 5 x 2 = 10
Time to maturity 2 (N2) = 10 x 2 = 20
Time to maturity 3 (N3) = 15 x 2 = 30
Time to maturity 4 (N4) = 20 x 2 = 40
Semiannual yield (I) = 10% x 0.5 = 5%
a. Estimate the price of the bond associated with each time to maturity:
N1 = 10
{eq}\text{Price}_1 = \displaystyle PMT \times \frac{1 - (1 + I)^{-N1}}{I} + \text{Par}\times \frac{1}{(1 + I)^{N1}} \\ \text{Price}_1 = \displaystyle $40 \times \frac{1 - (1 + 5\%)^{-10}}{5\%} + \$1,000\times \frac{1}{(1 + 5\%)^{10}} \\ \text{Price}_1 = \displaystyle ($40 \times 7.72173) + (\$1,000 \times 0.61391) \\ \text{Price}_1 = \displaystyle $922.78 {/eq}
N2 = 20
{eq}\text{Price}_2 = \displaystyle PMT \times \frac{1 - (1 + I)^{-N2}}{I} + \text{Par}\times \frac{1}{(1 + I)^{N2}} \\ \text{Price}_2 = \displaystyle $40 \times \frac{1 - (1 + 5\%)^{-20}}{5\%} + \$1,000\times \frac{1}{(1 + 5\%)^{20}} \\ \text{Price}_2 = \displaystyle ($40 \times 12.46221) + (\$1,000 \times 0.37689) \\ \text{Price}_2 = \displaystyle $875.38 {/eq}
N3 = 30
{eq}\text{Price}_3 = \displaystyle PMT \times \frac{1 - (1 + I)^{-N3}}{I} + \text{Par}\times \frac{1}{(1 + I)^{N3}} \\ \text{Price}_3 = \displaystyle $40 \times \frac{1 - (1 + 5\%)^{-30}}{5\%} + \$1,000\times \frac{1}{(1 + 5\%)^{30}} \\ \text{Price}_3 = \displaystyle ($40 \times 15.37245) + (\$1,000 \times 0.23138) \\ \text{Price}_3 = \displaystyle $846.28 {/eq}
N4 = 40
{eq}\text{Price}_4 = \displaystyle PMT \times \frac{1 - (1 + I)^{-N4}}{I} + \text{Par}\times \frac{1}{(1 + I)^{N4}} \\ \text{Price}_4 = \displaystyle $40 \times \frac{1 - (1 + 5\%)^{-40}}{5\%} + \$1,000\times\frac{1}{(1 + 5\%)^{40}} \\ \text{Price}_4 = \displaystyle ($40 \times 17.15909) + (\$1,000 \times 0.14205) \\ \text{Price}_4 = \displaystyle $828.41 {/eq}
b. Bond price and maturity:
The answer is
A. As the time to maturity increases, the price of the bond decreases.
Previous bond prices with different maturities indicate that as the time to maturity increases, the value of the bond decreases. An increase in maturity will raise the discount factor, which results in a decrease in the bond's present value.",Bond Valuation: The value of a bond refers to its fair price estimated by discounting expected coupon payments and the maturity value to today. Investors should consider the bond's yield to maturity as the discount rate.
28,True or False: The value of a bond is not the present value of the cash flows.,True,False,,,B,"The given statement is
false.
Bond valuation is a technique that is used to determine the fair price of bonds. It is a theoretical value that is used by investors to compare the trading price of different bonds and make investment decisions.
The bond value technique calculates the theoretical value of a bond as the sum of the present value of all the payments that are received by the holder from the bond until it is held. The future payments received from the bond are in the form of periodic cash flows.",Bonds: Bonds are long-term debt securities that can be issued by an entity to raise funds for capital projects. Government and corporate entities regularly issue bonds to interested investors. It is a low-risk investment and makes regular payments in the form of coupons.
