id,question,A,B,C,D,Answer,Explanation,Hint
11,Which of the following is not taken into consideration in computing the seller's amount realized from the exchange of property?,Debt that the buyer assumes,Commissions paid by the seller,Legal fees paid by the seller in conjunction with the sale,All of the above are taken into consideration in computing the amount realized,D,"The answer is
option D.
The debt that the buyer assumes, as well as the commissions and legal fees paid by the seller in conjunction with the sale, must be considered in competing the seller's amount realized from the exchange of property.",Exchange under Section 1031 of Internal Revenue Code Section 1031 of the Internal Revenue Codecovers exchange a real estate transaction wherein the taxpayer sells real property held for use in a trade or as an investment and uses the proceeds from the sale to acquire the replacement property.
12,The most important tax for determining an individual's incentive to work is,the marginal tax rate.,the average tax rate.,the last tax rate.,the total tax rate.,A,"The correct answer is option a. Marginal tax rate is the total amount of the additional tax paid to any additional income earned in the form of a dollar. The marginal tax rate accounts for any additional dollar that an individual makes. This can be an incentive as additional income.
Option b, c, and d are incorrect. The average tax rate represents the total tax paid divided by the individual taxable income. The last tax rate is the final tax that an individual or a business pays following the total reduction needed in their operations. The total tax rate is the total yearly tax that a business or an individual owes. Total tax is laid in brackets depending on the economic terms as economies differ in countries.","Taxes: In any country, collecting taxes is a fundamental way of generating public revenues for use by the government. The government uses the revenue from the tax to facilitate developments such as infrastructure and funding other projects."
13,Which financial statement shows the amount for Freight-In (transportation costs associated with the delivery of goods)?,income statement,statement of owner's equity,balance sheet,trial balance,A,"Correct Option:
A
.
Explanation for the correct answer:
Freight-in is the expense related to the basic operations for carrying out the business or trading activities. Hence it must be debited in the income statement only.
Explanation for the incorrect answers:
Option: B.
It is wrong as the statement of owner's equity includes the items regarding equities and stocks.
Option: C.
It is wrong as the balance sheet does not include expenses; it has liabilities and assets only.
Option: D.
It is wrong as the trial balances just include the closing balance of ledger accounts and not the expense incurred.","Freight: This is the expense that has to be paid when the goods from one place are transferred to another place. Freight has to be paid for making goods delivered to the concerned receiver, and thus, this is the expense related to the operating activities of the business."
14,The government tax collection and spending is concerned with monetary policy tools.,Trueb. False,,,,C,"The government tax collection and spending is concerned with monetary policy tools.
The above-given statement is
FALSE.
A government's tax collection and spending activities are associated with fiscal rather than monetary policy. The monetary policy is associated with the nation's money supply and other factors. Carried out by the economy's central bank, monetary policy involves actions such as interest rate adjustments, buying and selling securities, etc. Whereas a government has the authority to collect tax for generating revenue and spending on public goods, such responsibilities come under the implementation of fiscal policy for stimulating the population's aggregate demand.
Therefore, tax collection and government spending are associated with fiscal policy instead of monetary policy because monetary policy is concerned with money supply.",Tax Collection: Tax collection is a government activity that generates income for economic expenditure. The government collects money from direct income earners and indirectly through the sale of products and services subject to taxation.
15,"As a paid tax preparer, you are automatically authorized to represent your client before the IRS.",True,False,,,B,"b. False.
Even if you get paid to do taxes, that doesn't mean you have the right to represent your client in front of the IRS. Only enrolled agents, CPAs, and attorneys are allowed to represent taxpayers before the IRS. These experts have proven their proficiency by passing difficult examinations or fulfilling other significant requirements.
The IRS's Annual Filing Season Program (AFSP) Record of Completion is a certification available to tax preparers who are not enrolled agents, certified public accountants, or attorneys. This means that non-credentialed tax preparers can represent clients whose returns they prepared and signed, but only in front of specific IRS employees like customer service reps.
Therefore, you cannot represent clients before the IRS just because you are a paid tax preparer.","Internal Revenue Services: To collect taxes from citizens and businesses and to enforce the country's tax code, the government funds the Internal Revenue Service. The income tax service helps fund government programs."
16,"Nicholas earned 11.5% in his savings account. If he is in the 27% tax bracket, what is his after-tax savings rate of return?",2.88%,4.14%,8.40%,11.50%,C,"Earnings rate in savings account = 11.5%
Tax bracket = 27%
After-tax savings rate of return
= Earnings rate * (1-tax bracket)
= 11.5% * (1-0.27)
= 11.5% * 0.73
= 8.395%
Therefore, the correct option is
c. 8.40%
.",After-Tax Rate of Return: The after-tax rate of return is the real return an investor or an account holder earns on his/her investment or the amount deposited in his/her deposit accounts. The rate of return quoted always excludes the applicable tax bracket as the tax rate varies from person to person.
17,A $1 per unit tax levied on consumers of a good is equivalent to:,a $1 per unit subsidy paid to producers of the good.,a $1 per unit tax levied on producers of the good.,a price floor that raises the good's price by $1 per unit.,a price ceiling that raises the good's price by $1 per unit.,B,"b. a $1 per unit tax levied on producers of the good
When any tax is levied on the producers or customers, then that tax is generally paid by the customers only either directly or indirectly. It is because the producers have to take all measures such as costs, profit margins, tax, and so on from the customers. The tax attained from the customers does not provide any subsidy to the producers. The tax does not have anything in common with the price floor and price ceiling.",Taxes Taxes could be recognized as the collection of monetary funds due to the occurrence of any action or an event. The tax collection is made by the government and then these tax proceeds are headed to the investments in public development programs.
18,The following taxes are regressive except:,FICA and self-employment taxes,federal income tax for individuals,All of these.,unemployment taxes,B,"The correct option is
B. federal income tax for individuals
The individual federal income tax is not a regressive tax but rather a progressive tax. Tax rates in a progressive system rise in tandem with a person's or business's taxable income. Therefore, the tax burden is heavier for those with higher incomes compared to those with lower incomes. The system here takes into account each individual's financial situation.
Reasons why other options are incorrect:
A. FICA and self-employment taxes
Because FICA and self-employment taxes are generally viewed as regressive, option A is incorrect. They are imposed at a flat rate up to a certain income level, so those with lower incomes pay a larger share of their income in this way than those with higher incomes.
C. All of these.
Since option A and D is not correct, this can not be correct.
D. unemployment taxes
Since unemployment taxes are often levied at a flat rate and have a wage base limit, which means that those with higher incomes pay a smaller percentage of their income in these taxes, option D is incorrect.","Progressive Tax: Progressive tax refers to the tax strategy of the Internal Revenue Service, where the tax rate increases as income rises. Higher-earning individuals pay higher tax, and lower-income people pay lower tax."
19,"What feature of the federal income tax system is known as a ""shadow tax""?",the earned income tax credit,the payroll tax,the flat individual income tax,the alternative minimum tax,D,"The answer is D).
The alternative minimum tax (AMT) is the tax rate assessed on certain individuals with high income. This tax is not coded in the federal income tax schedule and is, therefore, referred to as a shadow tax. Individuals subjected to AMT must file Form 6251 with the Internal Revenue Service.
Earned income tax credit reduces tax liability hence, it is not a tax.
Payroll tax is explicit and flat: 6% for social security and 1.5% for medicare. Hence, it is not a ""shadow"" tax.","Progressive Tax: A tax schedule is progressive if the marginal tax rate increases with the taxable amount. In this case, the average tax rate is always lower than the marginal tax rate."
20,"To perform an external audit, a company first must",get an approval from the Securities and Exchange Commission.,perform an internal audit.,gather competitive intelligence and information about external trends.,hire a consultant to develop a comprehensive strategic plan.,C,"The correct option is C) gather competitive intelligence and information about external trends
.
External auditors are the officials or experts in the field of accounting. External auditors should be an outsider to the organization. Auditors investigate and assess the financial records of the organization. The assessment is to avoid errors and frauds in the books of accounts. An external audit takes place once a year at the end of the calendar year. They are also called independent auditors. The independent auditors follow a different set of standards from that of the company's they audit, and hence it is essential to know the external trends.",Taxation: A tax is a charge imposed by the government on any person or any firm. A tax imposed is to collect income for providing the best infrastructure facilities to the public. Such gathered funds get utilized for public services. Taxation is the process of collecting tax.
21,Which of the following is not a characteristic of sole proprietorships?,owners pay self-employment taxes,Formation is always tax-free,Distributions of entity income are tax-free.,loss is recognized on liquidation.,C,"A sole proprietorship is composed of one person or the owner. Under a sole proprietorship, the distribution or the income from the business must be taxed according to the current income tax rate for individuals. Therefore, the correct answer is
c. Distributions of entity income are tax-free.","Income Tax Income tax is one of the major taxes as a source of government revenue to be used to fund its projects and social services. Income tax is taxed to individuals and firms and it is based on the taxable income and the tax can be graduated rates or a fixed rate and remitted to the government regularly, usually on a monthly basis."
22,Tim Bridges owns a bass fishing boat. His state imposes an annual 3.25 percent tax on the current value of this boat. What type of tax is this most likely to be?,General sales tax,Excise tax,Personal property tax,Income tax,C,"The correct answer is
Option c.
The annual tax of 3.25% imposed by the government on the current value of the fishing boat purchased by Tim Bridges is the personal property tax. It helps the government earn revenue by charging taxes on personal property owned by an individual.
Other Options:
Option a is incorrect since general sales tax is not related to private assets. It is imposed on goods sold.
Option b is incorrect since excise duty is not levied on the current value of any personal estate.
Option d is incorrect since income tax is related to income, not any tangible asset.
Option e is incorrect because the estate tax is calculated on a person's estate when he had died.","Direct Tax When a person or an entity pays a tax to the government without any intermediary, it is known as direct tax. No one else pays tax on behalf of such a taxpayer. Income tax is an example of direct tax that is a major source of revenue for the government."
23,Where is the power to issue income tax granted to the federal government?,The 16th Amendment to the Constitution,The Bill of Rights,The 20th Amendment to the Constitution,The Declaration of Independence,A,"The correct answer is
option A: The 16th Amendment to the Constitution.
The Federal Government derives its power to issue income tax from the
16th Amendment to the United States Constitution
.
The 16th amendment, which was passed in 1909, gives Congress the liberty to collect taxes. Through the amendment, the federal government was able to create a nationwide income tax policy. Without a doubt, income tax has grown into the single largest source of income for the federal government.
Additional Information:
The 20th amendment, which cured the problem of having a defeated president staying in office for a long time, moved the beginning of Presidential terms to January 20th from March 4th.
The Bill of Rights states all freedoms and liberties granted to citizens of the United States.
The Declaration of Independence was a pronouncement issued in 1776 to declare the separation of America from British colonizers.","Taxation: Taxation refers to the right held by most governments to impose levies on their citizenry. Taxation serves as a tool through which governments raise the revenue necessary to fund their expenditures. Indeed, a failure to pay taxes is punishable by law in most jurisdictions."
24,Government imposes taxes to:,uplift weaker sections,check the accumulation of wealth among the rich,run the machinery of the state,None of these.,C,"Government imposes taxes to:
C. run the machinery of the state
.
The government needs funds to finance the programs and schemes that it introduces. Financing these activities by loans creates an unnecessary burden on the authority and the citizens. Taxes generate revenue for the public authorities, which does not create a burden on the government or the citizens as much as loans would. Taxes are used to run various programs and fund the government's activities.
Uplifting weaker sections does not depend on taxes but on the expenses made by the government. The imposition of taxes is not done to check the wealth accumulation among the rich but to generate revenue for the workings of the government.",Taxes by the Government: The compulsory payments made to the government of a nation by its residents are taxes. The revenue that the government gains in this manner can be used for various purposes.
25,"Assume that you had a bad year in the stock market with capital gains of $10,000 and capital losses of $25,000. How much can you write off on this year's tax return?","$10,000","$13,000","$15,000","$25,000",B,"The answer is
b. $13,000.
Given information:
Capital gains = $10,000
Capital losses = $25,000
Since the capital losses exceed the capital gains in the year, there will be a net capital loss. In this case, the capital gains will be written off 100%. In addition, an amount of $3,000 from the net capital loss is eligible to be deducted from taxable income. The remaining net capital loss will be carried forward to the next year.
Net capital loss = Capital losses - Capital gains = $25,000 - $10,000 = $15,000
Write-off for capital gain = $10,000
Write-off for net capital loss = lesser of $3,000 or remaining capital loss ($15,000) = $3,000
Total write-off amount = Write-off for capital gains + Additional write-off for net capital loss
Total write-off amount = $10,000 + $3,000
Total write-off amount = $13,000","Capital Loss: A capital loss occurs if there is a reduction in the value of an asset within a specific holding period. A capital loss is eligible to decrease a taxpayer's taxable income, which results in tax savings for the current year."
26,The value-added tax is a type of consumption tax.,True,False,,,A,"The correct answer is
option A. True
.
Value-added tax (VAT) can be explained as the type of indirect tax that applies to an increase in value at each stage of the supply chain, which includes the production, distribution, and sale of goods or services. VAT is a type of consumption tax because the ultimate consumer of the goods indirectly pays the taxes; the price of the goods includes the taxes that are borne by the consumer when they buy the goods. It is one of the major sources of revenue for the government, as the tax proceeds that the businesses collect from consumers are ultimately paid to them.","Tax: Tax is a compulsory financial obligation towards the government, and it is levied on businesses, entities, and individuals. It can be referred to as the contribution of citizens and organizations to the government for funding various country projects."
27,Income taxes can be accurately said to:,affect the decision to work and save.,have no effect on the decision to work and save.,result in more dependence on support from the federal government.,have a positive effect on the decision to work but a negative effect on the decision to save.,A,"The correct option is a. affect the decision to work and save.
Income taxes have a direct impact on a person's net labor income and savings returns, which in turn affects their choice to work more (or less) and save more (or less). If people believe they aren't keeping enough of their earned income, higher income tax rates may deter them from working more hours. Similar to the above, high tax rates on savings returns may deter saving. In essence, income taxes have the power to change the ratio of current consumption to future consumption.
Reasons why other options are incorrect:
b. have no effect on the decision to work and save:
Income taxes do have an impact on whether or not people choose to work and save money, so option b is untrue.
c. result in more dependence on support from the federal government:
This choice is incorrect because income taxes do not directly lead to increased reliance on federal assistance. Government services are funded by taxes, but this does not always result in greater dependency.
d. have a positive effect on the decision to work but a negative effect on the decision to save:
Income taxes have the potential to discourage not only saving but also working and earning money. The precise outcome depends on how high the tax rates are and how people respond to them.","Tax Structure: The tax system refers to the government's initiative to collect revenue from individuals and corporations. In this process, the government makes a budget and mentions their upcoming revenue and expenditure streams."
28,"Henrich is a single taxpayer. In 2015, his taxable income is $425,000.",All of his income is salary from his employer.,"His $425,000 of taxable income includes $2,000 of long-term capital gain that is taxed at preferential rates.","His $425,000 of taxable income includes $55,000 of long-term capital gain that is taxed at preferential rates.","Henrich has $195,000 of taxable income, which includes $50,000 of long-term capital gain that is taxed at preferential rates. Assume his modified AGI is $210,000.",A,"a.
Accounts Title
Amount ($)
Taxable income
425,000
Preferentially taxed income
-
Income taxed at ordinary rates
425,000
Tax on income at ordinary rates (WN 1)
124,668.52
Tax on preferentially taxed income
-
Income tax
124,668.52
Net investment income tax
-
Total income and net investment tax
$124,668.52
b.
Accounts Title
Amount ($)
Taxable income
425,000
Less:
Preferentially taxed income
2,000
Income taxed at ordinary rates
423,000
Tax on income at ordinary rates (WN 2)
123,876.52
Add:
Tax on preferentially taxed income (WN 3)
400
Income tax
124,276.52
Add:
Net investment income tax (WN 4)
76
Total income and net investment tax
$124,352.52
c.
Accounts Title
Amount ($)
Taxable income
425,000
Less:
Preferentially taxed income
55,000
Income taxed at ordinary rates
370,000
Tax on income at ordinary rates (WN 5)
105,705.72
Add:
Tax on preferentially taxed income (WN 6)
9,117.50
Income tax
114,823.22
Add:
Net investment income tax (WN 7)
2,090
Total income and net investment tax
$116,913.22
d.
Accounts Title
Amount ($)
Taxable income
195,000
Less:
Preferentially taxed income
50,000
Income taxed at ordinary rates
145,000
Tax on income at ordinary rates (WN 8)
84,491
Add:
Tax on preferentially taxed income (WN 9)
9,117.50
Income tax
93,608.50
Add:
Net investment income tax (WN 10)
2,090
Total income and net investment tax
$95,698.50
Working Notes:
1. Tax on income at ordinary rates = (425,000 - 413,200) * 39.6% + 119,995.72 = $124,668.52
2. Tax on income at ordinary rates = (423,000 - 413,200) * 39.6% + 119,995.72 = $123,876.52
3. Tax on preferentially taxed income = 2,000 * 20% = $400
4. Net investment income tax = 2,000 * 3.8% = $76
5. Tax on income at ordinary rates = (370,000 - 189,300) * 33% + 46,074.72 = $105,705.72
6. Tax on preferentially taxed income = (37,650 * 15%) + (17,350 * 20%) = $9,117.50
7. Net investment income tax = 55,000 * 3.8% = $2,090
8. Tax on income at ordinary rates = (145,000 - 90,750) * 28% + 18,481 = 84,491
9. Tax on preferentially taxed income = (37,650 * 15%) + (17,350 * 20%) = $9,117.50
10. Net investment income tax = 55,000 * 3.8% = $2,090",Income Tax: Income tax is levied by the central government and state government on the income earned by individual and companies within a financial year. The income is calculated on the basis of gross annual income.
29,Total inefficiency caused by a tax is the sum of _____ and _____.,administrative costs; deadweight loss,producer surplus; government revenue,producer deficit; consumer surplus,opportunity costs; consumer deficit,A,"The correct option is
A. administrative costs; deadweight loss
.
Taxes diminish a society's efficiency by incurring high administrative costs, resulting in deadweight losses. Firstly, tax imposes a burden on the government that charges it due to the high expense of collection and administration. Collecting taxes from all income earners is extremely difficult and expensive. After collection, the tax amount had to be maintained and evaluated, and other operations had a large administrative expense. Thus, the tax causes inefficiencies in the economy by raising unproductive government expenses.
Second, taxes lower both manufacturing and consumer surpluses. The extra amount a seller gains when the market price of his goods exceeds the minimal amount he is prepared to accept for that item is referred to as producer surplus. Consumer surplus, on the other hand, represents the extra amount obtained by a buyer when the market price of the acquired item is less than what the buyer is prepared to spend for that item. When the government levies a tax on a certain item, the market price of that item rises. The consumer surplus decreased as the tax reduced the gap between the consumer's anticipated costs and the actual cost of the goods.
Producers, on the other hand, although receiving larger revenues from sales than previously, must pay a considerable sum to the government in the form of tax. As a result, producer surplus falls as the difference between the producer's minimum acceptable price and the actual price shrinks. As a result of the tax, the equilibrium quantity transacted also decreases. However, only the government benefits from increased tax collection. Finally, the amount of surplus loss incurred by both the buyer and the seller not absorbed by the government and reduces the transaction output is referred to as deadweight loss. It demonstrates the inefficiencies of taxes by illustrating how taxation harms consumers and producers.
Thus, Total inefficiency caused by a tax is the sum of
administrative cost
and
deadweight loss
.
The other options are incorrect:
B. producer surplus; government revenue. The inefficiency associated with taxes is attributable to the expense borne by society, which makes all economic actors worse. Producer surplus and government income benefit both producers and the government. As a result, tax inefficiency is unrelated to producer surplus and state revenue.
C. producer deficit; consumer surplus. A consumer surplus is a monetary gain on a purchase made by the customer. Tax cannot benefit consumers since it boosts the price charged to buyers. As a result, consumer surplus cannot demonstrate inefficiency in taxes. However, a producer deficit indicates inefficient taxation.
D. opportunity costs; consumer deficit. Although tax increases the price of a commodity and leads to consumer deficit, opportunity cost does not represent tax inefficiency since it occurs in every economic activity in the form of the forgone gain of conducting an alternative activity without the need for tax imposition.","Tax: Taxes are the annual, necessary contributions made by a nation's citizens to its government. The government uses the money it collects through taxes to create infrastructure and give its inhabitants the latest amenities."
30,"Income taxes create a difference between the interest rate paid by companies and received by lenders. These taxes _____ saving, investment, and the growth rate of real GDP.",do not affect,lower,"encourage, but may not change",increase,B,"The correct answer is option b- lower
a.
The option is not true as taxes lowers the amount that is saved. Therefore, taxes affect the level of savings and investment in the economy.
b.
The option is true as income tax is defined as the tax which is levied on the income of the citizens. Therefore, as the tax rate rises, the disposable income of the citizens would decrease and therefore, the savings and investment would decrease.
c.
The option is false as there will be a change in investment and savings if income tax is levied on income.
d.
The option is false as the disposable income after paying the taxes from income would decrease not increase.",Tax Tax is defined as the mandated payment that needs to be paid by the citizen of the country to the government. There are majorly two types of tax systems in the economy such as direct taxes and indirect taxes.
31,Which sentence best describes a regressive tax?,Regressive taxes place a higher burden on people who earn less compared to wealthier taxpayers.,Regressive taxes place a higher burden on wealthy taxpayers compared to people who earn less.,Regressive taxes result in poor taxpayers paying no taxes.,Regressive taxes prevent tax rates from rising over time.,A,"The correct option is a): Regressive taxes place a higher burden on people who earn less compared to wealthier taxpayers.
In regressive taxes, the government collects a higher level of taxes from the low-income earners and a comparatively lower level of taxes from the high-income earners. Thus, the people belonging to the lower-income strata have to pay a higher proportion of taxes from their income compared to those belonging to the higher-income strata.
Reasons for incorrect options:
Option b. is incorrect because the tax, which places a higher burden on the wealthy taxpayers compared to people who earn less, is a progressive tax.
Option c. is incorrect because when regressive taxes are imposed, the poor taxpayers are not exempted from taxes, and they have to pay higher taxes than the rich taxpayers.
Option d. is incorrect because tax rates can rise over time even when regressive taxes are imposed.",Taxes: A mandatory payment that the individuals in an economy are obliged to make to the government to finance the administrative activities in the country is referred to as a tax. It also helps to improve the general level of welfare in the economy.
32,The excess profits tax was first imposed:,during World War I.,during the Civil War.,during the War of 1812.,during the Spanish-American War.,A,"The correct option is
a. during World War I.
During World War I, the first tax on excessive profits was levied. It was implemented as a stopgap measure to raise funds for the war effort by taxing companies' inflated wartime profits. The purpose of the tax was to prevent businesses from engaging in price gouging and profiteering during the national emergency by ensuring that they pay their fair share towards the war financing.
b. during the Civil War:
Since the excess profits tax was not in place during the Civil War. The Union government collected income and excise taxes, among others, to fund the war effort during the Civil War.
c. during the War of 1812:
Because the excess profits tax was not in place during the War of 1812. Customs duties and other indirect taxes were the primary sources of revenue for the federal government at that time.
d. during the Spanish-American War:
Since the excess profits tax was not in place during the Spanish-American War. There was no excess profits tax in place during the Spanish-American War in the late 19th century.",Tax: Some people or businesses have to pay the government more money because they make more than the limit or use certain goods or services. Internal Revenue Services collects these amounts.
33,Payroll and related expenses include:,salaries and wages.,fringe benefits.,payroll taxes.,all of the above.,D,"The correct option is
d. all of the above.
Everything that goes into paying workers is included in payroll and related expenses. Wages and salaries are examples of direct compensation for labor. Fringe benefits, such as health insurance, retirement plans, and paid time off, are extra perks that an employee receives in addition to their base salary. Employers in the United States must withhold and remit Social Security and Medicare from their employees' paychecks. Payroll and related costs encompass not only salaries and wages but also fringe benefits and payroll taxes.","Payroll Tax: The payroll can be paid by both the employees and the employers, where some deductions are made from the paychecks of the employees, and employers also pay some portion, and the accumulated amount from the economy is used to fund the employee's welfare schemes."
