id,question,A,B,C,D,Answer,Explanation,Hint
11,True or False: Foreign currency options are available both over-the-counter and on organized exchanges.,True,False,,,A,"The statement is
True.
Both over-the-counter (OTC) and regulated exchanges are platforms for trading foreign currency options. In the OTC market, currency options are customized contracts between two parties, while on exchanges such as the Chicago Mercantile Exchange (CME) or the Philadelphia Stock Exchange (PHLX), standardized contracts are traded.","Over the Counter (OTC): OTC market can be described as a market in which direct trading of financial assets is done between two parties, typically via the dealers, and does not have a centralized exchange system."
12,The call-option value of a callable bond is likely to be high when,interest rates are high and expected to remain high.,interest rates are volatile.,markets are inefficient.,interest rates are low and expected to remain low.,B,"Option b, interest rates are volatile
is right.
When interest rates (IR) are volatile, the premium of callable bonds increases as there is a good chance that the call option will end in the money. With an increase in volatility, the BSM Model incorporates a high volatility number, resulting in higher premiums.
Option a: When IR is high, there is a less chance that the instrument will be called. Hence, option a is wrong.
Option c: When markets are inefficient, the price of the instrument may remain low as it does not represent all the public information available in its pricing. Hence, option c is wrong.
Option d: When IR is low, callable bonds will exhibit negative convexity, and there is a high chance that the instrument will be called. Hence, the option is wrong.",Bonds: Bonds are a kind of fixed income instrument that allows an issuer to fund capital for business purposes from potential business with the assurance of interest rate and principal repayment in the future.
13,A protective put written on a portfolio (rather than a single stock) is known as:,portfolio insurance,put-call parity,a warrant,Black-Scholes,A,"The answer is A) portfolio insurance.  Like a protective put, it is a hedging strategy used to limit portfolio losses when stocks decline in value.  However, portfolio insurance does not entail actually selling off stock.  Risk mitigation is achieved by short-selling stock index futures.  The strategy can reduce downside exposure, but it limits gains.","Protective Put: A protective put is an investing strategy whereby a put is purchased (short position) on a stock that is held (long position).  For a premium, the put grants the holder the right, but not the obligation to sell the underlying stock.  Essentially, is puts a floor on the price of the stock, but still provides for upside potential."
14,Which of the positions is the riskiest (offers the possibility of the greatest loss)?,Long position (purchase) on call option,Short position (sale) on call option,Long position (purchase) on a put option,Short position (sale) on a put option,B,"Correct Answer:
B
- Short position (sale) on call option.
Explanation:
As the call option itself is riskier than the put option and the short position elaborate that one buys it not for own, which means to sale the call option against such stock which are not even self-owned by the investors contains high risk than any other. The perfect term to give justification is the uncovered security option where premium is considered as the only benefit.
Explanation for Incorrect options:
Option A: It is wrong because generally, investors prefer to hold long position (purchase) on call option to gain more profit as by predicting that the value will increase in future that's why it is the safe option.
Option C: This is incorrect as the long position (purchase) on put option offset any kind of loss occurred on underlying asset through the profit generated when stock value drops. So, this option less risky.
Option D: The short position on the (sale) of put option is risky but the covered put option is less risky which means investor will gain over the option on the short position but it will put the limitation over the potential gain in the same period.",Call and Put Option: Call option is the option which grant right but not the obligation to purchase the underlying security with in the pre-mentioned time while put option grant right but not obligation to sell the underlying security with in the pre- mentioned time frame.
15,"True or False: A call option gives the owner the right to purchase a fixed number of shares at a specified price, but no right to receive dividends paid during the life of the option.",True,False,,,A,"The statement is
TRUE.
By purchasing a call option, a buyer is eligible for a right to acquire the underlying assets or securities at a predetermined price in the future. Thus, the ownership will not be established as long as the option is not exercised. Consequently, a call option holder will not receive dividends from underlying shares during the life of the option since they are not holding these shares.","Option: An option is a common derivative for hedging against an unfavorable change in the price of an asset. In practice, there are two types of options: call option and put option."
16,Suppose that a stock sells at a price of $60 on the expiration date. Compute the payoff to the seller of a call option if the option strike price is $20.,-$20,-$30,-$40,-$50,C,"The answer is
C)-$40
The seller of a call option will have to sell underlying securities to the option holder at the strike price if the option holder decides to exercise the option. In the case that market price of security is greater than the strike price, the option seller will engage a loss.
Loss = Market price - Strike price = $60 - $20 = $40",Call Option: A call option is attached with a right to buy underlying securities at a predetermined price in the future. Purchasing a call option would be ideal when the price of security is expected to increase.
17,Given the following:,"What is the profit (loss) at the expiration date of the options if the price of the stock is {eq}\$14,\ \$20

{/eq}, or {eq}\$25

{/eq} and if the investor buys the option with the {eq}\$20

{/eq} strike price and sells the other option?","Compare the profit (loss) from this strategy with shorting the stock at {eq}\$18

{/eq}.","What is the profit (loss) at the expiration date of the options if the price of the stock is {eq}\$14,\ \$20

{/eq}, or {eq}\$25

{/eq} and if the investor buys the option with the {eq}\$15

{/eq} strike price and sells the other option?","Compare the profit (loss) from this strategy with buying the stock at {eq}\$18

{/eq}.",A,"Part a)
The profit (loss) at the expiration date of the options if the price of the stock is $14, $20, or $25 and if the investor buys the options with the $20 strike price and sells the other option is shown in the following table:
$14 Stock Price at Expiration
$20 Stock Price at Expiration
$25 Stock Price at Expiration
Value of Call at $20
$0
$0
$5
Profit of Call at $20
-$2
-$2
$3
Value of Call at $15
$0
$5
$10
Profit of Call at $15
$5
0
-$5
Net Profit (loss)
$3
($2)
($2)
The price of the stock at $14 has a $0 value call at $20. The profit of the call at $20 is -$2 which is the price of the call at $20. The value of the call at $15 is $5. As a result, the net profit is $3 ($5 profit of call at $15 - $2 profit of call at $20)
With a stock price of $20 and a call at $20 will result in $0 value (20 - 20 = 0). At this stock price, the purchase of a $20 call would result in a loss of -$2 since the price of a $20 call at a strike of $20 is $2. The value of call at $15 is $5 which is the price of the call at $15. After selling the $15 option, there will be $0 profit. As a result, the net profit (loss) = -$2 (profit of call at $20) + $0 profit of call at $15 = -$2.
With a stock price of $25 and a call at $20 will result in $5 value (25 stock price - 20 call strike price = 5). At this stock price, the purchase of a $20 call would result in a profit of $3 ($5 Value of Call at $20 - $2 Price of Call at $20 = $3). The value of call at $15 ($25 stock price - $15 strike price call = 10). After selling the $15 option, there will be -$5 loss ($10 value of $15 call price - $15 price of call = -5). As a result, the net profit (loss) = -$2 (-$5 Profit of Call at $15 + $3 profit of call at $20 = -$2)
Part b)
According to short selling theory, losses are unlimited and higher compared to the current strategy. Conversely, the losses in the current strategy (i.e. Bear strategy) are limited according to long selling theory.
Current Strategy
$14 Stock Price at Expiration
$20 Stock Price at Expiration
$25 Stock Price at Expiration
Value of Call at $20
$0
$0
$5
Profit of Call at $20
-$2
-$2
$3
Value of Call at $15
$0
$5
$10
Profit of Call at $15
$5
0
-$5
Net Profit (loss)
$3
($2)
($2)
The calculations for determining the profit on the short strategy are in the chart below:
Shorting the Stock Strategy
Stock Price at Expiration
Profit on Short Strategy
$14
$4 = ($18 - $14)
$20
-$2 = ($18 - $20)
$25
-$7 = ($18 - $25)
Part c)
The profit (loss) at the expiration date of the options if the price of the stock is $14, $20, or $25 and if the investor buys the options with the $15 strike price and sells the other option is shown in the following table:
$14 Stock Price at Expiration
$20 Stock Price at Expiration
$25 Stock Price at Expiration
Value of Call at $20
$0
$0
$5
Profit of Call at $20
$2
$2
-$3
Value of Call at $15
$0
$5
$10
Profit of Call at $15
-$5
0
$5
Net Profit (loss)
-$3
$2
$2
The price of the stock at $14 has a $0 value at a call of $20. The profit of call at $20 is $2 which is the price of the call at $20. The value of call at $15 is $0. The profit of the call at $15 is -$5 which is the price of the call at $15. As a result, the net loss is -$3 (-$5 profit of call at $20 + $2 profit of call at $15)
With a stock price of $20 and a call at $20 will result in $0 value (20 - 20 = 0). At this stock price, the purchase of a $20 call would result in a profit of $2 since the price of a $20 call at a strike of $20 is $2 which is now a profit. The value of call at $15 is $5 which is the price of the call at $15. After selling the $15 option, there will be $0 profit ($5 value - 5 price of call = $0). As a result, the net profit (loss) = $2 (profit of call at $20) + $0 profit of call at $15 = $2.
With a stock price of $25 and a call at $20 will result in $5 value (25 stock price - 20 call strike price = 5). At this stock price, the purchase of a $20 call would result in a loss of $3. The value of call at $15 = $25 stock price - $15 strike price call = $10). After selling the $15 option, there will be $5 profit. The net profit will be $2 (-$3 profit of call at $20 - $5 profit call at $15).
Part d)
According to theory of the bull spread strategy which comprises buying stock low and selling high as in the scenario of buying stock at $18 will limit losses and profits.
Buying Stock at $18
Stock Price at Expiration
Profit on Short Strategy
$14
-$4 = ($14 - $18)
$20
$2 = ($20 - $18)
$25
$7 = ($25 - $18)
Bull Strategy
$14 Stock Price at Expiration
$20 Stock Price at Expiration
$25 Stock Price at Expiration
Value of Call at $20
$0
$0
$5
Profit of Call at $20
$2
$2
-$3
Value of Call at $15
$0
$5
$10
Profit of Call at $15
-$5
0
$5
Net Profit (loss)
-$3
$2
$2","Call Options: Call options are investment options related to stocks and bonds. Call options are agreements that allow the buyer to purchase stocks at a stated price from a seller during a duration of time. The agreement expires at a specified time, also known as the expiration date."
18,"A firm owns a put option on 10,000 barrels of oil with a strike price of $37.50 per barrel.",Does the firm exercise the option if on the day the option expires the price of oil is $40 per barrel?,What is the cash flow on the day the option expires if the price of oil is $40 per barrel?,,,A,"a.
A put option with an exercise price of $37.50 allows the holder to sell oil at $37.50.  Since the price, at which the investor can sell on the open market is higher,
the option will not be exercised.
b.
Since the option will not be exercised,
the cash flow will be $0.","Commodity Option Settlement: Commodity options, such as the option to purchase crude oil are settled in cash at the time of the exercise.  Commodity options can be both American and European style options."
19,"A call option on Canadian dollars with a strike price of $.60 is purchased by a speculator for a premium of $.06 per unit. Assume each option calls for the delivery of 50,000 CAD.","If the Canadian dollar's spot rate is $.65 at the time the option is exercised, what is the net profit to the speculator?",What would the spot rate need to be at the time the option is exercised for the speculator to break even?,What is the net profit to the seller of this option?,,A,"Part A)
The net profit to the speculator is computed as follows:
Net Profit = ($.65 - $.60 - $.06) * 50,000 = -$500
Part B)
The spot rate would need to be $.66 for the speculator to break even.  At this price, he would cover the cost of the option with the payoff proceeds.
Part C)
The net profit to the speculator is computed as follows:
Net Profit = ($.60 - $.65 + $.06) * 50,000 = $500","Strike Price: In regard to an option, the strike price is the price at which it can be exercised.  For a call option, a payoff will occur when the strike is less than the price of the underlying.  For a put option, a payoff will occur when the strike is more than the price of the underlying."
20,"If the delta of a call option is 0.4, calculate the delta of an equivalent put option.",0.6,0.4,-0.4,-0.6,D,"The correct answer is option D. -0.6.
Always remember that:
delta of Put Option = delta of Call Option  - 1
So,
delta of Put Option = 0.4 - 1
delta of Put Option =-0.6
Thus, the correct answer is option D.","Put and Call Options: In business and finance, a put option is an option that gives the buyer an option a right to sell if the price goes favorable on an exercise date. On the other hand, a call option is an option to purchase or buy the assets or commodity at a predetermined price on or before an expiration date."
21,"A trader shorts 2 European calls and 3 European puts on a stock. Both the calls and puts will be expired in 3 months and are traded at $5 and $4 with strike prices $45 and $40, respectively.",Find the range of the underlying asset price such that the trader's positions will lead to a profit in three months.,"What will be the profit/loss of a short strangle created using the call and put options, if the stock price is $60 at expiration?","If the risk-free rate is 5% with continuous compounding and the stock price is 43, what is the price of the 3-month European put option with a strike price of $45?",,A,"a.
2 European calls: Strike price = $45; Premium = $5
3 European puts: Strike price = $40; Premium = $4
Breakeven price for call = 45+5 =$50
Breakeven price for put = 40-4 =$36
b.
If it is short strangle then trader must short both call and put
Loss on call: (45-60+5)*2 = 20
Gain on put: 4*3 = 12
Net loss = 8
c.
Price of European put
Strike price: $45
Spot price: $43
Interest rate 5%
Time 3 months
{eq}\begin{align*}

{\rm\text{Price of put}} &= \;\dfrac{{{\rm\text{Strike price}}}}{{{{\left( {1 + {\rm\text{r}}} \right)}^{\rm\text{t}}}}} - {\rm\text{Spot price}}\\

&= \dfrac{{45}}{{{{\rm\text{e}}^{0.05 \times 0.25}}}} - 43\\

&= 44.44 - 43\\

&= 1.44

\end{align*}

{/eq}",Breakeven Price For Call Breakeven price is the price at which an investor will not incur any loss or gain. Breakeven price for a call option is strike price plus premium because strike price is purchase price and premium become the expense to purchase it.
22,"If an investor writes an ABC stock put and the option is exercised, the investor must:",Receive cash,Deliver cash,Buy stock,Deliver stock,C,"The correct answer is
c. Buy stock
.
A put option is a contract that allows you to sell a specific amount of an asset, like stocks, at a set price, called the strike price, within a certain time.
There are two main parties in a put option:
Buyer: This person pays a fee, called a premium, to get the option. It gives a right to sell the asset at the strike price. The buyer can make money using the option if the market price drops.
Seller: This person sells (writes) the put option, receiving the premium from the buyer, and if the buyer decides to exercise the put, the seller is obligated to buy the asset at the strike price. The seller benefits if the option isn't used, meaning the market price stays above the strike price.
Based on the explanation above, the investor is the seller who writes an ABC stock put. When the put is exercised, the investor must buy the stock at the set price, making all other options incorrect
.",Options: Options are derivatives that indicate contracts allowing an investor to buy/sell an asset at a strike price before a specific date. There are two main types: call options (to buy) and put options (to sell). They can be used for trading or hedging risks.
23,"When the right to purchase stock in the future is used as a substitute for a cash bonus, the company is granting:",Post-retirement benefits,Compensated absences,Stock options,Post-employment benefits,C,"The correct answer is option
C.  Stock options
Employee stock option is a type of call option in which the employee of the business entity can buy shares of the company at an agreed price during a given period of time. The advantage of having employee stock options are as follows:
Ownership;
Right to vote;
Dividend.","Call Option: Under the call option, the buyer receives the right to buy security/stock in return for paying the premium to the writer. On the other hand, the writer is the one who receives the premium coming from the buyer."
24,"Considering a put option, an increase in the strike price:",causes the intrinsic value of the option to decrease if it is above zero.,causes the intrinsic value of the option to increase if it is above zero.,causes the value of the option to decrease.,,B,"The answer is
B. causes the intrinsic value of the option to increase if it is above zero.
Intrinsic value of a put option:
Intrinsic Value = Strike Price - Market price
If all else things are constant, an increase in the strike price will raise the intrinsic value of a put option. Alternatively, the potential profit associated with this put option will increase if it is exercised.","Put Option: A put option is a derivative that allows the put purchaser to sell the underlying securities at a predetermined price in the future. Thus, a put option allows an investor to limit a massive loss if the price of the underlying security falls down significantly."
25,Which of the following statements is incorrect?,The vega of a European call option is highest when the option is at-the-money.,The delta of a European-styled put option on an underlying stock moves toward zero as the price of the underlying stock rises.,The gamma of an at-the-money European-styled option tends to increase as the remaining maturity of the option decreases.,"Compared to an at-the-money European-styled call option, an out-of-the-money European-styled option with the same strike price and remaining maturity has a greater negative value for theta.",B,"Correct Option:
B .
Explanation for the correct answer:
The delta of a European styled option actually rises and does not move towards zero when the price of the stock rises as it is positively co-related.
Explanation for the incorrect answers:
The following statements are the correct statements:
Option: A - The Vega of a European call option is highest when the option is at-the-money because its sensitivity will be at the implied volatility. Due to the implications of the time value of money, Vega will be at its highest as long as its expiration.
Option: C- The gamma of the European option at the money increases when the remaining maturity of the option decreases because the European option can be exercised at its maturity only, unlike the American option, making the value increasing as the maturity comes closer.
Option: D-  Compared to an at-the-money European-styled call option, an out-of-the-money European-styled option with the same strike price and remaining maturity has a greater negative value for theta because the European style option will not react to price changes when the strike price matches, that makes theta negative.","European Call-Put Option: European call and put options are the contracts that can be executed on the maturity date only. There are various types such as delta, gamma, Vega & theta as per its volatile attributes resulting in different outcomes and sensitivity."
26,A European option is different from an American option in that:,one is traded in Europe and one in traded in the United States.,European options can only be exercised at maturity; American options can be exercised anytime till maturity.,"European options tend to be worth more than American options, ceteris paribus.",American options have a fixed exercise price; European options' exercise price is set at the average price of the underlying asset during the life of the option.,B,"The answer is B. European options can only be exercised at maturity; American options can be exercised anytime till maturity.
The terms European and American options were coined by the economist Paul Samuelson to differentiate between options that can be exercised at maturity and those that can be exercised at any time. Most options traded over the counter are European, while most options traded on organized exchanges are American.  Pricing European options is usually easier because they can be exercised only at a particular time.
A. is incorrect because the terms European and American do not refer to the trading venue.
C. is incorrect. American options are worth more because they can be exercised at any time until maturitiy.
D. is incorrect because the exercise price of both types of options is fixed.","Exercise Price: The exercise price is one of the most important components of an options contract.  This is the price, at which the option can be exercised by the buyer.  The buyer of a call option can purchase an asset at the exercise price, while the buyer of a put option can sell an asset at the exercise price."
27,You have taken a long position in a call option on IBM common stock. The option has an exercise price of $156 and IBM's stock currently trades at $160. The option premium is $5 per contract.,How much of the option premium is due to the intrinsic value versus time value?,What is your net profit on the option if IBM s stock price increases to $170 at the expiration of the option and you exercise the option? (Negative amount should be indicated by a minus sign.),What is your net profit if IBM s stock price decreases to $150? (Negative amount should be indicated by a minus sign.),,A,"Part a.
The intrinsic value of the option premium is $4, which represents the difference between the underlying stock price and the exercise price ($160 - $156 = $5).
Part b.
The profit is computed as follows:
Profit = Stock Price - Strike Price - Premium
Profit = $170 - $156 - $5 = $9
Part c.
The profit is computed as follows:
Profit = $150 - $156 - $5 = -$11","Long Stock Call: A long call is a phrase used to describe a long position in a call stock option.  This position grants the option holder the right, but not the obligation, to buy the underlying stock at a specified price during a specific period."
28,True or False: A put option with a strike price of 60 is out of the money if the spot price of the underlying asset is 65.,True,False,,,A,"It is
true
that a put option with a strike price of 60 is out of the money if the spot price of the underlying asset is 65.
When an underlying asset's spot price is higher than the strike price for a put option, it is said to be ""out of the money"". This is because if buyers exercised the option, they would be able to sell the underlying assets for less money.
For example, if a put option's strike price is $70 per share and the stock's market price is $85 per share, the option is out of the money, since its holder cannot profitably exercise it at this time.
In the given statement, the market price is greater than the strike price. Hence, it should be considered out of the money.",Put Option: A put option grants the option holder the right to sell an underlying financial asset at a certain price on or before the contract expires. Put options are used to protect portfolios from market collapses. Investors have two alternatives for realizing profits from put options: reselling or exercising.
29,Debt holders can be thought of as owning the firm but having _____ a call option on the assets of the firm with a strike price equal to _____.,"written, face value of debt","bought, face value of debt","written, value of equity","bought, value of equity",A,"The answer is
A) written, face value of debt
Debt holder can be treated as a firm owner and his ownership can be explained by the concept of a call option. That person can sell a call option. The strike price would be the face value of debt.
If the value of firm is greater than debt, the call option will be exercised, debt holder gives up his ownership to receive the face value.
If the value of firm is less than debt, bankruptcy happens and debt holder will clam on firm's assets.",Call Option: A call option is a derivative that represents a right to purchase underlying securities at a predetermined price in the future. A call option purchaser might either exercise or not exercise the option on the expiration date.
30,"When dealing with options, what is the meaning of the following terms?",'time value','strike price','in the money',,A,"a.	Time value is a portion of the premium of an option that is traceable to the time remaining to the expiry of option contract.
b.	Strike price refers to the price at which the option is exercised by the parties to the option contract at a particular future date.
c.	""In the money"" option refers to the option that has a positive intrinsic value. An ""In the money"" call option refers to the one where the strike price of the underlying asset is lower than the market price. Whereas, an ""In the money"" put option refers to the one where the strike price of the underlying asset is higher than the market price.",Options: Options refer to the agreement between two parties under which the seller provides the right to the option buyer to buy or sell a particular asset at a specific price at a specific future date. The option types include call option and put option.
31,Suppose that a stock sells at a price of $60 on the expiration date. Compute the payoff to the seller of a put option if the option strike price is $20.,-$20,-$10,0,$40,C,"The correct answer is C) $0.  The put expires out of the money ($60 > $20 strike).  This means the buyer of the option will let it expire worthless.  The seller will pocket the premium charged, but will not be obligated to make any form of payoff.","Stock Put Option: A stock put option is a financial derivative security.  A long position on a put entails a buy.  This provides the holder the option, but not the obligation, to sell an underlying security.  A short position on a put entails a sell.  This obligates the seller to buy an underlying security at a specified price."
32,A call option gives the writer:,the obligation to buy something.,the right to sell something.,the right to buy something.,the obligation to sell something.,C,"The answer is
c. the right to buy something.
A call option is an agreement between the option buyer and the option writer that the option buyer will purchase the underlying securities or assets at a strike price in the future. In fact, the option buyer is not obligated to exercise the option.","Option: An option is a derivative that specializes a transaction in the future with a given price. Note that, an option is not an obligation, in which the option buyer might not exercise it."
33,"For European options, the value of a put is equal to:",The value of the share minus the value of a call plus the present value of the exercise price.,The value of a call minus the value of a share plus the present value of the exercise price.,The value of the share minus the present value of the exercise price plus the value of a call.,The value of a call plus the value of a share plus the present value of the exercise price.,B,"Option b): The value of a call minus the value of a share plus the present value of the exercise price.
From the general formula, the value of the put option is derived as shown below:
{eq}\begin{align*}

Value\,of\,call\,option - Value\,of\,put\,option &= Value\,\,of\,a\,share - Exercise\,price\\

Value\,of\,put\,option &= Value\,of\,a\,call\,option - Value\,\,of\,share\\

&+ \Pr esent\,value\,of\,the\,Exercise\,price

\end{align*}

{/eq}
Therefore, the more the value of a share, the less will be the value of the put option as the put option rises when the value of the share falls.
Explanations for incorrect options:
Option a: In order to find out the value of any option, the value of exercise price and the value of a share are never added.
Option c: The present value of the exercise price is never subtracted from the value of a share while finding a put option.
Option d: In order to find out the value of any option, the value of exercise price, the value of a call option, and the value of a share are never added.","European Options European Options options refer to the type of options contract which cannot be exercised before the expiration date. European options are used in the case of several stocks listed in the S&P 500 Index, the Nasdaq and many more."
34,An instrument is dishonored when the party to whom the instrument is presented refuses to pay it.,True,False,,,A,"The correct option is A) True.
A monetary instrument is a bank-issued financial product with a specific value. It is a contract between two parties that guarantees future payment. A financial instrument is supposed to be dishonored when the party who possesses the instrument denies or refuses to pay it. In such cases, the other party has the right to sue the party who denied to pay.",Breach of Contract A contract is violated or breached when one party fails or refuses to act in accordance with the contract's terms and conditions. This action could result in legal consequences for the party that broke the agreement.
