id,question,A,B,C,D,Answer,Explanation,Hint
12,Harvey loaned $450 to Chase and received a promissory note. Harvey is the:,maker.,drawee.,payee.,debtor.,B,"The correct answer is
b. Drawee.
The individual in whose name a promissory note is prepared is called the drawee. Harvey received the promissory note. Thus, he is the drawee.
The other options are incorrect.
a.
maker:
The individual who promises to pay the borrowed amount on a future date is called the maker of the promissory note. Chase promises to pay $450 to Harvey. Thus, he is the maker or issuer of the promissory note.
c.
payee:
Being the holder of a negotiable instrument, Harvey is free to transfer the note to another party. If it is indeed transferred, the party to whose name the promissory note is transferred and receives the payment would be the payee.
d.
debtor:
Chase borrows money from Harvey. Thus, Chase is the debtor, and Harvey is the creditor.","Promissory Note: A written document representing an unconditional promise to pay a certain sum of money to another party is called a promissory note. Three primary parties--the drawer, the drawee, and the payee--are usually associated with a promissory note."
13,"Crystal signed a simple discount promissory note for $75,000. The discount rate is 13.25% and the term of the note is 120 days.","$3,312.50","$71,687.50","$3,267.12","$19,575",B,"The correct answer is option B. $71,687.50
To calculate the proceeds on loan for Crystal, we need to compute the discount amount and then subtract it from the face value of the note. Here's how to do it:
Calculate the discount amount:
{eq}\begin{align} \text{Discount Amount} &= \frac{\text{(Face Value of the Note) * (Discount Rate) *(Term of the Note in Days)}}{\text{360 Days}} \\ &= \frac{(\$75,000) * (0.1325) * (120)}{\text{360 Days}} \\ &= \frac{\$1,192,500}{\text{360 Days}} \\ &= $3,312.50 \end{align} {/eq}
Calculate the proceeds of the loan:
Proceeds on the Loan = Face Value of the Note - Discount Amount
Proceeds on the Loan = $75,000 - $3,312.50
Proceeds on the Loan = $71,687.50
Therefore,
the correct answer is option B. $71,687.50.",Promissory Note: A promissory note is a binding negotiable financial instrument or document in which one party (the issuer or maker) promises to pay a specific sum to another party (the payee) on demand or at a specified future date.
14,Regarding a Coverdell Education Savings Account:,distributions are tax-free to the beneficiary if they are used for his or her qualified education expenses.,"qualified education expenses include required tuition, fees, books, supplies, and equipment at an eligible educational institution.",qualified expenses must be reduced by scholarships or other tax-free income.,All of the above.,D,"The correct answer is ""Option (d).""
A Coverdell Education Savings Account has the following features:
It is a trust created for tax deferment.
The maximum benefit amount is $2,000 per beneficiary.
The age of the beneficiary should be under 18 years old when the account is opened. The account money should be used by the time the account is 30 years old.
Qualified expenses are tax-free.
The expenses can be used for tuition, supplies, books, fees, tutoring, and even special-needs services.
When the distributions from this account are made, they are taxable if the distribution amount exceeds the qualified expenses.
The qualified expenses are reduced by the number of scholarships, grants, and other tax-free income.","Educational Expense Taxpayers are provided with various tax benefits on educational expenses incurred by them. The expenses are incurred on tuition, school fees, or other educational needs of an eligible student."
15,A promissory note comes due on the:,discount date.,maturity date.,interest note.,issue date.,B,"The correct answer is
B. maturity date
.
Options
Analysis
A. discount date.
There is no discount date in the case of a promissory note that is not discounted.
B. maturity date.
On the maturity date, the borrower should repay the amount borrowed along with the interest accrued on it.
C. interest note.
The interest on the note is accrued for the note period and is not a due date.
D. issue date.
The loan amount is lent on the issue date, not recovered.","Promissory Note: A promissory note is issued by the borrower asking for money that will be repaid along with interest due on it at a specified future date. The lender will record the note as an asset, while it will be recorded as a liability in the borrower's books."
16,The most important investment prerequisites are,adequate income and insurance.,consistency and risk awareness.,adequate insurance and liquidity.,adequate income and savings.,D,"While everyone has different levels of risk tolerance, there are two things every investor should have before getting started: adequate income and savings. You should never invest money that you don't have. Personal finance gurus suggest investing based on income level and age. The younger you are, the longer your time horizon and the more you can afford to invest as a percentage of income. The percentage can vary from 5% to 10% of your net income. While consistency and risk awareness are important, they don't matter if you're investing money you need.","Personal Finance and Investing: One aspect of personal finance is investing in assets. Investing generally involves setting aside a certain amount of money every pay period for investments. These investments can be in a number of both liquid and non-liquid assets, including real estate, stocks and bonds."
17,Personal savings equals,gross domestic income - consumption,personal disposable income - consumption,gross domestic product - consumption,personal disposable income -  taxes - consumption,B,"The correct answer is b.
Personal savings equals
(b) personal disposable income - consumption.
Personal disposable income is a term that refers to the amount of money available for use, and saving after taxes have been deducted. On the other hand, consumption is defined as the spending for the purchase of a utility (money needed to cater to individual expenses). Savings is the money available after deducting the expenses from the income received within a given period. Hence, personal savings is calculated by subtracting individual/personal expenses from personal income. The income should be the income generated after the taxes have been deducted (disposable income). Taxes can be defined as the amount of money deducted from a taxpayer's paycheck to be used as revenue for the government.","Personal Savings: Personal saving is a term used to describe the amount of money set aside for future use and investments. The amount of personal savings depends on the amount of income received within that period, and the expenses incurred or anticipated within the same period."
18,The art of using existing tax laws to pay the least amount of tax legally possible is known as _____.,tax evasion,tax avoidance,tax elusion,None of the above,B,"The correct answer is
B. tax avoidance.
Since tax avoidance is 100% legal, it is often the most sought after result from tax planning (i.e. since less money is paid to the government and more is kept in our pockets). If the strategy were illegal, this would be considered tax evasion.",What Is Tax Planning: Tax Planning is increasingly important in developed countries since these countries have raised income tax rates significantly in the past few decades. Tax Planning refers to short-term and long-term strategies put into place in order to avoid tax payment all together or to at least defer it.
19,Portfolio risk encompasses:,1 and 2,1 and 3,2 and 3,All of these choices.,D,"The answer is
D. All of these choices.
Generally, an investment portfolio is exposed to systematic risk and unsystematic risk. In this case, the unsystematic risk is attributed to the firm's financing decisions while the systematic risk includes the interest rate risk and the loss of purchasing power (inflation risk premium).","Portfolio: An investment portfolio includes different types of assets and security, in which an investor can receive earnings from different sources of income. In addition, an investment portfolio can reduce the overall unsystematic risk on the invested capital."
20,a. What are the specific risks associated with retirement saving and planning? Explain in an organized fashion and in needed details.,,"What can we do about the above risks that you just listed? In other words, how can we mitigate the above-listed risks? Explain in an organized fashion and in needed details.",,,A,"a. Risks associated with retirement saving and planning:
Market risk:
The risk of losing money due to fluctuations in the stock market or other financial markets. It can affect investments in stocks, notes, and other instruments.
Inflation risk:
It is the risk of not having enough money to cover future expenses due to the eroding power of inflation. Inflation can dramatically diminish the buying power of retirement money over time, making it harder to maintain the same quality of living.
Longevity risk:
Thanks to advancements in healthcare and medical technology, individuals live further than ever. This means that retirement savings must last longer, which can be challenging for some retirees.
Health care risk:
It is the possibility of paying unforeseen medical expenses in retirement. Retirement health bills can be very expensive; therefore, budgeting for them in advance is crucial.
b. Mitigating retirement planning risks:
Diversify investments:
Investing in a mix of stocks, bonds, and other securities can spread your risk and reduce the impact of any one investment on the overall portfolio.
Inflation-protected investments:
Inflation-protected investments, such as Treasury inflation-protected securities (TIPS), can help mitigate inflation risk by providing a guaranteed rate of return that keeps pace with inflation.
Plan for longevity:
To mitigate the risk of outliving your retirement savings, consider delaying retirement, increasing your savings rate, or purchasing a deferred annuity that provides guaranteed income for life.
Evaluate health care costs:
To mitigate health care risk, understand the potential health care costs in retirement and plan accordingly. This may involve purchasing long-term care insurance or setting aside funds for health care expenses.","Retirement planning: Establishing objectives for income and taking the actions necessary to get there is the retirement planning process, and it involves preparing financially for living when their employment period finishes."
21,7. The capital allocation line is also the_.,investment opportunity set formed with a risky asset and a risk-free asset,investment opportunity set formed with two risky assets,line on which lie all portfolios that offer the same utility to a particular investor,line on which lie all portfolios with the same expected rate of return and different,A,"The correct answer is
A) a set of investment opportunities formed with a risky asset and a risk-free asset
.
A graphical depiction of the investment opportunity set made up of a risky asset and a risk-free asset is known as the capital allocation line. It displays the combinations of risky and risk-free assets that can provide the best-anticipated yield for a specific level of risk (standard deviation). The slope of the capital allocation line depicts the additional return known as the total risk premium, which the investors demand for taking on additional risk.
The explanation of the incorrect options is as follows:
B) The capital allocation line does not comprise two risky assets. The investment opportunity set made up of a risky asset and a risk-free asset is particularly represented by the capital allocation line. The capital allocation line displays the efficient frontier, which is the collection of assets, and when combined, it provides the greatest anticipated return for a particular degree of risk.
C) The portfolios represented by the capital allocation line do not serve the same utility for a given investor. A measure of an investor's individual choice or satisfaction with various degrees of risk and yield is called utility. The capital allocation line, which does not account for the preferences of individual investors, is a graphical depiction of the risk-return tradeoff for portfolios that include both risky and risk-free assets.
D) The capital allocation line that depicts the efficient frontier, which is the collection of portfolios, merges risky and risk-free assets and offers the highest expected return for a given amount of risk. The capital distribution line shows the ideal mix of portfolios with various expected returns and a standard deviation to gain the appropriate risk-return tradeoff.","Portfolio: A portfolio is a combination of financial assets, stocks, securities, or investments that a person, group, or a company owns. A portfolio is created for achieving specific financial goals or objectives. The primary goal of a portfolio is to optimize the trade-off between risk and return by spreading assets across various sectors, regions, and asset classes to minimize risk and possibly increase returns."
22,Decedents in community property states who leave all their assets to their spouses usually owe more estate taxes than decedents in common law states who leave all their property to their spouses.,True,False,,,A,"The given statement is true.
The decedents who leave their assets to their spouses under the community property states owe more estate taxes because they cannot be owned separately. The property is exposed to creditors and liabilities of both spouses, which increases the estate taxes. On the other hand, the decedents under common law state who leave their property to their spouses owe fewer taxes because the assets are owned separately. The spouses can own property differently from their spouses, hence fewer estate taxes.","Estate Tax: Estate tax refers to the financial levy imposed on an estate and is subject to the assets' current net worth. The Federal estate tax postulates that taxes are charged on more than $11.4 million in asset worth as per the 2019 law, but one among four states possesses their estate tax with lower bounds. Spouses who inherit assets are exempted from the estate tax, while the recipients of a certain estate's assets are subjected to inheritance tax for net worth above certain ceilings."
23,An investor wants to build a 2-stock portfolio of the following stocks:,"If the investor wants the Portfolio Beta to be 1.1, what should the weights of each stock be in the portfolio?","Based on your answer to part a, what would the Expected Return of the Portfolio be?",,,A,"a.
{eq}\rm The~total~value~of~portfolio~weights= 1\\ \rm Stock~A~weight + Stock~B~weight = 1\\ \rm Stock~A~weight = 1 - Stock~B~weight\\ {/eq}
Portfolio beta, {eq}\rm P_{B} = \beta_{A} \times W_{A} + \beta_{B} \times W_{B}\\ Where,\\ \rm P_{B}~is ~portfolio ~beta\\ \rm \beta_{A} ~is ~the~ beta ~of ~asset ~A\\ \rm \beta_{B} ~is ~the ~beta ~of ~asset ~B\\ \rm W_{A}~ is ~the~ weight ~of ~asset ~A\\ \rm W_{B}~ is ~the ~weight ~of ~asset ~B\\ {/eq}
Therefore,
{eq}\rm 1.1 = 1.3 \times (1 - Stock~B~weight) + 0.85 \times Stock~B~weight\\ \rm 1.1 = 1.3 - 1.3Stock~B~weight + 0.85Stock~B~weight\\ \rm 1.1 = 1.3 - 0.45Stock~B~weight\\ \rm 0.45Stock~B~weight = 1.3 -1.1\\ \rm 0.45Stock~B~weight = 0.2\\ \rm Stock~B~weight = \dfrac{0.2}{0.45}\\ \rm Stock~B~weight = 0.4444\\ {/eq}
{eq}\rm Stock~B~weight = 0.4444\\ \rm Stock~A~weight = 1- 0.4444\\ \rm Stock~A~weight = 0.5556\\ {/eq}
b.
Portfolio expected return, {eq}\rm E_{rP} = E_{rA} \times W_{A} + E_{rB} \times W_{B} \\ Where,\\ \rm E_{rP}~is ~portfolio~expected~return\\ \rm E_{rA} ~is ~the~expected~return~of ~asset ~A\\ \rm E_{rB} ~is ~the~expected~return ~of ~asset ~B\\ {/eq}
Therefore,
{eq}\rm E_{rP} = 0.078 \times 0.5556 + 0.058 \times 0.4444\\ \rm E_{rP} = 0.043 + 0.026 \rm E_{rP} = 0.069 {/eq}
Hence, the portfolio's expected return will be
6.9%
.","Portfolio Development: An optimal stock portfolio can be achieved with careful analysis of high-risk and low-risk stocks. An investor with low-risk tolerance will develop a portfolio giving the lowest weight to the high-performing, high-risk stock while an investor with a strong risk-bearing capacity will bet more on the high-risk stock and give it strong weightage in his/her portfolio. Thus optimum portfolio varies from individual to individual based on their risk tolerance."
24,Calculate the finance charge for a credit card that has the given average daily balance and interest rate.,"Average daily balance: PHP1,050.25; monthly interest rate: 1.25%",Average daily balance: PHP 850.75; monthly interest rate: 1.75%,"Average daily balance: PHP 1,210.65; monthly interest rate: 1.5%","Average daily balance: PHP 1,302.82; monthly interest rate: 1.25%",A,"(A) PHP13.13;
(B) PHP14.89;
(C) PHP18.16;
(D) PHP16.29.
The costs that banks levy on customers for using their credit card services are known as credit card finance charges. These fees are computed using the annual percentage rate (APR) on the card and are added to the card's outstanding balance. A credit card's finance charge can be calculated using two methods: the Daily Balance method and the Average Daily Balance method.
The finance charge for a credit card using the average daily balance method can be calculated as follows:
{eq}\text{Monthly finance charge} = \text{Average Daily Balance}\times \text{Monthly interest rate} {/eq}
(A)
Given data,
Average daily balance = PHP1,050.25
Monthly interest rate = 1.25%
By putting the corresponding values in the above formula, we get:
{eq}\begin{align*} \text{Monthly finance charge} &= \text{Average Daily Balance}\times \text{Monthly interest rate}\\ &=PHP1,050.25\times 0.0125\\ &=PHP13.128125\\ \end{align*} {/eq}
The required monthly finance charge for the above-given credit card = PHP13.13 (rounded off to two decimal places).
(B)
Given data,
Average daily balance = PHP850.75
Monthly interest rate = 1.75%
By putting the corresponding values in the above formula, we get:
{eq}\begin{align*} \text{Monthly finance charge} &= \text{Average Daily Balance}\times \text{Monthly interest rate}\\ &=PHP850.75\times 0.0175\\ &=PHP14.888125\\ \end{align*} {/eq}
The required monthly finance charge for the above-given credit card = PHP14.89 (rounded off to two decimal places).
(C)
Given data,
Average daily balance = PHP1,210.65
Monthly interest rate = 1.5%
By putting the corresponding values in the above formula, we get:
{eq}\begin{align*} \text{Monthly finance charge} &= \text{Average Daily Balance}\times \text{Monthly interest rate}\\ &=PHP1,210.65\times 0.015\\ &=PHP18.15975\\ \end{align*} {/eq}
The required monthly finance charge for the above-given credit card = PHP18.16 (rounded off to two decimal places).
(D)
Given data,
Average daily balance = PHP1,302.82
Monthly interest rate = 1.25%
By putting the corresponding values in the above formula, we get:
{eq}\begin{align*} \text{Monthly finance charge} &= \text{Average Daily Balance}\times \text{Monthly interest rate}\\ &=PHP1,302.82\times 0.0125\\ &=PHP16.28525\\ \end{align*} {/eq}
The required monthly finance charge for the above-given credit card = PHP16.29 (rounded off to two decimal places).","Average Daily Balance Method: Credit card issuers most frequently utilize an accounting technique called the average daily balance method to determine how much interest should be paid by a borrower on the outstanding balance that they may have on their credit card. This method is also sometimes used to estimate the amount of interest one may earn from an interest-bearing deposit account. Thus, by being aware of the average daily balance approach credit card holders can lower their financing charges by paying and making purchases at beneficial times during their billing cycle."
25,"Under a defined benefit plan, the contribution is fixed but benefits can vary.",True,False,,,B,"The given statement is
false.
A defined benefit plan provides eligible employees with a guaranteed or periodic income after retirement. The benefit is usually based on years of service and employee salary, and it is usually fixed. The firm is committed to pay the future value of a planned asset as a lump-sum after retirement. The employee might receive a fixed percentage of salary each year of service after retirement under defined benefit plans.
Hence, the given statement is false.","Retirement Plan: Retirement is a form of deferred compensation earned over time through employee service. The most common types of plans are defined benefit plans, defined contribution plans, and defined hybrid plans"
26,One of the key components to making financial decision is to:,understand the amount of net income.,understand the timing and amount of cash flow.,understand the timing and amount of dividends.,understand the timing of EBIT.,B,"Answer: b. understand the timing and amount of cash flow
Explanation:
In order to make financial decision, it is important to comprehend and apply the concept of time value of money. Money here refers to cash flow or a series of cash flows at a specific period.  Two key elements of cash flow are timing and the amount.  In the case, for option a) and d), knowing either of elements is not enough to understand the theory of time value of money and further make financial decision. For option c), dividend is a type of cash flow but not all firms pay dividends. Cash flow is a general meaning. In some other cases, cash flow can be deposit, free cash flow, annual benefit or cost, and etc. Thus, one of the key components to making financial decision is to understand the timing and amount of cash flow.",Time value of money and financial decision making Understanding the theory and application of time value of money is the key to make financial decisions. Two key components in the time value of money are timing and amount of the money which is cash flow in a specific period.
27,Excludable Gifts: Which of the following would be includable in gross income?,"Alice appeared on a TV quiz show and received a prize of $5,000.",Bart received $500 from his employer because he developed an idea that reduced the employer's production costs.,Chuck borrowed $500 from his mother in order to finance his last year in college. Upon his graduation. Chuck's mother told him he did not have to repay the $500. She intended the $500 to be a graduation present.,,A,"a.  5,000 in taxable income.  Prizes are considered income and Alice would receive a 1099-misc tax form as it's not considered a gift or another type of excluded income.
b.  This is considered to be a type of bonus and considered taxable income.  Even though it was outside the norm of his day to day job, compensation from your employer is considered taxable in any form.
c.  This is not taxable.  Chuck's mother gifted him the $500.  Gifts are not subject to tax unless over a specific amount ($15,000 in 2018) and they are taxable to the giver not the receiver.","Taxable vs Nontaxable Income: Taxable income is income that is required to be included on a personal tax return.  Generally money received is considered taxable by the IRS unless stated otherwise.  Some examples of nontaxable income would be gifts received, life insurance proceeds, some types of tax settlements, social security under an income threshold, etc."
28,Tax practitioners that are Federally licensed are called:,Certified Public Accountants.,Certified Financial Planners.,Tax Attorneys.,Enrolled Agents.,D,"A Federally licensed tax practitioner is called an Enrolled Agent, so the correct answer is d. Enrolled Agents.  Enrolled agents have to be licensed by the Internal Revenue Service of the United States.",Tax planning: Tax planning is the process of managing income and deductions to lower an individual's tax liability.  Tax planning is a legal and approved way to lower the amount of taxes that are owed annually.
29,Which one of the following risks is irrelevant to a well-diversified investor?,systematic portion of a surprise,nondiversifiable risk,systematic risk,unsystematic risk,D,"The answer is
D) unsystematic risk.
Investors should acknowledge that diversification can be useful in reducing unsystematic risk. Or, the systematic risk cannot be eliminated by diversification. Thus, a well-diversified investor should not engage the unsystematic risk.
Answer A, B, C, and D all refers to the systematic risk, which will not decrease by diversification.",Diversification: Diversification is an investment strategy that is to optimize the overall risk on a portfolio of securities or assets from different business sectors. An investor will diversify a portfolio according to the expected rate of return since a minimized overall risk is associated with a low expected rate of return.
30,Which statement concerning a QTIP trust is INCORRECT?,Beneficiaries other than a surviving spouse may receive trust income or principal while the surviving spouse is alive.,Trust assets are included in the surviving spouse's estate although the spouse was given a terminable interest in the property.,The decedent spouse's executor must elect QTIP treatment on the decedent's IRS Form 706.,"A surviving spouse can be given the power to appoint the greater of $5,000 or 5% of the trust corpus each year.",A,"Option A is incorrect.
The surviving spouse is entitled to all income from the property, which is payable annually or at frequent intervals.
No person has the right or power to appoint any single part of the property to any person other than the surviving spouse. However, emphasis will be exercisable at or after surviving spouses death will disqualify the income interest under section- (2056 (b) (7) (B) (ii)).","Marital Deduction Planning: To qualify for the marital deduction for an estate, the interest which is been passing to spouse who is surviving must be a non-terminable interest. Under section- 2056(b)(1), the terminal interest does not qualify the marital deduction."
31,"As more securities are added to a portfolio, total risk typically would be expected to fall at a decreasing rate.",True,False,,,A,"The statement 'As more securities are added to a portfolio, total risk typically would be expected to fall at a decreasing rate' is
a. True
as adding more securities to a portfolio is the diversification of the portfolio. Diversification reduces portfolio risk by combining a wide range of investments within a portfolio. This strategy is intended to help minimize portfolio volatility. It is used for balancing the risk of an investor's investment portfolio.",Portfolio: A portfolio is a grouping of financial investment instruments designed to maximize returns through diversification. A well-established diversified portfolio helps to achieve a risk-return portfolio allocation.
32,For diversification to reduce risk:,the returns on the individual securities should be highly correlated,the prices of the stocks should be stable,the returns on the individual securities should be negatively correlated,one firm should offer dividends and the other should offer capital gains,A,"A. Incorrect. If returns on individual securities are highly correlated, it might increase the overall risk for the portfolio since these securities can experience a large reduction in price simultaneously.
B. Incorrect. If the prices of the stocks are stable, the diversification strategy is not necessary.
C. Correct.
The negative correlation indicates that the prices of individual securities will move in opposite directions simultaneously. Hence, it helps to reduce the overall risk of a portfolio.
D. Incorrect. Dividends and capital gains should be recognized as returns to investors. They will not reduce the potential risk on the stock.","Diversification: Diversification is an investment strategy that investors use to minimize the potential unsystematic risk of each security. Generally, an investment portfolio is an example of a diversification strategy."
33,"Losses associated with personal-use assets, sales to related parties, and wash sales are not currently deductible.",True,False,,,A,"The answer is a. True.  In the United States, losses associated with personal-use assets and sales to related parties are not considered taxable events.  Moreover, a wash sale, which exists when a security is sold at a loss and repurchased at the same time or right before or right after the sale, is specifically precluded from capital loss treatment.","Personal-use Asset: A personal-use asset is one that an individual utilizes for personal gain and enjoyment, rather than for a business use or as an investment.  A personal automobile, refrigerator, and television are common examples."
