id,question,A,B,C,D,Answer,Explanation,Hint
,,,,,,,,
,,,,,,,,
13,Which of the following types of ratios relate to the relationship of company assets among creditors and shareholders/owners?,Leverage ratios,Profitability ratios,Market ratios,Liquidity ratios,A,"The correct answer is option A) Leverage ratios.
Leverage ratios relate to the relationship of a company's assets among creditors and shareholders/owners. These ratios measure the proportion of debt and equity used to finance the company's assets, as well as the company's ability to meet its long-term financial obligations. Common leverage ratios include debt-to-equity ratio, debt ratio, and equity multiplier. Other options are incorrect as these ratios do not relate to the relationship of company assets among creditors and shareholders/owners.
Therefore, the correct answer is option
A) Leverage ratios.","Ratio Analysis: By comparing financial ratios across different time periods, users can identify company performance trends. This helps determine if the company's financial position is improving, deteriorating, or remaining stable."
14,Liquidity ratios show a company's capacity to pay maturing current liabilities.,TRUE,FALSE,,,A,"The given statement is
(a.) True.
Liquidity ratios are ratios that analyze the business's ability to pay off its short-term or current liabilities. The current ratio, acid-test or quick ratio, and cash ratio are examples of liquidity ratios.","Ratio Analysis: Ratio analysis is a technique to analyze the financial statements of a business. It helps the inventors to compare different companies, their performances over the years, etc."
15,Which ratios help assess the firm's ability to meet cash needs as they arise?,Current ratio and cash flow liquidity ratio.,Average collection period and net profit margin.,Debt ratio and dividend payout.,Operating profit margin and return on equity.,A,"The correct answer is option a. Current ratio and cash flow liquidity ratio.
These two ratios help assess a firm's ability to meet its cash needs as they arise. The current ratio measures a company's short-term liquidity by comparing its current assets to its current liabilities. The cash flow liquidity ratio (a cash flow to current liabilities ratio) compares a company's cash flow from operations to its current liabilities, emphasizing the firm's ability to generate cash from its operations to meet its short-term obligations. Both ratios provide insight into a firm's capacity to pay off its short-term liabilities and address immediate cash needs.
Incorrect Options
b. Average collection period and net profit margin:
The average collection period is when the company can collect its receivables. The net profit margin simply shows how much percentage the net profit is over total revenue.
c. Debt ratio and dividend payout:
The debt ratio is the total percentage of debt over total assets, while the dividend payout ratio shows how much is the company's earnings are paid to its stockholders.
d. Operating profit margin and return on equity:
The operating profit margin shows the percentage of operating profit over sales, while the return on equity shows the percentage of net income over the company's equity.","Financial Ratios: In managerial accounting, financial ratios are significant management tools used to analyze business performance. These financial ratios can assess business performance."
16,Why is the quick ratio considered by some to be a better measure of liquidity than the current ratio?,The quick ratio more accurately reflects a firm's profitability.,It omits the least liquid current asset from the numerator of the ratio.,The current ratio does not include accounts receivable.,"It measures how ""quickly"" cash flows through the firm.",B,"a. Incorrect. A quick ratio is a liquidity ratio that messes with the firm's ability to cover its current liabilities with its current assets.
b. Correct. The quick ratio is more relevant to assess a firm's liquidity since it excludes the inventory. Inventory is the less liquid current asset among a firm's different types of current assets.
c. Incorrect. Accounts receivable is included in the estimate of the two liquidity ratios.
d. Incorrect. To measure how quickly cash flows through the firm, an investor should determine the cash turnover. The curernt ratio and quick ratio are to measure the firm's liquidity in a short-term.","Liquidity Ratios: A firm's liquidity ratios include the following two ratios: current ratio and quick ratio. For a firm with strong liquidity, these two ratios should be greater than 1 to reserve the fact that all current assets can be converted into cash to cover the firm's liabilities."
17,Liquidity ratios indicate:,a firm's ability to meet short-term financial obligations.,how efficiently a firm is allocating its liabilities.,the return on assets.,the profitability of the firm.,A,"Liquidity ratios indicate
a. a firm's ability to meet short-term financial obligations.
The table explores each answer option and explains the right and wrong answers with reasons:
a. a firm's ability to meet short-term financial obligations.
This is the correct alternative because the liquidity ratios such as the current and quick ratios compare a company's current assets to its current liabilities.
b. how efficiently a firm is allocating its liabilities.
The use of liabilities to generate profit is measured by the leverage ratio.
c. the return on assets.
The return on assets is measured by the return on assets ratio, not the liquidity ratios.
d. the profitability of the firm.
The profitability ratios such as return on investment, gross profit margin, and net profit margin indicate the profitability of a company.",Liquidity Ratios: Liquidity ratios are a group of financial statements ratios that include the current and quick ratios. They are typically used internally by the management of the company and externally by investors and other stakeholders to access the company's risk profile.
18,A company's current ratio must always equal or exceed its acid-test ratio.,TRUE,FALSE,,,A,"The correct answer is
option a. True
In the computation of the current ratio, the numerator includes all the current assets that a company owns, and the denominator consists of its current liabilities. In the computation of the acid-test ratio, the numerator consists of only cash equivalents and bills receivable for the period, and the denominator remains the same as before. This decrease in items in the numerator of the acid test ratio always makes the current ratio higher than the acid test ratio. Hence, it is
true
to state that a company's current ratio must always equal or exceed its acid-test ratio.","Liquidity Ratio: Liquidity ratios measure the ability of a company in tackling its short-term liabilities using its current assets. These include the current ratio, cash ratio, acid-test ratio, etc."
19,Asset liability management is a formal process to ensure _____.,that borrowings are limited to what is needed,that loans are made at the best interest rates possible,a bank has steps that it can take if a liquidity crisis develops,that steps are taken to ensure the highest level of checking accounts,C,"The correct answer is
c. a bank has steps that it can take if a liquidity crisis develops.
Asset liability management is the process of ensuring the organization will have enough liquid assets to convert into cash to cover withdrawals. Low-risk investments such as savings accounts and money market accounts pay lower rates of interest compared to the interest rates associated with higher-risk securities. Financial organizations will typically use funds such as these from investors to make loans or to engage in other activities that may not be liquid. The organizations are still required to have the ability to cover withdrawals and need to properly manage how much of their portfolio becomes tied up in illiquid holdings. Managers can often predict a normal rate of withdrawal, but must also be ready to weather a run on the institution if financial conditions change and more investors want to convert their holdings back into cash. Organizations that fail to properly manage their asset-liability can quickly collapse or lose great sums of money if they need to rush to convert illiquid assets into cash at discounted rates.
The other answers all discuss policies to properly manage the portfolio of the organization. However, none of these are the definition of asset liability management.",Liquid Assets: Liquid assets include cash or other securities that can be quickly converted into cash. Certain commodities such as gold and silver are highly liquid assets that can quickly be exchanged. Securities such as real estate are less liquid and require greater periods of time to sell and convert into cash if required.
20,A common measure of liquidity is:,the ratio of sales to assets.,dividends per share of common stock.,the accounts receivable turnover.,the profit margin.,C,"The correct answer is option c. the accounts receivable turnover.
Liquidity measures the ability of a company to convert its assets into cash quickly and meet its short-term obligations. For example, accounts receivable turnover is a financial ratio that assesses how effectively a company collects payments from its customers. A higher turnover ratio indicates better liquidity, showing that the company can quickly manage its receivables.
Incorrect Options
a. The ratio of sales to assets:
This is known as the Asset Turnover Ratio. It measures a company's efficiency in utilizing its assets to generate revenue. It's calculated by dividing the net sales by the average total assets during a specific period. While it provides insight into a company's operational efficiency, it's not a direct measure of liquidity.
b. Dividends per share of common stock:
Dividends per share (DPS) is a financial metric that expresses the amount of dividends paid to outstanding shareholders. It represents the portion of a company's earnings distributed to stockholders. This metric relates more to a company's profitability and shareholder returns than liquidity.
d. The profit margin:
The profit margin is a financial ratio that measures a company's profitability. It's calculated as the net income divided by total revenue. There are several types of profit margins, such as gross profit margin, operating profit margin, and net profit margin. These ratios offer information about a company's efficiency and profitability, not liquidity.",Ratio Analysis: Ratio analysis is a quantitative method used to evaluate various aspects of a company's financial performance by comparing different financial ratios. These ratios are calculated using the information usually found in a company's financial statements.
21,"Which of the following is not a measurement of a business's liquidity, solvency, or profitability?",Current ratio,Net Revenue - Current Assets,Gross margin ratio,Debt ratio,B,"The correct answer is option
b. Net Revenue - Current Assets
.
The current ratio is a liquidity ratio that is ascertained by dividing the current assets by the current liabilities. The gross margin ratio is a profitability ratio ascertained by dividing the gross profit by the sales revenue. The debt ratio is a solvency that is computed by dividing the total debt by the total assets.
There is no metric related to the difference between net revenue and current assets (net revenue - current assets).","Financial Ratios: The financial ratios that are used to analyze different firms in an industry are categorized into solvency ratios, profitability ratios, liquidity ratios, and efficiency ratios. Financial ratios of a firm are usually compared with the industry averages to ascertain the relative performance."
22,Which of these is not a liquidity ratio?,Asset turnover,Accounts receivable turnover,Inventory turnover,Current ratio,A,"The correct answer is option A. Asset turnover.
Asset turnover is not a liquidity ratio. An efficiency or activity ratio measures how effectively a company uses its assets to generate sales. On the other hand, liquidity ratios, like the current ratio, measure a company's ability to meet short-term obligations. Accounts receivable and inventory turnover ratios can also be considered activity ratios as they measure how efficiently a company manages its receivables and inventory. So, accounts receivable turnover, inventory turnover, and current ratio are all considered liquidity ratio. The asset turnover is not a liquidity ratio, it is an efficiency ratio.","Financial Ratios: In management accounting, financial ratios help companies assess a company's financial performance over time. They provide insights into profitability, liquidity, solvency, efficiency, and return on investment."
23,The accounts receivable turnover is computed by dividing the:,net credit sales by average receivables.,net credit sales by ending receivables.,total sales by average receivables.,total sales by ending receivables.,A,"The accounts receivable turnover is computed by dividing the:
{eq}\begin{align} \frac{\text{Net Credit Sales}}{\text {Average Accounts Receivable}} \end{align} {/eq}
The accounts receivable turnover is a financial ratio that measures a company's effectiveness in managing and collecting its credit sales from customers. A higher turnover ratio indicates a more efficient credit management and collection process.
Therefore, the correct answer is option
a. net credit sales by average receivables.","Financial Ratios: In management accounting, financial ratios are important ratios as it helps the company analyze the result of business operations. It also helps investors logically decide whether to invest in the company."
24,The current ratio measures _____.,a company's ability to sell its long-term assets.,a company's ability to pay current liabilities from its total assets.,a company's ability to pay current liabilities from current assets.,a company's profitability during a particular period.,C,"The current ratio measures
c. a company's ability to pay current liabilities from current assets
.
Current ratio is used to determine the capability of a business in settling its current liabilities by utilizing its current assets. It is estimated by comparing the current assets and current liabilities of a business.
The other options are incorrect.
a. A company's ability to sell its long-term assets
: The current ratio does not consider long-term assets because it focuses on short-term items only.
b. A company's ability to pay current liabilities from its total assets
: The current ratio determines the payment capacity of current liabilities from current assets and not from total assets.
d. A company's profitability during a particular period
: The current ratio is a liquidity ratio, not a profitable ratio.","Current Ratio: Current ratio is used to measure the short-term liquidity of a business. A higher value of the ratio is recommended because it ensures timely payment of short-term obligations, indicating sufficient short-term funds."
25,Which of the following is not an asset management ratio?,The average collection period,An inventory turnover ratio,A price-earnings ratio,A fixed asset turnover ratio,C,"Option c. price-earnings ratio
is correct.
The price-earnings ratio, commonly referred to as the ""price-to-earnings or P/E ratio,"" is a financial metric that evaluates the performance of a company relative to its share price. It is computed by dividing the price of a share by earnings (on a per-share basis). This ratio can be viewed as a value indicator, such that a company with a high P/E ratio can be viewed as overvalued and vice versa.
Other options are incorrect.
Option a. The average collection period: It is incorrect because the formulation of the ratio involves the inclusion of average receivables, which is a current asset of a company.
Option b. Inventory turnover ratio: It is incorrect because, as the name suggests, the computation of this ratio factors in the inventory as well, which is a current asset of a company.
Option d. Fixed asset turnover ratio: This is a financial ratio that measures the revenue-generating ability of the assets employed by a firm. It measures the efficiency of assets employed.","Ratio Analysis: Ratio analysis is a metric used to evaluate a company s financial performance, operational efficiency, solvency, liquidity, and overall position. It uses key variables to logically infer an explanation of the financial position of a company."
26,The most stringent test of a company's liquidity is its:,cash ratioB. quick ratioC. current ratio,,,,A,"The most stringent test of a company's liquidity is its
(A.) cash ratio
.
The formula associated with a firm's cash ratio can be written as follows:
{eq}\rm Cash~ratio = \frac{\text{Cash and cash equivalents}}{\text{Current liabilities }} {/eq}
This means that the cash ratio represents the percentage of current liabilities that can be paid off using cash that is already on hand.
The quick ratio is the second most stringent and is defined by the following relation:
{eq}\begin{align} \text{Quick ratio} &= \frac{\text{Current assets - Inventory - Prepaid expenses}}{\text{Current liabilities }} \\ \end{align} {/eq}
The quick ratio therefore considers current assets like accounts receivable that can be converted to cash promptly to be available as well to cover current liabilities.
The current ratio is the least strict liquidity ratio because it uses all the current assets, including inventory, to be available to settle current liabilities. Its formula is:
{eq}\begin{align} \text{Current ratio} &= \frac{\text{Current assets}}{\text{Current liabilities }} \\ \end{align} {/eq}",Liquidity Ratios: A company's liquidity ratios are used to indicate its ability to pay its short-term debts and operating expenses. It is an important financial indicator because poor cash flow and cash management reduce any company's ability to generate returns for investors.
27,". Darlene Corporation has $300,000 in assets, 30 percent of which are current, and $100,000 in liabilities, 40 percent of which are current. Which of the following is true?",Darlene's current ratio is 3 to 1.,"Darlene's working capital is $200,000.","Darlene's working capital is $50,000.",The current ratio and working capital are measures of a company's profitability.,C,"To answer this question, let's first calculate Darlene Corporation's current assets, current liabilities, current ratio, and working capital.
For Current Assets
Current Assets = Total Assets * (Percentage of Current Assets)
Current Assets = $300,000 * 30%
Current Assets = $90,000
So, the total current asset is equivalent to $90,000.
For Current Liabilities
Current Liabilities = Total Liabilities * (Percentage of Current Liabilities)
Current Liabilities = $100,000 * 40%
Current Liabilities = $40,000
For current Ratio
The current ratio is computed as follows.
{eq}\begin{align} \text{Current Ratio} &= \frac{\text{Total Current Asset}}{\text{Total Current Liabilities}} \\ &= \frac{\$90,000}{\text{\$40,000}} \\ &= 2.25 \end{align} {/eq}
So, it means that the current ratio is equivalent to 2.25.
For Working Capital
Working capital is computed based on the difference between the total current assets and total current liabilities.
Working Capital = Current Assets - Current Liabilities
Working Capital = $90,000 - $40,000
Working Capital = $50,000
So,
the total working capital is $50,000.
Based on the calculations above, the correct answer is:
c. Darlene's working capital is $50,000.
Note: The current ratio and working capital are measures of a company's liquidity and short-term financial health, not profitability.","Ratio Analysis: In management accounting, the management uses ratio analysis in evaluating past performance. This analysis can also be used when making benchmarking activities."
28,"If you wanted to know about a firm's ability to pay off its short-term debts, the types of financial ratios that would be useful in the analysis would be:",market value ratios.,profitability ratios.,debt management ratios.,liquidity ratios.,D,"a. Incorrect. Market value ratios are not relevant to measure the firm's ability to pay off its short-term debt. Instead, market value rations are to evaluate the company's position in the market.
b. Incorrect. Profitability ratios are to evaluate the firm's ability to generate earnings.
c. Incorrect. Debt management ratios are to evaluate the company's leverage.
d.Correct. Liquidity ratios are estimated by dividing the current assets by current liabilities. Hence, these ratios are appropriate to measure the company's ability to cover its short-term debt with its short-term assets.","Financial Ratios: Financial ratios are calculated according to a company's financial statements. An analysis of financial ratios is useful if all financials are reported accurately. Alternatively, the transparency of financial statements should be evaluated before conducting a financial ratios analysis."
,,,,,,,,
30,The gross margin percentage is most likely to be used to assess:,how quickly inventories are sold.,the overall profitability of the company's products.,the efficiency of administrative departments.,how quickly accounts receivable can be collected.,B,"The correct option is B) the overall profitability of the company's products.
Recall that the gross margin percentage is calculated using this formula:
{eq}\begin{align} \text{Gross margin percentage} &= \frac{\text{Gross profit}}{\text{Net sales }} \\ \\ \end{align} {/eq}
Gross profit is the difference between sales revenue and the cost of goods sold.
The table explores each answer option and explains the right and wrong answers with reasons:
A) how quickly inventories are sold.
The inventory turnover ratio indicates how quickly inventories are sold.
B) the overall profitability of the company's products.
This is the correct alternative because the gross margin percentage represents the gross profit the company earned from each sales dollar. It measures the overall product markup that the company attained during a period.
C) the efficiency of administrative departments.
The gross margin percentage is influenced by sales and the cost of goods sold expense. Administrative costs do not affect the ratio, and it does not measure departmental performance.
D) how quickly accounts receivable can be collected.
The receivables turnover ratio shows how quickly accounts receivable are collected.","Financial Ratios: Financial ratios help users to make sense of financial statements. Financial ratios interpret a company's profitability, efficiency, liquidity, and solvency. Ratios are most useful when compared to benchmarks."
31,"A balance sheet shows cash, $75,000; marketable securities, $110,000; receivables, $90,000; and $225,000 of inventories. Current liabilities are $200,000. The current ratio is 1.375 to 1.",TRUE,FALSE,,,B,"The statament is
b. False
.
The formula to determine the current ratio is to divide the current assets by the current liabilities. The total value of current assets is as follows:
Current assets = Cash + Marketable securities + Receivables + Inventories
Current assets = $75,000 + $110,000 + $90,000 + $225,000
Current assets = $500,000
The current ratio is computed as shown below:
{eq}\text{Current ratio} = \dfrac{\text{Current assets}}{\text{Current liabilities}} = \dfrac{\$500,000}{\$200,000} = 2.5 {/eq}
For every 1 current liability, there is an available of 2.5 current assets to pay it off.
The statement is false as the current ratio is 2.5 to 1.","Current Assets: Current assets become cash in one year or less and current liabilities need settlement within one year. Current assets and current liabilities provide insight into the company's cash position, which helps decision-making on various financial aspects of the business."
32,"Net sales are $2,000,000, cost of goods sold is $960,000, and average inventory is $30,000. How many days sales are in inventory?",12.2,66.7,11.4,2.6,C,"In general, the days' sales in inventory is calculated by dividing the average inventory by the cost of goods sold (COGS) and then multiplying by the number of days in the period in question (this is most often 365 days, because there are 365 days in a year, and this is the most common period length):
$$\text{Days' Sales in Inventory} = \frac{\text{Average Inventory}}{\text{Cost of Goods Sold}} \times \text{Number of Days in Period} $$
This calculation tells us the average number of days it takes for a company to sell its inventory over a given period of time.
We want to determine the days' sales in inventory for the scenario provided in the question. The problem provides the following information needed to implement our formula:
Average Inventory = $30,000
Cost of Goods Sold (COGS) = $960,000
Since a period is not specified, we can assume it is a year. Hence, the number of days in our period is 365.
Plugging these values into our formula and evaluating, we get the following:
$$\begin{align} \text{Days' Sales in Inventory} &= \frac{\text{Average Inventory}}{\text{Cost of Goods Sold}} \times \text{Number of Days in Period}\\[0.3cm] &= \frac{\$30,000}{\text{\$960,000}} \times 365\\[0.3cm] &= \text{11.40625 days} \end{align} $$
Rounding to one decimal place, we have that the company takes about
11.4 days
on average to sell its inventory. Therefore,
the correct answer is option C) 11.4.","Financial Ratios: In management accounting, financial ratios are tools that can be used to highlight the strengths and weaknesses of a company's financial position. The values of these ratios can be particularly useful for investors and creditors."
33,Which of these is not a liquidity ratio?,Accounts receivable turnover.,Inventory turnover.,Current ratio.,Asset turnover.,D,"The correct answer is
d. Asset turnover
.
Liquidity ratios are useful in determining if the business is settling its current obligations easily or not. These ratios include the current ratio, quick ratio, and cash ratio.
Options
Reasoning
a. Accounts receivable turnover.
Accounts receivable are current assets, and the times a company converts credit sales into cash indicates its cash position, also liquidity.
b. Inventory turnover.
Inventory is a current asset, and the times a company converts its inventory into sales indicates its cash position, also liquidity.
c. Current ratio.
Current ratio is a liquidity ratio, as discussed above.
d. Asset turnover.
Assets turnover computation uses the fixed assets and sales revenue, where fixed assets are not liquid. It is an efficiency ratio that comments on the usage of fixed assets in creating revenue in an efficient manner.","Assets: Assets are classified as short-term and long-term based on how quickly they can become cash. The long-term assets are operating assets that generate income for the business, and short-term assets are used to pay off the current obligations."
34,"Tressler Dry Cleaners has an inventory of $1,700, accounts payable of $4,200, cash of $1,950, and accounts receivable of $3,680.",0.24,0.46,0.53,0.98,B,"Cash equivalents are those securities that have high liquidity with features such as less risk of fluctuation, short-term periods, etc. Some examples of cash equivalents are t-bills, marketable securities, etc.
On the balance sheet, inventory and accounts receivable are listed as current assets but they are not taken into consideration for calculating the cash ratio.
Given information:
Cash= $1950
Accounts payable=$4,200
Determine the cash ratio as shown below:
{eq}\begin{aligned} \text{Cash ratio} &=\frac{\text{Cash}}{\text{Total current liabilities}} \\ &=\frac{\$1,950}{\$4,200} \\ &=0.46 \end{aligned} {/eq}
The cash ratio is 0.46. Thus, the correct answer is
option b. 0.46.","Cash Ratio: The cash ratio aids in comparing the most liquid assets, such as cash and cash equivalents, against their current liabilities. The cash ratio is calculated to assess a firm's ability to fulfill its short-term commitments."
