id,question,A,B,C,D,Answer,Explanation,Hint
11,When is a Fisher equation a good approximation of the real interest rate?,when the real interest rate is low,none of the other answers,when the nominal interest rate is low,when inflation is low,B,"The appropriate answer is
b. none of the other answers
.
None of the provided alternatives are correct. From the Fisher equation, the nominal rate is the interest rates and inflation's sum. However, the Fisher hypothesis, also known as the Fisher effect, indicates that the monetary base, which is the amount of money in circulation, has no impact on the real interest rates.
The Fisher hypothesis is forward-looking; it assumes that if a commercial bank offers a 6% interest rate in two years and during this time, a 4% inflation is realized, the real interest was always 2% all along. The conclusion is from the assumption that the shifts in monetary measures and that the money's quantity theory is actual and predictable. Therefore, from the Fisher hypothesis, the nominal rate is the given real interest rate that indicates the money growth cumulated over time to an amount of money owed by an investor.","Fisher Equation: The Fisher equation is an economic concept that illustrates the connection between the nominal rates and the real interest rates in inflation. The nominal interest rate is equivalent to the inflation and the equation's actual interest rates' sum. Usually, the concept is applied when lenders or investors request an extra reward for losses' compensation because of high inflation."
12,When yield curves are flat:,"long-term interest rates are above short-term interest rates,","medium-term interest rates are above both short-term and long-term interest rates,","short-term interest rates are about the same as long-term interest rates,",short-term interest rates are above long-term interest rates.,C,"The correct answer is
c. short-term interest rates are about the same as long-term interest rates.
This is because the yield curve, by definition, reflects the various interest rates for different maturities (e.g. 3 months, 1 year, 10 years, 30 years, etc.) and is meant to show the difference between short-term and long-term interest rates. If it is flat, it means that short-term interest rates are more or less equal to the long-term interest rates.","Interest Rate: When discussing the yield curve of a country, it is important to understand the implication of short and long-term interest rates. The interest rate reflects the annual return for a government bond (in the case of a yield curve) which varies based on liquidity, risk, and maturity."
13,"Suppose covered interest parity holds. If the U.S. interest rate is 4% and the U.K. interest rate is 3%, which currency is trading at a discount?",pound,dollar,neither the dollar nor the pound,both the dollar and the pound,A,"The answer is A).
According to the covered interest rate parity, we have:
1 + domestic interest rate = (1 + foreign interest rate) * spot exchange rate / forward exchange rate
According to the parity, a country's currency is trading at a discount in the spot market if domestic interest rate is lower than the foreign interest rate. In this question, the interest rate is lower in the U.K, so the pound is trading at a discount.",Interest Rate Parity: Interest rate parity is a non-arbitrage condition relating interest rates to exchange rates. The uncovered version of the parity does not involve the use of forward contracts.
14,"If the present 1-year rate is 4% and the expected 1-year rate is 6%, then according to the expectations theory, the 2-year rate is approximate which of these?",6%,Unknown,5%,4%,C,"The calculated value of the current two-year interest rate is option
c) 5%
.
Present 1-year interest rate (s1) = 1.75%
Expected 1-year interest rate (f1) = 6%
Current 2-year interest rate (s2) = ?
The formula for the interest rate on two-year Treasury securities can be written as shown below:
{eq}(1 + s2) ^ {\text{Number of years}} = (1 + s1) * (1 + f1)

{/eq}
{eq}(1 + s2) ^ {2} = (1 + 4\%) * (1 + 6\%)

{/eq}
{eq}(1 + s2) ^ {2} = (1.04) * (1.06)

{/eq}
{eq}(1 + s2) ^ {2} = 1.1024

{/eq}
{eq}(1 + s2) = 1.1024 ^ \dfrac{1}{2}

{/eq}
{eq}(1 + s2) = 1.04995

{/eq}
{eq}s2 = 1.04995 - 1

{/eq}
{eq}s2  = 4.995\%

{/eq}","Spot and Forward Interest Rates: In the context of finance, the spot rate is the interest rate applicable on a financial instrument from the present time while the forward rate is the interest applicable from a certain point in time in the future. One can express a given spot rate in terms of combinations of relevant forward rate and spot rates."
15,The interest parity condition is relevant in the:,short run.,long run.,both of the above.,neither of the above.,B,"The correct answer is B. Long run.
Interest parity deals with exchange rates and forex trading. The transactions are dealt with too fast to study a condition in the short run. The change of any socio-economic or political issues can only have a long-run effect on the interest parity rate. Especially, when it comes to forward exchange rates where the transaction takes place at a time in the future and there is a higher risk of arbitrage.",Interest rate Parity: It states the relationship between exchange rates and interest rates. It is mostly used in the foreign exchange market to check the risk of adverse price changes.
16,Interest Rate Parity (IRP) is best defined as _____.,When a government brings its domestic interest rate in line with other major financial markets.,When the central bank of a country brings its domestic interest rate in line with its major trading partners.,An arbitrage condition that must hold when international financial markets are in equilibrium.,None of the above,A,"A. is incorrect.  Interest Rate Parity (IRP) does not require that governments make any changes to interest rates.  It merely states that exchange rates depend on differences in interest rates between two countries.
B. is incorrect.  IRP does not require that central banks change interest rates.
C. is correct.
IRP is an equilibrium condition of financial markets.  If this condition holds, exchange rates will adjust in such a way that the investment return will be the same in all countries, regardless of the differences in interest rates.  If IRP fails, arbitrageurs will quickly make sure that financial markets are returned to their equilibrium.
D. is incorrect because of C.","Irving Fisher: Irving Fisher was an American economist of the nineteenth and the twentieth centuries.  Among other things, he is credited with the proposition of the interest rate parity hypothesis.  This hypothesis is also known as the International Fisher Effect."
17,You observe the following information:,USD 1.568 per GBP.,USD 1.632 per GBP.,USD 1.696 per GBP.,USD 1.504 per GBP.,A,"If P stands for British pound, D stands for U.S. dollar, and r stands for interest rate, the implied forward rate is given by the expression:
{eq}Forward \ rate(D/P) = Spot \ rate(D/P) *\dfrac{1+r_{D}}{1+r_{P}}\\

Forward \ rate(D/P) = 1.6 *\dfrac{1+0.04}{1+0.06}\\

Forward \ rate(D/P) = 1.57\\

{/eq}
The correct answer is a.","IRP: Interest rate parity is an equilibrium condition, which prevents interest rate arbitrage in two different currencies.  One corollary of this condition is that a higher interest rate in one currency is associated with a weaker currency value in the future."
18,Which of the following parity conditions is (are)correct?,The interest-rate parity theory states that the forward premium/discount should be equal and opposite in size to the national interest rate differential.,The purchasing-power parity theory states that in the long run exchange rate changes tend to reflect international differences in inflation rates.,The international Fisher effect states that national interest rate differentials are the result of inflation differentials.,All of the above are correct.,C,"The Interest-rate parity theory states that the differential among the rate of interest of two countries is equal to the differential determined through the spot exchange rate and forward exchange rate techniques.
Purchasing power parity theory says that the rate of exchange among two countries must change for reflecting the variations of the two countries' inflation rates.
Thus, Answer is Option (c) The International Fisher effect states that national interest rate differentials are the result of inflation differentials.",Interest rate: The amount of money a lender charges over the principal amount is known as the interest rate. It can also be said as the rental or leasing fee applied by the lender for using the money or assets by the borrower.
19,Suppose that one-year interest rates in the US are 2% and that one-year interest rates in Europe are 5%. The current dollar/euro exchange rate is 1.1. Suppose that you have $1000 to invest.,"Use the uncovered interest rate parity (UIP) condition (the approximation) and solve for the expected exchange rate, one year hence, that is consistent with UIP. Show that with this particular exchange rate, the returns in ""like"" currencies are approximately the same.",Explain the intuition underlying your results from part a.,,,A,"a)
With uncovered interest rate parity condition is:
{eq}\left( {1 + {i_d}} \right) \approx \dfrac{{{F_t}}}{{{S_t}}}\left( {1 + {i_f}} \right){/eq}
By substituting the values
{eq}{i_d}{/eq} is domestic interest rate (US)
{eq}{i_f}{/eq} is foreign interest rate (euro)
{eq}{F_t}{/eq} future expected exchange rate
{eq}{S_t}{/eq} current expected exchange rate
{eq}\begin{align*}

\left( {1 + 0.02} \right) &= \left( {\frac{{{F_t}}}{{1.1}}} \right)\left( {1 + 0.05} \right)\\

{F_t} &= 1.07

\end{align*}{/eq}
The returns after one year in the US with current exchange rate are:
{eq}\begin{align*}

&= 1020\left( {1.1} \right)\\

&= 1122\;euros

\end{align*}{/eq}
The returns in Europe with future exchange rate are:
{eq}\begin{align*}

&= 1050\left( {1.07} \right)\\

&= 1123.5\,euros

\end{align*}{/eq}
b)
The exchange rate is with parity in future in both US and Europe. There is not much gap in the returns. Whatever gains the European interest rate would offer will be deducted due to exchange rate depreciation in Europe. Hence the returns in Europe are the same as returns in the US offered.","Interest Rate Parity The currencies of the two countries offer the same exchange rate returns in interest rate parity condition. Hence, virtually, there is no difference in returns in the two currencies and investments become equally profitable in both the currencies. These can be either covered or uncovered interest rate parities."
20,"Suppose the Japanese interest rate is 1% while the interest rate in Britain is 3%. Interest rate parity predicts that relative to the Japanese Yen,",the British pound will depreciate by 4%.,the British pound will appreciate by 2%.,the British pound will depreciate by 2%.,the British pound will appreciate by 4%.,C,"The correct option is c) the British pound will depreciate by 2%.
The interest rate parity exists when the domestic interest rate is equal to the foreign interest rate when the latter is converted as per the prevailing exchange rate. The formula is given as:
$$R = R' + XR

$$
Where R is the domestic interest rate
R' is the foreign interest rate
XR is the expected rate of foreign currency depreciation
In this case, let Japan be the domestic economy and Britain be the foreign economy. Then as per the interest rate parity formula:
$$1 = 3 + x

$$
$$-2 = x

$$
The x represents the rate of depreciation of British pounds. As per the results, the British pound will depreciate by 2% in order to maintain the interest parity in the two economies.","Interest Rate Parity Interest Rate Parity theory defines that the interest rates offered by two economies at a time, should be equal to each other. This is an important tool to ensure that the inflow or outflow of funds is not in excess. However, perfect parity does not hold in general cases to allow for the flow of funds from less to more prospective investment areas."
21,How will the effective interest rate method of amortization affect the interest expense incurred on a bond issued at a discount?,Interest expense will decrease as the carrying value of the bond increases.,Interest expense will increase as the carrying value of the bond decreases.,Interest expense will decrease as the carrying value of the bond decreases.,Interest expense will increase as the carrying value of the bond increases.,D,"Amortization is an accounting technique that refers to the spreading of intangible asset's cost over several periods. The spread of value leads to lowering an asset's book value. Amortization also applies to the process of offsetting a loan through paying off regular principal and interest over time. The interest rate method of amortization is a method used to discount bonds. In this method, the interest rate of a bond consequently increases as the book value of the bond increases. Therefore, the correct answer is D.","Interest rate: Interest rate refers to the proportion a lender charges on the use of their assets, which include money, goods, building, vehicles, among others. The interest rate is a percentage of the principal of the total value of the asset given out to the borrower."
22,"Other things the same, an increase in the interest rate would tend to reduce:","domestic investment, but not net capital outflow.",neither domestic investment nor not capital outflow.,both domestic investment and net capital outflow.,"net capital outflow, but not domestic investment.",C,"The correct option is
C)
.
Bond prices fall when interest rates rise, and the opposite is true when interest rates are on the rise. Once interest rates increase, newly issued bonds will have more excellent coupons, decreasing the value of earlier-issued bonds with lower coupons.
The assets are more appealing the higher the domestic accurate interest rates. Due to this, there will be an increase in foreign investment, which will lower net capital outflow.
OptionA)
is incorrect because it will affect the both factors.
OptionB)
is incorrect because it will affect domestic investment and net capital outflow.
OptionD)
is incorrect because it will affect domestic investment as well.","Context header: Interest Rate An interest rate indicates how expensive borrowing is or how lucrative saving is. Therefore, in case of a borrower, the interest rate is the sum paid for borrowing money and is expressed as a percentage of the overall loan amount."
23,"When the market for an asset is in equilibrium, the expected rate of return on the asset is equal to the:",risk-free rate,marginal investor's required rate of return,historical cost of capital,perpetual capitalization rate,D,"The answer is B) marginal investor's required rate of return.  As with any market, the market for this asset is said to be in equilibrium at the price point where the quantity supplied is equal to the quantity demanded.  This occurs where the next investor's (the marginal investor's) required rate of return is equal to the price of the asset (expected rate of return).","Rate: A rate, or interest rate, is a percentage expression of two amounts.  In many arrangements, the interest rate represents the cost associated with receiving money or a good/service in advance of payment."
24,The forward rate and the expected spot exchange rate must be _____.,equal for covered interest parity to hold.,equal for the international fisher relationship to hold.,equal for covered interest parity and uncovered interest parity to hold.,None of the above.,A,"The correct answer is
a. equal for covered interest parity to hold
The potential differences might exist between exchange rates and interest rates. The interest parity gives know-how of such differences. When the interest parity is covered, then it is assumed that the forward contracts can cover up the exchange-rate risks. For holding this parity, the equality between forward and expected spot rate must exist.","Spot Exchange Rates: Spot exchange rates, as the name suggests, is considered to be the nation's exchange rate that corresponds at specific time spot. These rates indicate the actual market condition, and no expected economic variable is involved in these rates."
25,Long-term interest rates are higher than short-term rates. This reflects a belief that:,short-term rates are expected to fall.,short-term rates are expected to rise.,short-term rates are expected to remain the same.,the Bank of Canada is undergoing a change in policy.,B,"The correct answer is
b. short-term rates are expected to rise.
It is correct because it reflects that the interest rates on investment, bonds, securities, and other financial securities in the long term are higher than the interest rates in the short term. So, the investors and public expectations that short-term interest rates will rise in the future.
Reason for incorrect answers:
Option a. is incorrect because if long-term interest rates are higher than short-term interest rates, they will not be expected to fall in the future.
Option c. is incorrect because short-term rates will not be expected unchanged in the future if long-term interest rates are higher.
Option d. is incorrect because investors and the public will not expect banks to change their policy regarding interest rates.",Interest: The interest is the amount that is charged on the principal amount or other assets. The lender or provider earns the interest on its investment. The interest rates can vary in the short-run and long run.
26,"Although IRP tends to hold, it may not hold precisely all the time due to _____.","transactions costs, like the bid ask spread.",asymmetric information.,capital controls imposed by governments.,both a) and c),D,"Interest rate parity (IRP) ensures that an investor can receive the same return by investing in different countries.  To see how it works, consider the following example.  Suppose that Japanese investors can earn 1% on risk free government securities, while US investors can earn 5% on Treasury bonds.  This leads to an influx of Japanese investors into the U.S. market.  Initially they purchase some U.S. dollars.  When they receive their payout, however, they sell 5% more U.S. dollars than they originally bought.  This leads to a downward pressure on the value of the dollar.  Due to the depreciation of the dollar, after converting the dollars back to Japanese yen, the return of Japanese investors should still be equal to 1%.
The correct answer is D.
Both A and C are correct.
A is correct because IRP only holds if arbitrageurs can take advantage of interest rate imbalances.  If investors can earn a higher return in a foreign country, but cannot take advantage of this opportunity due to transaction costs, IRP may not hold precisely.
B is incorrect because investors have access to the same information.
C is correct because artificial limits on the movement of capital may prevent arbitrageurs from operating in some countries, which may cause IRP to fail.","Interest Rate Parity: Interest rate parity is a condition in Economics, which states that an investor can receive the same return by investing in his/her home country as the return he/she can expect in other countries.  This condition is also known as the International Fisher Effect."
27,The annual interest rate imposed as a result of underpayment is:,long-term rate plus three percentage points,short-term rate plus four percentage points,compounded monthly,compounded daily,D,"The correct option is (d)
.
As a result of underpayment, a company is required to impose the annual interest rate which must be compounded daily for the purpose of producing higher returns. As the number of compounding periods increases, it will show an increase in the annual effective rate of interest. Compounding daily would produce higher returns than compounding monthly. And in this manner, underpayment would be covered by daily compounding the annual rate of interest.
Hence, it is the correct option.","Accounting Tool An interest rate would be considered as an expense of a person or a company that has borrowed a loan from another party. In this manner, it would be an accounting tool that is recorded and reported by the borrower as accrued liabilities in the balance sheet."
28,According to the international fisher relationship the economy that has the higher expected rate of inflation will _____.,Have the higher real rate of interestb. Have a lower real rate of interestc. Have the higher nominal rate of interestd. Have the lower nominal rate of interest,,,,C,"According to the international Fisher relationship the economy that has the higher expected rate of inflation will
(c) have the higher nominal rate of interest.
The international Fisher relation is an economic theory that describes the expected disparity between the rate of exchange of two currencies is equal to the difference between nominal interest rates of countries. According to this relationship, the economy that has the higher expected inflation rate will have a higher nominal interest rate, causing currency depreciation against the currency of other nations.","Interest Rate: An interest rate is the amount of money charged by a lender to a borrower as a percentage of the sum borrowed. Interest rates are usually evaluated on an annual basis, and they can be fixed rate or variable rate, depending on the terms of the agreement."
29,"When an open economy can access world savings at an interest rate below the domestic interest rates, we expect the country to:",run a current account surplus and a capital account deficit.,run a current account deficit and a capital account surplus.,run both a current account surplus and a capital account surplus.,run both a current account deficit and a capital account deficit.,B,"The correct option is b. run a current account deficit and a capital account surplus.
Investors can get a higher return on domestic investments as this economy provides a higher interest rate than the world rates. This would cause the capital account under the BOP to face a surplus as more and more investors increase their capital flows into the domestic economy. This also causes the domestic currency to appreciate in contrast with the other world currencies and command more foreign goods. This would increase the import demand by domestic consumers. At the same time, the exports of this economy would become relatively expensive for foreign consumers, causing a fall in their demand. This causes the current account of the BOP to experience a deficit state.
Reasons for incorrect options:
Option a. is incorrect because due to a higher domestic interest rate, the economy will experience a surplus in the capital account and a deficit in the current account.
Both options c. and d. are incorrect as the two accounts need to move in opposite directions to balance out the BOP statement of an economy.","Balance of Payments: The Balance of Payments maintains the record of trade transactions of a country with its trading partners. There are different accounts like the current account and capital account under which different types of transactions are recorded. Just like the GDP, the BOP records only those transactions which are conducted in a particular period."
30,"You have access to $200,000. One year interest rate in USA is 4%; one year rate in Mexico is 9%; spot rate for peso is $1.50/Peso; one year forward rate is $1.41/Peso. What is the Covered rate of return from USA point of view?",3.88%,1.73%,2.46%,5%,D,"Covered arbitrage involves making an investment in another currency and fixing the forward exchange rate, which will be used to convert the proceeds from the investment back to the home currency.  The U.S. investor starts with a $200,000 investment and converts that into Pesos:
Investment in Pesos = Investment in USD / Spot exchange rate
Investment in Pesos = 200,000 / 1.5
Investment in Pesos = 133,333 Pesos
This amount is invested to earn a 9% return in Mexico:
Proceeds in Pesos = Investment in Pesos * (1 + Mexican interest rate)
Proceeds in Pesos = 133,333 * (1 + 0.09)
Proceeds in Pesos = 145,333 Pesos
The final step for the investor is to convert the proceeds back to USD:
Proceeds in USD = Proceeds in Pesos * Forward exchange rate
Proceeds in USD = 145,333 * 1.41
Proceeds in USD = $204,919
The formula we can use to find the percentage return of the investor is:
{eq}Rate \ of \ return=\dfrac{Proceeds \ USD}{Investment \ USD}-1\\

Rate \ of \ return=\dfrac{204,919}{200,000}-1\\

Rate \ of \ return=2.46\%\\

{/eq}
The correct answer is c.",Rate of Return: The rate of return from the point of view of an investor is the percentage change in the value of the investment.  It is calculated by subtracting one from the ratio of the investment proceeds to the amount invested.
31,When real interest parity holds:,nominal interest rates are equal all over the world.,real interest rates are equal across nations with different currencies.,real interest rates on dollar assets are equal but not for all currencies.,"real interest rates will follow a pattern of convergence, but equilibrium will never occur.",B,"The correct answer is
b. real interest rates are equal across nations with different currencies
.
Real interest rate parity refers to a circumstance where both uncovered interest rate parity and purchasing power parity are true, revealing an association among real interest rates, where differences in anticipated real interest rates indicate variations in the actual exchange rate. The parity state hints that real interest rates will be equal amongst nations and capital movement will lead to capital flows that remove arbitrage chances. On the other hand, the real interest rate refers to an adjusted interest that eliminates inflation's effects to depict the actual cost of assets to a borrower and the actual produce to an investor or the creditor. Therefore, despite the currency differences between various nations, real interest rates are equal.","Interest Rate Parity.: Interest rate parity refers to a no-arbitrage circumstance representing a balance where stockholders will be unconcerned about the interest rates accessible on bank deposits within two or more nations. However, the circumstance is not always factual, allowing for possible chances to make profits from covered interest arbitrage."
32,You observe the following information:,GBP is expected to appreciate by 6%.,GBP is expected to depreciate by 6%.,GBP is expected to appreciate by 2%.,GBP is expected to depreciate by 2%.,D,"Let P stand for British pound, D for U.S. dollar, and r for interest rate.  According to the Interest Rate Parity (IRP) equation, the percentage, by which the pound is expected to appreciate (depreciate) is:
{eq}Pound \ change = \dfrac{1+r_{D}}{1+r_{P}}-1\\

Pound \ change = \dfrac{1+0.04}{1+0.06}-1\\

Pound \ change = -1.89\%\\

{/eq}
The correct answer is d.","International Fisher Effect: International Fisher effect is another name used for the interest rate parity relationship.  According to this effect, interest rates in two different countries affect the currency exchange rate between them."
33,"Assume that the current one-year rate is 6%, and the two-year rate is 10%. Given this information, the one-year rate expected one year from now is:",7%.,4%.,6%.,14%.,D,"The answer is d).
We can use the expectation theory to answer this question. According to the unbiased expectation theory, the 2-year rate is the average of the 1-year rate now and the 1-year rate one year from today, i.e.,
10% = (6% + 1-year rate one year from today) / 2
20% = 6% + 1-year rate one year from today
1-year rate one year from today = 14%","Expectation Theory: Expectation theory is an economic theory of the term structure of interest rate. The term structure of interest rate describes how interest rate differ across different terms, holding risk constant."
34,Generating exchange rate forecasts with the fundamental approach involves:,looking at charts of the exchange rate and extrapolating the patterns into the future,estimation of a structural model,substituting the estimated values of the independent variables into the estimated structural model to generate the forecast,both b) and c),A,"The answer is D. both b) and c).  This approach entails consideration for the underlying factors that drive exchange rates and the utilization of a model to shape a sophisticated forecast of their impact.  All of this is fundamental in nature.  Answer choice A. is inappropriate, because it reflects a technical, rather than fundamental, approach.","Exchange Rate Forecast: An exchange rate forecast is an estimate of a paired currency quote for some future period.  It can be developed in many ways, but most forecast methodologies show consideration for the current spot rate and forward market quotes."
