id,question,A,B,C,D,Answer,Explanation,Hint
86,"Bryant Inc. just issued $1,000 par 30-year bonds. The bonds sold for $1,107.20 and pay interest semiannually. Investors require a rate of 7.75% on the bonds. What is the bonds' coupon rate?",4.13%,7.75%,8.68%,9.33%,C,"c. 8.675%
Par value = $1,000
Term to maturity (n)= 30 years  adjusted for semi-annual compounding =30*2=60
Price = $1,107.20
Required rate of return (r) = 7.75% adjusted for semi-annual compounding = 0.0775/2 = 0.03875
Calculate the coupon payment (CP)
{eq}\begin{align*}

\ Bond \ price & = CP * \dfrac{ (1 - (1 + r)^{-n})}{ r} +\dfrac{ Par} {(1 + r)^{n}}\\

1,107.20  & = CP * \dfrac{ (1 - (1 + 0.03875)^{-60})}{ 0.03875} +\dfrac{1,000} {(1 + 0.03875)^{60}}\\

1,107.20  & = 23.16971903CP + 102.17\\

CP & =\dfrac{ 1,107.20 - 102.17}{ 23.16971903}\\

& = 43.377\\

\end{align*}

{/eq}
Semi-annual coupon payment =$43.377
Annual coupon payment is = 43.377 *2 =$86.754
Calculate the coupon rate
{eq}\begin{align*}

\ Coupon \ rate & =\dfrac{ coupon \ payment}{par \ value}\\

& =\dfrac{ 86.754}{1,000}\\

& = 0.086754\\

& = 8.675\%\\

\end{align*}

{/eq}","Coupon Rate: The coupon rate is one of the features of a bond that determines the price of a bond the other features being; the par value, term to maturity, and the yield to maturity. The coupon rate is expressed in percent form and is applied to compute the coupon payments of the bond by multiplying this rate by the par value. The coupon payments are in the form of an annuity and together with the par value are discounted to their present worth using the yield to maturity to estimate the price of a bond."
87,Floating rate bonds have a _____ that is adjusted with current market interest rates.,maturity date,coupon payment date,coupon rate,dividend yield,C,"The answer is C. coupon rate.  Floating rate bonds entail a periodic adjustment of their coupon rate (monthly, quarterly, semiannually, etc.), usually via an update to a stated reference rate.  This differs from a fixed-rate bond, which maintains a fixed coupon rate for the stated term of the debt instrument.","Coupon Rate: For a bond, the coupon rate is the stated rate to be paid at specified intervals.  For example, a $1,000 bond that contains a 5% coupon rate to be paid annually, will payout $500 annually ($1,000 * .05 = $500).  The $500 is the annual coupon."
88,"How much will the coupon payments be of a 25 year $5,000 bond with a 8% coupon rate and semi annual payments?",$800 ,$400 ,$200 ,$67 ,C,"The coupon payment is semiannual.  This means that the semiannual coupon rate is 8% / 2 = 4%.  The coupon rate is a percentage of the par value.  Therefore,
Coupon payment = Semiannual rate * Par
Coupon payment = 0.04 * 5,000
Coupon payment = $200
The correct answer is C.","Bond Par Value: Most corporate bonds have a par (or face) value of $1,000.  Municipal bonds are typically issued with par values of $5,000.  Government bonds have par values up to $1,000,000."
89,"If a $1000 face value coupon bond has a coupon rate of 3.75 percent, then the coupon payment every year is",$37.50.,$3.75.,$375.00.,$13.75 ,A,"The coupon payment is based on the coupon rate and the face value of the bond. Let us compute the annual coupon payment.
{eq}Annual\:coupon\:payment = Face\:value \times Interest\:rate \\

Annual\:coupon\:payment = 1,000 \times 0.0375 \\

Annual\:coupon\:payment = 37.50

{/eq}
Based on our computations, the annual coupon rate is
A. $37.50.","Coupon Bond: A coupon bond is one where the bondholders receive a certain amount as interest for every period. The period can be monthly, semi-annually, or annually. The coupon payment is a fixed interest."
90,"If a $5,000 coupon bond has a coupon rate of 13 percent, then the coupon payment every year is",$650.00 ,"$1,300.00 ",$130.00 ,$13.00 ,A,"The correct answer is
A. $650.
The calculation of coupon payment in $ is as follows
^Coupon rate = 13%
^Par value of bond = $5,000
Coupon Payment = Par value of bond x Coupon rate
Coupon Payment = 5,000*13%
Coupon Payment = $650","Coupon Bond: This pays its owner a fixed rate of interest for every period until it reaches its maturity. At its maturity date, it is the equivalent face value of the bond plus the interest it incurs through the coupon rate."
91,"Lisa can purchase bonds with 15 years until maturity, a par value of $1,000, and a 9 percent annualized coupon rate for $1,100. Lisa's yield to maturity is __________ percent.",9.33,7.84,9,none of the above,D,"Option d is the correct answer.
None of the given answers in options a, b, and c is correct. This is because Lisa's yield to maturity is
7.94%.
Calculation of Yield to maturity of the bond:
{eq}\begin{align*}

{\rm\text{Yield to Maturity }} &= \;\dfrac{{\left[ {{\rm\text{C }} + \;\dfrac{{\left( {{\rm\text{F}} - {\rm\text{P}}} \right)}}{{\rm\text{n}}}} \right]}}{{\dfrac{{\left( {{\rm\text{F}} + {\rm\text{P}}} \right)}}{2}}}\\

&= \;\dfrac{{\left[ {\$ 90{\rm\text{ }} + \;\dfrac{{\left( {\$ 1,000 - \$ 1,100} \right)}}{{15}}} \right]}}{{\dfrac{{\left( {\$ 1,000 + \$ 1,100} \right)}}{2}}}\\

&= \dfrac{{\$ 83.33}}{{\$ 1,050}}\\

&= 7.94\%

\end{align*}

{/eq}
Where
C = Coupon/Interest Payment
F = Face Value
P = Price
N = Years to maturity
Therefore, the yield to maturity of the bond is 7.94%.",Coupon Rate of a Bond A bond's coupon rate is at which the bond issuer makes interest payments to the bondholder based on the bond's face value. This rate can be helpful to the investors in calculating the yield on the bonds purchased in the secondary market.
92,Penny Pincher Discount Grocers has issued a bond with a coupon rate of 11%. It recently closed at a price of $1023.75. What is the bond's current yield?,10.75%,3.25,12.80%,8.90%,A,"The answer is A) 10.75%.
Assuming the par value of this bond is $1,000, support is below.
Since the bond is trading at a slight premium (Price > Par Value), we know its coupon rate of 11% is higher than the market rate, which corresponds to its yield to maturity.  So, of all the choices, the yield must be options A) 10.75%, B) 3.25%, or D) 8.9%.  The most likely answer is A) 10.75% because the other yields would result in bond prices much farther away from the par value of $1,000.","Coupon Rate: A bond coupon rate is the interest payment expressed as an annual percentage of the par value.  The actual payment of interest may be annual, semi-annual, or some other frequency, depending on the term of the bond."
93,"Suppose in 2014 you buy two-year $100 face value 5% coupon bond for $100. In 2015, interest rates decrease to 2%. If you decide to sell your bond in 2015, what is the selling price and one-year rate of return?",$100; 2%,$105; 5%,$105; 10%,$95; 0%,B,"The value of the bond increases by 5% each year until maturity in 2 years. Therefore the total value and its selling price after 1 year is
{eq}{5*$100}/100=$105

{/eq}
The one rate of return is its annual interest rate i.e. 5%
The correct answer therefore is B) $105; 5%",Coupon Bonds: The beauty of a coupon bond is that the coupon rate remains the same even if the interest rates go down. The tragedy of a coupon bond is that the coupon rate remains the same even if the interest rates go up.
94,The combustion of 0.136 kg of methane in the presence of excess oxygen produces 353 g of carbon dioxide. What is the percent yield?,38.50%,0.95%,94.60%,,C,"As per the question, {eq}CH_{4}+2CO_{2}\rightarrow CO_{2}+2H_{2}O

{/eq}
Oxygen is present in excess, therefore the limiting reagent will be methane.
Number of moles of methane reacted= 136/16 = 8.5 mol
So, the mass of carbon dioxide that should be produced is 8.5*44g/mol = 374g
But, according to the question, the actual yield is 353g.
Therefore, percent yield can be found by the formula;
Percent yield= actual yield/theoretical yield*100
Percent yield=94.6%
The correct option is c.","Combustion Combustion is a chemical process that takes place in presence of oxygen. In combustion, heat and light are released. The original substance that undergoes a chemical reaction is called fuel."
95,The coupon rate is the:,interest rate promised when a bond is issued.,maximum interest rate that can be paid on a bond.,regular payment of interest to a bondholder.,amount originally lent.,C,"The correct answer to the given question
c. regular payment of interest to a bondholder.
The coupon rate is defined as the interest payment paid by a bond issuer to the investor on a regular basis till maturity. It is usually expressed as a percentage of face value of a given bond.","Coupon Rate: In the context of accounting, a bond is a credit market instrument issued by a government or a financial institution to the investors for borrowing funds. A given bond may be issued at a discount to the face value, at a premium to the face value or at the face value depending upon the market interest rate."
96,The coupon rate of a bond equals _____.,its yield to maturity,a defined percentage of its face value,the yield to maturity when the bond sells at a discount,the annual interest divided by the current market price,B,"Correct Answer: Option b. a defined percentage of its face value.
Explanation:
a. its yield to maturity
The coupon rate is not the same as the yield to maturity.
b. a defined percentage of its face value
The coupon rate is the defined percentage of the bond's face value. where coupon amount equals (Face value of the bonds × Coupon rate).
c. the yield to maturity when the bond sells at a discount
When the bond sells at a discount, the coupon rate is less than the YTM.
d. the annual interest divided by the current market price
It is called the current yield and not coupon rate.","Yield to Maturity: When an investor seeks a long-term investment, the bond's yield to maturity is the eye-catcher. The short-term investors look for the current yield alone."
97,The interest rate that determines the amount of cash paid to the bondholder is referred to as the,effective rate of interest,market rate of interest,contract rate of interest,both a and b are correct,C,"The correct answer is
c. contract rate of interest
.
The term contract rate, also known as stated rate or coupon rate, is the percentage of interest that is shown in the face of the bond and which represents the rate of interest that will be paid to the bondholder. The interest calculated by the contract rate is based on the principal balance.  Therefore, the correct answer is option c.
Option a. is incorrect because the effective rate is the rate of interest adjusted for compounding. Option b. is also incorrect because the market rate is the interest rate determined by supply and demand. Option d. is incorrect because it includes two wrong answers.",Bond: A bond is one of the most popular debt instruments used by private and public entities. A bond is issued to obtain new capital and finance operations. The bond issuer is obliged to repay the face value plus some interest to the security holder.
98,The stated interest rate on a bond is the:,par value,yield to maturity,coupon,face value,C,"The correct answer is:
c. coupon
The stated interest rate on a bond is the
coupon interest rate
. This interest rate remains constant or fixed for the entire life of the bond and it represents the annual interest paid to the bond holder.","Bonds In finance, bonds are security instruments that are issued by firms with an aim of raising capital. Investors invest on bonds with an aim of earning a return from the investment."
99,"What would semiannual interest payable (cash interest) be on a 10%, $10,000 4 year bond issued at 98?",$525 ,$25 ,$500 ,$475 ,C,"Data:
Cash = $10,000
Interest rate = 10%
Number of years = 4 years
Calculation:
{eq}Semi-annual \ interest \ payable \ = \ Cash \ \times \ \dfrac{Interest \ rate}{2}

\\

Semi-annual \ interest \ payable \ = \ 10,000 \ \times \ \dfrac{10\%}{2}

\\

Semi-annual \ interest \ payable \ = \ 10,000 \ \times \ 5\%

\\

Semi-annual \ interest \ payable \ = \ \$500

{/eq}
Option C. is correct.","Coupon: The periodic interest paid to the bondholder is called a bond coupon. The amount of the coupon is dependent upon the coupon rate offered, which is a fixed percentage of the par value of the bond."
100,Which of the following is fixed on a coupon bond?,market price,current yield,yield to maturity,coupon rate,D,"The correct option is
d. Coupon rate
.
We know that the coupon rate is a kind of the interest rate that is paid on the bonds by its issuer for the security terms. Thus, it remains fixed on a coupon bond.",Coupon Bonds: The term coupon bonds can be defined as the bearer bond that has a debt obligation with coupons attached to it. The interest payments on these bonds are generally semi-annual.
319,A company that issues a bond with a set interest rate _____.,Can change the coupon under certain circumstances.,Can vary the coupon at will.,Can not change the coupon.,None of the above.,A,"A company that issues a bond with a set interest rate _____.
A. Can change the coupon under certain circumstances.
Can change the coupon if the bond indenture mentions the conditions such as profitability, variable rates, etc. However, it is not common.
Let's analyze the other options:
B. Can vary the coupon at will. - The company cannot do anything that they like at will.
C. Can not change the coupon. - Coupons can be changed under some circumstances.
D. None of the above. - Not applicable as one option is selected.",Bond Issuance: Bonds are issued with a given coupon rate and the par value at maturity. Bond issuance is undertaken by the firm usually by engaging an investment bank that behaves as the underwriter.
320,"For the given bond, whose interest rate is provided, find the semiannual interest payment and the total interest earned over the life of the bond:","$3600; $39,600","$160; $35,200","$180,000; $3,960,000","$1800; $39,600",D,"The correct answer is D.
Bond Coupon = Face value of the bond *  interest rate
Bond Coupon = $80,000 * 0.045 = $3,600
Semi - annual coupon = $3,600/ 2 =
$1,800
Total interest payment during the bonds life = $3,600 * 11 =
$39,600",Bond Coupon: The bond coupon is the periodic interest amount that the investor of the bond received each period. The coupon is a fixed percentage of the par value of the bond. The coupon payment could be annual or semi-annual.
321,How do the coupon rates on outstanding bonds compare to those of newly issued bonds at any given point in time?,The coupon rate on outstanding bonds is usually higher than those of newly issued bonds.,The coupon rate on outstanding bonds is usually lower than those of newly issued bonds.,They are usually the same.,It cannot be determined from the given information.,D,"How do the coupon rates on outstanding bonds compare to those of newly issued bonds at any given point in time?
D. It cannot be determined from the given information.
We shall see how the determination is not possible:
A. The coupon rate on outstanding bonds is usually higher than those of newly issued bonds. - The interest rates change may have any direction and the coupon rate of new bonds can be either higher or lower.
B. The coupon rate on outstanding bonds is usually lower than those of newly issued bonds. - It can be higher too due to the interest rate changes.
C. They are usually the same. - It can be higher or lower too.","Coupon Rates: The coupon rates on the bonds are the compensation to the investor for investing in the risky bond. At the time of issue, coupon rate equals yield to the maturity or the required return on the bond."
322,The percentage of the stated value of the bond that determines the annual coupon payment is the,coupon rate,par value,market price,maturity,A,"Coupon rate
A coupon rate defines the coupon payments of a bond. Coupon payments on a bond is the periodic interest payments received by the bond holder from the issue until the maturity of the bond.
Coupon rate is calculated as;
Coupon rate = Total annual coupon payments/ Par value of the bond",Bond A bond is a fixed income instrument in which the issuer owes the holder a sum of money that is payable at the maturity of the bond. The issuer also pays periodic payment depending on the structure of the bond known as the coupon payments. Government and corporation issue bonds when they want to raise capital for business.
323,Which of the following statements is correct for a 10% coupon bond that has a current yield of 7%?,The face value of the bond has decreased.,The bond's maturity value exceeds the bond's price.,The bond's internal rate of return is 7%.,The bond's maturity value is lower than the bond's price.,D,"A 10% coupon rate bond has an annual coupon of $100.  Using the formula for the current yield:
Current yield = Coupon / Price
0.07 = 100 / Price
Price = $1,429
a) Incorrect
The face value stays the same till maturity
b) Incorrect
The face value is $1000, while the price is $1,429
c) Incorrect
The bond's yield is less than 7% because the bond is a premium bond and has negative capital gains yield.
d) Correct.
The face value is $1000, while the price is $1,429",Current Yield: The current yield of a bond is calculated by dividing the bond's coupon payment by the bond's price.  Investors receive their required rate of return either from the bond's current yield or the bond's capital gains yield.
355,"A bond promises to pay $5,350 next year. The interest rate on this bond is 7%.","$5,000 ","$5,100 ","$5,200 ","$5,240 ",A,"The correct answer is (a). $5,000.
Since the bond does not pay any coupons, we can calculate the price of the bond using the simple present value formula:
Bond price {eq}= \frac{M}{(1+i)^n},

{/eq}
where:
M
= value at maturity (par value)
i
= interest rate or required yield
n
= number of payments.
Plugging in values gives the following:
Bond price = {eq}\displaystyle \frac{\$5,350}{(1+0.07)^1}= $5,000.

{/eq}","Bond Features and Pricing: A bond is type of financial asset which often pays periodic coupons to the investor at a specified interest rate, and pays the principal amount of the bond at the bond's maturity date. The investor and issuer enter into a contract known as the indenture. A bond is distinguished by a number of characteristics, including the following: the face value amount; the coupon rate, frequency and timing; the maturity value and payment date; and details of any call, put or sinking fund provisions; Bonds are commonly issued by federal, state and municipal governments, corporations and many other types of organizations. While the different features of a bond can affect its attractiveness, the main determinant of price is the present discounted value of the future coupon payments and maturity value."
356,"Generally, new bond issues are issued close to par, therefore the coupon rate is set to be similar to discount rate used by market participants looking at bonds of similar default risk, maturity, and other characteristics listed in the bond indenture.",TRUE,FALSE,,,A,"The answer is: a. True. In general, bonds are issued at a par value. Sometimes a bond is issued at a discount from its par value if investor interest is low or if it's a zero coupon bond. As interest rates go up or down, so do the discount rates associated with the bond, but the coupon rate remains the same. In other words, coupon rates are fixed, yields are not.","Coupon Rate: A coupon rate is the annual coupon payment paid by the issuer of the bond. In dollar terms, it is the actual amount of interest income received for the bond each year. This is represented as a percentage of the bond's par value and does not change. The estimated yield-to-maturity or discount rate, however, changes as the value of the bond changes with market interest rates."
372,"A company issued 10-year, 6.75% bonds with a face value of $100,000. The company received $97,897 for the bonds. Using the straight-line method of amortization, the amount of interest expense for the first interest period is:","$6,539.70 ","$6,960.30 ","$6,750.00 ","$2,103.00 ",A,"Discount on bond payable = 100,000 - $97,897 = 2,103
Annual amortized amount = 2,103/ 10 = 210.3
Annual coupon amount = 100,000 * 6.75% = 6,750
Interet expesne = Coupon paid - Annual amortized amount
Interet expesne = 6,750 - 210.3 =
$6,539.7 (a)","Streight-line Amortisation ob Bond Discount: Streight-nite is a method in which the amount is allocated equally over the period of time. In the case of discount amortization, the discounted amount will be amortized equally over the bonds life."
373,"D&G Enterprises issues bond with a $1,000 face value that makes coupon payments of $10 every 3 months. What is the coupon rate?",1%,4%,6%,�8%,B,"The correct answer is option b. 4%.

The issuing entity has the flexibility to choose the frequency at which it pays coupons (based on the mutual needs of the issuer and its customers). However, in the agreement, the bonds are typically quoted at the annual coupon rate.

Given information:

Quarterly coupon: $10 (every 3 months)
Face value: $1,000
Step 1: Determine the annual coupon amount.

{eq}\begin{aligned} \text{Annual coupon} &=\text{Quarterly coupon}\times \frac{12}{3} \\ &=\$10\times \frac{12}{3} \\ &=\$10\times 4 \\ &=\$40 \end{aligned} {/eq}

Step 2: Determine the annual coupon rate.

{eq}\begin{aligned} \text{Annual coupon rate} &=\frac{\text{Annual coupon}}{\text{Face value}}\times 100 \\ &=\frac{\$40}{\$1,000}\times 100 \\ &=4\% \end{aligned} {/eq}","Coupon Payment:
A coupon payment is similar to a fixed-interest income and shares the financial characteristics of an annuity. It is paid regularly at the stated rate and frequency. Additionally, it is one of the variables utilized in determining the current value of a bond."
374,"If a five-year bond paying semiannual interest sells for $1,000 and has a yield to maturity of 10%, what is the semiannual coupon payment?",$10 ,$50 ,$75 ,$100 ,B,"The answer is B. $50.

A bond will be sold at the par value if its coupon rate is equal to its yield to maturity. With that being said, the annual coupon rate for the bond, in this case, is 10%.

Estimate the semiannual coupon payment:

{eq}\text{Semiannual coupon payment} = \displaystyle \text{Par} \times \text{Coupon rate} \times \frac{1}{2} \\ \text{Semiannual coupon payment} = \displaystyle \$1,000 \times 10\% \times \frac{1}{2} \\ \text{Semiannual coupon payment} = \$50 {/eq}","Coupon Rate:
The coupon rate on a bond is the promised interest rate that the bond issuer will pay to bondholders. The coupon rate remains constant during the entire life of the bond. Note that the bond's coupon rate is different from the yield t maturity."
375,"D&G Enterprises issues bond with a {eq}\$1,000 {/eq} face value that makes coupon payments of {eq}\$40 {/eq} every 3 months. What is the coupon rate?",0.40%,4.00%,12.00%16.00%,,D,"The correct answer is option D.

Given information:

The face value is $1,000.
The coupon payment is $40.
The number of months of coupon payments is 3 months.
Calculation of the coupon rate:

{eq}\begin{align*}{\rm\text{Coupon rate}} &= \left( {\frac{{{\rm\text{Annual coupon payment}}}}{{{\rm\text{Face value}}}}} \right) \times 100\\ &= \left( {\frac{{\$ 160}}{{\$ 1,000}}} \right) \times 100\\ &= 0.16 \times 100\\ &= 16\% \end{align*} {/eq}

Therefore, the coupon rate is 16.00%.

Working note:

Calculation of the annual coupon payment:

Taking 12 months as the total months in a year for computing the annual coupon payment.

{eq}\begin{align*}{\rm\text{Annual coupon payment}} &= {\rm\text{Coupon payment}} \times \frac{{{\rm\text{Total months in a year}}}}{{{\rm\text{Number of month of coupon payment}}}}\\ &= \$ 40 \times \frac{{12}}{3}\\ &= \$ 40 \times 4\\ &= \$ 160\end{align*} {/eq}

Thus, the annual coupon payment is $160.","Coupon rate:
Coupon rates refer to the set interest payments made on bonds depending on par value. It refers to the annual interest income that bond issuers pay to their buyers. This interest is usually paid semi-annually."
376,The annual coupon of a bond divided by its face value is called the bond:,Coupon,Face Value,Maturity,Coupon Rate,D,"Correct Answer: Option D. Coupon Rate.

The bond's stated interest rate is computed using the following formula:

{eq}\text{Coupon rate} = \dfrac{\text{Annual coupon amount}}{\text{Par value}} {/eq}

If the bond's coupon is the same as the market interest rate, it sells at par. If the bond's coupon rate differs from the market interest rate, it will sell at a price other than par.
","Sources of Capital:
The sources of capital available to a company include stocks and bonds. Other sources include loans from banks, long-term notes, and mortgages. The capital structure should be optimal, with minimum overall cost and maximum returns."
377,"D&G Enterprises issues bonds with a $1,000 face value that make coupon payments of $30 every 3 months.

What is the coupon rate?",0.30%,3.00%,9.00%,12.00%,D,"Given that the coupon rate should be expressed on an annual basis, we have to calculate the annual coupon amount.

The $30 coupon payment is quarterly since is for three months

Annual coupon amount=$30 * 4= $120

The coupon rate will be;

x/100 *1000=120

Ans=12%(D)","Coupon Rate:
The coupon rate is the rate used to determine the annual coupon payments to be paid by the bond issuer to the bondholder. The coupon amount is the par value multiplied by the coupon rate. The relationship between the coupon rate and the yield to maturity determines whether a bond sales at par, premium or discount."
