id,question,A,B,C,D,Answer,Explanation,Hint
11,"Of the following investments, the one with the most predictable income is:",gold,commodities,real estate,U.S. savings bond,D,"Option (d) is the correct option.
Income from the US saving bonds is one of the most predictable incomes because they are government bonds, and return is known at the time of investment. If the bond is deeply discounted, the difference between the issue price and redemption value is the return. In a coupon bond, the coupon received during the maturity period is income.
Incorrect options:
(a) Gold: It is one of the most precious metals and people like to invest in it. Income from gold arises in the form of price appreciation, but the price of gold cannot be predicted correctly. Therefore, income from gold is not predictable.
(b) Commodities: It includes commodities like gold, silver, grains, natural gases, etc. Price of commodities keeps on changing. Therefore, income from commodities is not predictable.
(c) Real estate: It includes property, buildings, etc., and prices cannot be predicted because option (d) is the correct option.
Income from the US saving bonds is one of the most predictable incomes because they are government bonds, and the return is known at the time of investment. If the bond is deeply discounted, the difference between the issue price and redemption value is the return. In a coupon bond, the coupon received during the maturity period is income.",Investment Instrument: An instrument through which investors can invest their money to derive return in the form of recurring income or change in value is an investment instrument. It is broadly classified into real and financial assets.
12,"When economists refer to ""investment,"" they are describing a situation where:",people are buying shares of corporate stock,resources are devoted to increasing future output,money is saved in a bank account,financial assets are purchased in the hope of a monetary gain,B,"The correct answer is b.
When economists refer to ""investment,"" they are describing a situation where:
a. people are buying shares of corporate stock
No, this is an individual making an investment. It does not become part of Investment in terms of GDP until a business firm borrows it.
b. resources are devoted to increasing future output
Yes, this is the economic meaning of Investment and is counted in the Investment category of GDP.
c. money is saved in a bank account
No, this is an individual making an investment. It does not become part of Investment in terms of GDP until a business firm borrows it.
d. financial assets are purchased in the hope of a monetary gain
No, this is an individual making an investment. It does not become part of Investment in terms of GDP until a business firm borrows it.","Gross Domestic Product: Gross Domestic Product (GDP) is the value of output produced in an economy. It is composed of Consumption by households, Investment by businesses, Government Spending, and the net of Exports minus Imports."
13,Specialized investments tend to:,Increase transaction costs because of costly bargaining,Decrease transaction costs because of opportunism,Decrease transaction costs associated with costly bargaining,Decrease transaction costs because of over-investment,C,"The correct option is
c). decrease transaction costs associated with costly bargaining
Investments that are tied to a specific deal or relationship are said to be ""specialized,"" as they cannot be used for anything else. In order to complete a certain deal or maintain a certain connection, it may be necessary to put money into things like specialized tools, education, or infrastructure. These expenditures make it more difficult for one party to withdraw from the transaction or relationship without having to incur significant losses, and thus tend to reduce the transaction costs associated with costly bargaining.
a)
because of the high cost of bargaining involved in negotiating for specialised investments. Instead, they tend to reduce these costs by making it harder for one party to engage in exploitative behaviour.
b)
We can rule out alternative because opportunism means that specialised investments don't bring down transaction costs. On the contrary, they tend to reduce the likelihood of exploitative behaviour by making it more costly for one party to withdraw from the deal or relationship.
d)
Since over-investment in specialised investments means that transaction costs are not reduced. One party's over-investment in a deal or relationship can drive up costs if the investment is lost in the event of a failure of the deal or the relationship.",Investment: Investment is an economic activity to increase the value of a current amount of money by purchasing an asset whose value is likely to increase after some period of time. The asset could be any physical or virtual good whose value is likely to be going up.
14,Investments in stock and debt securities of other corporations are included as _____ if the company has the ability and intent to sell them within the next 12 months.,long-term investments,short-term liabilities,long-term liabilities,short-term investments,D,"Correct Answer: Option d. short-term investments.
Explanation:
a. long-term investments
They cannot be sold within a year.
b. short-term liabilities
They are due within a year.
c. long-term liabilities
They are not paid before a year.
d. short-term investments
The investment in stocks and debt securities of another company for less than a year will be classified as short-term investments in the balance sheet.","Balance Sheet: A balance sheet classifies the assets and liabilities, bifurcating them into current and long-term classifications. A balance sheet reports the financial position of a company at any given point."
15,The response of investment spending to an increase in the government budget deficit is called:,expansionary investment,private dissaving,crowding out,income minus net taxes,C,"The response of investment spending to an increase in the government budget deficit is called:
c. crowding out
A government budget deficit means excessive government expenditure that increases aggregate demand. This increase in aggregate demand raises interest rates as well as the income of the economy. However, a higher interest rate is detrimental for investment prospects as it raises the cost of borrowing for companies. This decreases aggregate demand and reduces income to an extent that it reduces the effect of an increase in income. This is called crowding out.
Regarding the other answer options:
a. Investment contracts instead of expanding when there is an increase in government spending.
b. Private dissaving means that private consumption is greater than its income. However, an increase in the government deficit reduces a firm's investment (and it, therefore, saves more money).
d. Income minus net taxes is referred to as disposable income. It does not measure how investment changes with a change in government spending.",Government Budget Deficit: The government budget deficit measures the borrowing requirements of the government. It is measured as the excess of the expenditure incurred by the government over the revenue it receives in all forms of direct and indirect taxes. A higher budget deficit deteriorates the economy.
16,Which of the following is not economic investment?,the purchase of a new drill press by the Ajax Manufacturing Company,the purchase of 100 shares of AT&T stock by a retired business executive,construction of a suburban housing project,the piling up of inventories on a grocer's shelf,B,"The correct answer is:
Option b. the purchase of 100 shares of AT&T stock by a retired business executive.
This is not an economic investment, as the purchase of shares of a stock is considered a financial investment.
The incorrect answers:
Option a.
is an economic investment, as the purchase of a new drill press by a company adds to the existing stock of equipment. The new drill press would help in increasing the efficiency of working capital that would increase the revenue of the company.
Option c.
is an economic investment, as the construction of a housing project is a tangible asset that can directly impact a local economy.
Option d.
is an economic investment, as the piling up of inventories on a grocer's shelf will directly result in an addition to the grocer's capital stock, which can be sold at a later time.","Investment 'Investment' refers to the acquisition or creation of an asset by an individual or a firm, with the objective that the asset generates income in the future. The purpose of an investment is to create wealth. If an investment appreciates, it will directly result in an increase in the wealth of the investment owner."
17,The investment multiplier is the:,effect of increased income on consumption.,effect of government spending on GDP.,the effect of firms' earnings on investment.,the effect of bank lending on investment.,B,"The investment multiplier is the:
B. effect of government spending on GDP.
The government spends on various investment purposes in the economy. The effect of an increase in public investment done by the government on aggregate income or GDP in the economy is termed an investment multiplier.
Analysis of incorrect options:
A. effect of increased income on consumption is incorrect because this is usually measured by marginal propensity to consume.
C. the effect of firms' earnings on investment is incorrect because the investment multiplier measures the effect of investment on earnings.
D. the effect of bank lending on investment is incorrect because this is usually linked with money supply and monetary policy.",Investment Spending: Investment spending refers to an increase in the use of capital by firms and businesses in their production process. An increase in investment spending improves the productivity within firms as better capital and machines are employed to produce goods in the economy.
18,The interest rate that will triple an initial investment in 10 years is equal to _____.,11.61%,29.99%,19.97%,15.47%,A,"The correct option is a). 11.61%.
Let the initial Investment amount be $100. So, in 10 years it will be triple and will be $300.
Here, we have 10 years of investment.
The future value(FV) is $300.
The present value(PV) is $100.
{eq}\begin{align}

{\rm{FV = PV}}{\left( {{\rm{1 + r}}} \right)^{\rm{n}}}\\

{\rm{300 = 100 \times }}{\left( {{\rm{1 + r}}} \right)^{{\rm{10}}}}\\

{\rm{3 = }}{\left( {{\rm{1 + r}}} \right)^{{\rm{10}}}}\\

{\rm{1 + r = 1}}{\rm{.1161}}\\

{\rm{R = 11}}{\rm{.61\% }}

\end{align}

{/eq}
Therefore, the interest rate that will triple the investment is 11.61%.",Investment: An asset or object strongly acquired with the objective of increasing profitability or development is considered an investment. An investment basis for the implementation capital into the business today inside this goal of increasing its potential.
19,Which of the following scenarios will shift the investment demand curve right?,Business taxes increase.,The expected return on capital increases.,Firms have a lot of unused production capacity.,Firms are planning on increasing their inventories.,B,"Option b) is correct: the expected return on capital increases.
When the expected return on capital raises, the investors benefit from increasing their investment. The investors or produces increase the amount of investment in an economy. Thus, the investment demand curve shifts towards the right, which depicts an increase in investment demand.
Option a) is incorrect as it will lead to a fall in investment and investment demand curve shift to the left.
Option c) is incorrect as it will lead to a fall in investment and investment demand curve shift to the left.
Option d) is incorrect as it will not shift the investment demand curve towards the right.","Investment : Investment depicts the introduction of capital, a new plant in an economy. It is done to earn profit by the producers, firms. The investment helps to generate employment, income in the economy."
20,An ownership interest of 15% in another company's voting stock should be accounted for using the:,cost method.,equity method.,fair value method.,consolidation method.,A,"The correct option is A, i.e., cost method.
When one company acquires an ownership interest of less than 20%, the cost method is used to account for the ownership in another company. The cost method is used when the company has little or no influence over the investment it owns. It is the simplest method of accounting for an investment.
Explanation of incorrect options:
Option B: The equity method is followed when the ownership in the company is more than 20%. It also includes if the company's ownership is less than 20% but has a significant influence.
Option C: In the fair value method, the investment is reported at the market value. Therefore, here, the company will not follow the fair value method.
Option D: In the consolidation method, the assets and liabilities of the subsidiary company are reported in the parent's balance sheet in the proportion of its investment.","Investment in the company: When a company wants to grow or to obtain control over another company, it purchases the voting shares of the company. There are various methods to account for the investment in the company."
21,An investor adjusts the investment account for the amortization of any difference between cost and book value under the:,Cost method.,Complete equity method.,Partial equity method.,Complete and partial equity methods.,B,"Option b is the correct answer
.
The complete equity method is the method of recording investment by an organization in which the organization records the amortization of the difference that arises between the cost of the investment and its book value. Amortization is used to eliminate this difference.
The explanation for the incorrect options:
Option a: It is an incorrect option because the cost method records the investment at its price, and no difference arises.
Option c: It is an incorrect option because the partial equity method does not account for amortization as it is partly recorded using the investment cost.
Option d: It is an incorrect option because only the complete equity method accounts for amortization.",Investor: The entity that gives a monetary value to some financial institution or other organizations for earning rewards in appreciated value and interest is known as an investor. The investment for the investor is an asset that generates income.
22,Which of the following is counted as an investment in national income accounting?,Building a new factory.,Buying an existing house.,Purchasing corporate stocks and bonds.,Depositing money in a commercial bank.,A,"Among the given options, building a new factory will be considered as an investment under national income accounting because it is the investment in a new project in the same year. Other options will not be considered as an investment because they do not belong to the same year or are not considered fixed capital.
Therefore, the correct option is:
a) Building a new factory.","Investment: Investment refers to putting money into a business or any other project to get returns or earn more money. In national income accounting, investment is to put money on fixed capital in the same year."
23,Which of the following causes a movement along the investment demand curve?,A changes in expenditures.,A change in technology.,A change in the rate of interest.,The current level of income.,C,"The correct option is C:
The aim is to invest to earn interest in it. If the rate of interest increases or decreases, the investment demand will react and cause a movement along the demand curve.
Reasons for incorrect options
Option A:
This option is incorrect because the changes in the expenditure will result in the level of savings, not investment.
Option B:
This option is incorrect because not all people need to be investing in some technological fields; only some may invest in, say, small scale industries which are more labour driven.
Option D:
This option is incorrect because the current income level does not determine how much a person will invest; changes in the current income do.",Investment The term is used to define an economic activity of putting capital into productive channels to reap its benefits in the future. Investment is investing capital to earn interest on it.
24,"Beige Corporation pays $600,000 to acquire 40% of the equity securities of Olive Technologies, Inc. On May 5, 2017. This investment will be classified as a(n):",trading investment,available-for-sale,significant interest investment,held-to-maturity,c,"As Beige Corporation holds 40% of the target company, they exercise significant influence and have to use the equity method for accounting treatment. Held-to-maturity, trading investment, and available-for-sale are used for instruments with a definite time period.
Hence, the correct option is C, significant interest investment.",Intercorporate Investments Intercorporate investment can be classified into three types based on the percentage of ownership: i) Investment in financial associates with less than 20% ownership. ii) Investment in Associates with more than 20% but less than 50% ownership. iii) A business combination in which the owner owns more than 50% of the company.
25,A cash equivalent is a highly liquid investment that can be converted into cash in three years or less.,True,False,,,B,"The given statement is (B) False
.
A cash equivalent is a highly liquid investment that can be converted into cash speedily, say in three months or less. Examples of cash equivalents are T-bills, marketable securities, commercial paper, etc. On the balance sheet, the cash equivalents are reported under the head current assets.","Investments: An asset purchased to earn profit or appreciation in value is called an investment. It can be in real estate, securities, property, bonds, etc. An investment requires putting money into use today to earn a return later on."
26,Investment depends primarily upon the current level of income.,True,False,,,A,"The correct answer is A) True.
The above statement shows that if the consumer has increased the household income, there will be a larger change in investment. The new return on investment will sustain in the long run. The demand has also increased for investment in the long run. It can trigger larger investments in the short run. The greater payoff is the mechanisms of generating real estate property, stocks, future income. The capital work requires the increasing value of the investment. Therefore, the current income level affects the investment.
The explanation for incorrect answer
Option B) is incorrect because if the consumer's current income level is not high, they cannot invest more.","Investment: Investment has generated the recognition and investor's income to accrue the purchasing of assets. It includes stocks, municipal bonds, exchange-traded funds, index funds, and others. It can change the financial circumstances of the people."
27,Suppose that the government wishes to balance the government budget by raising taxes. What effect will this have on investment?,rise,fall,no change,insufficient information,B,"The correct option is:
b. fall
Explanation:
If the government increases taxes as it wishes to balance its budget, this increase in taxes will lead to discouraging firms and households from making more investments and savings as a firm will get lower profit due to higher taxes, and consumers will have lesser money to make consumption and saving actions.","Investment: In economics, the term investment is used to explain an individual's action when he uses his saved money to generate more money by producing goods and services. The investment allows an individual to put input in terms of capital, land, labor, and so on to get output, which is further sold in the market to earn profit."
28,"When using the payback period technique, the payback period is expressed in terms of:",a percentage.,dollars.,years.,months.,C,"Correct Option
Option- ( C)
Explanation for correct option:
The payback period calculation presents in terms of times (years). The payback period refers to the period in which will recover the investment amount of a project","Investment When the company acquires an asset to avail the economic benefits in future periods, it is an investment.  It can be in terms of longer years or shorter times depending on the company's requirements."
29,Which of the following items are included in investments? (Select all that apply.),accounts receivable due in 60 days,note receivable due in 5 years,cash reserved to purchase land,inventory on hand,A,"The selection is made below:
Explanation:
a. accounts receivable due in 60 days
It is not classified as an investment as it represents the credit sales of a company.
b. note receivable due in 5 years
It is classified as a long-term investment in th balance sheet.
c. cash reserved to purchase land
It is classified as a long-term investment in th balance sheet.
d. inventory on hand
It is not classified as an investment as it represents the stock that remains unsold.",Investments: Investments are a company's way of making money from sources other than the primary business operations. Investments can be classified as short-term or long-term depending on their maturity periods.
30,You are considering buying a store. The store owner gives you an estimate of the net profits of the store on a typical day. The owner has most likely given you the figures for:,The best-case scenario.,The worst-case scenario.,Any typical day.,Any typical year.,A,"The most likely answer is ""a. The best-case scenario.""
If store owners are likely to present their stores in the best fashion possible to potential investors, it is possible that the figures given to you represent the best-case scenario or an overly optimistic estimate of the store's net profits. It would be advisable to carefully consider the basis of the estimates provided and to try to obtain as much information as possible about the store's financial performance and potential profitability. This might include reviewing the store's financial records, speaking with the store's employees and customers, and seeking the advice of an experienced business analyst or financial advisor.
It is difficult to determine exactly what the store owner has given you without more context. However, it is also possible that the store owner has given you the figures for any typical day or for any typical year, as these would likely be the most accurate and realistic estimates of the net profits of the store.","Business Investments: There are many different types of investments in businesses, including stocks, bonds, mutual funds, and private equity. These investments can provide a source of income through dividends, interest payments, or capital appreciation (increase in value), but they also carry risks, such as the risk of losing some or all of the initial investment if the business performs poorly or goes bankrupt."
31,The market price of a 4-year 6% coupon non-Treasury issue is $102.4083.,Calculate the current yield.,Calculate the yield to maturity.,Compute the zero-volatility spread over the Treasury spot rate.,,A,"Part a.
To calculate the current yield, we will use the following formula:
Current Yield = Coupon / Current price
Current Yield  = (0.06 x 1000) / (102.4083 x 1000
Current Yield = 5.86%
Part b.
To calculate the yield to maturity, we first calculate the number of semi-annual period = 4 x 2 = 8
Next, we calculate the semi annual coupon:
0.06 x 1/2 x 1000 = 30
Now, we calculate the present value:
PV = 102.4083 x 1000 = 1024.083
We know that the future value is 1000.
Finally, we can calculate the yield to maturity with the following excel formula:
Yield to maturity = rate(8,30,-1034.083,1000) x 2
Yield to maturity = 5.05%
Part c.
To compute the zero-volatility spread over the Treasury spot rate, we use the following formula:
Yield to maturity - spot rate
5.05% - 4.80
Zero-volatility spread over the treasury spot rate = 0.25%","Investment Vehicles: Investment vehicles are assets that investors can place their money into with a likelihood of generating value over time. The most common investment vehicles include stocks and bonds. In addition, many investment vehicles provide the investors with information related to how much value is created on an annual basis (i.e. current yield) and how many years it takes for the investment vehicle to reach maturity."
32,"If Dizbert Company concluded that an Investment originally classified as available-for-sale would now more appropriately be classified as held-to-maturity, Dizbert would:","Not reclassify the investment, as original classifications are Irrevocable.",Reclassify the investment as held-to-maturity and immediately recognize in net income any unrealized holding gain or loss on the reclassification date.,Reclassify the investment as held-to-maturity and treat the fair value as of the date of reclassification as the investment's amortized cost basis for future amortization.,"Need to restate earnings, as the original classification was in error.",C,"Option c is the correct answer
.
If the company concluded that the investment in their books needs a reclassification, they could do the same, but this reclassification should not affect their earnings because the company is not allowed to record unrealized gains and losses. The fair value should be treated as the amortized cost basis for the investor.
The explanation for the incorrect options:
Option a: It is an incorrect option because the original classification can be changed according to the changed situation.
Option b: It is incorrect because unrealized holding gains or losses cannot be recognized in the books.
Option d: It is incorrect because the company only needs to reclassify the investment; they don't need to restate earnings.","Earnings: The earnings can be defined as the money received against the services provided; the earnings can be from the four types of factors: rent for the land, wages for providing labour, interest for investing capital, and profits for entrepreneurship."
33,In one sense _____ appears surprising since it means that the bank is not _____ its portfolio of loans and thus is exposing itself to more risk.,specialization in lending; diversifying.,specialization in lending; rationing.,credit rationing; diversifying.,screening; rationing.,A,"Correct answer: A) specialization in lending; diversifying
.
Suppose a commercial bank gives loans to specialized entities. In that case, it is surprising because the technical organizations cannot diversify bank loans and may result in more risk for the bank because of low investment diversification.
The explanation for the incorrect options:
Option B): It is an incorrect option because rationing is allowable for the portfolio of loans.
Option C): It is an incorrect option because if there is credit rationing, then diversification is allowed.
Option D): It is an incorrect option because screening is not surprising for a commercial bank, as it is a core operation of the bank.",Commercial Banks: Commercial banks are one of the pillars of any country that supports the economy of the country by performing intermediary services of borrowing and lending for the citizen of the country and providing services to the business organizations.
34,Which of the following can be measured using return on investment?,cost center,investment center,profit center,revenue center,B,"The correct option is
b) investment center
The rate of return on investment (ROI) is a common financial metric used to assess the attractiveness of an investment. It measures the profit or loss on an investment as a percentage of the initial outlay. Financial resources can be put to good use in an organization's investment center. The return on investment is one metric used to assess the performance of investment center managers. This is useful for figuring out where in the company to put certain amounts of money.
Reasons why other options are incorrect:
a) Cost center:
Human resources and accounting are examples of cost centers because they have no immediate impact on the company's bottom line but still require funding. Since cost centers do not invest with the intention of making a profit, return on investment is not an appropriate metric for them.
c) Profit center:
A profit center is a division or department within a company that contributes to the bottom line. Retail operations focus on generating revenue from customers outside the company. Profitability is a metric used to judge them, but return on investment (ROI) isn't always taken into account because they lack discretion over spending.
d) Revenue center:
The primary function of a revenue center is to bring in money, so an example of this would be a sales team. They help the company succeed financially but have no say over where the money is spent or how much is invested. As a result, return on investment (ROI) isn't the right metric to evaluate their efficiency.","Investment: Investment is an economic activity where the investor, who can be an individual, corporation, government, or any entity, allocates the resource to a venture, project, physical, or virtual product and sells it when the prices become high after some time."
35,Which one of the following best describes the action of the accelerator theory of investment?,Firms decide to invest more following a cut in bank rate.,Firms invest in capital equipment due to higher economic growth.,Improved business confidence causes firms to increase their investment.,Large profits encourage firms to invest in new capital equipment.,D,"The correct option is
D. Large profits encourage firms to invest in new capital equipment
.
According to the accelerator theory of investment, firms and investors tends to raise their existing investment expenditure when there is either increment in the demand or income. In this case, the profit is the income of firms. So, a large profit encourages the firm to invest in the new capital equipment as per the accelerator theory of investment.","Investment: In economics, investment is the action of firms and investors wherein a given sum of money is placed in the asset or project to earn greater future returns. It directly impacts the level of GDP of a nation."
36,Which of the following financial strategies will help you increase your wealth and future level of income?,Regularly saving and investing a portion of your income,"If you use a credit card, paying off the outstanding balance every month",Getting by with a used economy car rather than buying a new one every couple of years,All of the above will help you build wealth,A,"The correct option is a: Regularly saving and investing a portion of your income
Reason: Any income earner must aim to multiply money in any way so that he/she can attain financial freedom in the future. Therefore, from the current times only, the income-earner must save a certain portion of the money to keep them in the banks and use them whenever an emergency situation arises. A certain portion of the income must also be kept for making long-term investments, which can be done in fundamentally strong assets because fundamentally strong assets can generate huge returns in the future.
Explanations for Incorrect Options:
Option b: This is a good way to pay back the loans, but this does not signify whether a person can increase the wealth in the future or not because a person can use a credit card to spend enormously instead of saving and investing a certain portion of income.
Option c: Buying a used economy car can save money instead of buying a new one, but a used car might not provide the maximum value to the user and might be prone to accidents. Moreover, some savers do not prefer to purchase cars and avail Uber services whenever necessary and, the rest of the time, use public transports to save money.","Future Level of Income The future level of income refers to the amount of income that a person can earn in the future, and every person aims to make it large. In order to tackle inflationary pressures and even to build financial freedom, a person builds various income sources so that the future level of income increases."
37,Identify each of the following investments as either an economic investment or a financial investment.,A company builds a new factory.,A pension plan buys some Google stock.,,,A,"Investments made by firms and businesses to purchase capital assets like machinery, factor inputs for production is known as an economic investment. It reflects an addition to the existing stock.
The investment made by the firms and businesses in purchasing financial assets such as stocks, bonds is known as a financial investment.
Part a) Economic investment
Building a new factory refers to an addition to the existing stock of capital. The building is tangible and it would remain an asset for the factory.
Part b) Financial investment
The purchase of Google stock is an intangible asset, it is invisible. It does not add to the existing stock of capital.",Investment Investment refers to the expenditure made by the firms and businesses. It includes the purchase of capital goods as well as stocks and bonds. It increases the total output of the firm and the level of income.
