id,question,A,B,C,D,Answer,Explanation,Hint
11,"Toadies, Inc., has identified an investment project with the following cash flows.","If the discount rate is 8 percent, what is the future value of the cash flows in year 4? (Do not round intermediate calculations and round your final answer to 2 decimal places. (e.g., 32.16))","If the discount rate is 11 percent, what is the future value of the cash flows in year 4? (Do not round intermediate calculations and round your final answer to 2 decimal places. (e.g., 32.16))","If the discount rate is 24 percent, what is the future value of the cash flows in year 4? (Do not round intermediate calculations and round your final answer to 2 decimal places. (e.g., 32.16))",,A,"a. Determine the future value of cash flow in year 4, using the compounding rate (I) of 8%:
{eq}Future\:value = \displaystyle CF1 \times (1 + I)^3 + CF2 \times (1 + I)^2 + CF3\times (1 + I) + CF4 {/eq}
{eq}Future\:value = \displaystyle $1,375 \times (1 + 8\%)^3 + $1,495 \times (1 + 8\%)^2 + $1,580\times (1 + 8\%) + $1,630 {/eq}
{eq}Future\:value = \displaystyle $6,812.27 {/eq}
b. Determine the future value of cash flow in year 4, using the compounding rate (I) of 11%:
{eq}Future\:value = \displaystyle CF1 \times (1 + I)^3 + CF2 \times (1 + I)^2 + CF3\times (1 + I) + CF4 {/eq}
{eq}Future\:value = \displaystyle $1,375 \times (1 + 11\%)^3 + $1,495 \times (1 + 11\%)^2 + $1,580\times (1 + 11\%) + $1,630 {/eq}
{eq}Future\:value = \displaystyle $7,106.28 {/eq}
c. Determine the future value of cash flow in year 4, using the compounding rate (I) of 24%:
{eq}Future\:value = \displaystyle CF1 \times (1 + I)^3 + CF2 \times (1 + I)^2 + CF3\times (1 + I) + CF4 {/eq}
{eq}Future\:value = \displaystyle $1,375 \times (1 + 24\%)^3 + $1,495 \times (1 + 24\%)^2 + $1,580\times (1 + 24\%) + $1,630 {/eq}
{eq}Future\:value = \displaystyle $8,509.52 {/eq}","Future Value: The future value of a lump sum indicates how much the lump sum will be worth a specific future date. In practice, investors should estimate the future value of their investments to ensure they can achieve a desired financial goal."
12,An annuity pays $10 per year for 50 years. What is the future value (FV) of this annuity at the end of that 50 years given that the discount rate is 5%?,$182.56,$525.00,$845.25,"$2,093.48",D,"The future value of an annuity formula is, FV
= {eq}P \times\left [ \frac{(1+r)^{n}-1}{r} \right ]

{/eq}
Where,
P is the periodic payment
n is the time to maturity
r is the rate of interest
Therefore,
= {eq}\$10 \times\left [ \frac{(1+0.05)^{50}-1}{0.05} \right ]

{/eq}
= 2093.47995715
Hence, the correct answer is
d. $2,093.48",The Future Value of an Annuity: The future value of an annuity formula is a little complicated from the future value of a single payment formula. An annuity involves recurring payments. The future value of an annuity calculates the future value of a periodic payment for the stated number of years.
13,"What is the future value of {eq}\$3,000

{/eq} deposited for three years earning {eq}7\%

{/eq} interest rate annually?",675.,3000.,6675.,3675.,D,"The correct answer is option
d. $3,675
.
The future value of the deposit is computed as:
{eq}\begin{align*}

&=  \text{Amount deposited today * (1 + annual interest rate)} ^ {\text{Number of years}} \\[0.3 cm]

&= $3,000 * (1 + 7\%)^{3} \\[0.3 cm]

&= \$3,000 * (1.07)^{3} \\[0.3 cm]

&= $3,000 * 1.225 \\[0.3 cm]

&= $3,675

\end{align*}

{/eq}",Future Value: The future value of an amount deposited today denotes the projected value at a particular point in time in the future based on the expected growth. The factor that affects the future value most significantly is the interest rate.
14,The approximate time that it takes a deposit to double at a certain interest rate is calculated by dividing the annual interest rate by the number:,36.,48.,72.,100.,C,"The correct answer is option
c. 72
.
The rule of 72 is used to ascertain the time required for an investment to double in value at a given compounded annual interest rate. As per the rule, the time required to double the investment is equal to 72 divided by the annual percentage rate.","Time Value of Money: As per the time value of money, the amount to be received in the future needs to be adjusted for the relevant opportunity cost and the timing of cash flow to calculate the equivalent present value. This concept can also be used to ascertain the time required for a deposit to grow to a certain amount."
15,"How much would $100, growing at 5% per year, be worth after 20 years?",$254.72,$286.56,$265.33,$281.25,C,"The correct answer is option
c. $265.33
.
The value of the investment after 20 years is given by:
{eq}\begin{align*}

&=  \text{Initial amount * (1 + annual interest rate)} ^ {\text{Number of years}} \\[0.3 cm]

&= $100 * (1 + 5\%)^{20} \\[0.3 cm]

&= $100 * (1.05)^{20} \\[0.3 cm]

&= $265.33

\end{align*}

{/eq}",Future Value: The future value of a deposit made today represents the equivalent worth after a certain number of years. The annual percentage interest rate and the stated periodicity of compounding affect the expected future value.
16,"You have deposited $42,000 into an account that will earn an interest rate of 12% compounded semiannually. How much will you have in this account at the end of 10 years?","$154,904.64","$148,169.66","$134,699.69","$94,289.78",C,"The correct answer is
c. $134,699.99.
Given information:
Initial deposit = $42,000
Semiannual interest rate (I) = 12% x 0.5 = 6%
Holding periods (N) = 10 x 2 = 20
Estimate the value of the investment after 10 years:
{eq}\text{Future value} = \displaystyle \text{Initial deposit} \times (1 + I)^N \\ \text{Future value} = \displaystyle \$42,000 \times (1 + 6\%)^{20} \\ \text{Future value} = \displaystyle \$134,699.69 {/eq}
The future value of the investment is $134,699.69.","Future Value: The future value of an investment is compared with an investor's financial goal within a holding period. If the future value exceeds the financial goal, an investor can accept that investment, and vice versa."
17,"What is the future value of $1,000 in 17 years assuming an interest rate of 7 percent compounded semiannually?","$1,224.25","$1,132.51","$3,220.86","$3,158.82",C,"The correct answer is option
c.$3,220.86
.
The number of semi-annual periods for the investment is computed as follows:
{eq}\begin{align*} &= \text{Number of years * Number of semi-annual periods in a year} \\[0.3 cm] &= 17 * 2 \\[0.3 cm] &= 34 \\[0.3 cm] \end{align*} {/eq}
The semi-annual interest rate is given by:
{eq}\begin{align*} &= \dfrac{\text{Annual interest rate}}{\text{Number of semi-annual periods in a year}} \\[0.3 cm] &= \dfrac{7\%}{2} \\[0.3 cm] &= 3.5\% \\[0.3 cm] \end{align*} {/eq}
The future value of the investment after 17 years is computed as follows:
{eq}\begin{align*} &= \text{Amount deposited today * (1 + semi-annual interest rate)} ^ {\text{Number of semi-annual periods}} \\[0.3 cm] &= \$1,000 * (1 + 3.5\%)^{34} \\[0.3 cm] &= \$1,000 * (1.035)^{34} \\[0.3 cm] &= $3,220.86 \end{align*} {/eq}","Future Value: The future value of an investment represents its equivalent worth at a particular point in time in the future. It is directly related to the time till maturity, nominal interest rate, and compounding interval."
18,What is the future value of a $300 annuity payment over 6 years if the interest rates are 7 percent?,$450.22,"$2,518.15","$2,145.99","$1,926.00",C,"Option C. $2,145.99
is correct.
Given information:
Annuity = $300
Interest rate = 7%
Time period = 6 years
Calculate the future value by using the following formula:
{eq}\begin{aligned} \text{Future Value} &=\text{Annuity}\times \frac{{{\left( 1+\text{Interest Rate} \right)}^{\text{Time Period}}}-1}{\text{Interest Rate}} \\ &=\$300\times \frac{{{\left( 1+7\% \right)}^{6}}-1}{7\%} \\ &=\$300\times \frac{1.50073-1}{0.07} \\ &=\$300\times 7.15329 \\ &=\$2,145.99 \end{aligned} {/eq}","Annuity: An annuity can be explained as one where the investor is likely to receive periodic payments for a certain period of time. The frequency of annuity payments can vary as it can be monthly, quarterly, yearly, etc."
19,"If you want $6,000 in 5 years to take a trip to Alaska and plan on making a lump sum deposit today to save for the trip, how much must that deposit be if you can earn 5% compounded quarterly?","$2,221.01","$2,261.34","$4,701.16","$4,680.05",D,"The correct answer is
option d. $4,680.05.
Given information:
Future value: $6,000
Number of years: 5 years
Annual rate: 5%
Step 1: Determine the quarterly rate by dividing the annual rate by the number of quarters in a year.
{eq}\begin{aligned} \text{Quarterly rate} &=\frac{\text{Annual rate}}{\text{Number of quarters in a year}} \\ &=\frac{5.00\%}{4} \\ &=1.25\% \end{aligned} {/eq}
Step 2: Determine the number of quarters by multiplying the number of years by the number of quarters in a year.
{eq}\begin{aligned} \text{Number of quarters}&=\text{Number of years}\times \text{Number of quarters in a year} \\ &=5\times 4 \\ &=20 \end{aligned} {/eq}
Step 3: Determine the present value of the deposit using the formula of the present value of a lump sum.
{eq}\begin{aligned} \text{Present value of deposit}&=\frac{\text{Future value}}{{{\left( 1+\text{Quarterly rate} \right)}^{\text{Number of quarters in a year}}}} \\ &=\frac{\$6,000}{{{\left( 1+1.25\% \right)}^{20}}} \\ &=\$4,680.05 \end{aligned} {/eq}
The value of the deposit should be $4,680.05.","Lump Sum Deposit: A lump sum deposit refers to a large single deposit made in an account as opposed to multiple systematic deposits made over time. A lump sum deposit is advantageous when the investor has a large sum available for investing, like a bonus or an inheritance amount."
20,"If Nicolai earns a 10% after-tax rate of return, $14,000 today would be worth how much to Nicolai in 5 years?","$14,000.","$8,701.","$12,728.",$22 547.,D,"The correct option is
d. $22 547.
Given:
Present Value (PV) = $14,000
Rate of return (r) = 10% = {eq}\dfrac{10}{100} = 0.1 {/eq}
Time (t) = 5 years
The formula to calculate the future value is as follows:
{eq}FV = PV*(1+r)^{n} {/eq}
We will now substitute the values:
{eq}FV = PV*(1+r)^{n}\\FV = 14000*(1+0.1)^{5}\\FV = 14000*1.1^{5}\\FV = 14000*1.61051\\FV = \$22,547.14 {/eq}
So, Nicolai will get $22,547.14 in 5 years if $14,000 is invested at a 10% interest rate per year.","Investment: Investment is when an individual, group, or company invests their money in an asset and expects that the value of the asset will increase in the future. The asset must have a degree of liquidity and also possess some risk."
21,How long does it take for a number or an amount to triple itself if it grows at 6.5% annually?,17.45 years,15.51 years,16.04 years,19.07 years,A,"The correct answer is option
a. 17.45 years
.
Let's say a number today is
Y
and it takes
n
years for it to triple (i.e. 3
Y
). The value of years (
n
) can be computed by equating today's number with the present value of the future expected number where the discount factor consists of the given interest rate of 6.5% (or 0.065) as shown below:
{eq}Y = \dfrac{3*Y}{(1 + 6.5\%) ^ n}

{/eq}
{eq}Y = \dfrac{3*Y}{(1.065) ^ n}

{/eq}
{eq}(1.065) ^ n = \dfrac{3*Y}{Y}

{/eq}
{eq}(1.065) ^ n = 3

{/eq}
{eq}ln(1.065) ^ n = ln(3)

{/eq}
{eq}n * ln(1.065) = ln(3)

{/eq}
{eq}x * 0.062975 = 1.0986123

{/eq}
{eq}x = \dfrac{1.0986123}{0.062975}

{/eq}
{eq}x = 17.45

{/eq}",Future Value: The concept of the time value of money is useful in determining the future value of a deposit made today or the deposit required today in order to a particular amount in the future. It can be also used to determine the years required for a particular growth.
22,"At a compound interest rate of 10% per year, $45,000 one year ago is now equivalent to:","$54,000","$45,000","$49,500","$40,909",C,"Given information
:
Interest rate = 10%
Amount (present value) = $45,000
Period (in years) = 1
The future value formula is used to compute the required amount:
{eq}\begin{aligned} \text{Future}\ \text{value} &=\text{Present}\ \text{value}\times {{\left( 1+\text{Interest}\ \text{rate} \right)}^{\text{Period}}} \\ &=\$45,000\times {{\left( 1+10\% \right)}^{1}} \\ &=\$45,000\times 1.10 \\ &=\$49,500 \end{aligned} {/eq}
The future value is
$49,500
. Thus, the correct option is
option c.",Compound Interest: Compound interest refers to the interest that is earned on the deposit amount and the previous interest on the principal amount. This shows that the interest earned on an investment is reinvested.
23,"You have deposited $42,000 into an account that will earn an interest rate of 12% compounded semiannually. How much will you have in this account at the end of seven years?","$92,848.62","$71,218.48","$94,957.97","$113,949.56",C,"The calculated value of the amount accumulated after 2 years is
option C. $94,957.97
The number of semi-annual periods for which the amount will remain invested is computed as follows:
{eq}\begin{align*} &= \text{Number of years * Number of semi-annual periods in a year} \\[0.3 cm] &= 7 * 2 \\[0.3 cm] &= 14 \\[0.3 cm] \end{align*} {/eq}
The semi-annual interest rate is given by:
{eq}\begin{align*} &= \dfrac{\text{Annual interest rate}}{\text{Number of semi-annual periods in a year}} \\[0.3 cm] &= \dfrac{12\%}{2} \\[0.3 cm] &= 6\% \\[0.3 cm] \end{align*} {/eq}
The value of the deposit at the end of 7 years is computed as follows:
{eq}\begin{align*} &= \text{Amount deposited initially * (1 + semi-annual interest rate)} ^ {\text{Number of semi-annual periods}} \\[0.3 cm] &= \$42,000 * (1 + 6\%)^{14} \\[0.3 cm] &= \$42,000 * (1.06)^{14} \\[0.3 cm] &= $94,957.97 \end{align*} {/eq}","Future Value: Using the concept of the time value of money, the future value of a deposit at a certain point in time in the future can be ascertained. The future value is directly related to the interest rate and the compounding frequency."
24,"If you put $10,000 in an investment that returns 14 percent compounded monthly what would you have after 12 years (round to nearest $10)?","$11,490","$53,140","$48,180","$61,270",B,"The correct answer is closest to option
B) {eq}$53,140

{/eq}.
The number of months for the investment is computed as:
{eq}\begin{align*}

&= \text{Number of years  * Number of months in a year} \\[0.3 cm]

&= 12 * 12 \\[0.3 cm]

&= 144 \\[0.3 cm]

\end{align*}

{/eq}
The monthly interest rate is given by:
{eq}\begin{align*}

&= \dfrac{\text{Annual interest rate}}{\text{Number of months in a year}} \\[0.3 cm]

&= \dfrac{14\%}{12} \\[0.3 cm]

&= 1.167\% \\[0.3 cm]

\end{align*}

{/eq}
The value of the investment after 12 years is computed as:
{eq}\begin{align*}

&=  \text{Amount invested * (1 + monthly interest rate)} ^ {\text{Number of months}} \\[0.3 cm]

&= \$10,000 * (1 + 1.167\%)^{144} \\[0.3 cm]

&= \$10,000 * (1.01167)^{144} \\[0.3 cm]

&= \$10,000 * 5.3136 \\[0.3 cm]

&= $53,136

\end{align*}

{/eq}","Future Value: The future value of an investment denotes the equivalent worth at a certain point in time in the future. The expected future value increases with the increase in interest rate, compounding interval, and time till maturity."
25,"What is the future value of {eq}\$7,000

{/eq} deposited for two years earning {eq}8\%

{/eq} interest rate annually?","{eq}\$1,165

{/eq}.","{eq}\$8,165

{/eq}.","{eq}\$7,000

{/eq}.","{eq}\$15,165

{/eq}.",B,"The future value of $7,000 deposited for two years earning an 8% interest rate annually is b. $8,165
The future value of an amount of money deposited today can be calculated using the following formula:
{eq}FV = PV \times (1+r)^n

{/eq}
Where,
PV = Present value of the principal amount deposited today = $7,000
FV = Future accumulated value
r = annual rate of interest = 8%
n = investment duration = 2 years
Thus, by putting the corresponding values in the above formula, we get,
{eq}\begin{align*}

FV &=$7,000\times(1+0.08)^2\\

&=$7,000\times1.1664\\

&=$8,164.80\\

\end{align*}

{/eq}","Bank Deposit: One of the safest and most common ways of investing is depositing one's savings in a bank account. An individual can deposit his money in a savings account, checking account, fixed deposit, money market account, etc. The term deposits offer annualized interest rates compounded quarterly so that the investors can earn a significant return on their principal at the time of maturity."
26,"If Lucy earns a 6% after-tax rate of return, $19,000 received in four years is worth how much today?","$15,048.","$17,884.","$19,000.","$20,649.",A,"The correct answer is
a. $15,048.
The formula to calculate the present value is -
{eq}\text{Present Value} = \dfrac{\text{Future Value}}{(1 + i)^{n}} {/eq}
Where,
i = interest rate
n = number of years
Here,
Future Value = $19,000
i = 6%
n = 4 years
Putting values, we get -
{eq}\begin{align} \text{Present Value} &= \dfrac{\text{Future Value}}{(1 + i)^{n}}\\ &= \dfrac{\$19,000}{(1 + 0.06)^{4}}\\ &= \dfrac{\$19,000}{1.06^4}\\ &= \$15,048\\ \end{align} {/eq}","Time Value of Money: The concept of the time value of money in financial mathematics states that the value of money is not absolute, rather it is relative to the period of time of cash flow."
27,Which of the following is a capital budgeting method that ignores the time value of money?,return on assets,internal rate of return,net present value,payback,A,"The answers are a. return on assets and d. payback
Explanation:
The return on assets shows the average net income as a percentage of the average assets of the business. The projects are selected only if the return on assets is more than the required rate of return. It considers the net income and not the cash flows. It does not consider the time value of money.
The payback period computes the period required to recover the initial investment. It simply uses the expected cash flows. It does not consider the time value of money.
Analysis of other options:
Both the internal rate of return and the net present value use the present value of cash flows and thus consider the time value of money.","Time Value of Money: The time value of money is a financial mathematical concept that states that the value of money is not absolute, but it is relative to time. The purchasing power of money decreases with time. This is the time value of money."
28,The longer you have to wait for a future amount to be received:,The lower its present value will be.,The higher its present value will be.,"Time does not affect present value, so it doesn't matter how long you have to wait.","Beyond 10 years, the value doesn't change anymore because 10 years might as well be 20 years.",A,"The answer is
a. The lower its present value will be.
Future value formula:
{eq}Present\:value = \displaystyle \frac{Future\:value}{(1 + Discount\:rate)^N} {/eq}, where
N: Number of waiting periods.
If the number of waiting periods is extended, the discount factor will increase. Thus, the present value associated with a given future value will be lowered.","Future Value: The future value of an investment tells an investment how much the investment will be worth after a given holding period. Thus, an estimation of the investment's future value is necessary to ensure that an investor can achieve a financial goal."
29,"Bonita Industries will invest $880,000 today. The investment will earn 6% for 5 years, with no funds withdrawn. In 5 years, the amount in the investment fund is:","$880,000.","$1,144,000.","$1,177,642.","$1,179,455.",C,"The correct answer is closest to option
C. $1,177,642
.
The amount of the investment in 5 years is computed as follows:
{eq}\begin{align*} &= \text{Amount invested today * (1 + annual interest rate)} ^ {\text{Number of years}} \\[0.3 cm] &= $880,000 * (1 + 6\%)^{5} \\[0.3 cm] &= $880,000 * (1.06)^{5} \\[0.3 cm] &= $1,177,638.51 \end{align*} {/eq}","Future Value of Investment: The future value of an investment made today represents its equivalent worth after a certain number of years. It is directly related to the nominal interest rate, interval of compounding, and time till maturity."
30,An effective interest rate is:,The stated annual interest rate of a loan which does not account for compounding.,The actual interest rate earned or charged which is affected by the number of compounding periods.,The frequency of compounding for any given interest level and time period.,None of the above.,B,"The correct answer is
b. The actual interest rate earned or charged which is affected by the number of compounding periods.
The real interest rate generated by an interest-generating investment, taking into consideration the effect of compounding, is called the effective interest rate. It is directly proportional to the frequency of compounding and the stated interest rate.
The other options are incorrect.
a.
The stated annual interest rate of a loan which does not account for compounding:
The stated interest rate on an investment is called the nominal interest rate.
c.
The frequency of compounding for any given interest level and time period:
The number of times the interest on an investment is compounded in a year is called the frequency of compounding.
d.
None of the above:
Since option b is correct, this option is not the answer.","Compounding: The process by which an asset's earnings are reinvested and, as a result, interest is charged on the initial principal, and the interest accumulated thereon is called compounding."
