id,question,A,B,C,D,Answer,Explanation,Hint
21,Suppose that the rate on a 3 -month treasury bills is (on a yearly basis) 10% in London and 6% in New York and the spot rate of the pound is $2.,How can a US investor undertake uncovered interest arbitrage?,What happens if the spot rate of the pound in 3 months is $ 1.99? $1.98? $ 1.96?,How can the US investor undertake covered interest arbitrage if the pound is at a 3-month forward discount of 1% (per year)?,,A,"We can derive the following information from the question.
The rate of a 3-month treasury bill is:
10% in London,
6% in New York.
The pound's spot rate is $2.
(A)	How can a US investor undertake uncovered interest arbitrage?
Present Borrow: $100 in USD = 6% for 3 months
Convert the dollars to pounds = {eq}\dfrac{100}{2}

{/eq} = 50 pounds
Purchase British treasury bills worth 50 pounds. The bills will earn 10% interest in three months.
Matured value of UK Treasury bill = {eq}50(1 + \dfrac{0.10}{4})

{/eq} = 51.25 pounds
Convert 51.25 pounds to USD using expected exchange rates = {eq}2* \dfrac{(1+\dfrac{0.1}{4})}{\dfrac{0.06}{4}}

{/eq} = 2.01 USD per GBP
Convert revenue to USD = 51.25*2.01 = 103.0125 USD
Earnings due if borrowed in the US = {eq}100* (1+\dfrac{0.06}{4})

{/eq}
=
101.5 USD
Arbitrage earning = 103.0125 - 101.5 =
1.5125 USD
(B)	What happens if the spot rate of the pound in 3 months is $ 1.99? $1.98? $ 1.96?
If spot rate in 3 months is $1.99/GBP:
Arbitrage earning = (51.25 * 1.99) - 101.5
= $0.4375
If spot rate 3 months is $1.98/GBP
Arbitrage earning = (51.25 * 1.98) - 101.5 =
$-0.025
If spot rate 3 months is $1.96/GBP
Arbitrage earning = (51.25 * 1.96) - 101.5 =
$-1.05
(C)	How can the US investor undertake covered interest arbitrage if the pound is at a 3-month forward discount of 1% (per year)?
Get into a 3 months forward contract for GBP in USD
{eq}\dfrac{2}{1+(\frac{0.01}{4})}

{/eq} =
1.995 USD/GBP","Foreign Exchange: Foreign exchange refers to the act of swapping one currency for another. Foreign exchange transactions are facilitated through the foreign exchange market. Just like other free markets, pricing in forex markets is dependent on forces of supply and demand."
22,The buyer of a forward contract agrees to:,Deliver a product at a later date for a price set today.,Receive a product at a later date at the price on that later date.,Receive a product at a later date for a price set today.,Deliver a product at a later date for a price set on that later date. E.None of the above answers.,C,"The correct answer is C.
A forward contract's purchaser concedes to acquire a product afterward for a currently set price. A forward contract is usually described as a specialized agreement linking two parties to purchase or sell assets at a particular price later. A buyer buys a forward contract when they anticipate that a commodity's price or demand levels will rise in the future. Therefore, the buyers usually purchase the good when it is in plenty; they stockpile it and sell the same good when its supply has diminished. Buyers can always purchase a forward contract for some goods, but not all.","Contract: A contract is described as an obligatory official instrument joining two or more parties that explains and influences the participants' freedoms and responsibilities to an agreement. Every nation identified by the private international law has its local structure of law to control contracts. Therefore, the law structures usually vary significantly across various countries."
23,A forward contract is an example of a balance sheet hedge. True or False?,True,False,,,B,"This statement is false
.
The balance sheet is a list of the company's assets and liabilities, all recorded at their historical cost and at the historical currency exchange rate.  The value of the balance sheet cannot be influenced by derivative contracts.  A forward contract, however, can be an example of an income statement hedge because this contract can affect the value of expected revenues and costs.","Hedging vs Speculating: Derivative contracts, such as forwards and futures, can be used for both hedging and speculating.  Hedging aims to reduce the the overall portfolio risk of an investor, while speculating aims to increase it."
24,Which of the following is NOT true regarding non-deliverable forward (NDF) contracts?,NDFs are used primarily for emerging market currencies.,NDFs can only be traded by central banks.,Pricing of NDFs reflects basic interest rate differentials plus an additional premium charged for dollar settlement.,All of the above are true.,A,"In the table below each statement will be answered by true or false:
Statement
True or False
a. NDFs are used primarily for emerging market currencies.
False
NDFs are commonly used for illiquid or untraded currency
b. NDFs can only be traded by central banks.
False
NDFs are available to all interested parties who has access to over-the-counter trading
c. Pricing of NDFs reflects basic interest rate differentials plus an additional premium charged for dollar settlement.
False
Pricing of NDFs are based on agreed upon rates against the spot rate at the time of settlement.
d. All of the above are true.
False
All of the above statements are false
The answer to the question is
d. All of the above are true.",Forward Contract Non-deliverable forward (NDF) contracts are traded over-the-counter (OTC) and have been widely used for two-party currency contracts to exchange cashflows. There are two types of parties in a forward contract. A hedger is someone who wants to lessen the risk and a speculator is someone who wants to make a profit from taking a risk.
25,A forward contract:,commits the parties to the contract upfront to do something in the future.,"creates a right, but not an obligation to do something in the future.",are standardized and trade on stock markets and exchanges.,"are settled through clearing houses, thus removing credit risk.",A,"The correct answer is the a. commits the parties to the contract upfront to do something in the future.
A forward contract is a contract between two parties committing to buy or sell an asset at a specified price on a future date.",Forward Contract: A Forward Contract is a contract that specifies the price and quantity of an asset to be purchased and delivered in a future period. It is not standardized and not traded in the regular exchanges. Forward contract is an agreement to buy or sell an asset for a certain price on a certain future date.
26,"Suppose the gold spot price is $1700/oz, the 1-year forward price is 1760.54, and the continuously compounded risk-free rate is 4%. Calculate the following:",the lease rate,the return on a cash-and-carry if gold cannot be loaned,the return on a cash-and-carry if gold is loaned and it earns the lease rate,,A,"a.
{eq}Lease \ rate \ = \ Risk-free \ rate \ - \ \left ( \dfrac{Forward \ price \ - \ Spot \ price}{Spot \ price} \right )

\\

Lease \ rate \ = \ 4\% \ - \ \left ( \dfrac{1,760.54 \ - \ 1,700}{1,700} \right )

\\

Lease \ rate \ = \ 0.04 \ - \ \left ( \dfrac{60.54}{1,700} \right )

\\

Lease \ rate \ = \ 0.04 \ - \ 0.0356

\\

Lease \ rate \ = \ 0.0044 \ or \ 0.44\%

{/eq}
b.
{eq}Return \ on \ cash \ and \ carry \ = \ \dfrac{Forward \ price \ - \ Spot \ price}{Spot \ price}

\\

Return \ on \ cash \ and \ carry \ = \ \dfrac{1,760.54 \ - \ 1,700}{1,700}

\\

Return \ on \ cash \ and \ carry \ = \ \dfrac{60.54}{1,700}

\\

Return \ on \ cash \ and \ carry \ = \ 0.0356 \ or \ 3.56\%

{/eq}
c.
Return on cash and carry = 3.56% + 0.44%
Return on cash and carry = 4%","Forward: A forward contract is a financial agreement between two or more parties to exchange assets at a future date. A forward contract is regulated, which means it is not traded on a stock exchange."
27,Which of the following has provided a major inducement for speculators to participate in the futures market?,low margin requirements,low bid-ask spreads,high volume compared to the forward market,all of the above,D,"The correct option is d) all of the above
Let's analyze why each of the options is beneficial:
a) low margin requirements - Since there is an exchange involved, a low margin can be offered.
b) low bid-ask spreads - Due to a large volume of trades, the bid-ask spread is low.
c) high volume compared to the forward market - Since they trade on an exchange, the volume is higher than OTC forward markets.",Futures Market: Futures markets have standardized contracts that trade on an exchange. They allow buyers and sellers to buy or sell a given asset at a future date at an agreed price. Futures may be preferred as they offer various benefits.
28,"If the spot price of gold is $1,100 per ounce and the future contract on gold which matures in six months is $1,275. What is the BASIS:",$200,$275,$225,$175,D,"Basis = Spot price - forward price
Basis = $1,100 - $1,275
Basis = $175 The answer is D.",Basis: Spot price is the current market price. It is the price for immediate delivery whereas forward price is the price agreed to today for delivery to take place in future. The difference between spot price and forward price is called basis.
29,The forward market is especially well-suited to offer hedging protection against:,translation risk exposure,transactions risk exposure,political risk exposure,taxation,A,"Correct Answer: b
The forward market is the means for hedging the transaction risk. One reason for the existence of multinational firms in the forward market is transaction exposure. The multinational firm cannot get away from the forward market in the flexible exchange rate scenario. They have to trade in different tools that help them hedge transaction exposure.
An explanation for incorrect options:
Option a: Forward market is not very much suited for translation risk as this risk applies to the balance sheet items. The market is helpful only for monetary items.
Option c: Political risk exposure is not dealt with in the forward market; a firm can manage it through other policies.
Option d: Taxation is not related to the forward market; it depends on the profit and taxation strategies.","Translation: A reconciling activity facilitating the compliance of laws by changing the subsidiary's financial records into its reported currency is the translation. Different firms have different reporting currencies, and they translate the statement accordingly."
30,"Assume you are an American importer and expect to pay 50,000 pounds at the end of 60 days. You can remove the risk of loss due to an appreciation of the pound by:",Selling pounds in the forward market for 60-day delivery.,Buying pounds now and selling it at the end of 60 days.,Buying pounds in the forward market for 60-day delivery.,Keeping the pounds in Britain after it is delivered to you.,C,"The answer is C).
To remove the risk, you need to fix an exchange rate between pounds and U.S. dollars. Since you need to pay pounds at the end of 60 days, you need a contract that allows you to purchase pounds using U.S. dollars in 60 days. A forward contract to buy pounds for 60-day delivery will achieve this purpose.","Forward Contracts: Forward contracts allow investors to lock in a price for a commodity or asset at a future date of transaction. In this way, the investors can remove risks associated with changes in prices over time."
31,The spot price of an investment asset that provides no income is $30 and the risk-free rate for all maturities (with continuous compounding) is 10%. What is the three-year forward price?,$50.40,$33.00,$40.50,$33.16,C,"Assuming no arbitrage opportunities, the spot market price (S) of the asset must be the present value of the forward price (F) discounted at the risk-free rate (r) for a period of three years (t = 3):
{eq}S=F*e^{-r*t}\\

30=F*e^{-0.1*3}\\

F=\$40.50\\

{/eq}
The correct answer is C).",Forward Value vs. Forward Price: The value of a forward contract should not be mistaken with the forward price.  The forward price is fixed.  It is the price at which the buyer and the seller will exchange the futures asset.  The forward value changes with the market conditions.  It can be a positive or negative change.
32,A single stock futures contract on a non-dividend-paying stock with current price $170 has a maturity of one year.,"If the T-bill rate is 4.8%, what should the futures price be? (Round your answer to 2 decimal places.)",What should the futures price be if the T-bill rate is still 4.8% and the maturity of the contract is three years? (Do not round intermediate calculations. Round your answer to 2 decimal places.),What if the interest rate is 6.3% and the maturity of the contract is three years? (Do not round intermediate calculations. Round your answer to 2 decimal places.),,A,"We can use the following non-arbitrage pricing formula to compute the forward price of a stock with no dividend payments:
{eq}\displaystyle

S_T = S_0e^{rT}

{/eq}
where
{eq}T{/eq} is the number of periods before the forward contract expires
{eq}S_0{/eq} is current asset price
{eq}S_T{/eq} is the forward asset price
{eq}r{/eq} is the risk free rate
a. Applying the formula, the futures price for a one-year maturity is:
{eq}\displaystyle

170*e^{4.8\%} = 178.36

{/eq}
b. If the maturity date is three years, the price of the futures is:
{eq}\displaystyle

170*e^{4.8\%*3} = 196.33

{/eq}
c. If the interest rate is 6.3%, the price of the futures is:
{eq}\displaystyle

170*e^{6.3\%*3} = 205.37

{/eq}","Stock Future: A stock future is a financial derivative that specifies the price and the time of contract between two parities, with a stock being the commodity to be transacted. A long position in a future contract is similar to (but different from) a call option, while a short position is similar to (but different from) a put option."
33,A forward exchange agreement between currencies states the rate of exchange at which a foreign currency will be bought forward or sold forward at a specific date in the future. True or False?,True,False,,,A,"The answer is
True
A forward exchange contract serves the following two purposes:
1. Minimize foreign exchange losses - The exchange rates keep changing dynamically. Hence a forward exchange contract enables the selection of a conversion rate at any future date called Spot Rate. On the future date, that is the date of settlement, irrespective of the prevailing rate of exchange, the transaction is carried out at the agreed spot rate only.
2. Hedging- The forward exchange contracts themselves are traded as an instrument. The lower the spot rate of a contract, the more money a buyer will pay for the said contract.","Contract A contract is an agreement between any two parties. It can be enforced and thereby assures one and another of performance. Documentation of the same is not a statutory mandate. However, it is advisable."
34,"The forward premium on the British pound sterling, given a spot rate of $1.8000 and a three-month forward rate of $1.7800 is:",-11.11%,-4.44%,+1.10%,-1.10%,B,"Because you can buy less $ in the forward market than in the spot market, the British pound trades at a forward discount.  Using the formula for the forward premium:
{eq}Premium=\frac{Forward \ rate - Spot \ rate}{Spot \ rate}*\frac{360}{Contract \ days}\\

Premium=\frac{1.78- 1.8}{1.8}*\frac{360}{90}\\

Premium=-4.44\%\\

{/eq}
The discount is 4.44% (Answer: b.)","Forward Premium vs Discount: If a currency trades at a forward premium, this currency is expected to appreciate and its forward rate is higher than its spot rate.  If it trades at a discount, the currency is expected to depreciate."
