id,question,A,B,C,D,Answer,Explanation,Hint
11,"On March 1, 2016, Mandau Services issued a 3% long-term note payable for $15,000. It is payable over a 3-year term in $5,000 principal installments on March 1 of each year, beginning March 1, 2017. Each yearly installment will include both principal repayment of $5,000 and an interest payment for the preceding one-year period. What is the amount of total cash payment that Mandau will make on March 1, 2017?","$15,000 ","$5,000 ","$5,225 ","$5,450 ",D,"The correct answer is
d. $5,450.
Given information:
3% Long-term note payable value = $15,000
Interest rate = 3%
Principal repayment installment amount = $5,000
Step 1:
A note payable was issued on March 1, 2016, and the first cash payment is to be made on March 1, 2017, which is 1 year later. Therefore, the interest is calculated for the whole year. The interest payable on the long-term note payable is calculated below.
{eq}\begin{align*}{\rm\text{Interest on long - term note payable}}& = {\rm\text{Note payable value}} \times {\rm\text{Interest rate}}\\ &= \$ 15,000 \times 3\% \\ &= \$ 450\end{align*} {/eq}
The interest on the long-term note payable is $450.
Step 2:
The total cash payment is calculated as the given monthly installment of $5,000 plus the computed interest of $450.
Particulars
Amount
Principal repayment installment amount
$5,000
Add: Interest on note payable
$450
Total cash payment on March 1, 2017,
$5,450.
The cash payment on March 1, 2017, is
$5,450.","Long-term Note Payable: The long-term note payable refers to the monetary obligation a business is bound to discharge after the tenure of the note payable or a predetermined time, along with an excess payment for interest."
12,"On May 1, Kingston Company received a $6,000, 10%, four-month note receivable. The cash to be received by Kingston Company when the note becomes due is:","$6,200.00 ","$6,600.00 ",$200.00 ,"$6,000.00 ",A,"The correct answer is
a. $6,200
.
Given information:
Value of note= $6,000
Rate of interest= 10%
Number of months = 4
The total cash due is determined by adding the value of the note and the interest on it.
Step 1: The interest on note is calculated below:
{eq}\begin{aligned} \text{Interest on Note} &=\text{Value of Note} \times \text{Rate of Interest} \times \frac{\text{Number of Months}}{\text{Total Number of Months in a Year}} \\ &= \$6,000 \times 10\% \times \frac{4}{12}\\ &=\$200 \end{aligned} {/eq}
The interest on note is $200.
Step 2: The cash to be received is calculated below:
{eq}\begin{aligned} \text{Cash to be Received} &=\text{Value of Note} + \text{Interest on Note} \\ &= \$6,000 + \$200\\ &=\$6,200\end{aligned} {/eq}
The cash to be received when the note becomes due is $6,200.","Notes Receivable: Debts owed by customers to the company are referred to as notes receivable. The note clearly lays out all of the terms and conditions, and the notes receivable are shown as assets on the balance sheet."
13,Sales to customers who use bank credit cards such as MasterCard and Visa are usually recorded by a(n):,"decrease in Bank Credit Card Sales, increase in Credit Card Expense, and increase in Sales.",increase in Cash and increase in Sales.,"increase in Cash, decrease in Credit Card Expense, and increase in Sales.","decrease in Sales, increase in Credit Card Expense, and decrease in Cash.",B,"When a customer uses bank credit cards as a payment for goods and services acquired, the seller must record the said sales as follows.
Date
Account Title
Debit
Credit
xx
Cash
xx
Credit Card Expense
xx
Sales
xx
To record receipt payment.
The credit card expense is an expense the servicing bank charges as a form or service fee. The bank usually charges it to the seller. Therefore, the correct answer is option
b. increase in Cash and increase in Sales.
Note that credit card expense increases, not decreases.","Credit Cards: In business and finance, using credit cards provides convenience by allowing cardholders to make purchases without carrying cash or a checkbook. It can also be used to manage finances."
14,"Taking advantage of a 2/10, n/30 purchases discount is equal to a yearly savings rate of approximately:",24%,20%,36%,2%,C,"The correct answer is
option c. 36%.
Given information:
Discount percentage: 2% (2/10 means 2% discount if paid within 10 days)
Credit days: 30 (n/30 means net (full) amount should be paid within 30 days)
Discount days: 10
Determine the yearly savings rate by dividing the number of days in a year by the difference between credit days and discount days and then multiplying the resultant by the discount rate:
{eq}\begin{aligned} \text{Yearly savings rate} &=\text{Discount rate}\times \frac{\text{Number of days in a year}}{\text{Credit days}-\text{Discount days}} \\ &=2\%\times \frac{360}{30-10} \\ &=2\%\times 18 \\ &=36\% \end{aligned} {/eq}
Hence, the yearly savings will be 36%.","Credit Terms: When goods are sold on credit, certain credit terms are already agreed upon by the parties concerned, such as the payment date, cash discount, interest rate, installment amount, and timings. It is crucial to decide the credit terms in advance to avoid encountering any irregularities and inconsistencies later."
15,"The company needs more time to pay a $5,000 accounts payable and a 120-day, 10% note was issued. The journal entry to record this would include a credit to:",accounts payable.,sales tax payable.,cash.,note payable.,D,"The correct answer is
d. note payable
.
In the given situation, the company borrows time by canceling the accounts payable and issuing a new note for the amount due, payable on the due date, along with accrued interest. The following entry should be recorded for this transaction:
Date
Account Title
Debit
Credit
Accounts Payable
$5,000
Notes Payable
$5,000
Accounts payable have a credit balance, and to cancel them, we should debit the account and create a new liability by crediting notes payable.","Negotiable Instruments: An important feature of negotiable instruments is their negotiability, meaning they can be transferred to another party who becomes the new owner of the instrument. Checks, promissory notes, and bills of exchange are a few examples."
,,,,,,,,
17,The due date of a 60-day note dated July 12 is:,September 11.,September 8.,September 9.,September 10.,D,"The correct answer is
d. September 10
.
A note's maturity date refers to the specified deadline by which the principal amount of the note must be repaid in full, along with any accrued interest, to the holder of the note. The key inputs in determining the note's maturity date include:
Note issuance date = July 12
Note period = 60 days
The note's maturity date is September 10, as determined below:
Month
Days in each month to cover the note period
July
19 days
August
31 days
September
10 days
Note term
60 days","Notes Payable: Notes payable refers to a written promise by a borrower to repay a specific amount of money, along with any agreed-upon interest, to the lender on a predetermined future date. It represents a liability for the borrower and an asset for the lender."
18,"The interest charged on a $100,000 note payable, at the rate of 8%, on a 90-day note would be:","$8,000.00 ","$4,444.00 ","$2,000.00 ",$667.00 ,C,"The correct answer is
c. $2,000
.
The inputs needed to calculate the interest on notes payable are listed below:
Face value of the note = $100,000
Note period = 90 days
Days in a year = 360 (Assumed)
Interest rate = 8%
The inputs when arranged logically, give us the desired metric:
Interest on the note = Face value of the note × Interest rate × {eq}\dfrac{90}{360} {/eq}
Interest on the note = $100,000 × 8% × {eq}\dfrac{90}{360} {/eq}
Interest on the note = $2,000","Accrued Interest: Accrued interest computation determines the interest incurred and accumulated on a loan or investment over the note period. The main inputs to compute the metric are the interest rate, principal amount, and time elapsed since the last interest payment."
19,The lender of a note recognizes a note receivable on the balance sheet and interest revenue on its income statement.,TRUE,FALSE,,,A,"The correct answer is option a. True.
When a lender issues a note, they recognize a note receivable on their balance sheet, reflecting the amount owed to them by the borrower. As the borrower makes interest payments, the lender will record interest revenue on their income statement. It represents the income earned from lending the money to the borrower.
Usually, when this transaction occurs, this must be recorded in the company's book as follows.
Date
Account Title
Debit
Credit
xx
Notes Receivable
xx
Cash
xx
To record the issuance of notes.
Interest Receivable
xx
Interest Revenue
xx
To record accrual of interest.","Note Issuance: Note issuance refers to the process of creating and issuing a promissory note, which is a financial instrument or a written agreement between two parties - a borrower and a lender."
20,"The management of Patricia's Paddle Boats has proposed to reorganize the firm. The proposal is based on a going-concern value of {eq}\$2,100,000 {/eq}. The proposed financial structure is {eq}\$1,000,000 {/eq} in new mortgage debt, {eq}\$100,000 {/eq} in subordinated debt, and {eq}\$1,000,000 {/eq} in new equity. All creditors, both secured and unsecured, are owed {eq}\$2,500,000 {/eq}. Secured creditors have a mortgage lien for {eq}\$1,300,000 {/eq} on the factory. The corporate tax rate is {eq}34\% {/eq}. What will the equity holders receive if they had 5 million shares with a par value of {eq}\$0.50 {/eq} each?",{eq}\$0 {/eq}.,"{eq}\$35,714 {/eq}.","{eq}\$583,333 {/eq}.","{eq}\$1,000,000 {/eq}.",A,"The new financial structure will be worth $2,100,000. All creditors are owed $2,500,000. As the secured creditors and unsecured creditors have a higher claim over equity holders in an event of liquidation or reorganization, the equity holders will not receive anything as the total worth of the company before restructuring is $5,000,000($2,500,000 + 5,000,000 * $0.50) and the new financial structure is only worth $2,100,000. Hence, the correct answer is
a. {eq}\$0 {/eq}.","Capital Structure Reorganization: A company might need to rearrange its capital structure if the management thinks the present structure is not giving the desired results. By rearranging, the debt-equity mix, the company may get an optimum capital structure which will optimize the company's future operations and performance."
21,The party promising to pay a note at maturity is the payee.,TRUE,FALSE,,,B,"The statement is
b) False
.
There are two parties to a note:
Maker
Acceptor or Payee
The maker, also called the borrower, is the person who issues a note to the lender against a borrowed sum. The payee is the party to whom the payment should be made at a predetermined future date.",Promissory Note: A promissory note is a legally binding document that contains a written promise from one party to pay a specific sum of money to another party at a specified future date. It is a negotiable instrument that is also a source of credit for businesses.
22,The time frame when customers are allowed to pay their bills and still be eligible for a discount is the:,credit period,discount period,closing period,due date,B,"The correct answer is
B. discount period.
To encourage customers to pay their bills on time, the suppliers often offer a cash discount if the bill is paid within a specific time period. This time frame when a customer can pay a bill and be eligible for a discount is called the discount period.
The other options are incorrect.
A.
Credit period:
The total time period within which the customer needs to pay the invoice amount is called the credit period. During this time, no interest is charged on the outstanding invoice amount.
C.
Closing period:
This is a term associated with credit cards and refers to the last of the billing cycle.
D.
Due date:
This term is also associated with credit cards and refers to the last date when the credit card bill must be paid to avoid interest charges. However, usually, no discount is offered for paying the bill on or before the due date.","Terms of Payment: Trade credit is an important part of every business. It enables a business to acquire the required materials without making an upfront payment. However, the trade credit is granted on strict terms. The terms on which the credit is granted are called the terms of payment."
23,"What is the nominal cost of trade credit if the terms are 3/10, net 40 assuming that customers forego the discount and pay on the 40th day?",35.90%,36.40%,37.60%,38.20%,C,"The correct answer is option c.
Given information:
The discount rate is 3%.
The discount days are 10 days.
The full payment days are 40 days.
Assuming 365 days in a year.
Calculation of the nominal cost of trade credit:
The nominal cost of trade credit is a method used for computing the cost of the trade credit. It can be assessed with the help of the rate and days specified.
{eq}\begin{align*}{\rm\text{Nominal cost}} &= \left( {\frac{{{\rm\text{Discount rate}}}}{{1 - {\rm\text{Discount rate}}}}} \right) \times \left( {\frac{{365}}{{{\rm\text{Full payment days}} - {\rm\text{Discount days}}}}} \right)\\ &= \left( {\frac{{3\% }}{{1 - 3\% }}} \right) \times \left( {\frac{{365}}{{40 - 10}}} \right)\\ &= 0.03 \times 12.6\\ &= 37.8\end{align*} {/eq}
Therefore, the nominal cost of trade credit is 37.8%.
This is not given in the above options, so taking the nearest value is 37.6%.",Trade credit: A type of credit that results from normal business dealings including credit purchases and unpaid bills is regarded as trade credit. The supplier company offers the buying company credit terms facilities.
24,Which of the entities listed is not subject to an involuntary bankruptcy petition?,A municipality.,A partnership.,A wholesaler company.,A retailing corporation.,A,"The correct answer is
a. A municipality.
When businesses invest in their people by hiring smart people, training them well, and keeping them happy, they can provide superior service to their clientele, which in turn increases their satisfaction and loyalty. The Novel Nook should hire people who are enthusiastic about books and reading, provide extensive training opportunities, and prioritize employee happiness through fair pay, a welcoming environment, and ample room for professional development.
The other answer options are incorrect.
b. A partnership.
If the partnership is unable to pay its debt, creditors can file an involuntary bankruptcy petition.
C. A wholesaler company
. This option is not correct because, like other private entities, a wholesaler company can also file an involuntary petition for bankruptcy.
d. A retailing corporation.
This option is not correct because retail corporations are private entities, and if they fail to meet their obligations, they can file an involuntary bankruptcy petition.","Involuntary Bankruptcy: Involuntary bankruptcy occurs when the creditor (the party who lends money) files for bankruptcy because the company is not able to pay its debt. The court processes the petition, and the debts are paid from the liquidation of the company's assets."
25,Who typically receives first priority when resources are divided as part of a business's liquidation?,Stockholders,Owners,Creditors,Managers,C,"The correct answer is option C: Creditors.
When a business is liquidated, the resources obtained from selling off its assets are distributed among the various entities that the business owes money to, and creditors are most always given first priority. According to the absolute priority rule in bankruptcy law, distribution of resources goes in the following order:
Secured and unsecured creditors
Stockholders
That is, only
after
satisfying all the debts and obligations to creditors are any remaining assets divided among stockholders or owners.
Below are the reasons why the other answer choices are incorrect.
Choice A:
Stockholders are individuals or companies that hold shares in the company. As mentioned above, the absolute priority rule lists them as second after creditors in order of asset distribution when a business is liquidated. Therefore, they receive second priority as opposed to first priority.
Choice B:
Most owners of a company are stockholders of the company. Hence, once again referring to the absolute priority rule, they receive second priority as opposed to first priority during liquidation.
Choice D:
Managers within a company are employees of that company. Hence, during a business liquidation, they don't generally receive any of the resulting resources. The only exception to this is if a manager holds stock in the company in which they are employed making them a shareholder, but managers in general do not receive any priority when dividing resources upon a businesses liquidation.","Business liquidation: Business liquidation is similar to individual bankruptcy, but it is specific to businesses. That is, when a business comes to a point where they can no longer meet their financial obligations, they may choose to liquidate. When this happens, the business liquidates its assets in order to pay those financial obligations that they otherwise could not. Closing of the business usually follows shortly after a liquidation."
326,A company has the following balance sheet:,"$50,000 ","$100,000 ","$150,000 ","$200,000 ",B,"The correct option is b.
To calculate the estimated deficiency, first the balance after considering the mortgage payable is calculated as follows:
Net realizable value of plant and equipment
$350,000
Less: Mortgage payable
$300,000
Balance available to pay off creditors
$50,000
Thus balance available after considering the mortgage payable is $50,000.
Now calculation of the Estimated deficiency is as follows:
Loans payable
$150,000
Less: Balance available after mortgage payable
$50,000
Estimated deficiency
$100,000
Hence, the estimated deficiency is $100,000.",Bankruptcy: Continuous losses could lead the companies to a situation called Bankrupt. Bankruptcy makes companies incapable of discharging their dues and hence the companies shut down their operations.
327,"Ayayai Corp. purchased merchandise inventory with an invoice price of $18,000 and credit terms of 2/8, n/30.","$17,640 ","$18,000 ","$17,726 ","$13,680 ",A,"The correct option is (a)
Determining the net cost of the goods:
Particulars
Amount
Invoice price of the goods (A)
$18,000
Less: Discount @2% ($18,000*2%)
$360
Cost of goods (A-B)
$17,640
Hence, the net cost of the goods if Ayayai Corp. pays within the discount period is $17,640
Note: The discount is paid as Ayayai Corp. makes payment within the credit period.","Invoice: Whenever a buyer purchases goods from the seller, the buyer gets a document that lists all the details of the purchased goods with the amount of the merchandise, which is the invoice."
328,"Company A sells $600 of merchandise on account to Company B with credit terms of 2/10, n/30. If Company B remits a check taking advantage of the discount offered, what is the amount of Company B's check?",$588 ,$600 ,$540 ,$560 ,A,"The credit terms extended to Company B are 2% off is paid in 10 days (2/10) with the balance in full due within 30 days (n/30). To find the check from Company B within the discount period, we multiply the amount due by 98% (100% - 2%)
$600 × 98% =
a. $588","Invoice Terms: An invoice is a document generated by a vendor to inform the customer that an order or service is fulfilled and requesting payment. When an invoice is sent, the invoice terms determine what amount is due and when that amount is due."
329,The maturity date of a note payable is:,The date of the credit purchase.,The date the note was signed and replaced the account payable.,The day the note is due to be repaid.,The last day of the month.,C,"The maturity date of a note payable is
c. the day the note is due to be repaid.
For example, a note that is taken out on January 1st, 2023 and due on June 30th has a maturity date of June 30th. The repayment owed on this date is principal plus any interest accrued on the loan.
Analysis of Alternatives
a. The date of the credit purchase is the purchase date.
b. The date the note was signed and replaced the account payable is the issue date.
d. The last day of the month is the end of the month.","Note Payable: A note payable is issued to recognize a debt owed to an outside party. Unlike accounts payable, the terms usually include interest terms. The interest accrued on the note is recognized during the life of the note and, if the note's interest is due in a future period, it is accrued by adjusting entries."
365,"A customer purchased a $2,200 item at ApplianceWorld, paying with a credit card. ApplianceWorld is charged a 3% fee by the credit card company. When recording this sale, ApplianceWorld would:","debit accounts receivable for $2,200.","credit unearned sales revenue for $2,200.","credit sales revenue for $2,134.","credit sales revenue for $2,200.",D,"The correct answer is option
(d)
.
Appliance World will enter an entry that is a debit to Cash for $2,134 ($2,200 - $66), a debit to Credit Card Expense for $66 and a credit to Sales for $2,200, to record the sales by credit card.
Calculation of credit card expense:$$\begin{align*}

{\rm\text{Credit card expense}} &= {\rm\text{Sale value}} \times {\rm\text{credit card charge}}\% \\

&= {\rm\text{\$ 2,200}} \times {\rm\text{3}}\% \\

&= {\rm\text{\$ 66}}

\end{align*}

$$","Credit card expense One of the most popular methods of payment when a customer buys something from the market is a credit card. The credit card provider levies a fee that must be paid by the merchant. As a result, the person selling the thing must pay for it."
366,"A trade credit bill of {eq}\$80,000

{/eq} with terms of sale of 2/5, net 30 means the buyer saves _____ if the bill is paid within the discount period.","{eq}\$0

{/eq}.","{eq}\$1,600

{/eq}.","{eq}\$2,500

{/eq}.","{eq}\$4,000

{/eq}.",B,"The correct answer is
b. {eq}\$1,600

{/eq}.
A sale term of 2/5 net 30 means that the credit period is 30 days but if the debtors pay within 5 days, they get a discount of 2% on the bill amount of $80,000. Hence, the buyer will save $80,000 x 0.02 = $1,600",Trade Credit: Trade credits are sources of short-term financing and serve as a lifeline for small business holders. Trade credits help them gain debtor trust and build their business. The terms of trade credits have to be changed from time to time to avoid lag in receiving payments.
367,"Holmes Company received payment from a customer within the discount period; the payment terms of the sale were 2/10, n/30. The journal entry to record this transaction is:","Debit Accounts Receivable $9,800; debit Sales Discounts $200; credit Cash $10,000.","Debit Cash $10,000; credit Sales Discounts $200; credit Accounts Receivable $9,800.","Debit Accounts Receivable $10,000; credit Cash $9,800: credit Sales Discounts $200.","Debit Cash $9,800; debit Sales Discounts $200; credit Accounts Receivable $10,000.",D,"The discount period on the invoice of 2/10 means that 2% is taken off the total if paid within 10 days. The journal entry to record the receipt of cash is
D.Debit Cash $9,800; debit Sales Discounts $200; credit Accounts Receivable $10,000
Analysis of Alternatives
A. and C. Both credit Cash when cash is received and can be dismissed as the answer.
B. The cash received is the amount due, less the discount, so it should be a debit for $9,800 not $10,000.",Invoice: An invoice is a request to a customer for payment for goods or services rendered. Invoices are extensions of credit that include terms of credit such as payment dates and discount periods.
368,Lines of credit are short-term loans that are secured by collateral.,TRUE,FALSE,,,B,"The statement is
FALSE.
A lender usually offer a line of credit to existing customers who have a strong financial stability and a good payment history. Thus, most lines of credit are unsecured loans.",Open-End Credit: The open-end credit refers to a financing option that the borrower is assigned a credit limit and can spend up to the given limit. Interest will be charged on the borrowed fund. There are two common types of open-end credit: credit cards and lines of credit.
369,Making a credit card minimum payment:,Means you are paying a small portion of your total credit card debt,Is the same thing as making a late credit card payment,Will have a negative effect on your credit score,Will cause your credit card to be canceled,A,"The correct option is
A. means you are paying a small portion of your total credit card debt
.
A credit card is a type of card from which a person can make their purchases in the present period with a promise for its repayment in the future with a minimum amount. Thus, it can be stated that making a minimum credit card payment is a small fraction of the total credit card debt paid by a person each month.","Loan: In economics, a loan is the sum of money that a person takes from the bank with a promise of its future repayment in a series of payments that can be made each month."
