id,question,A,B,C,D,Answer,Explanation,Hint
16,Which of the following expenses on a home is not deductible annually?,Interest paid on a second mortgage,Interest paid on a first mortgage,Property taxes,Homeowners insurance premium,D,"The answer is
D. Homeowners insurance premium
A, and B. Incorrect. Interest charges on the first and second mortgage are allowed to deduct from the annual taxable income.
C. Incorrect. Property taxes are deductible expenses, which will lower the taxable income.
D. Correct. As the home is occupied for the homeowner's personal use, the homeowner insurance premium is not allowed to deduct from the taxable income.","Individual Income Tax: The law of individual income tax is imposed on people's annual income, which generates a main source of government's funds. Usually, all governments will practice the progressive tax system, in which the tax rates will increase when the taxable income goes up."
17,Which of the following expenses is not deductible as medical expense?,Insulin used for diabetes.,Wig was purchased upon the advice of a physician for the mental health of a patient who has lost all of his/her hair from disease.,"Swimming lessons, recommended by a doctor for improvement of general health.",Acupuncture is used to treat migraines.,C,"The answer is
option C.
Swimming lessons are not deductible since these are not recommended for the treatment or prevention of a specific illness of the taxpayer but for improvement only of the general health, which could be optional. The other answers are necessary costs for the condition or disease, deductible as medical expenses.","Medical Expenses: Aside from property taxes, sales taxes, charitable donations, and others, one of the itemized deductions is medical expenses, which are related to medication."
18,"A single taxpayer, who is not blind and who is under the age of 65, with an income of $8,750 must file a tax return.",True,False,,,B,"The statement is FALSE.
In this case, the total income is less than the standard deduction. Hence, this taxpayer does not need to file a Federal tax return, using the standard deduction for 2021 ($12,550 for a single taxpayer).
Note: The information on this site is for educational purposes only and is not a substitute for professional financial advice.",Taxable Income: The taxable income is the remainder of an individual income after all qualified deductions. The level of the taxable income will declare which tax bracket is appropriate for the taxpayer.
19,Which of the following forms is used to report capital gain distribution to taxpayers?,1099-B,1099-Div,1099-INT,1099-S,B,"The correct answer is option B. 1099-Div.
Capital gain distributions are taxable income reported to taxpayers on Form 1099-DIV. This form reports the total capital gain distributions paid to the taxpayer by a mutual fund or other investment instruments. This income is subject to taxes, and the taxpayer must calculate their taxes owed on the capital gain distribution amount. Capital gain distributions are an essential part of the tax process, as they provide taxpayers with an income that can be used to pay taxes, invest, or save. It is essential to accurately report capital gain distributions to ensure the correct amount of taxes are paid.
Accordingly,
the correct answer is option B. 1099-Div.","Tax Forms: It is essential to fill out tax forms correctly, as inaccurate or incomplete information can result in incorrect tax calculations, underpayment of taxes, or fines and penalties. It is also essential to file taxes on time, as failing to do so can lead to fines and penalties."
20,"A married taxpayer with $80,000 of taxable income filling married filing separately will have a larger tax liability than an unmarried taxpayer.",True,False,,,B,"The provided statement is
false
.
Under the IRS, the tax rate differs according to the taxpayer's taxable income and filing status. Concerning the 2022 tax slab, the lower taxable amount begins at $10,275 for both single filers and married filing separately.
The tax due on $80,000 will be $4,807 plus the excess amount over $41,775 at 22%. The tax bracket for an unmarried filer is the same if his or her taxable income is $80,000.
Thus, the provided statement is inaccurate and false.","Taxable Income: Taxable income represents the aggregate of investment income, salaries, wages, bonuses, and unearned income and excludes the applicable deductions and exemptions. It's the gross income portion that the taxpayer pays to the tax authority."
21,Irwin Company plans to issue new securities to the public. Irwin Company must file _____ with the Securities and Exchange Commission.,Form S-1.,Form 8-K.,Form 10-K.,Form 10-Q.,A,"The correct answer is option a. Form S-1.
If Irwin Company plans to issue new securities to the public, it must file Form S-1 with the Securities and Exchange Commission (SEC). Therefore, the correct answer is a. Form S-1.
Form S-1 is a registration statement that companies must file with the SEC to register the securities they plan to offer to the public. The purpose of Form S-1 is to provide investors with information about the offering and the company, including financial statements, risk factors, and other relevant information.
Incorrect Options
Option b. is incorrect. Form 8-K is used to report significant events not previously disclosed in a company's reports, such as a change in management or a significant acquisition.
Option c. is incorrect. Form 10-K is a form used for annual report that provides a comprehensive overview of a company's financial performance and operations.
Option d. is incorrect. Form 10-Q is a quarterly report that provides unaudited financial information about a company's quarterly performance.","Tax Forms: Individuals use tax forms, businesses, and other organizations to report their income, calculate the amount owed, and fulfill their tax obligations. These forms are provided by various taxing authorities, such as the Internal Revenue Service (IRS) in the United States, and are typically available online or in paper format."
22,Employers must furnish all employees with copies of the W-2 Form by January 31.,True,False,,,A,"True
Every American worker must receive a W-2 form from their employer by January 31st of the following year. W-2 forms detail an employee's yearly subject to tax wages, tips, and another reimbursement, as well as the total amount of federal, state, and other taxes withheld from their paychecks.
Workers need their W-2 form in order to file their own personal tax returns with the IRS and, if applicable, their state tax authorities. By the end of February, businesses must submit to the Social Security Administration (SSA) copies of all W-2 forms issued to workers, along with a transmittal form called Form W-3.",Income Tax: The income tax refers to the tax levied on the individual based on income and expenses. The income tax depends on the budget made by the federal government and is subject to change with government notifications.
23,"A partnership is not a tax paying entity, but must file a tax return.",True,False,,,A,"The given statement is
True.
According to the tax laws, the income of a partnership firm is not subjected to income tax. A partnership firm is not liable to pay any tax but must file an income tax return. The income tax return shows the total income generated by the partnership firm. It is like an information return.","Income Tax: The taxpayer must pay taxes on a portion of the income. Since it is a direct tax, the taxpayer cannot assign it to another party. Every nation has its unique tax regulations and tax slabs."
24,A taxpayer with a self-employment income of $600 must file a tax return.,True,False,,,B,"The statement is
FALSE.
If a firm pays a contractor a total amount of $600 and more, the firm is required to issue the form 1099-MISC to the contractor. However, the contractor will not need to file the Federal tax return if total income is less than the amount of standard deduction.
Disclaimer: The information on this site is for academic purposes only and is not a substitute for professional financial advice.","Individual Income Tax: People's income will be charged by income tax laws, in which the tax bracket is determined according to the level of taxable income. In practice, the taxable income is the remainder of gross income after all qualified deductions."
25,Not all realized gains and losses are recognized.,True,False,,,A,"The statement is  TRUE.
Recall that:
A realized gain or loss is a gain or loss a taxpayer incurred because an asset was sold for more or less than its adjusted basis.
A recognized gain or loss is the gain or loss included in the income tax return of the taxpayer.
Many events can lead to a realized gain or loss being deferred. This happens most commonly when a taxpayer transfer assets to a partnership or corporation in exchange for a partnership interest or shares in the corporation. In this transaction, the realized gain is often deferred, and the basis of the individual's investment in the partnership/corporation is the basis of the contributed asset.","Realized and Recognized Gains and Losses: In the income tax legislation, realized and recognized gains are losses are two concepts used to describe gains and losses that taxpayers make on the disposal of assets, and their income tax implications."
26,"Which of the following is not a ""trade or business"" expense?",Mortgage interest on a warehouse.,Depreciation of business equipment.,Mortgage interest on a personal residence.,Cost of goods sold.,A,"Let us discuss each alternative:
A) Mortgage interest on a warehouse.
Warehouses are used in the operations of a company, and the interest paid to finance their purchase is an ordinary and necessary business expense.
B) Depreciation of business equipment.
The depreciation on equipment used in operations is in fact a portion of the cost of the equipment that is allocated to the tax year. It is a business expense because the equipment is purchased to generate taxable revenues.
C) Mortgage interest on a personal residence.
This is the correct option because the interest on a personal residence is a personal expense. This does not mean that a taxpayer cannot get a tax deduction for it, but not under the business expense provisions.
D) Cost of goods sold.
The Cost of Goods Sold is the direct cost of the goods a company sells, and it is an ordinary and necessary business expense","Income Tax Deductions: Taxpayers are taxed on their total receipts minus items explicitly excluded from gross income. They can then various expenses, either under the general deduction formula, or because it is specifically allowed."
27,True or False: One of the reasons for the favorable tax treatment of capital gains is that the amount received often has to be reinvested in the business in order to maintain its productivity capacity.,True,False,,,A,"The correct answer is true.
The most crucial concept to grasp is that long-term realized capital gains are taxed at a rate that is far lower than ordinary income. Since appreciated assets must be held for at least a year and a day to qualify as long-term and for the preferred rate, investors have a strong incentive to do so. If the amount was reinvested in the organization so the firm can easily maintain its production capacity. Reinvesting those capital gains could appear like a strategy to postpone paying taxes and earn further tax advantages. However, whether or not you reinvest them, the IRS recognizes those capital gains when they happen. Therefore, investing your capital gains does not result in any immediate tax advantages.","Capital gain Any profit realized from the sale of a capital asset is referred to as a capital gain. The category of income includes the profit that is made. As a result, the income that is received must be taxed."
28,Most employers are required to withhold from employees which of the following employment taxes?,Only federal unemployment compensation tax.,Only state unemployment compensation tax.,FICA tax.,"FICA tax, state and federal unemployment compensation tax.",C,"The correct answer is option
(c)
.
Federal Insurance Contributions Act (FICA) tax, also known as the employer portion of social security and Medicare taxes, is typically required to be withheld by employers from employee earnings and salary. Medicare and Social Security taxes have distinct rates, and only Social Security has a wage base cap. The maximum wage for the year that is taxable is known as the wage base limit.","FUTA Any company that employs people must pay a payroll tax under the Federal Unemployment Tax Act (FUTA). In order to pay for unemployment benefits for those without jobs, the money it makes is distributed to state unemployment insurance agencies."
29,"Depot, Inc., a C corporation, has revenues of $400,000 and expenses of $500,000 excluding the Federal tax liability for 2015. Included in the revenues are long-term capital gains of $25,000.",Calculate Depot's taxable income.,Calculate Depot's net operating loss(NOL).,What can Depot do with its NOL?,,A,"a.	Calculation of taxable income:
Particulars
Amount
Revenue (A)
$400,000
Expense (B)
$500,000
Taxable income (A-B)
($100,000)
Therefore, taxable income is calculated at ($100,000).
b.	Calculation of net operating loss:
Particulars
Amount
Revenue (A)
$400,000
Capital gains (B)
$25,000
Expense (C)
$500,000
Net operating loss (A-B-C)
($125,000)
Therefore, the net operating loss is calculated at $125,000
c.	The net operating loss of $125,000 will be carried forward to the next accounting or fiscal year.",Federal Income Tax: Federal income tax is levied by an agency responsible for collecting taxes called the Internal Revenue Service (IRS) on annual income comprising all forms of earnings that make an income taxable.
30,"Everything else held constant, the interest rate on municipal bonds rises relative to the interest rate on Treasury securities when:",income tax rates are lowered,income tax rates are raised,municipal bonds become more widely traded,corporate bonds become riskier,D,"The correct option is A
; income tax rates are lowered.
The market for municipal bonds declines due to reduced income tax rates because investors' value of municipal bonds' tax-exempt status is steadily declining. This decreased demand drives down the price of municipal bonds and raises their yield (or interest rate).
Reasons for incorrect option:
B
. When income tax rates are raised, the demand for tax-exempt municipal bonds increases, driving their prices and lowering their yields. As a result, the rate of interest on municipal bonds is lesser than the rate of interest on Treasury securities.
C
. An increase in the trading of municipal bonds may lead to increased liquidity in the market, which may lower the yield on municipal bonds due to bigger demand.
D
. The rate of return on municipal bonds or Treasury securities would not be immediately impacted by the riskiness of corporate bonds. The interest rates of corporate bonds are set based on their perceived risk. In contrast, the interest rates of municipal bonds and Treasury securities are determined by other factors such as economic conditions, inflation, and monetary policy.","Municipal Bonds: Municipal bonds are instruments allocated by the federal government, local administrations, and certain public entities, like schools, utilities, and transportation authorities, to fund public projects."
31,Relevant costs in a sell-or-process-further decision include:,joint product costs,both additional revenues and additional costs,only costs of additional processing,total revenues after additional processing,C,"The correct answer is option (c).
Remember that a product is processed further when it produces additional operational income while deciding whether to sell it or keep processing it. The corporation gains incremental operating income from processing a product further when the increased sales outweigh the increased processing costs.","Sell-or-Process The choice of whether to sell the product immediately or process it further in order to get more income. Although we believe that increasing revenue is excellent for the business, we also need to make sure that the increased expenses will be covered."
32,Which of the following individuals can deduct education expenses?,A real estate broker who attends college to get an accounting degree.,A CPA who attends a review course to obtain his building contractor's license.,A corporate executive attending an executive MBA program.,An accounting bookkeeper taking a CPA review course to pass the CPA exam and become a CPA.,C,"The answer is
Option C.
Education expenses are deductions when these are work-related. The MBA program attended by the corporate executive is related to his work and enhances his skills, so the qualified education expenses are a deduction from the income tax.
Analysis of other options
A. An accounting degree is not related to the work of a real estate broker. So, it is incorrect.
B. A building contractor's license is different from the work of a CPA. So, it could not be an educational expense.
D. Bookkeeper and CPA are different jobs, so the review course for CPA is not an educational expense.","Itemized Deduction: Some itemized deductions, which reduce income tax, are property taxes, mortgage interest, charitable donations, sales tax, and medical and dental expenses."
33,The Bush tax cut reduced the top income tax bracket from 39% to 35% over a ten-year period. Supply and demand analysis predicts the impact of this change was a _____ interest rate on municipal bonds and a _____ interest rate on Treasury bonds.,higher; lower,lower; lower,higher; higher,lower; higher,D,"The correct answer is option A
.
The Bush tax cut reduced the top income tax bracket, which made municipal bonds less attractive to wealthy investors because the tax advantage of owning these bonds decreased. As a result, demand for municipal bonds decreased, which led to a higher interest rate.
On the other hand, treasury bonds are not affected by the tax cut as they are exempt from state and local taxes. Hence, the tax cut did not make them less attractive to investors, and their demand remained stable. Consequently, the interest rate on treasury bonds did not change significantly and remained lower than municipal bonds.
Reasons for incorrect option:
B
: The tax cut would have made municipal bonds less attractive to investors and decreased demand. So, the interest rate on municipal bonds would have gone up.
C
: The tax cut only affects municipal bonds' demand, not treasury bonds; hence, the interest rate on treasury bonds would not increase significantly.
D
: The tax cut would have made municipal bonds less attractive to investors, leading to a higher interest rate. Meanwhile, treasury bonds demand would remain stable, and their interest rate would not increase significantly.","Income Tax Bracket: An income tax bracket is a range of income amounts taxed at a specific tax rate and is used in progressive income tax systems, where the goal is to tax higher-income individuals at a higher rate."
34,"Deena purchased a small business in 2004. One of the assets was goodwill, the cost of which was $300,000. For 2014, Deena may deduct amortization of how much?",$-0-,"$20,000","$10,000","$30,000",B,"The correct option is b. $20,000.
When a taxpayer purchases the net assets of another business, and these assets include goodwill, they are allowed a deduction for the amortization of goodwill over
15 years
. This means that Deena can deduct $300,000 ÷ 15 = $15,000 of goodwill amortization per year for 15 years from 2004, so until 2019.
This is different from the accounting treatment of goodwill because, for accounting purposes, goodwill is considered to have an unlimited life and is therefore never amortized. It is also different from the treatment of goodwill purchased as part of a stock purchase, in which case the goodwill element is not amortizable for tax purposes.",Tax Treatment of Goodwill: Goodwill is often recorded as an asset as part of a business combination when the consideration paid exceeds the value of the net identifiable assets. The income tax treatment of goodwill depends on the structure of the transaction.
35,The distinction between investment grade debt and non-investment grade debt is best described by differences in:,Tax status.,Credit quality.,Maturity dates.,,B,"The correct answer is option (b).
The difference between investment grade and non-investment grade bonds is related to the difference in credit quality, not the tax status or maturity date. Bond markets are categorized based on the creditworthiness of the issuer as assessed by the rating agency. Moody's Investors Services Baa 3 or higher, or Standard & Poor's and Fitch Ratings BBB- or higher ratings are considered investment eligible. In contrast, ratings below these levels are called non-investment eligibility (also known as high yield, speculative, or junk).
The explanation for the wrong options:
Option A: Determines the tax rate applied to income. It is possible to file as a single person, a married couple filing jointly, a married couple filing separately, a head of household, or a qualified widow(er) with dependent children.
Option C: The term ""maturity date"" describes the day on which the investor is entitled to receive their principal investment, such as that represented by a bond, note, or other types of debt instrument, back.","Investment Grade Debt Securities Any bond, debenture, note, or other evidence of indebtedness that has received ratings of at least BBB- (stable) from Standard & Poor's Rating Services and Baa3 (stable) from Moody's Investors Services, Inc. is considered to be an investment grade debt security."
36,An increase in income tax rates will always result in an increase in government tax revenues.,True,False,,,B,"The correct option is
False
The tax burden rises as the tax rate rises. It may boost income slightly in the short term, but it will have a much bigger impact in the long run. It decreases taxpayers' take-home earnings, which in turn limits their discretionary spending. The economy's aggregate demand drops, and as a result, manufacturers make fewer goods. As a result, the unemployment rate rises. Since the government receives a smaller share of the population's income, its tax base shrinks and its revenue drops.","Income Tax: Income tax is levied on the income of the people by the government to get revenue that could be spent further on social welfare such as subsidies, economic development, and investments. Social Security, etc."
37,The qualified business income deduction is a percentage of wages earned by an employee.,True,False,,,B,"The answer is
false.
The qualified business income deduction is not a percentage of the wages earned by an employee. It is limited to the self-employed or small business's 20% taxable income, excluding long-term capital gains and qualified dividends, which the taxpayer could deduct from the taxes.","Income Tax: Income tax is the government's taxes on the taxpayers' income, whether from business profit or individuals' salaries and wages within the location."
38,Which of the following is not a relevant factor to be considered in deciding whether an activity is profit-seeking or a hobby?,Manner in which the taxpayer carries on the activity.,Expertise of the taxpayer or his or her advisers.,Time and effort expended by the taxpayer in earning on the activity.,All of the above are relevant factors.,D,"The answer is
option D.
All the answers are relevant to deciding whether the activity is profit-seeking or a hobby.
A. The way the taxpayer carries out the activity. If it's maintaining complete and accurate records, it is profit-seeking; otherwise, it is a hobby.
B. The activity is profit-seeking when the taxpayer is an expert on that activity or has advisers who are experts in that field.
C. Based on the time and effort spent, if most of the taxpayer's time or full-time is on the activity, it is profit-seeking; otherwise, it is a hobby.",Income Tax: Income tax applies to individuals and organizations earning from working and doing business. These are either personal or corporate income tax obligations.
