id,question,A,B,C,D,Answer,Explanation,Hint
11,The idea that investors in common stock may expect a lower total return if they purchase a stock with limited price volatility rather than one with high price volatility suggests that:,investors are irrational.,there is a relationship between risk and return.,real rates of return will be lower during periods of price stability.,stocks should be avoided when inflation is low.,B,"The correct answer is
B.
A direct correlation exists between uncertainty and the earnings expected by the investors on their investment. The higher the risk factor, the higher potential returns are expected and vice-versa. If the price volatility of a stock is less, it is established that there is less risk that will give fewer returns. However, if the volatility is high, there are high risk and returns.
Option A is not correct since investors rationally make decisions.
Option C is not correct since real rates of return will be lower during periods of price fall.
Option D is incorrect since investment in stocks can be made when inflation is low.",Price Volatility Price Volatility shows the adverse movements in product prices being traded in the markets. It is caused by variations in the demand and supply of products and services. The percentage variation in the daily price level measures its price volatility.
12,"If the standard deviation of the continuously compounded returns {eq}(\sigma)

{/eq} on a stock is 40%, and the time interval is a year, then the upside change equals:",88.2%,8.7%,63.2%,49.2%,D,"The correct answer is
D) 49.2%
Given information:-
The standard deviation of a continuously compounded return on a stock = 40%
Time interval: 1 year
The formula will be:-
(1 + u) = e ^ (40%)
(1 + u) = e ^ (0.4)
= 1.4918
Converting the amount in percentage:-
= 1.4918*100
= 49.18 or 49.2%
The upside change will equal to 49.2%.","Returns: Returns refer to the amount of funds generated back to the person after he invests his hard-earned income considering all the risks associated with a security. The people tend to invest in the share market, stock market, bond market, and even in government securities and others."
13,Commercial bank term loans,usually carry fixed interest rates.,are very short-term in nature.,are offered to superior credit applicants.,both b and c.,A,"A. Correct.
A term loan can usually be offered with a fixed interest rate for the entire loan duration.
B. Incorrect. A term loan can be a long-term borrowing. For instance, a mortgage loan has a maturity of 30 years.
C. Incorrect. A term loan can be offered to any individual or organization that meets the lender's requirements.","Term Loan: A term loan refers to borrowing that requires regular repayments at fixed intervals for a particular period. Usually, each periodic payment includes both the interest and the principal repayment."
14,"When we form an equally weighted portfolio of stocks and keep increasing the number of stocks in the portfolio, the volatility of the portfolio also increases.",True,False,,,B,"The above statement is
false
Volatility acknowledges as the measure which is widely used in computing the option prices in the stock market. Volatility is the rate at which the price increases or decreases in the stock market. It determines the scope by which the value of assets or security may rise or decline; therefore, the above statement is incorrect.","Portfolio Portfolio is defined as the combination of a variety of assets or security in a portfolio with the aim of minimizing the overall risk and increasing profitability. It includes the financial assets which comprises of the shares, bonds, and cash equivalent."
15,Cash flow can be said to equal operating income _____.,less taxes plus depreciation,less taxes,before depreciation and taxes plus depreciation,after taxes minus depreciation,A,"The correct answer is option
a. less taxes plus depreciation
.
The cash flow from operating activities can be calculated by making the following adjustments to the net operating income:
Deduct taxes
Deduct change in the working capital
Add back the non-cash expenses like depreciation expenses and amortization expenses","Cash Flow Statement: The cash flow statement for a firm shows the net cash flows during a given period from three kinds of activities, namely, operating activities, investing activities, and financing activities. The cash flow from operating activities can be computed by using the direct method or indirect method."
16,When making decisions. Investors are interested in assessing:,the company's ability to generate net cash inflows.,management's ability to protect and enhance the capital providers' investments.,Both a and b.,the company's ability to generate net income.,C,"Correct Answer:
Option c. Both a and b
.
Investors should assess any company on the following basis:
The company's ability to generate cash flows, not a net income, as cash flows provide a more realistic efficiency of the business.
The company's ability to enhance the capital invested by investors and protect it from risks of bankruptcy.
Net income includes noncash expenses that can mislead the actual numbers that a company generates.",Users of Financial Statements: Every company should file its financial statements annually for the users to be aware of a company's financial performance and position for any given year. These metrics help them make investment decisions.
17,"Calculate the standard deviation of the following set of scores: 1.3, 1.6, 0.8, 1.1, 0.7.",0.37,0.45,2.01,1.30,A,"The first step of computing the standard deviation is to find the mean of the sample data. Using the following formula, we construct the mean as shown below:
{eq}\bar {x}=\dfrac {1}{n} \sum {x_i}\\

=\dfrac {1}{5} (1.3+1.6+...+0.7)\\

=1.1

{/eq}
Substituting the mean in the following formula, we compute the standard deviation as shown below:
{eq}s=\sqrt {\dfrac {1}{n-1}\sum {(x_i-\bar {x})^2}}\\

=\sqrt {\dfrac {1}{5-1} (1.3-1.1)^2+(1.6-1.1)^2+...+(0.7-1.1)^2)}\\

=0.3674

{/eq}
The answer is a) 0.37.",Standard Deviation Standard deviation is one of the measures of variability for continuous data. This measures the deviation of individual scores from the average of the data. Thus mean and standard deviation are used as the preferred measures of central tendency and variation for variables measured on an interval scale.
18,A company that is leveraged is one that _____.,has a strong investment portfolio,has a high earnings per share,contains debt financing,contains equity financing,C,"The correct option is
c. contains debt financing.
A leveraged company is one that has taken on debt in order to fund its operations or growth. The term ""leverage"" is used to describe the practice of taking on debt in the belief that future profits will be enough to cover the loan's interest payments.
Reasons why other options are incorrect:
Option a. has a strong investment portfolio:
There is no correlation between a company's investment portfolio and its level of debt, so this answer choice is incorrect.
Option b. has a high earnings per share:
A high EPS simply indicates that the company is making a lot of money in relation to the number of shares it has issued, so this choice is incorrect.
Option d. contains equity financing:
Equity financing is the wrong choice because it implies borrowing money rather than raising capital through the sale of shares.","Equity Financing: Equity financing is the method to get funds for business operations, growth, research and development, expansion, and other purposes. The company sells its share, known as ownership, to the public at large to get funding."
19,"The average monthly cell phone bill (the parameter) for a particular carrier in Pittsburgh, PA is $90. Which of the following is most likely?",The average monthly bill (a statistic) for 50 randomly selected customers (of this carrier) is over $115.,The average monthly bill (a statistic) for 250 randomly selected customers (of this carrier) is over $115.,Both A and B are equally likely.,,A,"Now, in this example, the average phone bill for a particular carrier in Pittsburgh, PA is $90.
Now, as the sample size increases the standard deviation will decrease and hence the likeliness of the value being over $115 decreases as we move towards a bigger sample.
The average monthly bill (a statistic) for 50 randomly selected customers (of this carrier) is over $115 is more likely than the average monthly bill (a statistic) for 250 randomly selected customers (of this carrier) is over $115.
Thus the correct answer is -
a. The average monthly bill (a statistic) for 50 randomly selected customers (of this carrier) is over $115.","Standard Deviation The effect of the sample size on our are mean and standard deviation are very interesting and should be fully understood before deciding on the ideal sample size for our experiment. As the sample size of our sample increases, the standard deviation of the mean decreases and vice versa which basically means that if we decrease the sample size the standard deviation increases."
20,Cheng Inc. is considering a capital budgeting project that has an expected return of 23% and a standard deviation of 30%. What is the project's coefficient of variation?,1.60,1.30,1.41,0.77,B,"The project's coefficient of variation is 1.30.
Option B is correct. Calculation is shown below:
Particulars
Amount
Standard deviation (A)
30%
Expected return (B)
23%
Coefficient of variation (C = A/B)
1.30",Standard Deviation: Standard deviation is an important statistical concept in which the deviations of the values in a data set from its mean value are calculated. To calculate the standard deviation you need to calculate the average mean of the data set.
21,The approximate probability of a value occurring that is greater than one standard deviation from the mean is approximately (assuming a normal distribution):,68.26%.,2.28%.,34%.,15.87%.,D,"Calculate the probability using the following equation:
{eq}P=1-z\\

where:\\

z=z-score~of~one~standard~deviation\\

{/eq}
Looking at the z-table, the z-score of 1 standard deviation is .8431, then:
{eq}\begin{align*}

P=1-.8413\\

&=.1587

\end{align*}

{/eq}
Therefore, the correct answer is D. 15.87%","Standard Deviation: Standard deviation refers the measurement of the dispersion of the data set from its mean value. It is used to determine the level of volatility of an asset, in which higher standard deviation means higher volatility."
22,A well-diversified portfolio with a beta of 2.0 is twice as risky as the market portfolio.,True,False,,,A,"The answer is
A. True.
The market portfolio is assumed to have a beta of 1.0.  A stock that moves less than the market will have a beta of < 1, and a stock that moves more than the market will have a beta of > 1.  A stock that has a beta of 2.0 can be viewed as twice as risky, or volatile, than the market portfolio.",Beta: Beta is a measure of a stock's volatility relative to the entire market.  It is an indication as to how the price of a stock moves in relation to the broader market.
23,"A stock had returns of 8 percent, -2 percent, 4 percent, and 16 percent over the past four years. What is the standard deviation of this stock for the past four years?",6.3 percent,6.6 percent,7.1 percent,7.5 percent,D,"The correct answer is Option d.
Year
Actual Rate of Return Rt
Rt-Ri
(Rt-Ri) ^2
1
0.08
0.015
0.000225
2
-0.02
-0.085
0.007225
3
0.04
-0.025
0.000625
4
0.16
0.095
0.009025
Mean
0.065
Total
0.0171
Where,
{eq}\begin{align*}

{R_i} &= {\rm\text{Artithmetic}}\;{\rm\text{mean}}\;{\rm\text{of}}\;{\rm\text{returns}}\\

&= \dfrac{{\left( {0.08 - 0.02 + 0.04 + 0.16} \right)}}{4}\\

&= 0.065

\end{align*}

{/eq}
Computation of standard deviation
{eq}\begin{align*}

\sigma  &= {\left[ {\dfrac{1}{{n - 1}} \times {{\sum\limits_{i = 1} {\left( {{R_t} - {R_i}} \right)} }^2}} \right]^{\dfrac{1}{2}}} \times 100\\

&= {\left[ {\dfrac{1}{{4 - 1}} \times 0.0171} \right]^{0.5}} \times 100\\

&= {\left[ {0.0057} \right]^{0.5}} \times 100\\

&= 7.5\%

\end{align*}

{/eq}
Where n = no. of years = 4
Thus, the standard deviation of the stock for past 4 years is 7.5%.",Standard Deviation of Returns: A standard deviation is a statistical tool used to calculate the gap between actual and average returns. The investment becomes riskier if the returns are more erratic and less turbulent otherwise.
24,"Treasury bill returns are 7%, 6%, 5%, and 8% over four years. The standard deviation of returns of Treasury bills is:",0.9%,1.03%,1.29%,1.55%,C,"The correct answer is option C.
1.29%.
The standard deviation of the returns of treasury bills can be computed by following the steps below:
Step 1: Calculate the average return:
{eq}\begin{align*}{\rm{Average}}\,{\rm{Return}} &= \frac{{{\rm{Sum}}\,{\rm{of}}\,{\rm{observations}}}}{{{\rm{Number}}\,{\rm{of}}\,{\rm{observations}}}}\\ \\ &= \frac{{7\% + 6\% + 5\% + 8\% }}{4}\\ \\ &= \frac{{26\% }}{4}\\ &= 6.5\% \end{align*} {/eq}
Hence, the average return is
6.5%
.
Step 2: Calculate the variance:
{eq}\begin{align*}{\rm{Variance}} &= \frac{{{{\left( {{\rm{Value}}\,\,{\rm{of}}\,{\rm{each}}\,{\rm{observation}} - {\rm{Average}}\,{\rm{return}}} \right)}^2}}}{{{\rm{Number}}\,{\rm{of}}\,{\rm{observations}} - 1}}\\ \\&= \frac{{{{\left( {7\% - 6.5\% } \right)}^2} + {{\left( {6\% - 6.5\% } \right)}^2} + {{\left( {5\% - 6.5\% } \right)}^2} + {{\left( {8\% - 6.5\% } \right)}^2}}}{{4 - 1}}\\ \\&= \frac{{0.25\% + 0.25\% + 2.25\% + 2.25\% }}{3}\\ &= 1.667\% \end{align*} {/eq}
Hence, the variance is
1.667%.
Step 3: Calculate the standard deviation using the variance:
{eq}\begin{align*}{\rm{Standard}}\,{\rm{Deviation}} &= \sqrt {{\rm{Variance}}} \\ \\&= \sqrt {1.667\% } \\ \\&= 1.29\% \,\end{align*} {/eq}
Therefore, the standard deviation is
1.29%.",Treasury Bills: A debt instrument issued by the US government to fund public projects is a treasury bill. These are short-term and must not take more than a year to pay back the amount to the investor.
25,State true or false and justify your answer: Individual common stocks' betas have a tendency to move toward 1.0 over time.,True,False,,,A,"The answer is true.  Recent studies, including a 1992 article by Fama and French, shows that for an individual stock, past and current betas are not a good predictor of future beta. They suggest that a beta tends to mean revert, meaning a stock with a beta greater than or less than 1.0, will move toward 1.0 over time.",Stock Beta: Beta is a measure of a stock's risk relative to the broader market.  It is an indication of the extent to which a stock's price moves in relation to the market.  A beta of 1.0 moves in sync with the market.  A beta of less than 1.0 is less volatile than the broader market (defensive stock).  A beta of greater than 1.0 is more volatile than the broader market (tech stock).
26,What is the algebraic equation for the coefficient of variation?,Standard deviation × mean,Variance × mean,Variance/mean,Standard deviation/mean,D,"The coefficient of variation is calculated by dividing the standard deviation with the arithmetic mean, so, the correct answer is
d).",Coefficient of Variation: The coefficient of variation is a statistical measure that provides information regarding the relative dispersion of a data set. This coefficient is used to compare data sets from different populations.
27,The standard deviation of a security measures the:,systematic risk of the security,unsystematic risk of the security,total risk of the security,risk per unit of return for the security,C,"The correct answer option is
C. total risk of the security
.
Standard deviation is used to calculate the total risk that a security accompanies. It helps in better decision-making by forecasting the risks involved in an investment portfolio or a security. It includes the measure of both systematics and unsystematic risk and so gives a view of the total risk of the security.
The analysis of incorrect options is as follows:
A. The systematic risk of the security is measured using the beta coefficient. It is generally used to measure the risk of a well-diversified portfolio by considering its sensitivity to the factors relating to systematic risk.
B. The unsystematic risk of the security is measured by subtracting systematic risk from total risk. The systematic risk is computed by using beta coefficient and the total risk is computed using standard deviation.
D. The risk per unit of return for the security is measured using the coefficient of variation. It is computed by dividing the standard deviation by the expected rate of return. It acts as a standardized measure to identify the risk that every asset carries.
So, these options are incorrect.","Security: Security refers to a financial instrument that can be traded in the market in exchange for funds. It is used for raising capital for businesses. Security can also be kept as collateral at the time of purchase of a loan. Since the value of a security is related to the market, it carries certain risks. The risk can be systematic and unsystematic."
28,"The test scores for a math class are shown below. 81, 84, 82, 93, 81, 85, 95, 89, 86, 94",4.9,5.5,5.3,5.1,D,"First, let's organize the data set, and we organize it from smallest to largest.
Sample data:
$$\begin{align}

&x_1= 81  \\[0.3cm]

&x_2= 81 \\[0.3cm]

&x_3= 82  \\[0.3cm]

&x_4= 84  \\[0.3cm]

&x_5= 85  \\[0.3cm]

&x_6= 86  \\[0.3cm]

&x_7= 89  \\[0.3cm]

&x_8= 93  \\[0.3cm]

&x_9= 94  \\[0.3cm]

&x_10= 95  \\[0.3cm]

&N= 10

\end{align} \\

$$
We calculate the mean of the data sample using the following formula:
$$\bar{x}= \frac{x_1+x_2+x_3+x_4+ x_5+x_6+x_7+x_8+x_9+x_10}{N}

$$
Substituting the data, we obtain:
$$\bar{x}= \frac{81+81+82+84+85+86+89+93+94+95}{10}

$$
Performing the corresponding operations of addition and division, we obtain:
$$\bar{x}= \frac{870}{10}=87

$$
Now we apply the standard deviation for the sample formula:
$$S = \sqrt{\frac{\sum_{1}^{N}\left ( x_{i}-\bar{x} \right )^{2}}{N}}

$$
Where {eq}S

{/eq} is the standard deviation, {eq}x

{/eq} is the variable, {eq}x_i

{/eq} is the observation {eq}i

{/eq} of the variable {eq}x

{/eq}, {eq}N

{/eq} is the number of observations, {eq}\bar{x}

{/eq} is the mean of the variable {eq}x

{/eq}.
Substituting the data, we obtain:
$$S= \sqrt{\frac{\left (81-87 \right )^{2}+\left (81-87\right )^{2}+\left (82-87 \right )^{2}+\left (84-87 \right )^{2}+\left (85-87 \right )^{2}+\left (86-87 \right )^{2}+ \left (89-87 \right )^{2}+\left (93-87 \right )^{2}+ \left (94-87 \right )^{2}+\left (95-87 \right )^{2}}{10}}

$$
Solving we obtain:
$$\begin{align}

S &= \sqrt{\frac{36+36+25+9+4+1+4+36+49+64}{10}}  \\[0.3cm]

&= \sqrt{\frac{264}{10}} \\[0.3cm]

&\approx 5.1

\end{align} \\

$$
The standard deviation for the given data set is:
$$\boxed{5.1}

$$.
{eq}D

{/eq}. is the correct option.","Standard Deviation The standard deviation is a statistical measure that tells us how dispersed the numbers are concerning the mean of a set of data. The higher the result, the greater the dispersion. To calculate the standard deviation, we can perform the following steps:"
29,"The focus of financial accounting is on an organization's projects, processes, and subdivisions, and the focus of managerial accounting is on the whole organization.",True,False,,,B,"The given statement is
False
.
Financial reporting is using formal documents that provide in-depth insights into financial data to accurately portray a company's finances to stakeholders, including its sales, costs, profits, capital, and cash flow.
Financial accounting's main goal is to summarise and present a company's financial condition to parties with a stake in it, such as investors, creditors, governmental bodies, and suppliers.
Financial and management accounting both present monetary data; managerial accounting presents a sizable amount of non-monetary data.","Managerial Accounting: Managerial accounting is a technique of reporting that produces statements, analyses, and documentation that aid management or users in improving corporate performance-related choices."
30,Which of the following best defines cash flow?,net income plus depreciation,net income minus depreciation,net income plus taxes minus depreciation,net income plus taxes divided by depreciation,A,"The correct answer is option
a. net income plus depreciation
.
The operating cash flow of a firm is computed by making the following adjustments to the net income:
Adding the non-cash expenses such as depreciation and amortization
Deducting the change in working capital from the net income
The net income in turn is ascertained by deducting all the expenses such as cost of goods sold, operating expenses, tax expenses, and interest expenses from the sales revenue.","Statement of Cash Flows: The statement of cash flows shows cash inflows, cash outflows, and net cash flows for operating activities, investing activities, and financing activities for a given period. The operating activities cash flow can be computed by using the indirect method or direct method."
31,One of the purposes of the statement of cash flows is to _____.,evaluate the level of debt and leverage of a company,determine the operating income of a business,to calculate inventory turnover,predict the ability of a company to pay debts and dividends,D,"The correct answer is option
D. predict the ability of a company to pay debts and dividends
.
The statement of cash flows shows net cash flows from three kinds of activities, namely, operating activities, investing activities, and financing activities. The net cash flow from operating activities represents the cash available from core operations and may be used to settle the outstanding debt and pay off dividends.
The inventory turnover ratio considers the cost of goods sold and the average total assets available on the income statement and balance sheet. The level of debt and leverage of a company can be ascertained by using the assets and liabilities data available on the balance sheet. The operating income is shown on the income statement of a firm.",Cash Flow Statement: The cash flow statement is one of three prominent financial statements prepared by any firm for a given accounting period. It shows the net cash flows provided by three activities for the given period. It is usually prepared using the data available on the balance sheet and income statement.
32,"A project's cash flows have a beta of 1.2, a standard deviation of $200, and a coefficient of variation of 0.40. What is the expected cash flow?",$80,$167,$240,$500,D,"Option
d. $500
is the correct answer.
Given statement:
Beta = 1.2
Standard deviation = $200
Coefficient of variation = 0.40
Computation:
{eq}\begin{align*}

{\rm{Expected}}\;{\rm{cash}}\;{\rm{flow}} &= \frac{{{\rm{Standard}}\;{\rm{deviation}}}}{{{\rm{Coefficient}}\;{\rm{of}}\;{\rm{variation}}}}\\

&= \frac{{\$ 200}}{{0.40}}\\

&= \$ 500

\end{align*}

{/eq}
Therefore, the expected cash flow is
$500
.","Coefficient of Variation: When comparing the variability of several datasets with distinct data values, the coefficient of variation, a statistical metric that represents the relative variability of a dataset, is frequently utilized."
