id,question,A,B,C,D,Answer,Explanation,Hint
11,"If the market portfolio is expected to offer returns of 16%, then what can be said about a portfolio expected to return 13%?",It plots above the security market line,Part of the portfolio is invested in treasury bills,The portfolio is not diversified,The portfolio's beta is less than 1.0,D,"If the market portfolio is expected to offer returns of 16%, then what can be said about a portfolio expected to return 13%?
D. The portfolio's beta is less than 1.0
Since the return on the portfolio is less than return on market, hence the beta shall be less than market beta i.e. 1.
A. The portfolio shall plot below the market portfolio on the security market line.
B. This can be true or may not be true.
C. The portfolio may or may not be diversified.","Market return: The market return is the return on a well diversified portfolio invested in all possible financial assets. The beta is the risk of any asset with respect to the market portfolio. The Beta of market portfolio is 1. Higher the Beta, higher is the expected return (and vice versa)."
12,The Security Market Line (SML) _____.,provides a benchmark for evaluating expected investment return.,leads all investors to invest in the same portfolio of risky assets.,is a graphic representation of the relationship between expected return and beta of the above.,all of the above.,A,"A) is correct.  Different investments have different risk levels.  The SML can be used to determine the required rate of return for each level of risk.
B) is incorrect.  Investors have different risk tolerances, so they prefer different investments.
C) is incorrect.  There is no beta of expected return.  Beta is calculated using individual returns.
D) is incorrect because of B) and C).","Risk and Return: There is a historical relationship between the risk and return of investments.  Several models of this relationship have been proposed, including the capital asset pricing model (CAPM) and the arbitrage pricing theory (APT)."
13,A stock has a beta of 0.8 and the market risk premium is 9%. The risk-free rate is 3%. What is the rate of return on the stock?,Beta.,The risk-free rate.,Systematic risk,The market risk premium,B,"Question 1
The answer is b).
According to CAPM, the required rate of return is calculated as follows:
required rate of return = risk free rate +  beta * market risk premium
required rate of return = 3% + 0.8 * 9%
required rate of return = 10.2%
Question 2
The answer is d).
The slope of the market security line indicates the increase in return that an investor can get by assuming one more unit of risk. In the CAPM, the expected return is given by:
expected return = risk free rate  + beta * market risk premium
The risk of an asset is described by the beta parameter. Therefore, if the amount of risk increases by 1 unit (i.e., beta increases by 1), then the expected return increases by the amount of the market risk premium. Thus the slope is the market risk premium.","Market Security Line: The market security line is a graphical representation of the trade-off between expected return and risk. The efficient portion of the market security line is upward sloping, implying that higher returns could only be earned by assuming more risks."
14,What is the expected return for an asset with the following probabilities and returns:,11.85%,12.00%,11.45%,12.25%,A,"The answer is a.
The expected return is the average of the returns in different states, weighted by the probability of each state, i.e.,
expected return = 10% *(-20%) + 25%*(-5%) + 30% *(12%) + 25% *24% + 10% * 55%
expected return = 11.85%","Expected Return: The expected return of a risky asset describes the average return the asset is expected to earn over a long period of time. The standard deviation of returns, on the other hand, describes how actual returns differ from the expected return."
15,The required risk premium for any investment is given by the security market line.,True,False,,,A,"The answer is
a. True
.
The security market line (SML) is a line showing the expected return of security as a function of systematic risk (i.e., market risk, un-diversifiable risk). The slope of this line is the risk premium for the analyzed security. The risk premium refers to the return in excess of the risk-free return that an investor gains for holding a risky asset. Therefore, by analyzing the SML, the investor can determine the risk premium corresponding to the given security.",Security Market Line: The security market line (SML) is one of the lines analyzed in the capital asset pricing model (CAPM) that is applied to all portfolios and individual securities. The other line of the CAPM - the capital market line applies only to effective portfolios.
16,"In risk-return space, the market portfolio (M) is found at:",the point of tangency with the indifference curve and the capital allocation line,the point of highest reward to variability ratio in the opportunity set,the point of tangency with the efficient frontier and the capital allocation line,the point of highest reward to variability ratio in the indifference curve,C,The correct answer is C. The market portfolio is formed at the point of tangency of the efficient frontier curve and the capital market/allocation line,Market Portfolio: The market portfolio is a proxy portfolio that is assumed to offer an investor optimal risk and return trade-off in the market. It usually assumed to be the most efficient portfolio in the market.
17,"If a security plots below the security market line, then the security:",is underpriced.,is overpriced.,is correctly priced.,has a beta greater than 1.0.,B,"The correct option is b. is overpriced.
Security market line helps the business entity or investors to evaluate and choose those investments or securities that can be included in their portfolio. The returns available from the investment and the prevailing risks are compared for this assessment. Therefore, if the security is plotted below the line in the chart, then it can be concluded that the security is too expensive. It shows that the risks related to this certificate are higher in contrast to the returns.","Securities: The financial instruments that have a value and can be traded by the business entity are described as securities. There are three primary categories of these financial resources, namely equity, derivatives, and debt."
18,A project should be accepted if its return plots below the security market line.,True,False,,,B,"The statement is false. If the return of the project stands below the Security Market Line (SML), it indicates that the investor will not get the anticipated return over the inherent risk, which should reject. At the same time, the returns that mark above the SML represent the high level of potential return from the project against the inherent risk, which must be accepted by the investor.","Investment Investment refers to the spending of money on various assets, which may increase the productivity of an economy. It helps to increase profitability and can save from inflation risk. One can invest in stock, financial security, and bonds."
19,Which one of the following will increase the rate of return for a security assuming the security continues to plot on the security market line?,an increase in the market risk-to-reward ratio.,a decrease in the risk-free rate of return.,a decrease in the security's beta.,an increase in the security's unsystematic level of risk.,A,"The answer is:
a. an increase in the market risk-to-reward ratio
. The most common risk return ratio for market strategists is 1:3. Another way to say this is the investor is looking for a deal that rewards three units of return for one unit of additional risk.
b. a decrease in the risk-free rate of return.
False, this decreases the risk, which decreases the rate of return.
c. a decrease in the security's beta.
False, beta is a measure of risk so a decrease results in a decrease in the rate of return.
d. an increase in the security's unsystematic level of risk.
False, this risk is due to poor portfolio management, not the stock itself.",Security market line (SML): The security market line (SML) is the graphical illustration of the capital asset pricing model (CAPM). The CAPM provides analysts with expected return based on certain levels of systemic risk.
20,"If a group of securities are each correctly priced, then the reward-to-risk ratio:",of each security is equal to the slope of the security market line.,of each security is equal to the risk-free rate.,for each security must equal 1.0.,for the entire group must equal 1.0.,A,"a. Correct.
The security market line (SML) is a graphical representation of the relationship between β and expected return.  The reward to risk ratio is the slope of the SML.  Every security that conforms to the capital asset pricing model (CAPM) has the same reward to risk ratio.
b. Incorrect
The reward to risk ratio is equal to the market risk premium, not the risk free rate.
c. Incorrect.
The slope is equal to the market risk premium, which is usually far less than 1.
d. Incorrect.
The reward to risk ratio of any security or portfolio should be equal to the market risk premium.","Correctly Priced Stocks: Stocks are considered to be correctly priced if their expected return is equal to the expected return predicted by an asset pricing model, such as the capital asset pricing model (CAPM).  If their expected return is different, they are mispriced."
21,The security market line represents a plot of the relation between:,"a stock's expected return and the return on the market,","the returns of two different stocks,","expected return of a stock and risk,",None of these are correct.,D,"The answer is {eq}\boxed{\text{(D) None of these are correct.}}

{/eq}
The security market line is a line that has a positive slope. The security market line emerges when the expected return is plotted against the beta. Specifically, the expected return is on the y-axis while the beta is on the x-axis. The gradient or the slope of this curve is interpreted as the risk premium.","Sensitivity to Risks: Some investments or stocks are somehow sensitive, while others are highly sensitive to risks. When a stock is referred to as an aggressive investment or stock, it means that it is sensitive to market risk, unlike the defensive one, which is less sensitive."
22,The security market line (SML) is the graph of:,Expected rate of return on investment vs. variance of returns,Expected rate of return on investment vs. standard deviation of returns,Expected rate of return on investment vs. beta,Expected rate of return on investment vs. average returns,C,"The correct option is C)
.
A typical graph has expected return on the y-axis and beta values on the x-axis. The y-intercept is where the beta of zero, or risk-free rate, is found. The graph's objective is to show the market risk premium's activity or slope. This line visually represents the risk-return tradeoff in financials.
Option A)
is incorrect because the return variance does not play any role in SML.
Option B)
is incorrect because the standard deviation of returns does not play any role in SML.
Option D)
is incorrect because the average return does not play any role in SML.",Security Market Line: A line that is drawn on a graph to reflect the capital of a company is called the securities market line (SML). The SML can assist in determining whether an investment product would provide a good projected return compared to its level of risk.
23,The security market line does not:,indicate the relationship between risk and return,relate the market return and beta to a stock's return,identify the optimal portfolio for the investor,use beta coefficients as a measure of risk,B,"The answer is
B. relate the market return and beta to a stock's return.
The security market line (SML) describes the relationship between the expected rate of return on a stock and the market risk (or systematic risk).
Required rate of return = Risk-free rate + (Market return - Risk-free rate) x Beta coefficient
Beta coefficient measures how a return on security fluctuates against any change in the market direction.
By including securities with negative beta and securities with positive beta, an investor can obtain an optimal portfolio, which can eliminate systematic risk.",Security Market Line: The security market line is a graphical representation of the capital asset pricing model. The chart of the security market line depicts the associated expected return of a market at a given degree of systematic risk.
24,"According to the capital asset pricing model, __________.",expected return of stock depends on its unsystematic risk.,"in market equilibrium, all securities will have different security market lines.",underpriced securities lie above the security market line.,overpriced securities lie above the security market line.,C,"The answer is c. underpriced securities lie above the security market line.
Underpriced securities have lower market prices than their intrinsic values.  Because their prices are expected to increase to reflect their true value, their expected returns will be higher than the return predicted by the capital asset pricing model (CAPM):
Expected return of underpriced stocks = CAPM return + Positive price correction due to underpricing
Thus, the expected returns of underpriced stock will be higher than the one of the security market line and they will be above this line.
a. is incorrect because beta measures systematic risk only.
b. is incorrect because all securities should lie on the same line in equilibrium.
d. is incorrect because of c.","SML: The security market line (SML) is a graphical representation of the relationship between risk and return.  If the x-axis of a coordinate system represents the beta of different securities and the y-axis represents expected return, the SML would be an upward sloping line with an intercept equal to the risk-free rate of return."
25,"Suppose that A and B are random variables, each follows a standard normal distribution, and the covariance between A and B is 0.35.",14.47,17.20,9.20,15.10,B,"The answer is b.
Given two random variables x, and y, the variance of a linear combination ax + by is:
var(ax + by) = a * a * var(x) + b * b * var(y) + 2 * a * b * covariance(x, y)
Applying this formula, we have:
var(3A + 2B) = 3 * 3 * var(A) + 2 * 2 * var(B) + 2 * 3 * 2 * covariance(A, B)
= 9 * 1 + 4 * 1 + 12 * 0.35
= 17.2
Note that since both A and B are standard normal variables, their variance is 1.","Variance: The variance of a linear combination of two variables is the sum of the variance of the each variable, plus the covariance between the two variables. This property of variance plays a crucial rule in modern portfolio theory and specifically the idea of diversification."
26,The security market line shows how the expected rate of return depends on beta.,True,False,,,A,"The statement is true. The security market line depicts the anticipated return on investments or security against risk, which is a pictorial representation. Under this, the risk is represented by beta, indicated in X-axis and return in Y-axis. The provided security's market risk premium can be calculated by locating the security marked in the SML.",Rate of return Rate of return is the proportion of profit or loss of an endowment that represents in percentage terms. It can use as a metric to determine the profit or loss on different assets. There may be a positive as well as negative return.
27,The equation for the variance of a five-security portfolio has how many variance terms?,have the least total risk.,are not dominated.,have the highest expected return.,have the highest realized return.,C,"Question 1
The answer is c.
Given a {eq}N{/eq} security portfolio, the number of covariace terms
{eq}N + N*(N - 1) / 2

{/eq}
If  {eq}N  = 5{/eq}, then the number of variance terms  = {eq}5 + 5*(5 - 1 ) / 2 = 5 + 10 = 15{/eq}
Question 2
The answer is b.
A security is dominated by another one if the security has both a lower return and a higher risk. Portfolios on efficient frontier are such that you cannot increase their expected returns without taking on more risk. Therefore, theses portfolios are not dominated.","Efficient Frontier: In the portfolio theory, the efficient frontier is the portion of the available portfolio choices that are efficient from the perspective of risk-return trade off. That is, you can increase return of  portfolios on the efficient frontier without taking more risk."
28,Which of the following statements is correct?,A graph of the SML as applied to individual stocks would show required rates of return on the vertical axis and standard deviations of returns on the horizontal axis.,"The CAPM has been thoroughly tested, and the theory has been confirmed beyond any reasonable doubt.","If two ""normal"" or ""typical"" stocks were combined to form a 2-stock portfolio, the portfolio's expected return would be a weighted average of the stocks' expected returns, but the portfolio's standard deviation would probably be greater than the average of the stocks' standard deviations.","An increase in expected inflation, combined with a constant real risk-free rate and a constant market risk premium, would lead to identical increases in the required returns on a riskless asset and on an average stock, other things held constant.",A,"a. Incorrect. The horizontal axis shows beta of the stock and not the standard deviation.
b. Incorrect. CAPM theory still remains controversial. An improved version of CAPM is APT, Arbitrage pricing theory.
c. Incorrect
d. Correct. If risk aversion remains same, then the SML slope would remain constant. Therefore, the SML would shift upward. This would result in an increase in market return which is also equal to the expected increase in inflation.",The SML and CAPM The CAPM equation describes a straight relation between the systematic risk of the security and its expected return. SML is nothing but the graphical representation of CAPM.
29,A stock has a beta of 1.26 and an expected return of 14.8 percent. The risk-free rate is 3.6 percent. What is the slope of the security market line?,8.89 percent,9.23 percent,9.47 percent,9.62 percent,A,"Option a. is correct. (8.89 percent)
Explanation:
Given that beta, {eq}\beta

{/eq}, expected return, {eq}k

{/eq} = 14.8% and the risk-free rate, {eq}r_{f}

{/eq} = 3.6%
The slope of the security market line is the difference market return, {eq}r_{m}

{/eq} and the risk-free rate, {eq}r_{f}

{/eq}.
We use the CAPM model to find the slope of the market line.
{eq}k = r_{f} + beta (r_{m} - r_{f})

{/eq}
{eq}14.8 = 3.6 + 1.26 (r_{m} - r_{f})

{/eq}
{eq}11.2 = 1.26 (r_{m} - r_{f})

{/eq}
{eq}r_{m} - r_{f} = \displaystyle \frac{11.2}{1.26}

{/eq}
{eq}r_{m} - r_{f}

{/eq} = 0.0889 or 8.89%","Slope of Security Market Line: The slope of the security market line is the difference between the market return and the risk-free rate. It is also known as the market risk premium. Steeper the slope, greater the market risk premium."
30,"If a security plots below the security market line, it is:",ignoring all of the security's unique risk.,"underpriced, a situation that should be temporary.",offering too little return to justify its risk.,"a defensive security, which expects to offer lower returns.",C,"When security plots below the security market line, It is because:
There are other securities offering the same return at a lower risk
There are other securities offering a higher return at a lower risk
There are other securities offering a higher return at the same risk
Hence, the correct option is option C. offering too little return to justify its risk.","Securities Market Line Securities Market Line helps to analyze various securities in the market to show the returns offered at the given risk level. Not all securities fall on the Securities Market Line. Some may fall exactly over it, some may fall below it and other may fall above the line."
31,A stock has a beta of 1.32 and an expected return of 12.8 percent. The risk-free rate is 3.6 percent. What is the slope of the security market line?,6.49 percent.,7.28 percent.,6.97 percent.,9.03 percent.,C,"The correct answer is
Option c. 6.97%.
Given information:
Beta = 1.32
Expected return = 12.8%
Risk-free rate = 3.6%
Note: The slope of the SML measures how much a market portfolio's expected return differs from the risk-free rate. Hence, it is also referred to as the market risk premium.
Determine the market return using the CAPM method:
{eq}\begin{aligned} \text{Expected}\ \text{return} &=\text{Risk-free}\ \text{rate}+\text{Beta}\times \left( \text{Market}\ \text{return}-\text{Risk-free}\ \text{rate} \right) \\ 12.8\% &=3.6\%+1.32\times \left( \text{Market}\ \text{return}-3.6\% \right) \\ 12.8\% &=3.6\%+1.32\times \text{Market}\ \text{return}-4.75\% \\ \text{Market}\ \text{return} &=\frac{12.8\%-3.6\%+4.75\%}{1.32} \\ \text{Market}\ \text{return} &=10.57\% \end{aligned} {/eq}
Determine the slope of the SML by subtracting the risk-free rate from the market return:
{eq}\begin{aligned} \text{Market}\ \text{risk}\ \text{premium} &=\text{Market}\ \text{return}-\text{Risk-free}\ \text{rate} \\ &=10.57\%-3.6\% \\ &=6.97\% \end{aligned} {/eq}
Thus, the slope of the security market line is 6.97%.","Security Market Line: The security market line (SML) is defined as the visual representation of the CAPM method. It depicts the linear relationship between an asset's required return and systematic risk, which is the beta."
32,Which of the following is/are true?,All securities have a beta between 0 and 1.,Two points on the Characteristic Line are the T-bill and the market portfolio.,Most of the unsystematic risk is removed by the time a portfolio contains 30 stocks.,"The greater the total risk of an asset, the greater the expected return.",A,"a.
Incorrect.  In theory, there is no limit on the β of a security.
b.
Incorrect.  These are points on the security market line (SML), not the security characteristic line (SCL).
c.
Correct.  As a rule of thumb,
25 random stocks in a portfolio reduce diversifiable risk by 80%,
100 random stocks in a portfolio reduce diversifiable risk by 90%,
400 random stocks in a portfolio reduce diversifiable risk by 95%,
d.
Incorrect.  Since some of the risk is diversifiable, total risk has no bearing on the required return.","SCL: The security characteristic line (SCL) is a plot based on a regression of a security's performance on the market performance over time.  The y- axis represents the security's performance, the x-axis represents the market performance, the intercept is the security's abnormal return, and the slope is the security's β."
33,Assume that the risk-free rate is 3.90% and that the market risk premium is 10.00%. What is the required return on the market?,13.90,10.43,16.40,13.62,A,"The required return on the market is: A. 13.90%
Market Return = Risk Free Rate + Market Risk Premium
Risk Free Rate
= 3.90%
Market Risk Premium
= 10.00%
Market Return = 3.90% + 10.00% = 13.90%","Market Return: The return on the market is the average rate of return on all the assets in the market. Since the market is diversified, the return accounts for compensation only for the systematic risk."
