id,question,A,B,C,D,answer,explanation,hint,guess,reasoning,baseline_guess
58,"Determine whether the taxpayer in each of the following situations has realized income. Explain why there has or has not been a realization, and determine the amount of income to be reported.","Alfredo owns a one-third interest in Bayou Partnership. During the current year, Bayou's taxable income is $45,000.","Janet owns a pest-control service. She charges customers $50 per month for basic pest control. Alternatively, customers can pay a lump sum of $500 for one year of basic monthly pest control. During the current year, Janet receives $13,000 in monthly payments and $26,000 in 1-year prepayments.",,,A,"Ans. a.
The Bayou Partnership has earned $45,000 in the current year which is taxable. Out of the total income of the partnership, Alfredo has earned one third which amounts to {eq}\frac{1}{3} \times \$ 45,000 = \$ 15,000

{/eq}.
In the case of partnerships, the partners are taxed on their individual share of the firm's income. Alfredo has realized an income of $15,000 that has to be reported as the partnership has realized income as well.
Ans. b.
As Janet has received $13,000 in monthly payments, it can be reported as realized income. The IRS treads upon the wherewithal-to-pay concept that argues that a taxpayer must be taxed if they have the means or resources to pay the tax. Since Janet has become entitled to the $26,000 of prepayments, she can report the same as realized income if she is an accrual basis taxpayer.","Realized Income: Realized income refers to the value gained and received by an economic entity that can be classified as income and hence, can be subject to taxation. For example, the income earned from salary by a employee or the interest payment received by the owner of capital.",,,B
59,For which of the following situations is a modification of a review report required?,change in accounting principles,change in an accounting estimate,departure from GAAP,substantial going concern issue,D,"Option 'C' is the correct answer.
A review report must be modified when GAAP is violated.
For instance, a corporation that employs an erroneous accounting technique may be subject to a GAAP deviation.
A member must deviate from GAAP if doing so would materially misstate the financial statements or otherwise be deceptive, according to Rule 203 of the AICPA's Code of Professional Ethics.",Accounting principal: The laws businesses and other organizations must abide by when reporting financial data are known as accounting principles. The procedures that accountants must employ are standardized by these guidelines.,,,C
60,How does an income tax alter the interest parity condition in the two following cases?,"The interest earning is taxed, but the capital gain is untaxed.",Both the interest earning and capital gain are taxed.,,,A,"Under scenario a., income-bearing investments such as bonds and dividend-paying stocks are at a tax disadvantage to growth-oriented investments, such as technology and healthcare stocks.
Under scenario b., there is no tax-advantage between income-bearing investments and growth-oriented investments.  Both face taxation that will diminish returns.  That said, the growth-oriented investment still has an advantage, given that taxes will not be incurred until the point of disposal.","Income Tax: Income tax is a government tax levied on earned income and passive income.  In the United States, the tax is progressive, which means the rate increases as the level of income rises.",,,A
61,Interperiod tax allocation results in a deferred tax liability from:,An income item partially recognized for financial purposes but fully recognized for tax purposes in any one year.,The amount of deferred tax consequences attributed to temporary differences that result in net deductible amounts in future years.,An income item fully recognized for tax and financial purposes in any one year.,The amount deferred tax consequences attributed to temporary differences that results in net taxable amounts in future years.,D,"The answer is as follows:
D. The amount deferred tax consequences attributed to temporary differences that results in net taxable amounts in future years.
A deferred tax liability arises when an obligation to pay future taxes are reported in a firm's financial statements.  This is described in answer choice D.
The other answer choices are incorrect due to the following reasons:
- A. This would generate a deferred tax asset.
- B. The statement refers to a deferred tax asset, not a deferred tax liability.
- C. No discrepancy between the tax records and the financial statement records exists.  So, not deferred tax liability or asset will arise.","Deferred Tax Liability: A deferred tax liability is an obligation for a company to pay tax in a future year.  This differs from a tax payable liability, which reflects tax due in the current year.",,,D
62,"Jane, a managing partner of an accounting firm, understands tax law. This means she has a _____ skill.",technical,conceptual,human,physical,A,"The correct answer : a.
technical
:   To be a successful tax counsel, one needs to have strong technical skills; this means being well-versed in tax law and changing tax laws constantly, so it's important to adapt and understand new legislation rapidly; it's also important to be good at problem-solving and have strong interpersonal skills. Tax law can be quite complex, and lawyers often need to work with clients and other professionals to navigate these complexities.
Other options
Conceptual tax law skills are those skills that allow a taxpayer to understand and apply the provisions of the Internal Revenue Code (IRC) to their tax situation. The keyword is ""conceptual."" A taxpayer must understand the concepts embodied in the Internal Revenue Code and then apply those concepts to their specific facts and circumstances.
Human tax law skills are the skills that allow a taxpayer to interact with IRS employees to resolve issues that may arise during an audit or collection action. These skills include communication, problem-solving, and negotiation skills.
Physical tax law skills encompass a wide range of abilities and knowledge. However, some of the key skills that would be required for someone working in physical tax law would include an understanding of statutes and case law related to taxation and an ability to interpret financial data and assess its impact on taxation.","Accounting firms and tax law: There are many different aspects to tax law accounting firms that help businesses and individuals by ensuring they are compliant with tax laws. This includes understanding what taxes are owed and filling out and filing any necessary paperwork. Additionally, accounting firms can also help with planning for taxes to minimize the owed amount. While tax law may be complex, working with an accounting firm can help to ensure that everything is taken care of in a timely and accurate manner.",,,A
63,"Lebron received $50,000 of compensation from his employer and he received $400 of interest from a municipal bond. What is the amount of Lebron's gross income from these items?",$0,"$50,400","$50,000",$400,C,"The correct answer is (C).
The municipal bonds are raised to fund the ongoing projects of the state infrastructure and education system. The income earned on the municipal bonds is considered exempt income because the investor is helping the government support the development project. Thus, the gross income is the compensation amount of $50,000.","Exempt Income Exempt income is the income earned by the individual or the organization, which is not liable to charge the federal tax or income tax. These types of incomes are excluded from the gross income while calculating the taxation amount.",,,C
64,No taxable income is recognized from cancellation of debt in which instance?,The taxpayer was solvent prior to the debt cancellation.,The debt canceled was recourse debt.,The canceled debt was for the taxpayer's second home.,The debt cancellation was intended as a gift.,D,"The correct answer is
option (d).
Explanation:
When some debt or part thereof is canceled or discharged by the creditor due to any reason, that is treated as cancellation of debt income. In general, such income is taxable and must be reported in the income tax return for the year of cancellation. However, certain exclusions are excluded from income. Exceptions are like when the debt canceled is a gift offered or inherited, some reduction in the price of a property by the seller, some education loan repayment has been canceled, etc.
Explanation for the incorrect options:
Option (a), (b), and (c) are incorrect because income due to the canceled debts mentioned in these options is taxable.","Taxable Income: Taxable income is that income on which the revenue collection authorities impose the tax. Firstly, total income is computed by aggregating all the taxable or non-taxable earnings from all the sources, and after adequately accounting for exclusions, taxable income is ascertained.",,,D
65,TDS on interest on debentures is classified as:,a current asset.,a reserve.,current liabilities.,an appropriation of profit.,C,"Correct option: c.
Explanation:
TDS which stands for Tax Deduction at Source is the type of current liability for a company to pay its obligation to the governing authority for the underlying tax amount, which they have deducted on the interest income of the investor on debentures. And the company has to pay the underlying tax amount after deducting TDS within the current period. Hence, the current liabilities are the current option.",Interest income: The term interest income refers to the type of income for the company or a person who invests his money somewhere in the hope of getting some good return. The higher the risk in the investment attracts the higher interest income.,,,C
66,The sources of differences between pretax financial income and taxable income in the current year are:,Permanent differences and temporary differences.,Permanent differences only.,Temporary differences only.,Operating loss carrybacks and carryforwards.,A,"The sources of differences between pretax financial income and taxable income in the current year are
A. Permanent differences and temporary differences
.
The calculation of the taxable income for the year typically starts with the pre-tax financial income. We then adjust this amount for:
Permenent differences such as tax-exempt revenue and nondeductible expenses.
Temporary differences like the difference between tax and book depreciation.
An operating loss carryback or carryforward is a type of temporary difference.",Temporary and Permanent Differences: Temporary and permanent differences are concepts used in accounting for income taxes. Temporary differences are used to calculate the deferred tax asset or liability while permanent differences are only used to determine the current tax expense.,,,A
67,"To pay the least income tax possible in periods of rising inventory costs, the company should use which inventory costing method?",FIFO,LIFO,Average cost,Specific identification,B,"The answer is
B. LIFO.
To pay the least income tax in a period of rising inventory costs, new inventories should be sold before old inventories, which aims to record high costs associated with these inventories for a lower taxable income. With that being said, it refers to the inventory costing method knower LIFO (Last In, First Out).","Corporate Income Tax: The corporate income tax is imposed on taxable income from corporations. Other business structures such as sole proprietorships, partnerships, and limited liability companies are not subject to corporate income tax.",,,B
68,"To pay the least income tax possible in periods of rising inventory costs, the company should use which inventory costing method?",FIFO,LIFO,Average cost,Specific identification,B,"The answer is
B. LIFO.
To pay the least income tax in a period of rising inventory costs, new inventories should be sold before old inventories, which aims to record high costs associated with these inventories for a lower taxable income. With that being said, it refers to the inventory costing method knower LIFO (Last In, First Out).","Corporate Income Tax: The corporate income tax is imposed on taxable income from corporations. Other business structures such as sole proprietorships, partnerships, and limited liability companies are not subject to corporate income tax.",,,B
69,"True or false? Both interest and dividends paid by a corporation are deductible operating expenses, so they decrease the firm's taxes.",True,False,,,B,"The statement is FALSE.
Interest is deductible as an operating expense, so it decreases the income tax liability.
Dividends, on the other hand, are not a deductible expense and therefore they have no impact on the income tax of the corporation paying them.",Corporate Taxable Income The taxable income of a corporation is the difference between its taxable income from sales and gains minus its deductible expenses and losses. It is calculated on the corporate income tax return.,,,B
70,Using straight-line depreciation for financial reporting purposes and MACRS for tax purposes in the first year of an asset's life creates a:,Future deductible amount,Permanent difference not requiring inter-period tax allocation,Deferred tax asset,Deferred tax liability,D,"This reporting creates a
d) deferred tax liability
.
The use of straight-line depreciation for financial reporting will generate a lower expense value than MACRS will for the same asset and that means that the current income taxes will be lower in the current period, but will be higher in future periods. This deferred liability is recorded against the income tax expense in the current period and used when depreciation from MACRS is lower than the straight-line depreciation in future periods.
Analysis of Alternatives
a) No future deduction is generated.
b) The difference is temporary as the tax amount will be paid in the future.
c) The future tax payments are higher, so this is a liability and not an asset.","Permanent and Temporary Tax Differences: When filing taxes, the income and expenses determined by financial accountings may diverge from the income and deductions recorded for tax purposes. When these differences are permanent, the difference is deducted from taxable income, but when they are temporary, they are accounted for with deferred accounts.",,,D
71,Which of the following statements is correct with regard to business tax calculation?,"When determining a corporation's taxable income, all of the expense items are 100% deductible.",Net operating losses can be carried back to the past three years and carried forward to the next 15 years.,Alternative Minimum Tax system applies to small companies and low-income taxpayers.,Dividend and long-term capital gains usually are levied at a flat tax rate which is comparatively high.,C,"The correct statement is (c) i.e. Alternative Minimum Tax system applies to small companies and low-income taxpayers.
The alternative minimum tax system applies to small companies and low-income taxpayer because after certain taxable limits alternative minimum tax benefits is phased out. It helps in paying the minimum amount of tax to the taxpayers.
Incorrect option:
Option (a) is incorrect: When determining a corporation's taxable income, the expenses are not allowed 100% as a deduction, but expenses are deducted with some limit. A corporation can deduct upto 25% of its taxable income.
Option (b) is incorrect: The law on carrying forward net operating losses has changed. The limitation of 20 years carry forward has been removed. Any remaining losses expire could no longer b used to decrease taxable income.
Option (d) is incorrect: Dividend and long-term capital gain are taxed at low rates, not higher tax rates. They are treated favorably and lower than ordinary income tax rates.",Corporation Tax: Corporate tax is usually called company tax which is imposed directly on the income earned or capital gains of the business entity. It is generally an annual tax to be paid by the company.,,,B
72,Which of the following statements is false?,Accounting centers on an entity.,Financial events should be viewed from the entity's point of view.,You can commingle resources and obligations of an entity with another entity.,None of these.,C,"Which of the following statements is false?
c. You can commingle resources and obligations of an entity with another entity.
That statement is false. The very first of the ten GAAP accounting principles is the economic entity assumption. It means that the business's finances are treated as a separate entity from the personal finances of the owner(s). It also means that each business entity should have its own accounting and financial records.
These answers are incorrect;
a. Accounting centers on an entity.
No, this is true.
b. Financial events should be viewed from the entity's point of view.
No, this is true.
d. None of these.
No, because answer c. is correct.",Generally Accepted Accounting Principles (GAAP): The Generally Accepted Accounting Principles (GAAP) are a set of guidelines developed to standardize accounting principles and practices for corporations to use when reporting their financial data to stockholders and others. There are ten basic principles.,,,C
73,Which of the following will cause a difference in book depreciation and federal depreciation?,Choosing to depreciate a class of property using straight-line on the federal return and straight-line on the books.,Depreciating property with a useful life of less than one year.,Electing to take a Section 179 deduction on eligible property.,Placing property in service mid-year.,C,"The answer is
option C.
Electing to take a Section 179 deduction on the company's eligible property will cause the book and federal depreciation to differ. When the company applies this, all the assets' costs would be recorded as an expense. Other answers have no difference between the book and federal depreciation.",Depreciation: Depreciation expense is one of the expenses recorded by companies when they have long-term tangible assets that are utilized for doing business to generate revenue.,,,C
74,You are about to determine your corporation's taxable income. Which of the following selections does not help to reduce the taxable income for the firm?,Marketing expensesb. Depreciation expensec. Cost of goods soldd. Dividend expense,,,,D,"(d.) Dividend expense
does not help to reduce the taxable income for the firm.
The taxable income is reduced only when an expense is included in its calculation. Usually, all the operating expenses plus depreciation and amortization expenses are deducted out of the figure of gross profit to arrive at taxable income. Dividend expense is not included in taxable income and it is paid out of the income left after payment of all the expenses and taxes.
a. Marketing expenses
is incorrect because marketing expenses are operating expenses and are deducted out of revenues to arrive at the figure of taxable income. Hence, they reduce the taxable income.
b. Depreciation expense
is incorrect because depreciation is included for the computation of taxable income. Hence, it reduces the taxable income.
c. Cost of goods sold
is incorrect because cost of goods sold is deducted out of the amount of sales to calculate the gross profit, which is then adjusted for expenses in order to calculate taxable income. Hence, the cost of goods sold reduces taxable income.",Taxable Income: Taxable income refers to the portion of the money a person or business makes that they are then liable to pay taxes on. It includes all the revenue that is earned out of the operations of the business less a few deducted expenses. Taxable income also referred to as the net operating income of a business.,,,D
216,A major distinction between temporary and permanent differences is:,permanent differences are not representative of acceptable accounting practice.,"temporary differences occur frequently, whereas permanent differences occur only once.","once an item is determined to be a temporary difference, it maintains that status; however, a permanent difference can change in status with the passage of time.","temporary differences reverse themselves in subsequent accounting periods, whereas permanent differences do not reverse.",D,"Answer choice:  d.  temporary differences reverse themselves in subsequent accounting periods, whereas permanent differences do not reverse.
Explanation:
A temporary difference between taxable income and book income will eventually reverse themselves out in future periods.  An example is a difference in depreciation.  A permanent difference does not reverse itself out. This is where something is included as an expense on the books but never deductible on the tax return.","Permanent And Temporary Differences: Corporations have to pay income tax at the business level since they are a separate entity. However, the rules per Generally Accepted Accounting Principles (GAAP) and the Internal Revenue Service (IRS) are often different which causes variations between book income and tax income.  This is specified as temporary or permanent differences in accounting.",,,D
217,"All differences between the book and taxable income, both permanent and temporary, affect a company's effective tax rate. Explain.",True,False,,,B,"It is a false statement
The permanent differences between the income reported in the accounting books and the income reported in tax returns necessarily affect the effective tax rate, but not all temporary differences affect the effective tax rate, it only affects when the company adjusts deferred tax assets and liabilities in their balance sheet.
So, permanent differences affect the effective tax rate but not necessarily temporary differences affect it.","Book Income The companies prepare the financial statements after a fixed interval and report all the transactions that have taken place in that particular interval in the accounting books, after adjusting these books the net income of the company is calculated, this income is known as book income.",,,B
218,Amounts recognized as revenue on the financial statements but not yet included in tax income generate deferred tax assets.,True,False,,,B,"Answer:
b.  False
Explanation:
Amounts recognized as revenue on the financial statements but not yet included in tax income generate deferred tax liabilities.  The revenue has been recognized on the financial statements but not in taxable income meaning that there is a future amount of tax that must be paid on that income once it is included in taxable income.  This creates a future obligation to the Internal Revenue Service (IRS).","Temporary and Permanent Differences: The IRS and Generally Accepted Accounting Principles (GAAP) have different rules as to when income should be recorded and when expenses should be deducted.  Also, some income is taxable and some is not.  This can create permanent and temporary tax differences which means that the amount of tax calculated on the financial statements is different then the amount of tax calculated on the income tax return.",,,B
219,"Coho is a corporation that has $1,100,000 of gross revenue and $1,021,000 of deductible expenses? What is its income tax liability?","79,000","$30,494","$26,860","$15,110",D,"The Taxable Income is computed as follows:
Taxable income = Revenue - deductible expenses
= 1,100,000 * 1,021,000
= $79,000
The tax liability is computed as follows:
Tax liability = Taxable income * 21% (Federal tax rate)
= $79,000 * 0.21
=$16,590
The answer is thus
none of the above
. (The closest answer is D).","What Is Corporate Income Tax: The Corporate Income Tax is the income tax paid on a corporation's taxable income and is filed with the IRS annually. Since the JOBS act in 2018, the Corporate Income Tax System in the United States is a flat-rate system with a rate of 21%.",,,B
220,Comprehensive allocation is a form of rigid uniformity because the question of loan repayment is ignored.,True,False,,,A,"The given statement is true
.
A comprehensive allocation is a form of rigid uniformity in terms of loan repayment, as it ignores the difference that arises in the profit of financial statements and profit tax purposes due to loan repayment. So, we can say that a comprehensive allocation is a form of rigid uniformity.",Loan A loan can be defined as a borrowed fund of the business organizations or individuals which needs to be repaid after a certain time along with its interest. The companies generally take loans from commercial banks or other financial institutions by signing an agreement about repayment in advance.,,,A
221,"Consistency appears to dictate that neither tax liabilities nor deferred credits, under either the comprehensive or partial allocation approaches, should be discounted.",True,False,,,B,"Correct Answer: False
Explanation:
Consistency recommends that the companies follow the same method of accounting in all the years. Whereas deferred credits or liabilities appear on the balance sheet at present value whenever there's a difference in taxable income and accounting income. Also, partial allocation is used only to treat temporary differences that will not match the consistency concept. Hence, consistency is not an appropriate concept that applies to discount deferred credits or liabilities.","Discounted cash flows: When the cash flows are brought to the present value, they are said to be discounted. The investors use them to know about the current value of an investment that generates future cash flows. Through this analysis, he can choose the best investment alternative.",,,A
222,"If the government collects more in tax revenue than it spends, and households consume more than they get in after-tax income:",private and public saving are both positive.,private and public saving are both negative.,"private saving is negative, but public saving is positive.","private saving is positive, but public saving is negative.",C,"The correct answer is
c. private saving is negative, but public saving is positive.
The government needs to make a balance between its tax revenues and spending levels. When the government bears fewer expenses relative to the tax revenues, it is required to conserve the positive savings. At the same time, the consumers need to make consumption of that remaining income after tax deductions. The consumers suffer from negative extents of savings.",Taxable Income: Taxable income is depicted as a portion of that income on which basis the government can collect the taxes from people. Taxable incomes are also expected to get subjected to certain deductions and rewards.,,,C
223,"In partial tax allocation, resulting credits are interpreted as liabilities that mature beyond a year.",True,False,,,B,"Correct Answer: False
Explanation:
As partial tax allocation arises from the timing differences, the result of the differences is termed as a tax expense. This tax expense can be paid to income tax or deducted from the payment of income tax. Hence, this expense goes to the income statement at the end of the accounting period.",Tax allocation: A company allocates its taxes when it observes the difference between actual income tax payable and tax calculated by the company i.e. the value that reflects in accounts. This amount can be distributed over the future accounting periods till it gets settled.,,,A
224,"In the tax law, the definition of gross income is:",All cash payments received unless excluded by the tax code,All cash payments received for services performed,All income from whatever source derived,All income of any kind unless the income is earned illegally,C,"The correct answer is c. All income from whatever source derived
Gross income is the income derived from all sources.  Adjusted gross income is calculated by reducing the gross income by the amount of certain eligible adjustments, like pension contributions and alimony payments.
Gross income includes income from all sources, both legal and illegal.  This is the reason why Al Capone was successfully prosecuted for tax evasion, even though the majority of his income from illegal sources.
a. is incorrect.  Income does not consist just of cash payments.  For example, some capital gains that result in no cash exchange may also be taxed.
b. is incorrect.  Income may be realized without the performance of any services.
d. is incorrect.  Illegal income is also part of gross income.  A person who earns income illegally and avoids taxes violates the law twice.",IRC: The internal revenue code (IRC) is the main piece of legislature in the United States that governs the federal tax system.  Although its origins date back to 1874 the code has been revised many times.,,,C
225,Partial tax allocation is an example of:,Finite uniformity.,Rigid uniformity.,Flexible uniformity.,None of the above.,B,"Option A is the correct answer
Partial tax allocation is an example of Finite uniformity as it leads to more disclosure. It uses accounting methods which is common in all similar situations.
Explanation for incorrect options
B.	Rigid uniformity:
It is an incorrect option as rigid uniformity follows only one method for all such similar transaction which is not appropriate method for partial tax allocation.
C.	Flexible uniformity:
Flexible uniformity is an incorrect option as it is the accounting method which changes as and when require and there is no such adherence or compulsion to abide with those standards only. Since, Partial tax allocation is depending on tax working so such flexible method is not appropriate.
D.	None of the above:
It is an incorrect option as A) is already an answer.",Tax: Tax is the amount charged by government on any income so derived after deduction as applicable from the income. The government charge either a specific rate on such income arrived after deduction. Tax is levied on individual as well on entities.,,,C
226,The main problem with partial allocation is the question of timeliness.,True,False,,,A,"Correct Answer: True
Explanation:
Partial allocation occurs due to timing differences that are reversed at a future date. These timing differences occur when there's a difference between accounting income and taxes payable. These variables that occur differences should be reversed in future accounting periods. The difference can be refunded or paid as income tax.",Tax allocation: It refers to the allocation of tax to different accounting periods. There are two types of tax allocation: inter-period and intra- period tax allocation. Interperiod allocation results from temporary differences and Intraperiod refers to changes in the income statement that appears net of tax.,,,A
227,Under which of the following income tax allocation orientations are only those deferred credits that can reasonably be expected to reverse in the foreseeable future recorded on the books?,Comprehensive allocation,The net-of-tax method,Partial allocation,The new form of equities method,C,"Option (C) is the correct answer
.
The partial allocation method defers tax liability, creating a temporary difference between accounting profits and tax profits. It is expected to be reversed in the subsequent years. The IRS decides the number of years for the tax credit.
The explanation for the incorrect options:
Option A): It is incorrect because comprehensive allocation records both deferred tax assets and deferred tax liabilities.
Option B): It is incorrect because the net-of-tax method calculates the taxable income after deducting all the eligible expenses; it does not consider deferred credits.
Option D): It is an incorrect option because the new form of the equity method of accounting is how the purchaser company records the investment in another company; it is not a method of allocation.",Income Tax The tax that any individual or organizational entity pays based on income earned by them in a specific tax period on a prespecified tax rate is known as income tax paid by them. Income tax is one of the direct taxes of the federal government.,,,C
