id,question,A,B,C,D,answer,explanation,hint,guess,reasoning
11.0,"In perfect capital markets, how does the choice of leverage impact firm value?","In perfect capital markets, leverage decreases firm value by increasing the the risk to equity.","In perfect capital markets, leverage increases firm value because debt costs less than equity.","In perfect capital markets, leverage increases firm value because interest is tax deductible.","In perfect capital markets, leverage does not affect firm value.",D,"The answer is
d. In perfect capital markets, leverage does not affect firm value.
According to Modigliani-Miller theory, the firm's capital structure has no impact to the firm's value in a perfect capital market. Thus, the firm's value will stay unchanged regardless of any change in the firm's leverage.","Perfect Capital Market: Within in a perfect capital market, there are several traders which will increase the competitiveness for traders. In addition, the market information will be always available to people at no cost.",D,
12.0,"Meyer & Co. expects its EBIT to be $62,000 every year forever. The firm can borrow at 8 percent. Meyer currently has no debt, and its cost of equity is 14 percent.","If the tax rate is 35 percent, what is the value of the firm?","What will the value be if the company borrows $142,000 and uses the proceeds to repurchase shares?",,,A,"a. The computation is as follows:
{eq}\begin{align*}{\rm\text{Value of Unlevered Firm}} &= \dfrac{{{\rm\text{Expected Annual EBIT}} \times \left( {1 - {\rm\text{Tax Rate}}} \right)}}{{{\rm\text{Cost of Equity}}}}\\ &= \dfrac{{\$ 62,000 \times \left( {1 - 35\% } \right)}}{{14\% }}\\ &= \$ 287,857.14\end{align*}

{/eq}
b. The computation is as follows:
{eq}\begin{align*}{\rm\text{Value of Levered Firm}} &= {\rm\text{Value of Unlevered Firm}} + \left( {{\rm\text{Amount to be Borrowed}} \times {\rm\text{Tax Rate}}} \right)\\ &= \$ 287,857.14 + \left( {\$ 142,000 \times 35\% } \right)\\ &= \$ 337,557.14\end{align*}

{/eq}","Levered Firm: Levered firm refers to the firm that uses the debt capital in its total capital. As a result of using debt capital, such a firm obtains the benefit of tax-deductibility of its debt capital. Unlevered firms do not use debt capital.",B,
13.0,The difference between the weighted-average cost of capital (WACC) and the pre-tax (unlevered) WACC is:,the weighted-average cost of capital multiplies the cost of debt by (1 - tax rate) and the pre-tax WACC does not.,the weighted-average cost of capital is based on the after-tax cost of equity and the pre-tax WACC is based on the after-tax cost of debt.,"the weighted-average cost of capital multiplies the component costs of equity and debt by their weight in the capital structure, and the pre-tax WACC does not.",the weighted-average cost of capital multiplies the cost of equity and the cost of debt by (1 - tax rate) and the pre-tax WACC does not.,A,"The correct answer choice is option A.
In the pre-tax WACC, the tax rate is not considered for any of the capital components, so tax value is added to the equity cost. But in the case of WACC, debt cost after tax is reduced and is considered.
Pre-tax and WACC formula:
{eq}\begin{aligned}   \text{Pre-tax WACC }&=\text{ Ke}\times \text{We}\times \frac{1}{1-\text{tax rate}}+\text{Wd}\times \text{Kd} \\   \text{WACC }&=\text{ Ke}\times \text{We +Wd}\times \text{Kd}\times (1-\text{tax rate}) \\     \end{aligned}

{/eq}
Here,
Ke=Equity cost
Kd=Debt cost
Wd=Weight of debt
We=Weight of equity
Note: only equity and debt are considered as the enterprises capital.","Capital cost A capital cost is a total cost that an enterprise incurs in order to procure a certain amount of capital. There are many sources to procure capital, such as retained earnings, stock issue, debt issue, procuring through loans, and so on.",A,
14.0,"The mixture of debt and equity, used to finance a corporation is also known as _____.",capital budgeting,capital structure,investing,treasury,B,"The answer is
b. capital structure.
The capital structure will describe the proportion of debt and equity capital to finance its total assets. Generally, a firm should stabilize its capital structure in the long run to maintain a consistent average cost of capital.
a. Incorrect. Capital budgeting is a process that analyzes the feasibility of a project.
b. Correct.
c. Incorrect. Investing is an activity in that the firm will acquire an asset and expect that asset to generate a higher value after a holding period.
d. Incorrect. Within a business, treasury refers to the management of money, which intends to maintain a normal operation.","Capital: Within a business, capital refers to sources of money to fund the firm's assets. In practice, there are two sources of capital: debt capital and equity capital. Each business will have different characteristics that cause a different mixture of debt and equity capital.",B,
15.0,The optimal capital structure is:,mix of securities that will maximize the fund's EPS,the mix of funds used by the firm that minimizes the cost of financing the firm's project,the mix of assets owned by the firm that are optimally employed,the mix of funds that will minimize the firm's beta,D,"a) Incorrect. The mix of securities to increase the fund's EPS should refer to a process for establishing an investment portfolio of different securities, which is to maximize the profit of the fund.
b) Correct. The main purpose of an optimal capital structure is to determine the proportion of equity capital and debt capital, which can maximize the firm's market value. Simultaneously, an optimal capital structure should minimize the firm's overall financing cost.
c) Incorrect. The mix of assets refers to a diversification process to allocate assets efficiently.
d) Incorrect. A fund's beta coefficient should be measured from the market prospect, which represents the relationship between the fund's return and the market return. The capital structure has no impact on the beta coefficient.","Capital Structure: The firm's capital structure indicates the value of each source of capital, including equity capital and debt capital. In practice, equity capital can be raised by selling common stocks and preferred stocks.",B,
16.0,The optimal capital structure minimizes the firm's cost of debt. True or False?,TRUE,FALSE,,,A,"The above statement is true.
In the optimal capital structure, the firm tries to minimize its overall cost of its business by reducing the weighted average cost of capital (WACC) of the firm. WACC is calculated by adding cost of debt and cost of equity. Reducing the WACC means firm needs to reduce its cost of debt and cost of equity. Cost of debt may influence the choice of firm in forming capital structure, since low interest rates enlarge a firm's ability to issue higher debt. Higher debt will increase the WACC and thus affects the optimal capital structure, so it is better to minimize cost of debt to achieve best optimal capital structure.","Cost of Debt The cost of debt is the amount that a company has to pay on its debt, which is in form of interest on bonds and on loans. The company come into a contract with its bondholders and lenders where they pay them a fixed amount at regular intervals.",B,
17.0,The trade-off theory of capital structure describes the optimal capital structure for any firm as being the level of debt that:,minimizes the financial distress costs.,maximizes the present value of the interest tax shield.,equates the present values of the interest tax shield and the financial distress costs.,maximizes the after-tax cash flows that are internally generated.,D,"The correct answer is d, which maximizes the after-tax cash flows internally generated. This is the idea in which a firm determines the debt and equity finance appropriate to balance profits and expenses and one that can yield the highest value of the firm.
Options a, b and c are incorrect. Minimization of the financial distress course is not applicable under the trade-off theory of capital following the major aim, which is to maximize the firm's internal value. Also, interest tax shields that are highly applicable in debt are less of concern in balancing the firm value on its financial outcomes.","Capital Structure: Capital structure is defined as a mix of equity and debt that a company uses to finance its operations and assets in the business setting. It is the result of the factors of a company, such as maturity and size, that affect the financing options.",C,
18.0,The weighted average cost of capital (WACC) for a firm with an optimal capital structure is?,higher than the cost of equity.,lower than the cost of debt.,lower than the cost of unlevered equity.,independent of the capital structure.,C,"Correct answer is Option c.
The optimal capital structure includes both debt and equity. Debt is a cheaper source of financing for a firm due to the fixed nature of its payments and tax deductibility on its interest payments. Equity, on the other hand, is relatively more expensive because the cost is based on the expectations of the shareholders and no fixed dividends are paid.
The inclusion of debt in the capital structure lowers the overall cost of capital as it replaces the expensive equity. The financial leverage of the debt leads to fall in the WACC as more debt is used in the firm, thus making it lesser than the cost of unlevered equity.
The optimal capital structure will include such a level of debt that will minimize the WACC. Hence, the increase in risk to the equity shareholders as a result of more debt financing will not happen in this case.
Thus, the WACC for a firm with an optimal capital structure is lower than the cost of unlevered equity.
Explanation for incorrect answers:
a. It is incorrect because WACC, in this case, is not higher than cost of equity.
b. It is incorrect because WACC will never be lesser than cost of debt because cost of debt is fixed due to fixed interest payments. Moreover, a firm can never be 100% debt. Thus, the element of cost of equity will always be added to that of debt.
d. It is incorrect because debt is cheaper than equity and the inclusion of debt reduces the WACC. Even the MM Approach with taxes states that WACC is cheaper in case of levered firm over an unlevered firm. Thus, WACC is dependent upon the capital structure.",Optimal Capital Structure: Optimal Capital Structure is such a mix of different sources of long-term financing (including both debt and equity) which minimizes the overall cost of capital to the firm and maximizes the total value of firm. There are several theories to find an optimal capital structure.,C,
19.0,"Twice Shy Industries has a debt-equity ratio of 1.6. Its WACC is 9.6 percent, and its cost of debt is 7.1 percent. The corporate tax rate is 35 percent.",What is the company's cost of equity capital?,What is the company's unlevered cost of equity capital?,What would the cost of equity be if the debt-equity ratio were 2?,What would the cost of equity be if the debt-equity ratio were 1.0?,A,"a. The computation is as follows:
{eq}\begin{align*}{\rm\text{Cost of Equity}} &= \dfrac{{{\rm\text{WACC}} - \left( {\dfrac{{{\rm\text{Existing Debt}}}}{{{\rm\text{Existing Debt}} + {\rm\text{Existing Equity}}}} \times {\rm\text{Cost of Debt}}} \right) \times \left( {1 - {\rm\text{Tax Rate}}} \right)}}{{\dfrac{{{\rm\text{Existing Equity}}}}{{{\rm\text{Existing Debt}} + {\rm\text{Existing Equity}}}}}}\\ &= \dfrac{{9.6\%  - \left( {\dfrac{{1.6}}{{1.6 + 1}} \times 7.1\% } \right) \times \left( {1 - 35\% } \right)}}{{\dfrac{1}{{1.6 + 1}}}}\\ &= 17.58\% \end{align*}

{/eq}
b. The computation is as follow:
{eq}\begin{align*}{\rm\text{Unlevered Cost of Equity}} &= \dfrac{{{\rm\text{WACC}} - \left( {\dfrac{{{\rm\text{Debt}}}}{{{\rm\text{Debt}} + {\rm\text{Equity}}}} \times {\rm\text{Cost of Debt}}} \right) \times \left( {1 - {\rm\text{Tax Rate}}} \right)}}{{\dfrac{{{\rm\text{Equity}}}}{{{\rm\text{Debt}} + {\rm\text{Equity}}}}}}\\ &= \dfrac{{9.6\%  - \left( {\dfrac{0}{{0 + 1}} \times 7.1\% } \right) \times \left( {1 - 35\% } \right)}}{{\dfrac{1}{{0 + 1}}}}\\ &= 9.6\% \end{align*}

{/eq}
c. The computation is as follows:
{eq}\begin{align*}{\rm\text{Cost of Equity}} &= \dfrac{{{\rm\text{WACC}} - \left( {\dfrac{{{\rm\text{Debt}}}}{{{\rm\text{Debt}} + {\rm\text{Equity}}}} \times {\rm\text{Cost of Debt}}} \right) \times \left( {1 - {\rm\text{Tax Rate}}} \right)}}{{\dfrac{{{\rm\text{Equity}}}}{{{\rm\text{Debt}} + {\rm\text{Equity}}}}}}\\ &= \dfrac{{9.6\%  - \left( {\dfrac{2}{{2 + 1}} \times 7.1\% } \right) \times \left( {1 - 35\% } \right)}}{{\dfrac{1}{{2 + 1}}}}\\ &= 19.57\% \end{align*}

{/eq}
d. The computation is as follows:
{eq}\begin{align*}{\rm\text{Cost of Equity}} &= \dfrac{{{\rm\text{WACC}} - \left( {\dfrac{{{\rm\text{Debt}}}}{{{\rm\text{Debt}} + {\rm\text{Equity}}}} \times {\rm\text{Cost of Debt}}} \right) \times \left( {1 - {\rm\text{Tax Rate}}} \right)}}{{\dfrac{{{\rm\text{Equity}}}}{{{\rm\text{Debt}} + {\rm\text{Equity}}}}}}\\ &= \dfrac{{9.6\%  - \left( {\dfrac{1}{{1 + 1}} \times 7.1\% } \right) \times \left( {1 - 35\% } \right)}}{{\dfrac{1}{{1 + 1}}}}\\ &= 14.59\% \end{align*}

{/eq}","Unlevered Firm: Unlevered firm refers to the firm which does not use debt in its capital structure. Its entire business capital is financed by the equity source of finance. As a result, its weighted average cost of capital becomes equal to its cost of equity.",B,
20.0,Using additional debt in the capital mix lowers the leverage and decreases the return on equity.,TRUE,FALSE,,,B,"The correct answer is
b. False
.
Additional debt increases the financial leverage; therefore, the return on equity (ROE) also increases. Increasing debt up to a certain limit will provide financial leverage because debt interest is tax-deductible. Thus, it increases the earnings per share, the ROE. Hence, the given statement is false.","Capital Mix: The capital mix is a combination of various sources of capital, like debt, equity, preferred stock, etc. All these have different features like equity holds ownership rights, and debt and preferred stock have fixed interest rates.",B,
21.0,Which of the following combinations of asset structures and financing patterns is likely to create the most volatile earnings?,Illiquid assets and heavy long-term borrowing,Illiquid assets and heavy short-term borrowing,Liquid assets and heavy short-term borrowing,Liquid assets and heavy long-term borrowing,B,"The correct answer is b. Illiquid assets and heavy short-term borrowing
The illiquid assets cannot be easily converted into cash and the heavy short-term borrowings indicate that the organization can repay its borrowings within a period of 12 months. This ensures that the organization have volatile earnings.
The explanation for incorrect answers:
a. Illiquid assets and heavy long-term borrowing
This will lead to an increase in the cash outflows of the organization and will lower their earnings.
c. Liquid assets and heavy short-term borrowing
This will result in low volatile earnings as the liquid assets will be sold within a year and will not contribute much to the organization's earnings and the short-term earnings will lower the cash outflow.
d. Liquid assets and heavy long-term borrowing
This will result in low volatile earnings as the assets will be sold within a short period and will be utilized for a particular period and will not contribute much to the organization's earnings.",Asset Structure: The asset structure is the composition of assets owned by an organization. It is used to determine the long-term and short-term assets held by the organization. It affects the financial structure of an organization.,B,
22.0,Which of the following enterprises would be most likely to secure a large business loan?,A struggling national grocery store chain,A well-established real-estate developer,A one-year-old e-commerce company,A small database design company,A,"a. Incorrect. A grocery store will not require a large amount of business loan as its cash conversion cycle is shorter than other types of business.
b. Correct. A real-estate developer will need more funds for its core business.
c. Incorrect. A young e-commerce company will not need a large amount of debt capital as it will collect money after sales immediately. That means the cash conversion cycle of an e-commerce business is quick as a grocery store in part a.
d. Incorrect. A design company is a service firm, which will not require a large capital for tangible asset. Thus, it will not acquire a large amount of debt to fund its assets.","Capital Structure: The firm's capital structure refers to its debt and equity capital. In practice, the capital structure will vary on different business sectors due to special capital requirements for each industry.",B,
23.0,Which of the following is false regarding the issue of stock versus the issue of bonds to raise capital?,The payment of dividends is at the discretion of the board of directors.,The payment of interest on bonds payable is required by law.,"Interest accrues, whereas dividends do not accrue.",The declaration of dividends reduces the amount of income taxes the corporation must pay.,D,"The correct option is (D)
Option D is correct as it is not the declaration of dividend rather it is the payment of dividend that reduces the tax of the company.
Explanation of incorrect options:
Option A is incorrect as this is a true statement dividends are declared by the board of directors.
Option B is incorrect as this is a true statement that interest on bond is required by law. It is a type of loan and law required the company to pay at least 6% interest on the amount of loan.
Option C is incorrect as this is also true that interest accrues but dividend not because a company have to pay the interest even it is suffering from loss if the company do not pay interest in any year then it need to pay the interest in following years. Rather dividends are paid only if there is profits.",Capital Structure: Capital structure refers to capital mix of the company or in other words how the company has acquired money for the business. With this we come to know how much is owned capital and is borrowed capital .,D,
24.0,Which of the following is true about agency considerations in finding the optimal capital structure for a firm?,The optimal level of debt is determined by trading off the benefits of deducting interest from taxes and the costs of financial distress.,"Through their control of management, stockholders will take more risk than what is in bondholders' interest.","Outside equity costs more than debt, and debt costs more than retained earnings due to information asymmetry. Therefore, finance projects with retained earnings first, debt second, and outside equity last.",No answer text provided.,B,"Correct Answer: Option (b)
Agency consideration is one of the essential determinants of the capital structure. It arises because of the risk faced by the debtholders. The risk arises because shareholders are the firm's owners, and management is under the shareholders' control. Hence, debtholders are worried that shareholders may undertake specific actions that may influence the debtholders badly. So, the agency factor is a determinant for the capital structure.
Explanation for incorrect options:
Option a: The cost and benefit of debt is a factor in every capital structure model. This factor is not a specific factor associated with the agency consideration.
Option c: The statement under this option applies to pecking order theory, and not to the agency considerations.","Optimal Debt Level: The optimal debt level facilitates a firm in determining the additional debt amount that the firm must raise. Also, firms with excess debt levels may utilize it to know the debt amount they must retire for optimal levels.",B,
25.0,Which of the following will initially bring down the WACC of a company?,Issuing debt to finance a new project.,The firm's tax rate rises.,Issuing stock to finance a new project.,Buying back bonds by issuing more stock.,A,"WACC formula:
{eq}WACC = \displaystyle Weight_{equity} \times Cost_{Equity} + Weight_{debt} \times Cost_{debt} \times (1 - Tax) {/eq}
a. Incorrect. An increase in debt capital might cause a fact that shareholders raises their required rate of return. Thus, it is undecidable that new debt will definitely lower the WACC.
b. Correct. An increase in the firm's tax rate will lower the after-tax cost of debt. Hence, the WACC will reduce accordingly.
c. Incorrect. The cost of new equity is high due to the flotation costs, which increases the WACC.
d. Incorrect. See the explanation in part c.",Weighted Average Cost Of Capital: The weighted average cost of capital (WACC) has a direct impact to the firm's capital budgeting decisions. It is the firm's discount rate for cash flows in a capital budgeting analysis.,A,
26.0,Which of the following would not be a characteristic of a firm that would tend to have a high proportion of debt in its capital structure?,A large amount of fixed assets,Steady profitability,In a regulated industry,Many growth opportunities,A,"A. Incorrect. A large number of fixed assets will usually require a significant amount of capital. Compared to equity capital, debt capital provides more benefits in this case since the firm can obtain both an interest tax shield and a depreciation tax shield.
B. Correct. A steady profitability business will have plenty of money, which might not require large debt capital. Alternatively, the business can generate excessive retained earnings or internal equity capital to support its operations.
C. Incorrect. Regulated industries will usually include the following sectors: health care, pharmaceuticals, banking and insurance, energy and nuclear, etc. These industries will need significant debt capital to fund their normal operations efficiently.
D. Incorrect. A firm that has many growth opportunities will usually acquire debt capital to fund these opportunities, which intends to raise the firm's valuation in the future. The available internal equity capital will not be sufficient to fund available opportunities simultaneously. In addition, the new debt capital will be less expensive than the new equity capital.","Capital Structure: The firm's capital structure refers to the proportion of debt capital and equity capital. The capital structure has a direct effect on the firm's average financing cost on its total assets. Specifically, a firm intends to maintain a reasonable and stable average financing cost in the long run.",D,
27.0,Which of the following would NOT be a part of a firm's capital structure?,long-term bonds,preferred stock,short-term notes payable,common stock,C,"Correct Answer:
Option c. short-term notes payable
.
Capital structure lists the long-term sources a company uses and the weights of each source to the total capital raised. Each company should maintain an optimal capital structure which requires the overall cost of capital to be minimum.
Options
Analysis
a. long-term bonds
Long-term bonds refer to a long-term source of finance reported on the capital structure.
b. preferred stock
Preferred stock is a long-term source of finance reported on the capital structure.
c. short-term notes payable
Short-term notes payable is a short-term financing source that is not reported on the capital structure.
d. common stock
Common stock is a long-term source of finance reported on the capital structure.",Short-Term Financing: The short-term sources of financing cannot help a company's long-term solvency. They enable to manage the day-to-day operations. Short-term sources are due within the next twelve months.,C,
28.0,"While market values are preferable, it is common to use capital structure targets when computing the WACC, especially for private companies.",TRUE,FALSE,,,A,"Answer:  This statement will be true.
Explanation:
Private companies makes use of the capital structure to calculate the weighted average cost of capital. The reason being, there is no market value for these companies.",Capital is known as the resources supplied to a business by the owners. Capital is a  financial resource that the business is owned that is beneficiary to generate the value in the companies. Capital can include items such as cash or any other assets introduced into a business by the owners.,A,
29.0,"Whispering Pines, Inc., is all-equity-financed. The expected rate of return on the company's shares is 12 percent.",What is the opportunity cost of capital for an average-risk Whispering Pines investment?,"Suppose the company issues debt, repurchases shares, and moves to a 30 percent debt-to-value ratio (D/V = 0.30 ). What will the company's weighted-average cost of capital be at the new capital structure? The borrowing rate is 7.5 percent and the tax rate is 35 percent.",,,A,"Summary:
Cost of equity = 12%
Cost of deb = 7.5%
Tax rate = 35%
Weight of debt = 30%
Weight of equity = 100% - 30% = 70%
a. Determine the opportunity cost of an average-risk investment:
Initially, the capital structure is all-equity firm, which implies that the firm's average cost of capital is also the cost of equity. Hence, an average-risk investment will have the same cost of capital as the firm. Alternatively, this investment engages an opportunity cost of 12%.
b. Determine the firm's WACC:
WACC = Weight of equity x Cost of equity + Weight of debt x Cost of debt x (1 - Tax rate)
WACC = 70% x 12% + 30% x 7.5% x (1 - 35%)
WACC = 9.86%","Weighed Average Cost Of Capital: The weighted average cost of capital (WACC) represents the firm's average financing cost, including all capital components. If a new investment has an average risk related to the firm, analysts can analyze its value-added by discounting all expected cash flows at the firm's WACC.",B,
176.0,A firm has determined its cost of each source of capital and the percentage of each source making up the firm's capital structure.,6 percent,10.7 percent,11 percent,15 percent,C,"Weighted average cost of capital refers to the summation of product of all the costs of different sources of capital with their proportion in the overall capital structure.
Computation of  Weighted Average Cost of Capital (WACC)
SourceÂ Â Â of Capital
CapitalÂ Â Â Structure Proportions
After-Tax Value
Product
Long-term Debt
40%
6%
[6% * 40%] = 2.4%
Preferred Stock
10%
11%
[11% * 10%] = 1.1%
Common Stock Equity
50%
15%
[15% * 50%] = 7.5%
TOTAL
100%
11.0%
Hence the correct answer is
(c) 11 percent.","Capital Structure The capital structure and cost of capital can vary for every firm. The cost of capital differ for each firm on the basis of risks associated with the business, management's experience, macro economic factors etc..",C,
177.0,According to the trade-off theory of capital structure:,optimal capital structure is reached when the present value of tax savings on account of additional borrowing is just offset by increases in the present value of costs of distress.,optimal capital structure is reached when stockholders' right to default is balanced by the the bondholders' right to get interest and principal payments.,optimal capital structure is reached when the benefits of limited liability is just offset by the value of the lawyers' claim.,none of the above,A,"The correct answer is
A.
Capital structure is defined as a specific plan of stock and debt used by organizations in funding their general activities and growth.  An outstanding capital structure should have the following elements, flexibility, control, maximum return, safety, less risk, economy, and capacity, among other elements. The theory involves balancing debt costs alongside the debt benefits. An organization should decide on the use of equity and debt finance to balance each's disadvantages and advantages. The theory explains that companies are funded partly by stock and partly by debt.","Capital: Capital is defined as the total amount of money used to start a business or invest in getting more profits. Various types of capital include financial, debt, equity, human and working capital, among others. The two sources of capital include debt financing and equity financing. In debt financing, the business borrows money in which they repay with specified interest. In equity financing, the money is invested in the business in exchange for fractional ownership.",A,
178.0,"As more debt is added to the capital structure of a firm, the cost of debt capital:","initially rises slowly, then falls beyond some point",increases at a steady rate throughout the entire range,"beyond some point, becomes greater than the cost of equity","initially rises slowly, then increases rapidly beyond some point",D,"Answer
is d. initially rises slowly, then increases rapidly beyond some point.
The main propositions of the traditional approach are:
The cost of debt capital remains more or less constant upto a certain level of leverage but rises at an increasing rate thereafter.
The cost of equity remains stable or grows slightly upto a certain level of leverage and rises rapidly thereafter.
As a consequence of the above behavior of cost of debt and cost of equity, the weighted average cost of capital (WACC) decreases upto a certain point, remains constant and then rises, with increases in the proportion of debt in the capital structure.",Traditional Theory of Capital Structure The traditional theory of capital structure states that the cost of capital is dependent on the capital structure and there exists an optimal capital structure at which the cost of capital is minimum.,D,
